feature_name,entropy,entropy_score
Xkr4,1.028514124321611,0.7785215385036494
Rp1,3.427746314371639,0.2618750076888319
Sox17,1.6260450570432003,0.6498502557801902
Mrpl15,3.594961950117832,0.22586708045921955
Lypla1,3.6689485425537107,0.209934934972288
Gm37988,1.0346356747964218,0.7772033343593673
Tcea1,4.262804292017687,0.08205505988666761
Rgs20,1.6245682420202414,0.6501682705856897
Atp6v1h,3.533063330280497,0.23919622272973795
Oprk1,1.6078271068199539,0.6537732778288403
Npbwr1,2.042725827432169,0.5601229357769448
Rb1cc1,3.7551042833993398,0.1913823060094586
Alkal1,0.6861701890370029,0.852241292366487
St18,1.5775746706025824,0.6602877853805564
Pcmtd1,4.176851490700076,0.10056398820078505
Sntg1,1.053501397674143,0.7731408220620956
Rrs1,4.051652592420874,0.12752410349351895
Adhfe1,1.508381578611552,0.6751877067311328
Vxn,0.3977301310773841,0.9143534780527564
Mybl1,0.6871478244158324,0.8520307700464845
Vcpip1,3.6117261309933353,0.22225711060002873
Sgk3,3.935201075729856,0.15260057268897587
Mcmdc2,1.5046430197470964,0.6759927615630821
Tcf24,1.0352760521969095,0.7770654365920122
Ppp1r42,0.9093546548014325,0.8041811336010503
Cops5,4.072982568711483,0.12293094310720565
Cspp1,2.4954973290873492,0.4626238998136575
Arfgef1,3.973840761864505,0.14427996917422248
Cpa6,2.3616532069145753,0.4914456627415199
Prex2,2.691350827924614,0.42044914443072523
A830018L16Rik,0.9839075861066023,0.7881270336766539
Sulf1,2.2488243327813313,0.5157420383230207
Slco5a1,0.4065425221075944,0.9124558329341125
Prdm14,1.3806899637907442,0.7026845993140622
Ncoa2,2.178387806224563,0.5309097187330778
Tram1,3.944490202668258,0.15060026808030702
Lactb2,2.7232453544924233,0.41358103196892293
Xkr9,1.2138177773983239,0.7386185687508969
Eya1,2.088947024764803,0.5501697426883198
Msc,2.7253280643943723,0.4131325448029046
Trpa1,2.0147513014254756,0.5661469220640934
Kcnb2,0.9486029015461596,0.7957294836918332
Terf1,2.999419738779495,0.3541101153425257
Sbspon,1.599618202911621,0.6555409690692382
4930444P10Rik,1.0599221119701296,0.7717581964954114
Rpl7,4.113558091564244,0.114193479845078
Rdh10,3.1097170282920383,0.3303588868364823
Stau2,1.7357383434859135,0.626229092255737
Ube2w,3.256128610693961,0.2988308686510127
Eloc,2.7705711963915496,0.4033899666204023
Tmem70,4.303223654623465,0.07335122390337923
Ly96,3.9090112136911657,0.15824025250859597
Jph1,1.2172236358246855,0.7378851570587216
Gdap1,1.9706781674021179,0.575637554896437
Pi15,2.7323246625967728,0.41162590938688837
Crispld1,1.7276281576191759,0.627975525722948
Tfap2d,0.6696901235007251,0.8557900813174811
Tfap2b,1.317796252335517,0.7162280229010616
Pkhd1,1.5549704748517308,0.6651553339925536
Mcm3,2.844876128714175,0.38738927037010995
Paqr8,2.888645369393458,0.37796407740749016
Efhc1,3.3498570916223813,0.2786475388711629
Tram2,2.5993208476561147,0.44026672200152495
Tmem14a,2.8334277595941906,0.3898545424741843
Gsta3,0.9920614555666589,0.7863711934596355
Khdc1a,1.4789104595770501,0.681533966785308
Khdc1c,1.7673379198074932,0.6194244938723592
Kcnq5,0.6197789094068412,0.8665378762650902
Rims1,0.8304589035880006,0.8211704088906581
Ogfrl1,3.6334633622011876,0.21757625264070712
B3gat2,2.184214750418446,0.5296549545983242
Smap1,4.127990875624651,0.11108554896380174
Sdhaf4,2.1741506696552557,0.5318221364299559
Fam135a,3.010651581742043,0.3516914696085601
Col9a1,0.04877648868686455,0.9894965548687177
Col19a1,0.7778252471266212,0.8325044498924602
Lmbrd1,3.781141768809366,0.18577543871082047
Adgrb3,1.0615866460565053,0.7713997585898534
Phf3,3.5335541687660594,0.23909052641497197
Ptp4a1_ENSMUSG00000026064,1.1776449244163256,0.7464079686598879
4931428L18Rik,3.1381983871708243,0.324225760030898
Khdrbs2,1.285971034776005,0.7230812104802953
Gm5415,2.274351889631549,0.5102449781628835
Prim2,3.3069439805790934,0.2878883743513352
Rab23,3.8769264743115017,0.16514932506995372
Bag2,3.3933642307417498,0.269278786407388
Zfp451,2.067906667258247,0.5547005370640984
Bend6,1.2020536481313553,0.7411518361016112
Dst,3.0603298023396706,0.3409938470794617
Ccdc115,4.141688949800572,0.10813582924464182
Imp4,4.263858889632778,0.08182796465115771
Ptpn18,3.033048882363907,0.3468684734375804
Amer3,1.020539374792428,0.7802388073430123
Arhgef4,2.1511689719857605,0.5367709756554466
Fam168b,3.5418967031941126,0.23729405940843062
Plekhb2,2.5762347565175454,0.44523804113698884
Hs6st1,3.1063416967862048,0.3310857249141268
Uggt1,3.671020589531306,0.20948874394204942
Neurl3,3.2917775185301057,0.2911542941880396
Arid5a,2.4212001359840123,0.47862292951378715
Kansl3,2.7113247210131695,0.4161480006673727
Fer1l5,1.3898186309158913,0.7007188478454343
Lman2l,3.3220595357634255,0.28463341671125686
Cnnm4,1.0571596406406458,0.7723530623173908
Cnnm3,3.4673680214427143,0.2533429374756504
Ankrd23,3.5299332460347936,0.2398702496844476
Ankrd39,4.116478700941196,0.11356456084810673
Sema4c,2.964770394110165,0.3615714455933685
Fam178b,2.106732266638479,0.546339899310991
Cox5b,3.344206085680331,0.2798644167655502
Actr1b,3.06811339315242,0.33931774202911835
4933424G06Rik,0.4425852272185522,0.9046944588436917
Zap70,1.4564723990669322,0.6863657401204781
Tmem131,3.399254292568499,0.26801043063019603
Vwa3b,1.5793455759585167,0.6599064416688727
Cnga3,1.1193808139396741,0.758954461939534
Inpp4a,2.663537277679128,0.4264384664744889
Coa5,3.0357792789290046,0.3462805145401646
Unc50,4.349199432713317,0.06345087897213741
Mgat4a,3.6690476045606077,0.2099136031302048
Cracdl,1.8805927949669243,0.5950363839630114
Tsga10,2.0852285878704984,0.5509704644898459
Lipt1,3.879630041583065,0.1645671435464353
Mitd1,3.9868371468249055,0.14148135000315143
Mrpl30,4.350118164034226,0.0632530409505957
Lyg1,0.015582857575401239,0.9966444142672392
Txndc9,4.347966317106631,0.06371641596473443
Eif5b,3.597919363782069,0.2252302360903632
Rev1,2.6986219104377915,0.4188834020356037
Aff3,2.946180445413102,0.36557457315317454
Lonrf2,1.8020362795323193,0.611952608803819
Chst10,3.5288765846278927,0.24009778933333414
Pdcl3,4.121297998783674,0.11252678154454221
Npas2,1.2105891470936765,0.7393138164443454
Rpl31,4.144412811024937,0.10754927765625222
Tbc1d8,4.128836686301594,0.11090341354823785
Cnot11,2.3104283463377384,0.5024763360620308
Rnf149,3.6031135838034274,0.2241117216900259
Creg2,2.385454229932781,0.4863203914054668
Rfx8,2.5970505046820747,0.44075561375037786
Map4k4,2.9467617467730185,0.36544939671872845
Il1r2,3.023708848560849,0.3488797402428755
Il1r1,1.6866245699484177,0.6368051677262994
Il1rl2,1.3639117663291958,0.70629758748077
Il1rl1,1.969920755807718,0.5758006546056975
Il18r1,3.193843373857486,0.3122432643607723
Il18rap,3.2280300851959955,0.30488155677521345
Slc9a4,2.686530842151533,0.4214870718720819
Slc9a2,1.2485003147192706,0.7311500908515782
Mfsd9,2.2017734911409352,0.5258738855890919
Tmem182,2.4338941754441965,0.47588941690240716
Pou3f3,2.76885102591762,0.4037603851699081
Mrps9,3.7712383198420816,0.18790803036796322
Gpr45,1.3228186616886635,0.7151465059143371
Tgfbrap1,3.7662178022980943,0.18898913997575895
AI597479,3.9068803486469754,0.15869910932007136
Fhl2,3.330446785680703,0.2828273207482197
Nck2,3.1864181948891352,0.31384218962135646
Ecrg4,0.3799261860904271,0.9181873489263117
Uxs1,2.2633092275849496,0.5126228860039821
Tpp2,3.68378445394774,0.20674019534475674
Mettl21c,2.361291183434509,0.4915236202546883
Gm8251,2.196174939907398,0.5270794679768205
Tex30,0.1626869133412641,0.9649672800593
Poglut2,3.2104847591202734,0.30865973709749706
Bivm,3.4901103192622087,0.2484456502018605
Ercc5,3.978458840005473,0.14328552017488938
Mettl21e,1.859571699517265,0.5995630304806072
Gulp1,2.427574328972941,0.47725032176530346
Col3a1,2.653952168598591,0.42850250736827067
Col5a2,2.9139161561459375,0.3725223096783079
Wdr75,2.536826135950889,0.4537242256690228
Slc40a1,1.2613454409382374,0.7283840434775768
Dnah7b,1.2195263975284132,0.7373892843164093
Dnah7c,1.168705094241826,0.7483330563045449
Slc39a10,2.702591785967658,0.4180285358710124
Tmeff2,1.3144442244788752,0.7169498428109937
Cavin2,1.9128548484596277,0.5880891288857029
Nabp1,1.9419008263811968,0.5818344179871342
Myo1b,3.818646025483018,0.17769933662216564
Stat4,3.013566687674168,0.3510637357139267
Stat1,3.5181352361856053,0.24241081282142984
Gls,3.205370339048915,0.3097610675139342
Nab1,4.039292887233967,0.13018562113786847
Nemp2,2.5026208504860867,0.46108993297497225
Mfsd6,4.031761766952685,0.13180735961845802
Inpp1,4.155743372029081,0.1051093741490996
Hibch,3.7854516540399876,0.1848473554424127
1700019D03Rik,3.708276847222414,0.20146604552749847
Mstn,1.1448565180206567,0.7534685676654871
1700019A02Rik,1.0971266028833284,0.7637466454497268
Pms1,2.8179009938916453,0.3931980494795764
Ormdl1,3.851198557673029,0.170689530362082
Gm28778,1.6316666539519529,0.6486397107764215
Osgepl1,4.210972504665956,0.09321642777438544
Gm28551,1.5613759686831161,0.6637759859745228
Asnsd1,3.8576565062129275,0.1692988868373927
Dnah7a,0.8278893108014593,0.821723740579137
Stk17b,3.3313785876830777,0.28262666810862536
Hecw2,1.3964324817287967,0.6992946325935777
Ccdc150,1.5180421880758177,0.6731074077146522
Gtf3c3,3.0100131821420404,0.3518289414797624
Pgap1,2.4660270699661018,0.46896997469559243
Ankrd44,3.438539601574487,0.2595507997974218
Sf3b1,4.192697284219972,0.09715178229423993
