feature_name,entropy,entropy_score
Xkr4,0.0003468659134167561,0.9999210289512279
Rp1,0.2678930326870627,0.9390087266239555
Sox17,1.8930933539448875,0.5689989653008186
Mrpl15,2.546431367001577,0.4202533373850291
Lypla1,3.449395834427551,0.2146751925216458
Gm37988,0.0003879626710091012,0.9999116724422062
Tcea1,3.5393933237281536,0.19418544175047625
Rgs20,0.09609217823513176,0.9781226698833756
Atp6v1h,2.3289114938086155,0.4697761410114002
Oprk1,0.4068916038931832,0.9073628873489369
Npbwr1,0.767946477669736,0.8251614344429822
Rb1cc1,2.279017950932108,0.48113541632646684
Alkal1,0.017718645622972387,0.9959659915444447
St18,0.980523913442202,0.7767638767733043
Pcmtd1,3.2955061024008114,0.2497113060840811
Sntg1,0.001088391702129862,0.9997522055904964
Rrs1,3.3671716169806456,0.23339520055669516
Adhfe1,1.1025539453879316,0.7489812690517229
Vxn,0.00038648679450084246,0.9999120084553779
Mybl1,0.1482309546186534,0.9662522216973845
Vcpip1,2.303002995386737,0.475674735290474
Sgk3,3.3506564669835917,0.23715520886379182
Mcmdc2,0.9688955644780896,0.7794113058738987
Tcf24,0.39201854424656746,0.9107490405375666
Ppp1r42,0.5953551372098612,0.8644553478484224
Cops5,2.981147270055925,0.32128145962412513
Cspp1,1.7237009337867237,0.6075645797256065
Arfgef1,2.9232293606554602,0.3344676444613365
Cpa6,0.059034356276371894,0.9865596334248938
Prex2,2.1957604617188187,0.5000906696015402
A830018L16Rik,0.001060762622088029,0.9997584959100208
Sulf1,1.440009015847788,0.6721527892360796
Slco5a1,1.429719637811968,0.6744953744924317
Prdm14,1.0642439499949867,0.7577033152304138
Ncoa2,0.9376352239353365,0.7865283553796187
Tram1,4.038555769592369,0.08054100356039096
Lactb2,2.867749305330976,0.34709880245478253
Xkr9,1.1033213319760815,0.7488065579563521
Eya1,1.5401295759608264,0.6493583164154659
Msc,1.9116427147363466,0.5647758277162576
Trpa1,1.40914629919383,0.6791793116121498
Kcnb2,0.0029064103952439707,0.9993382968224994
Terf1,1.644900718935846,0.6255050442380792
Sbspon,0.998430403084736,0.7726871018230992
4930444P10Rik,0.42748717126894525,0.9026738894024423
Rpl7,3.1181672238595315,0.290086092665213
Rdh10,1.750560152302572,0.6014495347662976
Stau2,0.4951225733954484,0.8872753205795829
Ube2w,1.8727338757530976,0.5736342127640837
Eloc,1.7226220866178614,0.6078102011288474
Tmem70,3.5676555767097407,0.1877509675854222
Ly96,3.3779679998712093,0.2309371853789729
Jph1,0.0758186483731103,0.9827383494690272
Gdap1,0.23737000326638996,0.9459579123231444
Pi15,2.8870727600339685,0.3426994267168679
Crispld1,1.801774693920357,0.589789507339276
Tfap2d,0.0,1.0
Tfap2b,0.42524425952771794,0.9031845336763729
Pkhd1,1.4013810245333977,0.6809472336252906
Mcm3,1.9752603011690557,0.5502919959916228
Paqr8,1.2604871615191064,0.7130245744576287
Efhc1,2.526116948264313,0.424878326151076
Tram2,1.6394569520880855,0.6267444279901571
Tmem14a,0.836450435178759,0.8095651214001773
Gsta3,0.5657766580055583,0.8711894875649436
Khdc1a,0.4192474824661081,0.9045498214013697
Khdc1c,0.12498672543261595,0.9715442411369386
Kcnq5,0.00012953911921721956,0.9999705077965119
Rims1,0.0008696985464975338,0.9998019955156275
Ogfrl1,1.6512148899796233,0.6240674953462273
B3gat2,1.5791225144603476,0.640480784409855
Smap1,2.7293390437777947,0.37861070112480566
Sdhaf4,1.0951813071194192,0.7506597994398678
Fam135a,2.112394623435486,0.5190705907363365
Col9a1,0.013932049854347534,0.9968280867448024
Col19a1,0.0027836870018051432,0.9993662372880046
Lmbrd1,2.0244033117571982,0.5391035945493035
Adgrb3,0.0002032336116330173,0.9999537297530959
Phf3,2.633894691941716,0.4003405404440451
Ptp4a1_ENSMUSG00000026064,2.281068500078345,0.4806685672923777
4931428L18Rik,1.043691593260254,0.7623824753995189
Khdrbs2,0.001906439609392565,0.9995659604200039
Gm5415,0.009218116242390889,0.9979013091825775
Prim2,2.1174431741515636,0.5179211859392481
Rab23,2.610485273419525,0.4056701685808435
Bag2,1.342963763506153,0.6942471059715583
Zfp451,1.5438413055317477,0.6485132660209585
Bend6,0.005788512789487281,0.998682127853632
Dst,1.4137219836113604,0.6781375644028519
Ccdc115,3.161879366298728,0.28013413832500444
Imp4,3.476701863870341,0.20845842200747955
Ptpn18,2.970941819553726,0.3236049370780252
Amer3,0.023731109383401162,0.9945971324248265
Arhgef4,0.4103622997789201,0.9065727131534796
Fam168b,2.9801387637912655,0.3215110664962125
Plekhb2,1.94418578788056,0.5573667381601515
Hs6st1,1.9224640351112856,0.5623121350152659
Uggt1,3.6138621555170514,0.17723110429692635
Neurl3,2.2945529718018944,0.4775985542615302
Arid5a,2.854324167621974,0.3501553068957819
Kansl3,1.8425380218278598,0.5805089103368595
Fer1l5,0.21789103325135467,0.9503926942708281
Lman2l,2.4700363295230154,0.43764621456698616
Cnnm4,0.6717405006643115,0.8470646731539405
Cnnm3,2.749792252514305,0.3739541140051137
Ankrd23,3.0340494774266267,0.30923720091541973
Ankrd39,3.6041265616170093,0.1794476093813615
Sema4c,3.239182816139147,0.26253444267470394
Fam178b,0.476496895302669,0.8915158333431153
Cox5b,2.8087141966305067,0.3605393403344701
Actr1b,1.8082799376892427,0.5883084568725795
4933424G06Rik,0.13524704914935592,0.9692082706846371
Zap70,1.1009458216110388,0.7493473909919436
Tmem131,2.9980297749952216,0.31743781552596795
Vwa3b,0.8064719673242121,0.8163903266321757
Cnga3,0.1905244229197984,0.956623257251006
Inpp4a,0.5067630901321095,0.8846251212391862
Coa5,2.403664096971437,0.452757197258576
Unc50,3.4745386660877884,0.20895091778461394
Mgat4a,2.4175379374165398,0.4495985365540577
Cracdl,0.32187858027338057,0.9267178235789373
Tsga10,0.8602970335994435,0.8041359604071638
Lipt1,2.2963089146672035,0.47719877831268764
Mitd1,3.8392330367219,0.12592085972396705
Mrpl30,3.571440914855231,0.18688915870843625
Lyg1,1.0576990105434805e-05,0.9999975919340323
Txndc9,3.387760004080734,0.22870783734534883
Eif5b,2.112254285592382,0.5191025414879777
Rev1,1.6784122263870678,0.6178754710024497
Aff3,0.7917788875217243,0.8197355037649323
