,0
1607,Mettl7a2
1608,Cela1
1609,I730030J21Rik
1610,Scn8a
1611,Krt80
1612,Krt7
1613,Krt85
1614,Krt83
1615,Krt81
1616,Krt86
1617,5430421N21Rik
1618,Krt84
1619,Krt82
1620,4732456N10Rik
1621,Krt75
1622,Krt6b
1623,Krt6a
1624,Krt5
1625,Krt71
1626,Krt73
1627,Krt2
1628,Krt1
1629,Krt77
1630,Krt76
1631,Krt4
1632,Krt79
1633,Krt78
1634,Krt8
1635,Krt18
1636,Igfbp6
1637,Espl1
1638,Sp7
1639,Hoxc13
1640,Hotair
1641,Hoxc11
1642,Hoxc10
1643,Hoxc9
1644,Hoxc8
1645,Hoxc6
1646,Hoxc5
1647,Hoxc4
1648,D930007P13Rik
1649,Gpr84
1650,Nckap1l
1651,Ppp1r1a
1652,Glycam1
1653,Mucl1
1654,Mefv
1655,Dnase1
1656,Gm5766
1657,Sec14l5
1658,AU021092
1659,Grin2a
1660,Atf7ip2
1661,Tekt5
1662,Fam18a
1663,Prm1
1664,Tnfrsf17
1665,Shisa9
1666,Pla2g10
1667,1810007I06Rik
1668,2900011O08Rik
1669,Snai2
1670,Efcab1
1671,Spag6
1672,Rpl31-ps12
1673,Igll1
1674,2610318N02Rik
1675,Rimbp3
1676,Serpind1
1677,Aifm3
1678,4930451C15Rik
1679,B830017H08Rik
1680,Car15
1681,Vpreb2
1682,Rtn4r
1683,Tbx1
1684,Cldn5
1685,Olfr164
1686,Olfr165
1687,Olfr166
1688,Lamp3
1689,A930003A15Rik
1690,Map6d1
1691,Vwa5b2
1692,2310042E22Rik
1693,A830060N17
1694,Liph
1695,Ahsg
1696,Fetub
1697,Hrg
1698,Kng2
1699,Kng1
1700,Adipoq
1701,Masp1
1702,Sst
1703,A730098P11Rik
1704,Tprg
1705,Trp63
1706,Cldn16
1707,Tmem207
1708,Ostn
1709,Uts2d
1710,Fgf12
1711,Hrasls
1712,Atp13a5
1713,Atp13a4
1714,9030404E10Rik
1715,Cpn2
1716,Gp5
1717,Apod
1718,Mfi2
1719,Pigz
1720,Bex6
1721,Osta
1722,Muc4
1723,Muc20
1724,Gm933
1725,Muc13
1726,E130310I04Rik
1727,Adcy5
1728,Sema5b
1729,Csta
1730,Stfa2l1
1731,Gm5483
1732,2010005H15Rik
1733,Stfa1
1734,BC100530
1735,Stfa2
1736,Stfa3
1737,Casr
1738,Cd86
1739,Fbxo40
1740,Stxbp5l
1741,Hgd
1742,Fstl1
1743,Nr1i2
1744,Popdc2
1745,Upk1b
1746,Igsf11
1747,Lsamp
1748,Gap43
1749,Zdhhc23
1750,Wdr52
1751,Mir3081
1752,Cd200r1
1753,Cd200r4
1754,Cd200r2
1755,Cd200r3
1756,Ccdc80
1757,Btla
1758,Gm609
1759,Gcet2
1760,BC016579
1761,Tmprss7
1762,Tagln3
1763,Cd96
1764,Gm5485
1765,Morc1
1766,Trat1
1767,Retnlb
1768,Retnla
1769,Retnlg
1770,Myh15
1771,Zpld1
1772,Gpr128
1773,Tmem45a
1774,2310005G13Rik
1775,Col8a1
1776,Gpr15
1777,Olfr172
1778,4930547E14Rik
1779,Epha6
1780,Cadm2
1781,E330011O21Rik
1782,Chodl
1783,Ncam2
1784,Cyyr1
1785,ORF63
1786,Grik1
1787,Cldn17
1788,Cldn8
1789,2310079G19Rik
1790,2310061N02Rik
1791,Krtap13-1
1792,Krtap13
1793,2310034C09Rik
1794,Mrap
1795,Olig2
1796,Olig1
1797,Kcne2
1798,Kcne1
1799,Clic6
1800,1810053B23Rik
1801,Cldn14
1802,Sim2
1803,Kcnj6
1804,Kcnj15
1805,Erg
1806,B3galt5
1807,Igsf5
1808,Itgb2l
1809,Dscam
1810,Fam3b
1811,Tmprss2
1812,Ripk4
1813,Gm9992
1814,Fndc1
1815,Ccr6
1816,Prr18
1817,T2
1818,Gm16702
1819,6530411M01Rik
1820,Plg
1821,Slc22a2
1822,Slc22a1
1823,Mas1
1824,Mrgprh
1825,Acat3
1826,Gpr31c
1827,2700054A10Rik
1828,Smok4a
1829,Tcte2
1830,4930474M22Rik
1831,Has1
1832,Fpr1
1833,Fpr2
1834,Ccdc64b
1835,Cldn6
1836,Cldn9
1837,Kremen2
1838,Prss41
1839,Prss32
1840,Dcpp2
1841,Dcpp3
1842,Sbp
1843,Sbpl
1844,Prss30
1845,Prss22
1846,Prss27
1847,Caskin1
1848,Rab26
1849,Noxo1
1850,Snhg9
1851,Hs3st6
1852,4930528F23Rik
1853,Igfals
1854,Ptx4
1855,Ccdc154
1856,Baiap3
1857,Gm17801
1858,Prss34
1859,Tpsab1
1860,Tpsb2
1861,Tpsg1
1862,Cacna1h
1863,Tekt4
1864,Sox8
1865,2810468N07Rik
1866,Mslnl
1867,Msln
1868,Fbxl16
1869,Nhlrc4
1870,Pdia2
1871,Nkx2-5
1872,Grm4
1873,Pacsin1
1874,Spdef
1875,Clps
1876,Lhfpl5
1877,Mapk13
1878,Pnpla1
1879,4930539E08Rik
1880,1700030A11Rik
1881,Pxt1
1882,Pi16
1883,Fgd2
1884,Tmem217
1885,1700097N02Rik
1886,Glp1r
1887,Umodl1
1888,Tff3
1889,Tff2
1890,Tff1
1891,Tmprss3
1892,Ubash3a
1893,Cbs
1894,Cryaa
1895,Rasal3
1896,A530088E08Rik
1897,Pglyrp2
1898,Cyp4f39
1899,Cyp4f40
1900,Cyp4f15
1901,Zfp811
1902,Cyp4f14
1903,Morc2b
1904,Myo1f
1905,Col11a2
1906,BC051537
1907,H2-Oa
1908,H2-DMb2
1909,H2-Ob
1910,H2-Aa
1911,H2-Eb2
1912,H2-Ea-ps
1913,Btnl2
1914,Btnl1
1915,Btnl4
1916,Btnl5
1917,Btnl6
1918,Prrt1
1919,Tnxb
1920,C4b
1921,Cyp21a1
1922,C4a
1923,Slc44a4
1924,Ly6g6c
1925,Ly6g6e
1926,Apom
1927,Aif1
1928,Ltb
1929,Lta
1930,H2-Q1
1931,H2-Q2
1932,H2-Q10
1933,Cdsn
1934,Dpcr1
1935,Sfta2
1936,Gm11127
1937,H2-Bl
1938,2410017I17Rik
1939,Gm8909
1940,Gm6623
1941,H2-T3
1942,H2-M9
1943,Trim15
1944,Trim40
1945,Trim31
1946,Rnf39
1947,H2-M5
1948,Mog
1949,Olfr98
1950,Olfr99
1951,H2-M2
1952,Olfr110
1953,Olfr111
1954,Crisp3
1955,3110082D06Rik
1956,Gpr115
1957,Gpr111
1958,E130008D07Rik
1959,Gpr110
1960,Gpr116
1961,Mep1a
1962,D730048J04Rik
1963,1700071M16Rik
1964,Tdrd6
1965,Rcan2
1966,Clic5
1967,Tcte1
1968,Tmem151b
1969,Gm7325
1970,Slc22a7
1971,Ttbk1
1972,Gnmt
1973,Ptcra
1974,1700001C19Rik
1975,9830107B12Rik
1976,A530064D06Rik
1977,Trem1
1978,Trem3
1979,Treml2
1980,B430306N03Rik
1981,Trem2
1982,Treml1
1983,Tspo2
1984,Unc5cl
1985,Lrfn2
1986,Kif6
1987,Satb1
1988,Gm20098
1989,Kcnh8
1990,Sult1c2
1991,Slc5a7
1992,St6gal2
1993,Ebi3
1994,Shd
1995,Fsd1
1996,Mir7b
1997,Acsbg2
1998,Acer1
1999,Slc25a41
2000,Tubb4a
2001,Cd70
2002,Tnfsf14
2003,C3
2004,Vav1
2005,Emr1
2006,2610034M16Rik
2007,9130404H23Rik
2008,Lama1
2009,Arhgap28
2010,L3mbtl4
2011,Tmem200c
2012,2410021H03Rik
2013,A330050F15Rik
2014,Fam179a
2015,Alk
2016,Capn13
2017,Galnt14
2018,Srd5a2
2019,Sult6b1
2020,Cyp1b1
2021,Ttc39d
2022,Gm19689
2023,Kcng3
2024,Haao
2025,Abcg5
2026,Abcg8
2027,Slc3a1
2028,Six3os1
2029,Six3
2030,Six2
2031,2010106C02Rik
2032,Atp6v1e2
2033,Epcam
2034,Kcnk12
2035,Gtf2a1l
2036,Lhcgr
2037,Nrxn1
2038,4930480K15Rik
2039,Adcyap1
2040,Mkx
2041,Armc4
2042,Colec12
2043,4930563E18Rik
2044,Lama3
2045,Hrh4
2046,4933424G05Rik
2047,Aqp4
2048,Chst9
2049,Cdh2
2050,Dsc3
2051,Dsc2
2052,Dsc1
2053,Dsg1a
2054,Dsg1b
2055,Dsg4
2056,Dsg3
2057,Dsg2
2058,Ttr
2059,Mep1b
2060,Klhl14
2061,Asxl3
2062,Nol4
2063,Dtna
2064,4930474G06Rik
2065,Rit2
2066,Syt4
2067,Lims2
2068,Gpr17
2069,Myo7b
2070,Proc
2071,Gfra3
2072,2010001M09Rik
2073,Psd2
2074,4930471G03Rik
2075,Slc4a9
2076,E230025N22Rik
2077,Pcdha1
2078,Pcdha2
2079,Pcdha3
2080,Pcdha4
2081,Pcdha5
2082,Pcdha6
2083,Pcdha8
2084,Pcdha9
2085,Pcdha10
2086,Pcdha11
2087,Pcdha12
2088,Pcdhac1
2089,Pcdhac2
2090,Pcdhb2
2091,Pcdhb6
2092,Pcdhb8
2093,Pcdhb15
2094,Pcdhb18
2095,Pcdhgb1
2096,Pcdhgc5
2097,Pcdh12
2098,2900055J20Rik
2099,Kctd16
2100,Sh3rf2
2101,Ppp2r2b
2102,Stk32a
2103,Jakmip2
2104,Spink3
2105,Scgb3a2
2106,Gm94
2107,Spink5
2108,Spink6
2109,Myot
2110,Kcnn2
2111,A330093E20Rik
2112,Ticam2
2113,4833403I15Rik
2114,9130209A04Rik
2115,G630055G22Rik
2116,Zfp474
2117,Prdm6
2118,9330117O12
2119,Megf10
2120,Ctxn3
2121,1700011I03Rik
2122,2210409D07Rik
2123,Adamts19
2124,A730017C20Rik
2125,Cd74
2126,Arsi
2127,Camk2a
2128,Slc6a7
2129,Cdx1
2130,Csf1r
2131,Mir145
2132,Il17b
2133,Htr4
2134,2700046A07Rik
2135,Apcdd1
2136,St8sia3
2137,Onecut2
2138,5330437I02Rik
2139,Grp
2140,Gm9926
2141,Mc4r
2142,Cidea
2143,Slmo1
2144,Mc5r
2145,2310002L13Rik
2146,Dcc
2147,Mro
2148,1700120E14Rik
2149,2010010A06Rik
2150,Katnal2
2151,St8sia5
2152,Siglec15
2153,Slc14a2
2154,Sall3
2155,Galr1
2156,Cndp1
2157,Fam69c
2158,Neto1
2159,Cbln2
2160,Cd226
2161,Dok6
2162,Gal
2163,1700055N04Rik
2164,Aldh3b2
2165,Doc2g
2166,Cabp2
2167,Gpr152
2168,Ptprcap
2169,Tbc1d10c
2170,A930001C03Rik
2171,2010003K11Rik
2172,Ccdc87
2173,Npas4
2174,Cd248
2175,Tmem151a
2176,Fosl1
2177,1700020D05Rik
2178,Ovol1
2179,Kcnk7
2180,Slc22a20
2181,Naaladl1
2182,Gpha2
2183,Slc22a12
2184,Kcnk4
2185,Lgals12
2186,Hrasls5
2187,Slc22a19
2188,Slc22a26
2189,Slc22a27
2190,Slc22a28
2191,Slc22a29
2192,Slc22a30
2193,Slc22a8
2194,Slc22a6
2195,9830166K06Rik
2196,Chrm1
2197,Lrrn4cl
2198,Scgb1a1
2199,Rab3il1
2200,Gm98
2201,Lrrc10b
2202,Cd5
2203,A430093F15Rik
2204,Cd6
2205,Zp1
2206,Ms4a10
2207,Ms4a18
2208,Ms4a8a
2209,Ms4a1
2210,Ms4a4c
2211,Ms4a4b
2212,Ms4a6c
2213,Gm8369
2214,Ms4a6b
2215,Ms4a4d
2216,Ms4a6d
2217,Ms4a2
2218,Ms4a3
2219,Oosp1
2220,Mpeg1
2221,Gm4952
2222,Glyat
2223,Keg1
2224,Trpm6
2225,Rorb
2226,1500015L24Rik
2227,Aldh1a7
2228,Tmc1
2229,Trpm3
2230,Mamdc2
2231,1700028P14Rik
2232,E030010A14Rik
2233,Foxd4
2234,Dmrt3
2235,Kcnv2
2236,Slc1a1
2237,Rln1
2238,Pdcd1lg2
2239,Mbl2
2240,A1cf
2241,Lipf
2242,Lipk
2243,Lipm
2244,Ankrd22
2245,Slc16a12
2246,Htr7
2247,Ankrd1
2248,1500017E21Rik
2249,4931408D14Rik
2250,Cyp26a1
2251,O3far1
2252,Rbp4
2253,Pde6c
2254,Lgi1
2255,Cyp2c55
2256,Cyp2c65
2257,Cyp2c66
2258,Cyp2c29
2259,Cyp2c38
2260,Cyp2c39
2261,Cyp2c67
2262,Cyp2c68
2263,Cyp2c40
2264,Cyp2c69
2265,Cyp2c37
2266,Cyp2c54
2267,Cyp2c50
2268,Cyp2c70
2269,Dntt
2270,Opalin
2271,Tll2
2272,Pik3ap1
2273,Gm19424
2274,4933411K16Rik
2275,Sfrp5
2276,Golga7b
2277,Crtac1
2278,Hpse2
2279,Cnnm1
2280,Nkx2-3
2281,Abcc2
2282,Gm10768
2283,Cpn1
2284,Cyp2c44
2285,Pkd2l1
2286,Scd3
2287,Wnt8b
2288,Sema4g
2289,Pdzd7
2290,Tlx1
2291,Lbx1
2292,Kcnip2
2293,Elovl3
2294,Pitx3
2295,Cyp17a1
2296,Ina
2297,Calhm1
2298,Neurl1a
2299,Col17a1
2300,Ccdc147
2301,Sorcs3
2302,Sorcs1
2303,Ins1
2304,AA387883
2305,Adra2a
2306,Tectb
2307,Habp2
2308,Nrap
2309,9930023K05Rik
2310,Tdrd1
2311,Vwa2
2312,Gm10007
2313,Pnlip
2314,1810018F18Rik
2315,Pnliprp1
2316,Pnliprp2
2317,Emx2os
2318,Emx2
2319,1700080N15Rik
2320,Ucma
2321,A230108P19Rik
2322,5031426D15Rik
2323,Gata3
2324,4930412O13Rik
2325,9230102O04Rik
2326,Itih2
2327,8030442B05Rik
2328,Gm13293
2329,Il2ra
2330,E030013I19Rik
2331,Cubn
2332,Fam23a
2333,Slc39a12
2334,Gm13315
2335,Ptf1a
2336,Gpr158
2337,Myo3a
2338,Gad2
2339,Il1f9
2340,Il1f6
2341,Il1f5
2342,Il1rn
2343,Pax8
2344,Cacna1b
2345,Entpd8
2346,Noxa1
2347,Fam166a
2348,Slc34a3
2349,Gm757
2350,2310002J15Rik
2351,Lrrc26
2352,Grin1
2353,E130003G02Rik
2354,2010317E24Rik
2355,Ptgds
2356,C8g
2357,Gm996
2358,Fcna
2359,Lcn8
2360,Lcn14
2361,Lcn11
2362,Sohlh1
2363,Kcnt1
2364,Lhx3
2365,4932418E24Rik
2366,Card9
2367,Mir126
2368,Lcn4
2369,Abo
2370,Adamts13
2371,Tmem8c
2372,Adamtsl2
2373,Fam163b
2374,Dbh
2375,Col5a1
2376,Fcnb
2377,Ppp1r26
2378,1700007K13Rik
2379,Gbgt1
2380,Cel
2381,Gfi1b
2382,Mir219-2
2383,Prrx2
2384,Ass1
2385,Fibcd1
2386,Aif1l
2387,Lcn2
2388,Pip5kl1
2389,Lmx1b
2390,C130021I20Rik
2391,Nron
2392,D730039F16Rik
2393,Hc
2394,AI182371
2395,Gm13446
2396,Lhx2
2397,Olfml2a
2398,Lrp1b
2399,Kynu
2400,Kif5c
2401,Lypd6b
2402,Lypd6
2403,Tnfaip6
2404,Rprm
2405,Galnt13
2406,Kcnj3
2407,BB557941
2408,Galnt5
2409,Ermn
2410,Acvr1c
2411,Upp2
2412,Dapl1
2413,Itgb6
2414,Gm13582
2415,Tbr1
2416,Slc4a10
2417,Gcg
2418,Fap
2419,Kcnh7
2420,Slc38a11
2421,Scn3a
2422,Scn2a1
2423,Csrnp3
2424,Scn1a
2425,Gm13629
2426,Scn9a
2427,Scn7a
2428,Xirp2
2429,B3galt1
2430,G6pc2
2431,Abcb11
2432,Dhrs9
2433,Lrp2
2434,Myo3b
2435,Sp5
2436,Gad1
2437,Dlx1
2438,Dlx1as
2439,Dlx2
2440,Gm1631
2441,Chrna1
2442,Chn1
2443,Hoxd13
2444,Hoxd12
2445,Hoxd10
2446,Hoxd9
2447,Hoxd8
2448,1700109F18Rik
2449,Hoxd3
2450,Hoxd4
2451,Ttc30a2
2452,Pde11a
2453,Dfnb59
2454,Ttn
2455,Cerkl
2456,Neurod1
2457,Frzb
2458,Zfp804a
2459,Fam171b
2460,Gm13710
2461,Ypel4
2462,Mir130a
2463,Serping1
2464,Smtnl1
2465,Rtn4rl2
2466,Prg2
2467,Prg3
2468,Aplnr
2469,Lrrc55
2470,4833423E24Rik
2471,Olfr1030
2472,Olfr1033
2473,Olfr1034
2474,Agbl2
2475,Rapsn
2476,Sfpi1
2477,Mybpc3
2478,F2
2479,Chrm4
2480,Gyltl1b
2481,Syt13
2482,Gm10804
2483,Alx4
2484,Accsl
2485,Mir670
2486,Lrrc4c
2487,Rag2
2488,Rag1
2489,Pamr1
2490,Slc1a2
2491,Ehf
2492,A930006I01Rik
2493,D430041D05Rik
2494,AI314831
2495,Wt1
2496,0610012H03Rik
2497,Pax6os1
2498,Pax6
2499,Kcna4
2500,Gm13939
2501,1700024P03Rik
2502,Bbox1
2503,Fibin
2504,Slc5a12
2505,Ano3
2506,Muc15
2507,4930533B01Rik
2508,Grem1
2509,Scg5
2510,Gjd2
2511,A530058N18Rik
2512,Actc1
2513,C130080G10Rik
2514,3110099E03Rik
2515,2810405F15Rik
2516,Tmco5
2517,Gm1337
2518,Plcb2
2519,Phgr1
2520,Disp2
2521,Gchfr
2522,Ppp1r14d
2523,Spint1
2524,Rhov
2525,Itpka
2526,Ltk
2527,Tyro3
2528,Pla2g4e
2529,Pla2g4f
2530,4931402G19Rik
2531,Capn3
2532,Tgm5
2533,Mtap1a
2534,Ckmt1
2535,Strc
2536,Frmd5
2537,Mageb3
2538,Patl2
2539,Duox2
2540,Duoxa2
2541,Duoxa1
2542,Duox1
2543,Gm14085
2544,Ctxn2
2545,Slc12a1
2546,Fbn1
2547,Fgf7
2548,Atp8b4
2549,Slc27a2
2550,Astl
2551,Adra2b
2552,Prom2
2553,Mal
2554,Mertk
2555,AI847159
2556,Il1a
2557,F830045P16Rik
2558,Pdyn
2559,Tgm3
2560,Cpxm1
2561,Gfra4
2562,Adam33
2563,Siglec1
2564,Adra1d
2565,5330413P13Rik
2566,Prokr2
2567,1700026D11Rik
2568,Chgb
2569,Lrrn4
2570,Fermt1
2571,Hao1
2572,4930545L23Rik
2573,6330527O06Rik
2574,Pak7
2575,Ankrd5
2576,Snap25
2577,Sptlc3
2578,Flrt3
2579,Otor
2580,C630020P19Rik
2581,Pcsk2
2582,9430032N09Rik
2583,Gm5535
2584,Ovol2
2585,Gm14092
2586,4930529M08Rik
2587,Insm1
2588,Nkx2-2
2589,Nkx2-2as
2590,Pax1
2591,Foxa2
2592,Cst9
2593,9230104L09Rik
2594,Cst10
2595,Tmem90b
2596,Cst7
2597,Snph
2598,Rspo4
2599,Angpt4
2600,Scrt2
2601,Tcf15
2602,Nrsn2
2603,6820408C15Rik
2604,Defb29
2605,Defb45
2606,Defb25
2607,Rem1
2608,Mylk2
2609,Foxs1
2610,Dusp15
2611,Xkr7
2612,BC020535
2613,Hck
2614,Bpifb3
2615,Bpifa1
2616,Bpifb1
2617,Bpifb5
2618,Ggt7
2619,4930471I20Rik
2620,Myh7b
2621,Mmp24
2622,Fam83c
2623,Gdf5
2624,Fer1l4
2625,Sla2
2626,Gm1332
2627,Vstm2l
2628,D630003M21Rik
2629,Snhg11
2630,Arhgap40
2631,Gm14204
2632,Slc32a1
2633,Emilin3
2634,Ptprt
2635,9430021M05Rik
2636,Sgk2
2637,Gdap1l1
2638,R3hdml
2639,0610008F07Rik
2640,Hnf4a
2641,Wisp2
2642,Rims4
2643,Wfdc5
2644,Wfdc12
2645,Wfdc15b
2646,Rbpjl
2647,Wfdc2
2648,Spint3
2649,Wfdc6a
2650,Wfdc8
2651,Wfdc13
2652,Wfdc3
2653,Tnnc2
2654,Mmp9
2655,Cdh22
2656,Ocstamp
2657,Slc13a3
2658,Ptgis
2659,E130018N17Rik
2660,Sall4
2661,A630075F10Rik
2662,Bcas1
2663,1700040N02Rik
2664,Cyp24a1
2665,Dok5
2666,Cbln4
2667,Cass4
2668,Tfap2c
2669,Spo11
2670,Ctcfl
2671,1300015D01Rik
2672,Pck1
2673,Nespas
2674,Tubb1
2675,Zfp831
2676,Edn3
2677,Phactr3
2678,Cdh26
2679,Hrh3
2680,BC066135
2681,Gata5
2682,Gm14318
2683,Gm6307
2684,Slco4a1
2685,Col9a3
2686,Tcfl5
2687,Birc7
2688,Nkain4
2689,Chrna4
2690,Kcnq2
2691,Eef1a2
2692,Ptk6
2693,BC051628
2694,Stmn3
2695,Sox18
2696,Oprl1
2697,Myt1
2698,Hnf4g
2699,1110015O18Rik
2700,2700069I18Rik
2701,Zfhx4
2702,Pmp2
2703,Fabp4
2704,Fabp12
2705,Slc10a5
2706,Chmp4c
2707,Ralyl
2708,Gm6300
2709,Car1
2710,Car3
2711,Car2
2712,A930001A20Rik
2713,Gm9733
2714,Sirpb1a
2715,Sirpb1b
2716,LOC100038947
2717,Gm5150
2718,2610100L16Rik
2719,Bhlhe22
2720,Cyp7b1
2721,Trim55
2722,Cpa3
2723,Cpb1
2724,Agtr1b
2725,Nlgn1
2726,Ghsr
2727,Slc2a2
2728,Arpm1
2729,Cldn11
2730,Slc7a14
2731,Kcnmb2
2732,Usp13
2733,Pex5l
2734,4930419G24Rik
2735,Sox2ot
2736,Sox2
2737,Gm11549
2738,Trpc3
2739,C430002E04Rik
2740,2610316D01Rik
2741,Pcdh10
2742,Pabpc4l
2743,Pcdh18
2744,Gm2447
2745,Stoml3
2746,Frem2
2747,Trpc4
2748,Postn
2749,6030405A18Rik
2750,Ccna1
2751,Mab21l1
2752,Tm4sf4
2753,Gm410
2754,Gm8234
2755,Clrn1
2756,Med12l
2757,Gpr171
2758,Gpr87
2759,P2ry13
2760,P2ry12
2761,C130079G13Rik
2762,Aadacl2
2763,Aadac
2764,Sucnr1
2765,Gpr149
2766,Plch1
2767,Vmn2r1
2768,Veph1
2769,Ptx3
2770,Shox2
2771,Schip1
2772,Il12a
2773,Arl14
2774,1110032A04Rik
2775,Gm6634
2776,Sis
2777,Slitrk3
2778,LOC626082
2779,Bche
2780,Zbbx
2781,Serpini2
2782,Fstl5
2783,Rxfp1
2784,Tmem144
2785,Fam198b
2786,Gria2
2787,Glrb
2788,Tdo2
2789,Accn5
2790,Gucy1a3
2791,Npy2r
2792,Fgg
2793,Fga
2794,Fgb
2795,Sfrp2
2796,Prss48
2797,Cd1d2
2798,Fcrls
2799,Cd5l
2800,Fcrl1
2801,Fcrl5
2802,Ntrk1
2803,Insrr
2804,Sh2d2a
2805,Crabp2
2806,Bcan
2807,Hapln2
2808,Rhbg
2809,Bglap-rs1
2810,Bglap2
2811,Bglap
2812,Rab25
2813,Rxfp4
2814,Pklr
2815,Hcn3
2816,Efna3
2817,Kcnn3
2818,Chrnb2
2819,Creb3l4
2820,S100a14
2821,S100a7a
2822,S100a8
2823,S100a9
2824,Pglyrp4
2825,Pglyrp3
2826,Prr9
2827,Sprr2b
2828,Sprr2f
2829,Sprr2g
2830,Sprr2h
2831,Sprr2i
2832,Sprr2j-ps
2833,Sprr2k
2834,Sprr1b
2835,Sprr3
2836,Sprr1a
2837,Sprr4
2838,Ivl
2839,Lce6a
2840,Kprp
2841,2310050C09Rik
2842,Lce3c
2843,Crct1
2844,Crnn
2845,Rptn
2846,Tchhl1
2847,Them5
2848,Lingo4
2849,BC021767
2850,Selenbp2
2851,Cgn
2852,Tnfaip8l2
2853,Bnipl
2854,Ctss
2855,Car14
2856,Sv2a
2857,Fcgr1
2858,BC107364
2859,Hfe2
2860,Ankrd34a
2861,Gja5
2862,Gm5544
2863,Adam30
2864,Reg4
2865,Hmgcs2
2866,Hsd3b4
2867,Hsd3b5
2868,Hsd3b2
2869,Hsd3b3
2870,Hsd3b6
2871,Hsd3b1
2872,Hao2
2873,Tbx15
2874,Vtcn1
2875,Cd2
2876,Mab21l3
2877,Nhlh2
2878,Casq2
2879,A230001M10Rik
2880,Tshb
2881,Nr1h5
2882,Syt6
2883,Olfml3
2884,Kcnd3
2885,Adora3
2886,I830077J02Rik
2887,Chia
2888,Chi3l3
2889,Chi3l4
2890,BC051070
2891,Cd53
2892,Kcna3
2893,Cym
2894,Kcnc4
2895,Slc6a17
2896,Alx3
2897,Eps8l3
2898,Gstm3
2899,Gnat2
2900,Gpr61
2901,Mybphl
2902,Gm12522
2903,5330417C22Rik
2904,Aknad1
2905,Amy2b
2906,Amy1
2907,Col11a1
2908,Olfm3
2909,Gpr88
2910,4930455H04Rik
2911,1700061I17Rik
2912,4833424O15Rik
2913,Dpyd
2914,4930447N08Rik
2915,Fabp2
2916,Myoz2
2917,Ndst3
2918,Tram1l1
2919,Ndst4
2920,Ugt8a
2921,Arsj
2922,Ank2
2923,Pitx2
2924,Egf
2925,6330410L21Rik
2926,Lrit3
2927,Rrh
2928,Cfi
2929,Agxt2l1
2930,Dkk2
2931,Arhgef38
2932,Cxxc4
2933,Tacr3
2934,4933401H06Rik
2935,Bank1
2936,Emcn
2937,Gm5105
2938,0610031O16Rik
2939,Adh7
2940,Adh1
2941,Adh6a
2942,Adh6-ps1
2943,Adh4
2944,B930007M17Rik
2945,Bmpr1b
2946,Gbp1
2947,Clca2
2948,Clca4
2949,AI747448
2950,Clca6
2951,Clca3
2952,Clca5
2953,Col24a1
2954,Ddah1
2955,Wdr63
2956,Mcoln3
2957,Dnase2b
2958,Uox
2959,Gm1653
2960,Eltd1
2961,Gipc2
2962,AI115009
2963,St6galnac5
2964,Slc44a5
2965,Lhx8
2966,AI606473
2967,4922501L14Rik
2968,Tnni3k
2969,4930570G19Rik
2970,Negr1
2971,Cth
2972,Lrrc7
2973,Rpe65
2974,Sdr16c5
2975,Sdr16c6
2976,Cyp7a1
2977,8430436N08Rik
2978,Clvs1
2979,Gdf6
2980,Esrp1
2981,Cdh17
2982,Slc26a7
2983,Necab1
2984,Calb1
2985,Mmp16
2986,Slc7a13
2987,Ttpa
2988,Nkain3
2989,Pou3f2
2990,Klhl32
2991,Fhl5
2992,Fut9
2993,Gabrr1
2994,Cnr1
2995,1700003M02Rik
2996,Ifnk
2997,Lingo2
2998,Tmem215
2999,4933428C19Rik
3000,Spink4
3001,Aqp7
3002,Aqp3
3003,Ccl19
3004,BC049635
3005,1700022I11Rik
3006,Sit1
3007,Car9
3008,Msmp
3009,Spag8
3010,4930412F15Rik
3011,Hrct1
3012,5430416O09Rik
3013,Ccin
3014,Pax5
3015,Frmpd1
3016,2900093L17Rik
3017,Gm12409
3018,Igfbpl1
3019,1300002K09Rik
3020,Tmod1
3021,Foxe1
3022,Hemgn
3023,Gabbr2
3024,Nr4a3
3025,Tmeff1
3026,E130309F12Rik
3027,Acnat2
3028,Acnat1
3029,Baat
3030,Aldob
3031,Grin3a
3032,Ppp3r2
3033,Tal2
3034,Gm12505
3035,Actl7a
3036,6430704M03Rik
3037,Gm12530
3038,Palm2
3039,D630039A03Rik
3040,Txndc8
3041,Svep1
3042,Musk
3043,Zkscan16
3044,Mup7
3045,Mup15
3046,Mup2
3047,Mup8
3048,Mup9
3049,Mup1
3050,Mup11
3051,Gm2083
3052,Mup12
3053,Mup14
3054,Mup16
3055,Mup17
3056,Mup19
3057,Mup20
3058,Mup3
3059,Mup21
3060,Rnf183
3061,Ambp
3062,Kif12
3063,Orm1
3064,Orm2
3065,Tnfsf15
3066,Dbc1
3067,Rasef
3068,Gm11240
3069,2310002L09Rik
3070,Frmd3
3071,Gm5860
3072,Cer1
3073,Frem1
3074,Bnc2
3075,Sh3gl2
3076,Fam154a
3077,Slc24a2
3078,Ifne
3079,Mir31
3080,Dmrta1
3081,Elavl2
3082,Lrrc19
3083,Tek
3084,Cyp2j13
3085,Cyp2j12
3086,Cyp2j11
3087,Cyp2j8
3088,Cyp2j5
3089,Gm12695
3090,E130114P18Rik
3091,L1td1
3092,A730085A09Rik
3093,Angptl3
3094,Ror1
3095,Ube2u
3096,Dnajc6
