feature_name,cell_type_tau,TRA,rank
Rttn,0.8721469,True,9843
Smox,0.87212527,True,9844
Gpr132,0.87209904,True,9845
Cdh26,0.87208647,True,9846
D630045J12Rik,0.8720528,True,9847
Tmem71,0.87204283,True,9848
Cd302,0.87202245,True,9849
Pfkfb1,0.87201834,True,9850
Pcnx3,0.8720022,True,9851
Odc1,0.87199116,True,9852
Vamp5,0.8719896,True,9853
Nr4a2,0.87198466,True,9854
Hinfp,0.87197304,True,9855
Chfr,0.87194115,True,9856
Arv1,0.8718929,True,9857
Gm14418,0.8718819,True,9858
Ntf3,0.87186563,True,9859
Chst2,0.87186,True,9860
Fcsk,0.8718566,True,9861
Usp45,0.8718449,True,9862
Pkp3,0.87183464,True,9863
Tubb5,0.87179804,True,9864
Hnrnpll,0.87179184,True,9865
Zfp30,0.8717734,True,9866
Cyfip1,0.8717706,True,9867
Edn3,0.87175983,True,9868
Arhgef40,0.8717571,True,9869
Cenpf,0.8717366,True,9870
Itpkc,0.87170726,True,9871
Ubd,0.871698,True,9872
Thap3,0.87168556,True,9873
Dgcr8,0.87164325,True,9874
Arsb,0.8716334,True,9875
Nkd2,0.8716288,True,9876
Dop1b,0.8716283,True,9877
Sh3bp1,0.8716044,True,9878
Minpp1,0.87160194,True,9879
Smim15,0.8715728,True,9880
Cnot9,0.87151676,True,9881
Rpgr,0.87149936,True,9882
Cdkn2b,0.871457,True,9883
B3gnt4,0.8714373,True,9884
Pfn2,0.8714216,True,9885
Lamtor1,0.8714119,True,9886
Rrp1b,0.87139046,True,9887
Dcbld2,0.8713639,True,9888
Zfp13,0.8713554,True,9889
Tbc1d23,0.8713137,True,9890
Tacc1,0.87129986,True,9891
Nlgn2,0.8712931,True,9892
Mpp4,0.8712676,True,9893
Josd2,0.8712105,True,9894
Fam193a,0.87115693,True,9895
Frs2,0.8711343,True,9896
Selplg,0.87112504,True,9897
Retreg2,0.8711081,True,9898
Map4k2,0.87107354,True,9899
Tbcd,0.8710706,True,9900
Opn1mw,0.8710666,True,9901
Ints14,0.8709679,True,9902
Oma1,0.8709515,True,9903
Mrtfb,0.87093705,True,9904
Tmem104,0.8709268,True,9905
Traip,0.8709232,True,9906
Trmt10c,0.87092257,True,9907
Tmem251,0.8709173,True,9908
Apobec1,0.8708588,True,9909
Dus4l,0.87085503,True,9910
Fem1b,0.87083226,True,9911
Ndufaf5,0.87080836,True,9912
Golph3l,0.87077105,True,9913
Mmp14,0.8707496,True,9914
Mycbp2,0.8707159,True,9915
Atp6v0e2,0.87070245,True,9916
Abraxas2,0.8706949,True,9917
Wnt5b,0.8706662,True,9918
Chchd10,0.8706545,True,9919
Slc29a3,0.87063164,True,9920
Arl11,0.8706206,True,9921
Fam118a,0.87061197,True,9922
Elk3,0.870607,True,9923
Micall2,0.87060505,True,9924
Pdlim4,0.8705961,True,9925
Tfcp2,0.87057847,True,9926
Ctnnbip1,0.87051773,True,9927
Mfng,0.8705041,True,9928
Rem2,0.87045956,True,9929
Marchf5,0.8704183,True,9930
Zfp341,0.8704073,True,9931
Pspc1,0.8704009,True,9932
Homer2,0.8703828,True,9933
Pithd1,0.8703296,True,9934
Tjp2,0.87032294,True,9935
Stradb,0.87028486,True,9936
Nolc1,0.870276,True,9937
H1f4,0.87027556,True,9938
Sbk1,0.8702613,True,9939
Fam172a,0.8702613,True,9940
Epha4,0.87024504,True,9941
Edar,0.8702059,True,9942
Dgka,0.87018913,True,9943
Cdh11,0.87018853,True,9944
Kremen2,0.87017864,True,9945
Atat1,0.8701717,True,9946
Kcnk12,0.8701678,True,9947
Vsig10l,0.87015873,True,9948
Znhit2,0.8701577,True,9949
C2,0.87015265,True,9950
Usp28,0.87015206,True,9951
Mcf2l,0.87015116,True,9952
Ccdc96,0.87014335,True,9953
Mlkl,0.87009555,True,9954
Vmn2r7,0.8700465,True,9955
Hsdl1,0.8700392,True,9956
Rad51d,0.8700345,True,9957
Erc1,0.8700336,True,9958
Cdc25a,0.8700001,True,9959
2510009E07Rik,0.8699953,True,9960
Tbc1d9b,0.86993223,True,9961
Pgghg,0.86990327,True,9962
Slc6a4,0.86989725,True,9963
Epm2aip1,0.8698879,True,9964
Slc16a6,0.8698551,True,9965
Per3,0.86984825,True,9966
Mov10,0.86983514,True,9967
Pdlim1,0.86982936,True,9968
Supt5,0.8698187,True,9969
Stk10,0.8697983,True,9970
Gnai1,0.8697836,True,9971
Slc7a6,0.86977744,True,9972
Cdk4,0.86972344,True,9973
Tmem94,0.86967194,True,9974
Fuom,0.8696714,True,9975
Nars2,0.86966044,True,9976
Slc25a41,0.86965567,True,9977
Nfam1,0.86963403,True,9978
Cnih1,0.869622,True,9979
Endod1,0.8695872,True,9980
Prex1,0.8695564,True,9981
Rbm48,0.8695559,True,9982
Lrp3,0.8695553,True,9983
Mfsd4b4,0.86952674,True,9984
Zfp612,0.8695216,True,9985
Pygb,0.8695138,True,9986
Cdkn1b,0.86949766,True,9987
Tmem63a,0.86947906,True,9988
Coa5,0.8694751,True,9989
Tbc1d20,0.8694464,True,9990
Caps2,0.8694253,True,9991
Syde2,0.8694135,True,9992
Gnaz,0.8693798,True,9993
Ccdc136,0.86937284,True,9994
Pax1,0.8693631,True,9995
Nr2f2,0.8693248,True,9996
Pros1,0.86931646,True,9997
2010109A12Rik,0.8692988,True,9998
Ddah2,0.86929566,True,9999
Bcl2l1,0.8692944,True,10000
Pik3cb,0.86929005,True,10001
Mfsd14b,0.86927646,True,10002
Ntpcr,0.8692698,True,10003
Dok4,0.86924076,True,10004
Pym1,0.8692301,True,10005
Plcd3,0.8692257,True,10006
Entpd4,0.86921364,True,10007
Slc41a3,0.86908835,True,10008
Hspa1l,0.8690741,True,10009
Sigirr,0.8690725,True,10010
Rgs9bp,0.8690676,True,10011
Il2,0.8690662,True,10012
Ncbp3,0.8690622,True,10013
BC025920,0.86905694,True,10014
Rgs11,0.8690217,True,10015
Mfsd9,0.86899924,True,10016
Chrd,0.868992,True,10017
Rasa2,0.86897093,True,10018
Neurl1a,0.868965,True,10019
Dna2,0.86892307,True,10020
Cyp1b1,0.86884433,True,10021
Smurf1,0.868788,True,10022
Tlcd4,0.86878526,True,10023
Uxs1,0.86876714,True,10024
Cyb5d1,0.86876124,True,10025
Mob1a,0.868751,True,10026
Saraf,0.8687004,True,10027
Abca6,0.86869496,True,10028
Tigd3,0.8686714,True,10029
Socs3,0.8686666,True,10030
Nbdy,0.8686488,True,10031
Abcc10,0.8686445,True,10032
Spout1,0.86863554,True,10033
Septin11,0.8686342,True,10034
Nckap5l,0.8686005,True,10035
Fam219b,0.86857986,True,10036
Mansc1,0.8685478,True,10037
Cab39l,0.8685019,True,10038
Zfp454,0.86849463,True,10039
Mydgf,0.8684612,True,10040
Tmem97,0.86843324,True,10041
Washc5,0.8684281,True,10042
Mboat1,0.8684269,True,10043
Mvb12a,0.8683457,True,10044
Rgs9,0.8683188,True,10045
Rest,0.8683069,True,10046
Ahcyl2,0.86828965,True,10047
Efcab15,0.868268,True,10048
Tctn1,0.86826783,True,10049
Srr,0.86824274,True,10050
Ccl25,0.86823004,True,10051
Ap5m1,0.86821085,True,10052
Slc16a2,0.8681686,True,10053
Zfp7,0.8681621,True,10054
Ppan,0.8680783,True,10055
Kif4,0.8680598,True,10056
Ccdc149,0.86802596,True,10057
Apeh,0.86802024,True,10058
Iqcg,0.86801934,True,10059
Tmem26,0.86801404,True,10060
Unk,0.867995,True,10061
Phgdh,0.8679591,True,10062
Heatr5b,0.86794126,True,10063
Polk,0.86793953,True,10064
4931428L18Rik,0.8679319,True,10065
Irf5,0.86790395,True,10066
Necab3,0.86789453,True,10067
Lnpep,0.86785394,True,10068
Dnai2,0.8678455,True,10069
Csnk2a2,0.8677573,True,10070
Tepsin,0.8677291,True,10071
Dnajb1,0.86772394,True,10072
Rbpms2,0.8677025,True,10073
L3hypdh,0.8677025,True,10074
Il17rb,0.8676293,True,10075
Dusp10,0.8676244,True,10076
AU041133,0.8676169,True,10077
Vmn1r38,0.8675663,True,10078
Fxyd6,0.8675533,True,10079
Iltifb,0.8675164,True,10080
Sh2d7,0.86750036,True,10081
Pdss1,0.8674904,True,10082
Glt8d2,0.86743677,True,10083
Tamalin,0.8674011,True,10084
Snta1,0.86740094,True,10085
Plekha5,0.8673838,True,10086
Egfl6,0.86737454,True,10087
Acss1,0.8673143,True,10088
Rho,0.86727494,True,10089
Filip1l,0.86724925,True,10090
Fam185a,0.8672372,True,10091
Bcar3,0.86723,True,10092
Gbf1,0.8672185,True,10093
Fkbp14,0.867193,True,10094
Lcmt2,0.86718875,True,10095
Hddc3,0.8671627,True,10096
Smim19,0.86715853,True,10097
Hck,0.86715597,True,10098
Mfap3,0.8671295,True,10099
Fcgrt,0.86711586,True,10100
Rmnd1,0.8671135,True,10101
Slc16a10,0.86710167,True,10102
Marchf9,0.86709535,True,10103
Dhrs4,0.86709034,True,10104
Wnt16,0.8670698,True,10105
Pccb,0.86706275,True,10106
Clec2i,0.8670611,True,10107
Nek1,0.86704385,True,10108
Tgfb2,0.86703306,True,10109
Blnk,0.86702824,True,10110
Tsx,0.86702055,True,10111
Icosl,0.86702037,True,10112
Mal2,0.8670172,True,10113
Slc38a2,0.86698806,True,10114
Tradd,0.866978,True,10115
Fndc7,0.8669633,True,10116
Pex1,0.86695045,True,10117
Gm29797,0.8669465,True,10118
Hey1,0.8669216,True,10119
Dnmt1,0.8668971,True,10120
Wdr76,0.8668787,True,10121
Naaa,0.8668538,True,10122
Ss18l1,0.8668509,True,10123
Reps2,0.86679816,True,10124
Wwp2,0.86677,True,10125
Ddt,0.86674803,True,10126
B230217C12Rik,0.8667213,True,10127
Zfp961,0.8666951,True,10128
Dtl,0.866638,True,10129
Zfp128,0.866637,True,10130
Dclk3,0.86662126,True,10131
Cyp2u1,0.8666004,True,10132
Mex3d,0.8665796,True,10133
Wdr18,0.8665238,True,10134
Sergef,0.86651456,True,10135
Pold1,0.8665049,True,10136
Efcab2,0.8664974,True,10137
Runx1t1,0.8664945,True,10138
Neurl1b,0.86648405,True,10139
Elovl7,0.8664661,True,10140
Hhat,0.8664626,True,10141
Pomk,0.86645156,True,10142
Adamtsl5,0.8664217,True,10143
Tnfrsf19,0.8664093,True,10144
Tpd52l1,0.8664049,True,10145
Amigo3,0.86639494,True,10146
Ptpa,0.8663711,True,10147
Idh2,0.86634284,True,10148
Rab34,0.8663394,True,10149
Mpc1,0.8663289,True,10150
Fosb,0.8663196,True,10151
2810408A11Rik,0.86629206,True,10152
Steap1,0.8662676,True,10153
Tbck,0.86623317,True,10154
Bbs7,0.8662277,True,10155
Casp1,0.8662255,True,10156
Rbl1,0.86619717,True,10157
Ccdc166,0.86619264,True,10158
Mapkbp1,0.86617,True,10159
Steap3,0.8661647,True,10160
Bcam,0.8661399,True,10161
Msh2,0.86613345,True,10162
Nsdhl,0.8661046,True,10163
Pold4,0.8660989,True,10164
Cenpc1,0.8660924,True,10165
Vamp4,0.8660333,True,10166
Eri2,0.8660283,True,10167
Slfn2,0.86602116,True,10168
Egfl8,0.8660163,True,10169
Efcab7,0.8659621,True,10170
Slc22a21,0.8659127,True,10171
Itga2,0.8658976,True,10172
Aar2,0.8658902,True,10173
Cpe,0.86587405,True,10174
Usp11,0.86585224,True,10175
Exoc6,0.8658077,True,10176
Morn4,0.8657976,True,10177
Dhrs7,0.86579067,True,10178
Szrd1,0.8657878,True,10179
Cpt1a,0.8657739,True,10180
Zdhhc15,0.86566937,True,10181
Akap5,0.86564904,True,10182
Nbeal1,0.86563534,True,10183
Prkch,0.8656307,True,10184
Slc39a8,0.8656142,True,10185
Nynrin,0.86561006,True,10186
Itpripl2,0.86560553,True,10187
Pgpep1,0.86560184,True,10188
Zfp446,0.8655856,True,10189
Prpsap2,0.8655744,True,10190
Tnfaip8l1,0.8655544,True,10191
Prm1,0.8655293,True,10192
Axl,0.8654812,True,10193
Trappc11,0.8654803,True,10194
Grwd1,0.865474,True,10195
Sap130,0.8654614,True,10196
Prdx3,0.8654608,True,10197
Ndrg3,0.8654407,True,10198
Cep104,0.8654299,True,10199
Adcy7,0.86541384,True,10200
Gprin3,0.86538905,True,10201
Vps50,0.8653817,True,10202
G2e3,0.8653543,True,10203
Clec16a,0.865341,True,10204
Wfikkn2,0.86528045,True,10205
Zc3h12d,0.86527634,True,10206
Sytl3,0.8652642,True,10207
Hjurp,0.86524016,True,10208
Vezt,0.86521626,True,10209
Lamc2,0.86520463,True,10210
Igfbp3,0.86520284,True,10211
Ikzf2,0.8651667,True,10212
Nkx6-3,0.8651508,True,10213
Sfxn1,0.8651478,True,10214
Coil,0.8651371,True,10215
Cpeb2,0.8651056,True,10216
Macrod1,0.8650963,True,10217
Tnp2,0.86508614,True,10218
Limd2,0.86508435,True,10219
Polr1b,0.8650828,True,10220
Fkbp15,0.8650486,True,10221
Spsb1,0.86504173,True,10222
Dclre1c,0.86502016,True,10223
Timm50,0.8650047,True,10224
Bdh1,0.86497605,True,10225
Gstk1,0.8649723,True,10226
Ash2l,0.86496997,True,10227
Slc35d1,0.8649294,True,10228
L1cam,0.8649179,True,10229
Tfb1m,0.8649106,True,10230
Sccpdh,0.8648863,True,10231
Tnks,0.8648522,True,10232
Pja2,0.86483413,True,10233
Capn12,0.8648132,True,10234
Rbm47,0.8647724,True,10235
Cfap36,0.86468464,True,10236
Ccdc157,0.8646825,True,10237
Tmem234,0.8646521,True,10238
Txnrd3,0.8646494,True,10239
Xrcc2,0.864637,True,10240
Shd,0.8646012,True,10241
Csf2rb,0.8646008,True,10242
Osbpl3,0.8645979,True,10243
Metap1d,0.86456484,True,10244
1500011B03Rik,0.86455965,True,10245
Etv3,0.86453795,True,10246
Zfp280d,0.86453533,True,10247
Camta1,0.86452913,True,10248
Ufl1,0.864513,True,10249
Dhx30,0.86449015,True,10250
Plcxd2,0.86445916,True,10251
Gm17018,0.8644207,True,10252
Synj1,0.8644043,True,10253
Tmem186,0.8644035,True,10254
Serpinb6a,0.86436266,True,10255
Kdm4c,0.8643348,True,10256
Chaf1a,0.86432475,True,10257
Palld,0.8643089,True,10258
Fam83a,0.8642652,True,10259
Kank4,0.8642261,True,10260
Cenpm,0.86421293,True,10261
Faim2,0.8641859,True,10262
Terf1,0.86418027,True,10263
Pias1,0.8641507,True,10264
Eloa,0.864143,True,10265
Tent2,0.864127,True,10266
Insl6,0.86411923,True,10267
Apoo,0.864119,True,10268
Fbxo11,0.8640885,True,10269
Ndufa5,0.8640871,True,10270
Lrrc51,0.8640617,True,10271
Rmdn3,0.8639798,True,10272
Crtap,0.8639593,True,10273
Rnf26,0.8639561,True,10274
Hes7,0.86393195,True,10275
Fam126b,0.8639165,True,10276
Fam151b,0.86386806,True,10277
Ppwd1,0.8638434,True,10278
Mief2,0.86383843,True,10279
Nfkbia,0.8638194,True,10280
Apol7b,0.8638179,True,10281
Rwdd2a,0.86380386,True,10282
Pafah1b3,0.8637652,True,10283
Gfra2,0.8637522,True,10284
Gmfg,0.86374396,True,10285
Fbxo7,0.8637423,True,10286
Uri1,0.8637298,True,10287
Lims1,0.86371243,True,10288
Ccnd3,0.8637026,True,10289
Kcnk5,0.8636668,True,10290
Camsap1,0.86365247,True,10291
Nfib,0.86364734,True,10292
Galm,0.86362904,True,10293
Apobr,0.86362237,True,10294
Fahd2a,0.8636209,True,10295
Il12a,0.8636135,True,10296
Ttc38,0.86360484,True,10297
Trappc12,0.86358994,True,10298
Grap,0.86358523,True,10299
Dnajc2,0.8635799,True,10300
Emilin2,0.86349684,True,10301
H2az2,0.86347663,True,10302
Pole2,0.8634621,True,10303
Slc35f2,0.8634616,True,10304
Csf1,0.8634361,True,10305
Ncoa4,0.8633935,True,10306
Gapt,0.8633909,True,10307
Napepld,0.8633727,True,10308
Coq3,0.86332655,True,10309
Diaph1,0.8632923,True,10310
Eps8l2,0.8632835,True,10311
Myo5a,0.863267,True,10312
Memo1,0.8632534,True,10313
Agbl3,0.86322296,True,10314
H3c4,0.8631771,True,10315
Creg1,0.86315024,True,10316
Efnb1,0.8631489,True,10317
Yod1,0.86314756,True,10318
Ripk3,0.86310166,True,10319
Pi4ka,0.86307985,True,10320
Alyref,0.8630694,True,10321
Pde4dip,0.8630626,True,10322
Zc3hav1l,0.863009,True,10323
Scamp5,0.8630068,True,10324
Kat7,0.86299014,True,10325
Wrap53,0.86297745,True,10326
Kiss1r,0.86297095,True,10327
Gclc,0.8629481,True,10328
Eps15,0.86293393,True,10329
Nit2,0.86292136,True,10330
Tnk1,0.8629165,True,10331
Tfdp2,0.86291325,True,10332
Lgals8,0.8628824,True,10333
Tmem135,0.8628551,True,10334
Slc39a10,0.8628513,True,10335
Gp1bb,0.86282367,True,10336
Slc25a23,0.8628202,True,10337
Slc7a1,0.86281973,True,10338
Tcf20,0.86278313,True,10339
Asb1,0.86267996,True,10340
Aldh1l2,0.86266565,True,10341
Ccpg1os,0.8626652,True,10342
Psmc3ip,0.862664,True,10343
Slc4a3,0.8626306,True,10344
Cct2,0.86261165,True,10345
Pcnx4,0.862599,True,10346
Als2,0.86259806,True,10347
Gpatch8,0.8625834,True,10348
Zfp318,0.86253685,True,10349
Alox12,0.8625165,True,10350
Serf1,0.8625114,True,10351
Mrm3,0.86250806,True,10352
Picalm,0.86250454,True,10353
Afap1,0.8624991,True,10354
Caskin2,0.8624976,True,10355
Map1lc3a,0.86246675,True,10356
Tmem233,0.86242163,True,10357
Metap2,0.862421,True,10358
Nrp1,0.8624091,True,10359
Lrrc49,0.8623967,True,10360
Rfx7,0.8623795,True,10361
Chml,0.8623795,True,10362
Epn3,0.86237615,True,10363
Haus4,0.8623746,True,10364
Mrto4,0.86237264,True,10365
Prune2,0.86235136,True,10366
Washc1,0.86233914,True,10367
Pdcd1lg2,0.86232233,True,10368
Urb2,0.862272,True,10369
Mpped2,0.8622267,True,10370
Tmem256,0.86222297,True,10371
Zfp711,0.8622133,True,10372
Polr3a,0.86219954,True,10373
Trak1,0.8621734,True,10374
Il17re,0.8621693,True,10375
Sting1,0.8621651,True,10376
Gm2897,0.8621278,True,10377
Scn10a,0.86212474,True,10378
Brpf3,0.8620998,True,10379
Pnisr,0.86209065,True,10380
Rab39b,0.8620699,True,10381
Phyhd1,0.86206627,True,10382
Selenot,0.86206096,True,10383
Usp22,0.8620519,True,10384
D16Ertd472e,0.8619696,True,10385
Scarb1,0.86194557,True,10386
Myo9a,0.8619172,True,10387
Zbtb14,0.86182016,True,10388
Taf1a,0.86181974,True,10389
Tgoln1,0.86177665,True,10390
Atad2b,0.8617734,True,10391
Fcho1,0.8617519,True,10392
Zmym4,0.8617422,True,10393
Aldh9a1,0.86173767,True,10394
Trp53rkb,0.8617164,True,10395
Cd55,0.86169446,True,10396
Zfp157,0.8616906,True,10397
Cyp2j6,0.86168677,True,10398
Senp7,0.8616693,True,10399
Slc2a10,0.8615943,True,10400
Gm5431,0.8615748,True,10401
Cacul1,0.8615711,True,10402
Fam72a,0.861528,True,10403
Cep192,0.86152166,True,10404
Esyt2,0.86148494,True,10405
Tgif2,0.86146814,True,10406
Adam1b,0.8614567,True,10407
Rsrp1,0.8614224,True,10408
Tns3,0.8614195,True,10409
Filip1,0.8613911,True,10410
Qpct,0.8613804,True,10411
Haus6,0.8613616,True,10412
Sh3pxd2a,0.86127704,True,10413
Chpf,0.8612506,True,10414
Fbxw10,0.8612298,True,10415
Dag1,0.8612015,True,10416
Cdc42ep2,0.861184,True,10417
Scmh1,0.861174,True,10418
Enho,0.8611539,True,10419
N4bp2,0.8611464,True,10420
Otos,0.8611155,True,10421
Cst3,0.861108,True,10422
Kazald1,0.86110544,True,10423
Mrm2,0.8610875,True,10424
Tmpo,0.8610808,True,10425
Hs2st1,0.8610758,True,10426
H4c1,0.8610585,True,10427
Borcs6,0.86104065,True,10428
Ss18l2,0.8610346,True,10429
Tgfbr2,0.86102337,True,10430
Gas2l3,0.8609696,True,10431
Arid1b,0.8609592,True,10432
Wdr45b,0.8609433,True,10433
Tada2a,0.86094064,True,10434
Kdm3b,0.8609308,True,10435
Kcnk1,0.8609302,True,10436
Iba57,0.8608912,True,10437
Sel1l,0.86086917,True,10438
Coro2a,0.8608623,True,10439
Rbm45,0.86085796,True,10440
Pcdhga6,0.860843,True,10441
Arf5,0.86081344,True,10442
Mrtfa,0.86078686,True,10443
Fam160a1,0.8607264,True,10444
Setd1b,0.8607052,True,10445
Cc2d2a,0.8606859,True,10446
Tef,0.8606839,True,10447
Pcdhgb5,0.86067533,True,10448
Fbxo36,0.8606655,True,10449
Hook1,0.8606595,True,10450
Slitrk6,0.86065775,True,10451
Ipmk,0.8606519,True,10452
Pigg,0.86064386,True,10453
Cnga4,0.86061066,True,10454
Elovl6,0.860601,True,10455
Zfp697,0.8605587,True,10456
4921507P07Rik,0.8605484,True,10457
Naip2,0.86053133,True,10458
Nfx1,0.86052924,True,10459
Casz1,0.8605286,True,10460
Ankrd37,0.86052346,True,10461
Elmo3,0.86050117,True,10462
Sf3b6,0.8604797,True,10463
Trp53rka,0.86043406,True,10464
Mia2,0.8603668,True,10465
Ino80,0.8603538,True,10466
D030056L22Rik,0.8603508,True,10467
Prkcz,0.86033994,True,10468
Rhpn2,0.860339,True,10469
Whamm,0.8602334,True,10470
Acot5,0.8602289,True,10471
Wdr91,0.8601917,True,10472
Nt5c2,0.860163,True,10473
Hoxa10,0.8601618,True,10474
Carhsp1,0.8601594,True,10475
Atp5g1,0.86015034,True,10476
Atp5md,0.8601475,True,10477
Tmem151b,0.86012435,True,10478
Tnpo2,0.8601219,True,10479
Pld2,0.86011803,True,10480
Srebf2,0.8601152,True,10481
Dmap1,0.8600432,True,10482
Dact1,0.860014,True,10483
Dtnb,0.86000365,True,10484
Nid2,0.85999393,True,10485
Tmco4,0.8599367,True,10486
Tex10,0.8599174,True,10487
Prkaa2,0.85989183,True,10488
Pthlh,0.85988265,True,10489
Depdc7,0.8598548,True,10490
Brk1,0.85984665,True,10491
Galnt9,0.8598359,True,10492
Gpr162,0.8598353,True,10493
Pcp4,0.85983,True,10494
Ephb6,0.8598202,True,10495
Igfbp4,0.85981995,True,10496
Rps6ka2,0.8598121,True,10497
Fto,0.8598004,True,10498
Arhgef17,0.8597733,True,10499
1700010I14Rik,0.8597261,True,10500
Serpine2,0.8596838,True,10501
Tet3,0.8596826,True,10502
Fam89a,0.8596808,True,10503
Cks2,0.8596655,True,10504
Afmid,0.8596349,True,10505
Rnf39,0.8595907,True,10506
Atraid,0.85957867,True,10507
Ap5s1,0.8595735,True,10508
Shisa5,0.8595658,True,10509
Cacna1g,0.8595518,True,10510
1700030J22Rik,0.85953456,True,10511
Pkdrej,0.85947716,True,10512
Npc1,0.8594715,True,10513
Gsg1,0.85945964,True,10514
Ccdc71l,0.85944676,True,10515
Ap3s1,0.8594421,True,10516
Mpp1,0.8594372,True,10517
Pign,0.8594055,True,10518
Chchd6,0.8593742,True,10519
Cfap20dc,0.8593546,True,10520
Tuba4a,0.8593307,True,10521
Ddx31,0.85932755,True,10522
Artn,0.85932606,True,10523
Aff3,0.8592827,True,10524
Rhbdl1,0.8592785,True,10525
Got1,0.8592783,True,10526
Etfrf1,0.85925645,True,10527
Atp7a,0.85924715,True,10528
Zfp866,0.8592214,True,10529
Asb3,0.85921335,True,10530
Rcbtb2,0.8591082,True,10531
D11Wsu47e,0.85908777,True,10532
Gbp4,0.8590821,True,10533
Akr1b10,0.8590751,True,10534
Klk8,0.8590719,True,10535
Tbc1d4,0.8589574,True,10536
Wdr83os,0.85890394,True,10537
Il2rg,0.85887414,True,10538
H2ac18,0.858869,True,10539
Phf7,0.8588292,True,10540
Fxn,0.8587359,True,10541
Med18,0.8587261,True,10542
Gm5134,0.8587193,True,10543
Hsp90b1,0.85871816,True,10544
Ap1m2,0.8587174,True,10545
Zdhhc1,0.85870814,True,10546
Ryr1,0.8586938,True,10547
Evi2b,0.8586161,True,10548
Rap1gap,0.85860205,True,10549
C2cd3,0.8585284,True,10550
Gmeb1,0.8584712,True,10551
Atp9a,0.85842544,True,10552
Cep350,0.8583997,True,10553
Slc26a11,0.8583996,True,10554
Camk1g,0.858385,True,10555
U2surp,0.8583551,True,10556
Cnksr1,0.858299,True,10557
Tshz3,0.85828584,True,10558
Gon4l,0.85828424,True,10559
Daglb,0.8582143,True,10560
Slc4a2,0.85819083,True,10561
Tmem25,0.8581874,True,10562
Pigl,0.8581677,True,10563
Dock7,0.858167,True,10564
Cryba4,0.85814977,True,10565
Iqca1l,0.85813344,True,10566
Fut8,0.85812676,True,10567
Celsr1,0.8581197,True,10568
Dipk2a,0.85805213,True,10569
Rabgap1l,0.85804933,True,10570
Mxi1,0.85803205,True,10571
Cox6b2,0.8580216,True,10572
Spcs2,0.85799974,True,10573
Dicer1,0.8579996,True,10574
Fads3,0.8579966,True,10575
Lsm3,0.8579925,True,10576
Rbpj,0.8579457,True,10577
Socs1,0.8579422,True,10578
Itgb2,0.85793465,True,10579
Smim12,0.8579106,True,10580
Slc38a6,0.8579065,True,10581
Hs3st1,0.8579018,True,10582
Myef2,0.85787237,True,10583
Swsap1,0.85785913,True,10584
Bhlhe40,0.85785353,True,10585
Crb3,0.85784596,True,10586
Nudt15,0.8578156,True,10587
Slc7a4,0.857781,True,10588
Hook2,0.8577675,True,10589
Abhd14b,0.8577553,True,10590
Mst1r,0.857731,True,10591
Ogfod1,0.8577304,True,10592
Fbxl5,0.8577056,True,10593
Ints9,0.85767794,True,10594
Plaur,0.85767764,True,10595
Acap2,0.85759157,True,10596
Pik3cg,0.85753745,True,10597
Ccdc61,0.857534,True,10598
Lamb2,0.8575054,True,10599
Exosc9,0.85746855,True,10600
Ostm1,0.857463,True,10601
Aco1,0.8574514,True,10602
Chst1,0.85745025,True,10603
Tmem87a,0.85744965,True,10604
Scaper,0.8574458,True,10605
Tbce,0.85744107,True,10606
Marchf6,0.8574302,True,10607
Comt,0.8574138,True,10608
Ruvbl1,0.8573853,True,10609
Adat1,0.8573824,True,10610
Dhdh,0.85733455,True,10611
Klhl5,0.8573158,True,10612
Cdc34,0.8573004,True,10613
Dkkl1,0.8572802,True,10614
B4galt4,0.85727745,True,10615
Tmem86a,0.85727537,True,10616
Tcirg1,0.8572632,True,10617
Gpr150,0.8572562,True,10618
Amigo2,0.8572427,True,10619
4930486L24Rik,0.85719705,True,10620
Hsf2,0.8571724,True,10621
Prdm15,0.85714996,True,10622
Net1,0.85714793,True,10623
Rtf2,0.8571395,True,10624
Akap12,0.85705584,True,10625
Suclg2,0.85704815,True,10626
1700003F12Rik,0.85703063,True,10627
Pgm1,0.85702187,True,10628
Nup98,0.8569781,True,10629
Cep44,0.85696954,True,10630
Camk1d,0.856947,True,10631
Ncapd3,0.85694116,True,10632
Krtcap3,0.85692495,True,10633
Nup85,0.85692394,True,10634
Zfp184,0.8569201,True,10635
Ssbp2,0.8568574,True,10636
Zfhx2,0.8568402,True,10637
Abcd2,0.8568286,True,10638
Stag1,0.8568071,True,10639
Unc13b,0.8567885,True,10640
Cntrob,0.8567676,True,10641
Nudt10,0.8567345,True,10642
Adck5,0.8567322,True,10643
Sh3tc1,0.8567303,True,10644
Creb3l2,0.85669243,True,10645
Tsga13,0.8566672,True,10646
Capn5,0.8566666,True,10647
C1qtnf6,0.8566659,True,10648
Zbp1,0.85665727,True,10649
Ifit2,0.8566426,True,10650
Nup160,0.85663193,True,10651
Fam83b,0.8566198,True,10652
Rnf152,0.85661364,True,10653
Ears2,0.8566106,True,10654
Scaf8,0.8566089,True,10655
Psip1,0.85659474,True,10656
Chek2,0.8565902,True,10657
Bcat2,0.85657823,True,10658
Pck2,0.85652554,True,10659
Stip1,0.8565092,True,10660
Runx2,0.85650736,True,10661
Rabgap1,0.856498,True,10662
