feature_name,cell_type_tau,TRA,rank
Mapk10,0.95092696,True,4080
Gm7298,0.9509102,True,4081
Slfn1,0.95090806,True,4082
Nek5,0.95089424,True,4083
Slitrk4,0.9508862,True,4084
Mlana,0.95087594,True,4085
Chn1,0.9508531,True,4086
Slc28a3,0.950847,True,4087
Sprr2h,0.95083183,True,4088
Cd40lg,0.9508224,True,4089
Vmn2r111,0.950822,True,4090
Nrgn,0.950812,True,4091
Slc25a21,0.95081097,True,4092
Btbd8,0.95078087,True,4093
Nrxn2,0.95077574,True,4094
Fpr3,0.950773,True,4095
Polq,0.95075625,True,4096
Cnga3,0.9507301,True,4097
Kif13a,0.950709,True,4098
Tal1,0.95070547,True,4099
D130040H23Rik,0.95070386,True,4100
Zfy1,0.9506934,True,4101
Gm7072,0.9506901,True,4102
Prr16,0.95068145,True,4103
Fam107a,0.9506773,True,4104
Itgad,0.9506753,True,4105
Rbpms,0.9506706,True,4106
Caskin1,0.9506633,True,4107
Tcea3,0.95063454,True,4108
Pecr,0.95060855,True,4109
D430019H16Rik,0.95059866,True,4110
Gm32687,0.95059806,True,4111
Fxyd2,0.95059127,True,4112
Fam184a,0.9505901,True,4113
Scn2b,0.95056254,True,4114
Otud7b,0.95056194,True,4115
1520401A03Rik,0.9505425,True,4116
Gm49336,0.95053476,True,4117
Bpgm,0.9505253,True,4118
Vsig2,0.9505238,True,4119
Cfap300,0.95051646,True,4120
Epyc,0.95050204,True,4121
Tspan33,0.95048565,True,4122
Gm11992,0.95044655,True,4123
Mroh2a,0.9504233,True,4124
Zfp973,0.9504204,True,4125
Gna12,0.9504184,True,4126
Lrrc2,0.9504162,True,4127
Rcbtb1,0.9504009,True,4128
Syt6,0.95040005,True,4129
H2-Eb2,0.9503984,True,4130
Arhgef4,0.9503881,True,4131
Jph1,0.9503731,True,4132
Kif18b,0.95036495,True,4133
Lyzl4,0.9503597,True,4134
Sytl4,0.9503478,True,4135
Gpx2,0.95033336,True,4136
Cadps2,0.9503325,True,4137
Cfap69,0.95032203,True,4138
Gm49776,0.9503038,True,4139
Rnls,0.95028836,True,4140
Them7,0.9502672,True,4141
B3gat1,0.95025223,True,4142
Cacna1a,0.95024097,True,4143
Tmeff1,0.9502376,True,4144
Fech,0.9502223,True,4145
Fbll1,0.9502071,True,4146
Cxcl17,0.9501967,True,4147
Lgi3,0.95018715,True,4148
Npffr1,0.95018214,True,4149
Olfml1,0.9501516,True,4150
Snx32,0.950151,True,4151
Nr0b2,0.95013094,True,4152
Lims2,0.95012003,True,4153
Sox2,0.95010906,True,4154
Trank1,0.95009774,True,4155
Pm20d1,0.9500943,True,4156
Mvb12b,0.9500875,True,4157
D13Ertd608e,0.95007867,True,4158
H2-Ab1,0.9500276,True,4159
Epop,0.95002085,True,4160
BC028528,0.9500191,True,4161
2610042L04Rik,0.95001704,True,4162
Gucy2e,0.9500004,True,4163
Scg5,0.94995266,True,4164
Haspin,0.9499465,True,4165
Gm20075,0.94993466,True,4166
Jph4,0.94992816,True,4167
Thegl,0.949899,True,4168
Gal3st3,0.9498691,True,4169
Ppox,0.9498475,True,4170
Plvap,0.9498338,True,4171
Cyp4b1,0.9498326,True,4172
Mfsd2b,0.9498321,True,4173
Asb14,0.94982755,True,4174
Oxtr,0.9498224,True,4175
Rpp25,0.9498152,True,4176
Zcchc12,0.9497933,True,4177
Clasp2,0.9497925,True,4178
Sprr2a2,0.9497901,True,4179
Gcat_ENSMUSG00000116378,0.9497856,True,4180
Spats1,0.9497795,True,4181
Dnah2,0.9497513,True,4182
Gprasp2,0.94974995,True,4183
Eva1b,0.9497433,True,4184
Srrm4,0.94973814,True,4185
4931429L15Rik,0.94972456,True,4186
Chadl,0.94971865,True,4187
Spata21,0.9497076,True,4188
Gm14401,0.94970703,True,4189
Insyn1,0.9496791,True,4190
Cfap43,0.9496724,True,4191
Olfr655,0.9496712,True,4192
Sox17,0.9496673,True,4193
Lrtm1,0.9496581,True,4194
E2f2,0.9496555,True,4195
Adamts18,0.94965434,True,4196
Gm14308,0.9496535,True,4197
Pi15,0.9496463,True,4198
Dlk1,0.94964164,True,4199
Arl13a,0.94963634,True,4200
Arhgap33,0.9496328,True,4201
Bpifb9b,0.9496271,True,4202
Gpr25,0.94961816,True,4203
Fabp5,0.94961566,True,4204
Gpr6,0.949615,True,4205
Rreb1,0.9496147,True,4206
Gm17359,0.9496135,True,4207
Serpina3f,0.94960386,True,4208
H4c6,0.94959766,True,4209
4930444P10Rik,0.9495972,True,4210
Ddias,0.9495777,True,4211
Adh7,0.9495768,True,4212
Eomes,0.9495765,True,4213
Kcnh4,0.9495676,True,4214
Robo1,0.949564,True,4215
Adgrl3,0.9495611,True,4216
Rp2,0.9495523,True,4217
Heatr5a,0.9495304,True,4218
Kcnc4,0.9495004,True,4219
Selenbp1,0.94949144,True,4220
Pik3c2b,0.9494814,True,4221
Nhs,0.9494685,True,4222
Arhgef39,0.9494472,True,4223
Slc5a1,0.94943845,True,4224
Fgfr2,0.9494229,True,4225
Hspb2,0.94940084,True,4226
Khk,0.9493978,True,4227
Fgf11,0.9493922,True,4228
Sptb,0.94939065,True,4229
Slc26a2,0.9493849,True,4230
Prg3,0.94937754,True,4231
Rffl,0.9493757,True,4232
Mrnip,0.9493735,True,4233
9930111J21Rik2,0.949365,True,4234
Cdc20b,0.9493469,True,4235
Rab7b,0.94932103,True,4236
Coprs,0.94932014,True,4237
Neu2,0.949305,True,4238
C1rl,0.9493039,True,4239
Aox1,0.9492884,True,4240
Utp4,0.94927853,True,4241
Vnn1,0.94927484,True,4242
Rsph10b,0.94927144,True,4243
Sprr2a1,0.94925153,True,4244
Syne3,0.9492514,True,4245
Retsat,0.9492459,True,4246
Scn4b,0.94924,True,4247
Wnk2,0.94923687,True,4248
Ssc5d,0.949229,True,4249
Rflnb,0.9492218,True,4250
Mgat5,0.94919986,True,4251
Lmx1a,0.9491967,True,4252
Ina,0.9491926,True,4253
Lilra5,0.9491455,True,4254
Bcl2a1b,0.94914037,True,4255
Mxd3,0.9491144,True,4256
Olfr643,0.9491075,True,4257
Myoz3,0.9490872,True,4258
Clmn,0.94908327,True,4259
Tmem179,0.9490813,True,4260
Hpn,0.9490737,True,4261
Ppp1r42,0.9490644,True,4262
Cstdc2,0.94905496,True,4263
Tdrd6,0.9490512,True,4264
Vwa3a,0.94903463,True,4265
Baiap2l2,0.9490331,True,4266
BC016579,0.94902647,True,4267
Ttll11,0.94902444,True,4268
Ms4a7,0.94899154,True,4269
Efcab8,0.9489746,True,4270
Tmem265,0.9489705,True,4271
Acot3,0.9489642,True,4272
Npas2,0.94894594,True,4273
Gm5592,0.9489386,True,4274
Tincr,0.9489216,True,4275
Ypel2,0.9489169,True,4276
Gm16867,0.9489075,True,4277
Wwox,0.94890237,True,4278
Uqcc2,0.94889516,True,4279
Hnrnpa1,0.9488948,True,4280
Kcnj10,0.94888806,True,4281
Galnt18,0.9488849,True,4282
Ndrg1,0.94888,True,4283
Fam184b,0.9488784,True,4284
4931406C07Rik,0.94884634,True,4285
Gata4,0.9488214,True,4286
Ano9,0.9488031,True,4287
Aadac,0.94876987,True,4288
Slc39a5,0.9487655,True,4289
Pomc,0.9487099,True,4290
C1ql2,0.9487087,True,4291
Mef2a,0.9486732,True,4292
Rgs7bp,0.9486657,True,4293
Npnt,0.9486468,True,4294
Akap14,0.9486383,True,4295
Mcub,0.9486151,True,4296
Fsd1,0.9486043,True,4297
Gng8,0.9485944,True,4298
Pla1a,0.94858116,True,4299
Csf2,0.9485797,True,4300
Col13a1,0.948559,True,4301
Lingo3,0.9485437,True,4302
Smim18,0.94851106,True,4303
Ints6l,0.94850326,True,4304
Elfn1,0.94849527,True,4305
Galnt17,0.9484863,True,4306
Cd36,0.9484761,True,4307
Vmn2r2,0.9484708,True,4308
Peg12,0.9484682,True,4309
Cd300lf,0.9484643,True,4310
Folr1,0.94840264,True,4311
Hexb,0.9483818,True,4312
Phldb1,0.94837487,True,4313
Vgf,0.94837147,True,4314
Cx3cr1,0.9483706,True,4315
Gpc2,0.9483641,True,4316
Gm28729,0.9483551,True,4317
Cyp2j8,0.9483499,True,4318
Dsp,0.94834125,True,4319
Fan1,0.9483058,True,4320
Bco2,0.948305,True,4321
H2bc3,0.94827646,True,4322
Zfp663,0.9482762,True,4323
Akr1b3,0.94827574,True,4324
Pou2af1,0.9482629,True,4325
Trpv6,0.9482457,True,4326
Peg3,0.9482398,True,4327
Gm26920,0.9482291,True,4328
Gm20509,0.94821304,True,4329
Adipor2,0.94821227,True,4330
Zfp521,0.9482103,True,4331
Cd3d,0.948196,True,4332
Potegl,0.948189,True,4333
Babam2,0.94818616,True,4334
Gm21973,0.94817907,True,4335
Adipoq,0.94816434,True,4336
Large2,0.94815713,True,4337
Fdxr,0.9481559,True,4338
Iqub,0.94814,True,4339
Proser2,0.94812703,True,4340
Tfcp2l1,0.9480762,True,4341
Gzma,0.94807404,True,4342
Gsta1,0.9480704,True,4343
Olfr878,0.9480559,True,4344
Camk2n2,0.9480453,True,4345
Gm45623,0.94804335,True,4346
Gm49366,0.94804,True,4347
Il21r,0.9480331,True,4348
mt-Atp8,0.9480287,True,4349
Nmbr,0.94802755,True,4350
Fthl17a,0.94799787,True,4351
Egfr,0.94798917,True,4352
Sorcs2,0.9479778,True,4353
Gm12185,0.9479736,True,4354
Ak4,0.94796646,True,4355
Smim41,0.94795805,True,4356
Ube2l6,0.9479431,True,4357
Col12a1,0.94790435,True,4358
Nutm1,0.94790304,True,4359
Krt7,0.9479018,True,4360
Ankrd28,0.9478994,True,4361
Sptbn2,0.9478931,True,4362
Plgrkt,0.94789094,True,4363
Minar1,0.94787854,True,4364
Obox3,0.9478672,True,4365
Prkag3,0.9478583,True,4366
Sim1,0.94785255,True,4367
Alpk3,0.94784683,True,4368
Klhl41,0.9478432,True,4369
Rflna,0.94783545,True,4370
Thnsl2,0.9478352,True,4371
Ankrd61,0.9478346,True,4372
Cdh13,0.9478177,True,4373
Siah1b,0.94780743,True,4374
4933416I08Rik,0.94778854,True,4375
Cyp2s1,0.9477862,True,4376
Asf1b,0.947786,True,4377
Fam189a1,0.94776404,True,4378
Map7d3,0.94775283,True,4379
Bcl6b,0.9477278,True,4380
H2-Aa,0.94772613,True,4381
Itga11,0.94769526,True,4382
Rtl5,0.9476944,True,4383
Gm12248,0.9476907,True,4384
Large1,0.9476852,True,4385
Psors1c2,0.9476805,True,4386
Exoc3l,0.9476796,True,4387
Cngb3,0.94767636,True,4388
Il31ra,0.9476728,True,4389
Prrt3,0.94766927,True,4390
Pak1,0.9476538,True,4391
Gria2,0.94765013,True,4392
Gm45844,0.94764954,True,4393
Spag5,0.9476477,True,4394
Trim50,0.9476066,True,4395
Trim6,0.9475962,True,4396
Cym,0.9475897,True,4397
P2ry6,0.9475889,True,4398
Bicral,0.94758224,True,4399
Pcdhgc4,0.9475814,True,4400
Deup1,0.9475758,True,4401
Sord,0.9475726,True,4402
Ppfia3,0.9475716,True,4403
Gm20479,0.9475348,True,4404
Lgi1,0.94753164,True,4405
Ranbp17,0.9475223,True,4406
A630095N17Rik,0.9475161,True,4407
Lrriq1,0.947506,True,4408
Cxcr5,0.9475,True,4409
Bnipl,0.9474755,True,4410
Col6a3,0.9474578,True,4411
Cox5b-ps,0.9474483,True,4412
Col3a1,0.94744736,True,4413
Sik2,0.9474472,True,4414
Sh3gl2,0.947446,True,4415
Fbln7,0.9474305,True,4416
Gja5,0.9474277,True,4417
Cd19,0.9474192,True,4418
Prc1,0.9474161,True,4419
Hunk,0.94739914,True,4420
Dmp1,0.94737333,True,4421
Barx1,0.94737124,True,4422
Igsf10,0.9473564,True,4423
Mfsd13a,0.9473469,True,4424
Kcnmb3,0.9473259,True,4425
Denn2b,0.9473168,True,4426
Fgfr4,0.9472371,True,4427
Zup1,0.9472229,True,4428
Rims3,0.947217,True,4429
Unc79,0.9472099,True,4430
AI593442,0.94719917,True,4431
Ms4a4b,0.94718194,True,4432
B3gat2,0.94716895,True,4433
Tmem144,0.9471595,True,4434
Zeb2,0.9471451,True,4435
Cd164l2,0.9471414,True,4436
Ank3,0.94713765,True,4437
P2rx6,0.9471287,True,4438
Jazf1,0.9471144,True,4439
Fndc8,0.9470952,True,4440
Ccl4,0.9470907,True,4441
Mturn,0.9470902,True,4442
Sh3gl3,0.947081,True,4443
Inpp5j,0.9470798,True,4444
Bdh2,0.9470633,True,4445
Ccr5,0.9470623,True,4446
Zmynd19,0.9470383,True,4447
Akap6,0.94703776,True,4448
Lax1,0.9470346,True,4449
Pramel27,0.94701046,True,4450
Clec18a,0.9470061,True,4451
Vwa2,0.94699156,True,4452
Scrt1,0.94698745,True,4453
Gpr3,0.9469455,True,4454
Gm10277,0.94694275,True,4455
Sh2d2a,0.94693357,True,4456
Ajuba,0.946915,True,4457
Slc4a5,0.9469076,True,4458
P3h1,0.94690603,True,4459
Susd4,0.9468817,True,4460
Stxbp1,0.9468665,True,4461
Slc7a7,0.94684213,True,4462
Olfr689,0.94680274,True,4463
Grik3,0.9467828,True,4464
Siglec15,0.94676363,True,4465
Gm20708,0.94672436,True,4466
Vmn1r24,0.9467236,True,4467
Cd3e,0.94670373,True,4468
Lalba,0.9466998,True,4469
Hoxd12,0.9466795,True,4470
Gm8251,0.94665754,True,4471
Erich3,0.9466545,True,4472
Stard10,0.94663775,True,4473
Cpt1b,0.94663244,True,4474
Gm49527,0.9466237,True,4475
Cyp27b1,0.9466228,True,4476
Tgfb3,0.946614,True,4477
Plcl2,0.94659775,True,4478
Akap3,0.94659525,True,4479
Parpbp,0.9465826,True,4480
Car13,0.9465825,True,4481
Rnf213,0.9465572,True,4482
Tfap2b,0.9465529,True,4483
Dner,0.9465393,True,4484
Ntng2,0.94653517,True,4485
Amer3,0.9465261,True,4486
Nexmif,0.9465231,True,4487
Gm2237,0.94651103,True,4488
Klrd1,0.9465019,True,4489
Sez6l,0.94648165,True,4490
Camkv,0.9464755,True,4491
Skint6,0.94646215,True,4492
Eno1,0.9464557,True,4493
Cst7,0.946446,True,4494
Col24a1,0.94644403,True,4495
Ndufs5,0.9464271,True,4496
Vmn1r21,0.94641507,True,4497
Dock8,0.9464025,True,4498
S100a7a,0.946351,True,4499
P2ry10,0.9463359,True,4500
Mtnr1b,0.94631606,True,4501
Aox2,0.9463158,True,4502
Neb,0.9462989,True,4503
Fkbp5,0.94629455,True,4504
Klrb1,0.9462901,True,4505
Soga3,0.9462886,True,4506
Trmt10a,0.9462874,True,4507
Ass1,0.94626683,True,4508
Cfap157,0.94625616,True,4509
Kcng1,0.9462478,True,4510
Gm20878,0.9462436,True,4511
Nxpe4,0.9462428,True,4512
Map1a,0.9462084,True,4513
Il11,0.9461883,True,4514
Fcgr1,0.9461735,True,4515
Cyp26b1,0.94616,True,4516
Oacyl,0.94614327,True,4517
Vangl2,0.946138,True,4518
Lacc1,0.94613373,True,4519
BC034090,0.94612664,True,4520
Dync1i1,0.9461117,True,4521
Vmn2r13,0.9461026,True,4522
Cmtm8,0.9460833,True,4523
Gm36368,0.9460573,True,4524
Abca8a,0.9460268,True,4525
Hbb-bh1,0.946026,True,4526
Nfatc1,0.9460211,True,4527
Dcdc2c,0.94601893,True,4528
Dnah7c,0.9459979,True,4529
Gdpd4,0.9459937,True,4530
Cenpp,0.9459898,True,4531
Ctxn2,0.94598764,True,4532
Trim66,0.9459754,True,4533
Lum,0.9459751,True,4534
Efr3b,0.9459682,True,4535
Cnbd1,0.94596285,True,4536
Phox2a,0.9459501,True,4537
Entpd2,0.9459236,True,4538
Tas1r1,0.9459137,True,4539
Dennd6b,0.9459006,True,4540
Lrrn1,0.9458961,True,4541
Prrg1,0.9458565,True,4542
Hebp2,0.94585633,True,4543
Apoc2,0.9458316,True,4544
Sncaip,0.9458136,True,4545
Krt39,0.94580287,True,4546
Gsto1,0.9457885,True,4547
Kcns1,0.94577223,True,4548
Ccdc30,0.94577044,True,4549
Pls1,0.9457555,True,4550
Mical3,0.94575137,True,4551
Pard3b,0.9457449,True,4552
R3hdm1,0.94573885,True,4553
Gzmb,0.94572634,True,4554
Rph3al,0.9457228,True,4555
Lbx2,0.94571495,True,4556
Rnf180,0.9457052,True,4557
Sox5,0.945698,True,4558
Ushbp1,0.9456789,True,4559
Sp5,0.94567853,True,4560
Elavl4,0.94563836,True,4561
Fignl1,0.94562376,True,4562
Cmc2,0.945622,True,4563
Ptger3,0.9456187,True,4564
Ttc29,0.94561553,True,4565
Tnfrsf12a,0.945613,True,4566
Csrnp3,0.94561195,True,4567
Gm49510,0.94559425,True,4568
Rfx3,0.94559264,True,4569
Hid1,0.9455712,True,4570
Igf2bp1,0.9455647,True,4571
Vinac1,0.9455582,True,4572
Omp,0.94554186,True,4573
Prob1,0.94553924,True,4574
Sik3,0.9455275,True,4575
Tspyl4,0.9455092,True,4576
Mcf2,0.9455071,True,4577
Prickle4,0.9455019,True,4578
Ankdd1b,0.9454966,True,4579
Ptch2,0.945485,True,4580
Panx2,0.94544864,True,4581
Bsph1,0.9454409,True,4582
Hcar2,0.9454389,True,4583
Pate5,0.94543415,True,4584
C3ar1,0.9454326,True,4585
Gphn,0.9454318,True,4586
Chn2,0.945396,True,4587
Tmem254a,0.9453944,True,4588
Dip2b,0.9453926,True,4589
Mctp1,0.94539213,True,4590
Minar2,0.94538516,True,4591
Ces5a,0.9453759,True,4592
Ppef2,0.94536644,True,4593
E030018B13Rik,0.9453515,True,4594
Rnf207,0.94533014,True,4595
Map6,0.9453128,True,4596
Adamts8,0.94530433,True,4597
Lce6a,0.94530237,True,4598
Tmem88,0.9452939,True,4599
Tmem179b,0.94528747,True,4600
Gchfr,0.94528335,True,4601
Gm31371,0.94527805,True,4602
Clcf1,0.94527626,True,4603
Kcnk7,0.9452761,True,4604
Adgb,0.94527054,True,4605
Il1rn,0.9452444,True,4606
Skint3,0.9452353,True,4607
Clec4a1,0.94523394,True,4608
Stmn4,0.94523275,True,4609
Vpreb3,0.9452063,True,4610
Lama2,0.9452036,True,4611
Epb41l1,0.9451995,True,4612
Gm7247,0.945188,True,4613
Xrra1,0.945179,True,4614
Bglap,0.9451782,True,4615
Ankrd6,0.9451684,True,4616
Plcz1,0.94514316,True,4617
Lhx6,0.9451392,True,4618
Inca1,0.9451363,True,4619
Gm21454,0.9451282,True,4620
Stk39,0.94512534,True,4621
Cdh22,0.9451095,True,4622
Clec4b1,0.9451091,True,4623
Avil,0.9451046,True,4624
Gm3558,0.9450936,True,4625
Prelp,0.94507444,True,4626
Nsrp1,0.94506747,True,4627
Maml2,0.94506323,True,4628
Castor1,0.9450623,True,4629
Acnat1,0.94504887,True,4630
Klb,0.94504434,True,4631
Zdhhc23,0.94503707,True,4632
Pla2r1,0.94501835,True,4633
Ifi27,0.94500595,True,4634
Fhod1,0.94497424,True,4635
Cpne7,0.9449647,True,4636
Lgals2,0.94495654,True,4637
Srcin1,0.9449484,True,4638
Wfdc12,0.94492954,True,4639
Itpkb,0.9449199,True,4640
Edn2,0.944907,True,4641
Dynlt5,0.94490176,True,4642
Mcu,0.9448916,True,4643
Efcab1,0.94488,True,4644
Fam71d,0.9448774,True,4645
Tbx21,0.94483644,True,4646
Cldn8,0.94480413,True,4647
Rorc,0.944802,True,4648
Clvs2,0.9447972,True,4649
Fads6,0.9447809,True,4650
Gm13420,0.9447756,True,4651
Sec16b,0.94475967,True,4652
Qprt,0.94474036,True,4653
Gm14444,0.944738,True,4654
Mrc2,0.9447362,True,4655
Septin14,0.94473225,True,4656
Art3,0.94473165,True,4657
Adgrl1,0.9447183,True,4658
Ndp,0.9446969,True,4659
Supt3,0.9446866,True,4660
Nol4,0.9446836,True,4661
Prnd,0.9446517,True,4662
Ccl2,0.9446421,True,4663
1810046K07Rik,0.94463444,True,4664
Ank1,0.9446277,True,4665
Tssk3,0.944624,True,4666
Gm28305,0.94460696,True,4667
Gzmm,0.94460094,True,4668
Serpine3,0.9445925,True,4669
Apod,0.94457704,True,4670
H2ac15,0.94456977,True,4671
Ccdc152,0.94455904,True,4672
5031439G07Rik,0.9445418,True,4673
Hspa12b,0.9445415,True,4674
Arfgef3,0.9445186,True,4675
Wbp2nl,0.94449854,True,4676
H2-M2,0.94449574,True,4677
Ntn4,0.9444881,True,4678
Hmcn2,0.9444858,True,4679
Tmc7,0.94445604,True,4680
Gm43064,0.94444376,True,4681
Elf3,0.94443184,True,4682
Gtse1,0.94442284,True,4683
Gm28044,0.9444144,True,4684
Ofd1,0.9444019,True,4685
Gm44973,0.94439924,True,4686
Ror2,0.94436854,True,4687
Slfn3,0.9443604,True,4688
Cryz,0.9443592,True,4689
Hebp1,0.9443453,True,4690
Fgfbp3,0.9443217,True,4691
4921539E11Rik,0.9443002,True,4692
Sox18,0.9442891,True,4693
Sema3a,0.9442852,True,4694
Fam180a,0.94427645,True,4695
Amacr,0.94423985,True,4696
Riox2,0.9442338,True,4697
Khdrbs3,0.94422954,True,4698
2810459M11Rik,0.94422585,True,4699
Sez6,0.9442172,True,4700
Plcb1,0.94417155,True,4701
Rnf223,0.9441658,True,4702
Atp12a,0.94415635,True,4703
Cep41,0.94414335,True,4704
Gm20537,0.9441284,True,4705
Tex14,0.94411117,True,4706
Erich2,0.9441109,True,4707
Fat4,0.9440979,True,4708
Nme8,0.94409615,True,4709
Capsl,0.9440885,True,4710
Dnah7a,0.94407153,True,4711
Lgi4,0.94406366,True,4712
Cd163,0.94406325,True,4713
Rnf186,0.9440597,True,4714
Clmp,0.94405675,True,4715
Tmem191c,0.94405496,True,4716
Gm49361,0.94404,True,4717
Sult1c2,0.94403934,True,4718
Immp2l,0.9440389,True,4719
Cd96,0.9440346,True,4720
Strip2,0.94403255,True,4721
Tnf,0.94401956,True,4722
Tecta,0.94400537,True,4723
Mapk13,0.9440016,True,4724
Ccdc184,0.94397956,True,4725
Crlf1,0.9439792,True,4726
Rnf183,0.94395036,True,4727
Catsperz,0.9439419,True,4728
Nipa1,0.9439321,True,4729
Sphkap,0.9439285,True,4730
Kif26b,0.9439256,True,4731
Epha8,0.9439223,True,4732
Fam214a,0.9439162,True,4733
Epb41l4a,0.94389945,True,4734
Ky,0.9438705,True,4735
Cpxm2,0.943851,True,4736
Ribc1,0.943838,True,4737
Trim36,0.94383603,True,4738
Olfr539,0.943825,True,4739
Cd72,0.94382334,True,4740
Igsf8,0.94381756,True,4741
Ryr2,0.94379133,True,4742
Gm37240,0.9437866,True,4743
Eef1a2,0.9437699,True,4744
Cables1,0.9437694,True,4745
Gab1,0.94375354,True,4746
Edem2,0.9437489,True,4747
Msc,0.9437463,True,4748
Acox1,0.94372076,True,4749
Mdga1,0.943712,True,4750
Mall,0.9437108,True,4751
Arhgap36,0.94370687,True,4752
Rnase6,0.9436961,True,4753
Odf3b,0.94369406,True,4754
Serpina9,0.9436742,True,4755
Pgm2l1,0.9436738,True,4756
Dytn,0.94367075,True,4757
Dpep1,0.94363815,True,4758
Alcam,0.94362426,True,4759
Pitpnc1,0.9436224,True,4760
Olfr115,0.9435988,True,4761
Nlrp10,0.943597,True,4762
Doc2a,0.94355303,True,4763
Fam83f,0.94355196,True,4764
Ptpdc1,0.94354475,True,4765
Mtfr2,0.9435426,True,4766
C9orf72,0.94353247,True,4767
Nos1ap,0.9435271,True,4768
Gpr20,0.94349176,True,4769
Ptprk,0.9434801,True,4770
Krt8,0.94344956,True,4771
Zp3r,0.9434399,True,4772
Lexm,0.9434208,True,4773
Trpm6,0.94341815,True,4774
Cdk5r1,0.9434015,True,4775
Mt2,0.9433892,True,4776
Thg1l,0.94338584,True,4777
Gdf10,0.9433647,True,4778
AA467197,0.94336057,True,4779
Myo3a,0.9433539,True,4780
Rfk,0.9433527,True,4781
Mme,0.9433387,True,4782
Pfdn6,0.9433245,True,4783
Gm29106,0.94331646,True,4784
Hdc,0.94331604,True,4785
Htra1,0.9433138,True,4786
Glrx5,0.943308,True,4787
Hps4,0.94330484,True,4788
Fpr2,0.94330335,True,4789
Kdm7a,0.9433004,True,4790
Cfap126,0.94329756,True,4791
Wdr38,0.94329536,True,4792
Adamtsl1,0.9432948,True,4793
Tnfsf9,0.9432807,True,4794
Gpt,0.9432757,True,4795
Glcci1,0.94326115,True,4796
Stk33,0.94325423,True,4797
Golga7b,0.94323516,True,4798
Galnt4,0.9432329,True,4799
Jaml,0.9432309,True,4800
Th,0.9432302,True,4801
Hydin,0.94321996,True,4802
Pax8,0.9432115,True,4803
Nlrp1a,0.94321054,True,4804
6430550D23Rik,0.9431956,True,4805
Eif3j2,0.9431873,True,4806
Ifnlr1,0.9431808,True,4807
Sult1d1,0.9431699,True,4808
Nts,0.94316906,True,4809
Svep1,0.9431643,True,4810
Ska3,0.94315875,True,4811
Fchsd2,0.943142,True,4812
Asmt,0.94313186,True,4813
Vmn2r56,0.94312507,True,4814
Cyp2ab1,0.94310856,True,4815
Slitrk2,0.9430924,True,4816
Enkur,0.94308543,True,4817
Pyroxd2,0.94307655,True,4818
Ttc21a,0.94305634,True,4819
Purg,0.94304436,True,4820
Pdzd4,0.9430036,True,4821
Zc2hc1c,0.94298786,True,4822
Dmd,0.94297624,True,4823
Fancd2,0.9429509,True,4824
Zdhhc19,0.94293135,True,4825
Cc2d2b,0.94293034,True,4826
Slc8b1,0.942906,True,4827
Mast1,0.94289,True,4828
Nphs1,0.94285434,True,4829
C1qtnf1,0.94284236,True,4830
Mrln,0.94283545,True,4831
Kdf1,0.94280434,True,4832
Ppp1r3a,0.94276303,True,4833
Ube2c,0.94275254,True,4834
St3gal3,0.9427475,True,4835
Reln,0.9427124,True,4836
Mybl1,0.9427007,True,4837
Plxna2,0.942699,True,4838
Gkn3,0.9426972,True,4839
Eqtn,0.9426951,True,4840
Zim1,0.9426839,True,4841
Pcdh10,0.9426815,True,4842
Sparc,0.9426754,True,4843
Myadml2,0.9426752,True,4844
Ubash3b,0.94267017,True,4845
Olfr544,0.94265985,True,4846
Ddhd1,0.94264716,True,4847
Efcab5,0.9426318,True,4848
Mastl,0.9426295,True,4849
Jakmip1,0.94262695,True,4850
Ccdc92b,0.9426178,True,4851
Ly6c1,0.94260836,True,4852
Slc28a1,0.9426041,True,4853
Shld2,0.94259685,True,4854
Gm20695,0.94257677,True,4855
Mup6,0.9425588,True,4856
Gm29427,0.9425537,True,4857
Tmem151a,0.9425387,True,4858
Tube1,0.9425232,True,4859
Celf3,0.9425206,True,4860
Lgals12,0.94251996,True,4861
Il1r1,0.9425043,True,4862
Calhm6,0.94250387,True,4863
Ces4a,0.94250137,True,4864
Fam171b,0.94249797,True,4865
B4galnt3,0.9424795,True,4866
Dxo,0.94245183,True,4867
Map1b,0.9424236,True,4868
Ccnjl,0.94242024,True,4869
Wfdc2,0.94241714,True,4870
Cdc6,0.9424161,True,4871
Cyp4v3,0.94240564,True,4872
Xpo5,0.9424021,True,4873
Whrn,0.94238824,True,4874
Sytl5,0.94238675,True,4875
Hspa1a,0.9423612,True,4876
Il10ra,0.9423603,True,4877
Timp4,0.9423447,True,4878
Gdpd1,0.94234276,True,4879
Zap70,0.9423387,True,4880
Gsn,0.9423228,True,4881
Lrrc25,0.94230527,True,4882
Tert,0.9423002,True,4883
Spata1,0.94229144,True,4884
Muc1,0.9422858,True,4885
4932414N04Rik,0.94227475,True,4886
Man1a,0.9422668,True,4887
Rgs13,0.94226015,True,4888
Sh2d1b1,0.9422509,True,4889
Snx31,0.9422503,True,4890
Postn,0.94224566,True,4891
Calml4,0.94223005,True,4892
Gpr137c,0.9422148,True,4893
Fgf2,0.9421629,True,4894
Hoga1,0.94210744,True,4895
Aspn,0.94210124,True,4896
Fdx2,0.9421009,True,4897
Ndc1,0.9420853,True,4898
Samd15,0.94206995,True,4899
Rasl11a,0.942053,True,4900
Dlx3,0.9420494,True,4901
