,entropy
4732471D19Rik,4.257900034745683
4833439L19Rik,4.280946397891904
Arl10,3.9051956065991233
Nop16,4.277413186312578
Higd2a,4.360286810249141
Cltb,4.330798664932204
Faf2,4.3011911636555675
Rnf44,4.351700748387466
Cdhr2,2.0149485655260153
Gprin1,3.310900613444843
Sncb,3.2355378158367603
Tspan17,4.177401491217536
Unc5a,3.929278681164744
Hk3,3.239497544390226
Uimc1,4.342452553319969
Zfp346,4.2478342341559845
Fgfr4,3.69755407290642
Nsd1,4.319765977879355
Rab24,4.335008456260024
Prelid1,4.359449598704741
Mxd3,3.8794088718940554
Lman2,4.3716407608938015
Rgs14,3.7702019523879824
Slc34a1,2.247607555526477
Pfn3,3.58315327734429
F12,1.95787371508008
Grk6,4.258548409339436
Prr7,4.186843682715205
Dbn1,4.093872269415883
Pdlim7,4.208880507700861
Dok3,3.9306173941190603
Ddx41,4.316242397328478
Fam193b,4.322427581384107
Tmed9,4.3741193748580365
B4galt7,4.063699633148512
Caml,4.268619713373962
Ddx46,4.349937238285519
B230219D22Rik,4.341808306309837
Txndc15,4.329964549075519
Pcbd2,4.361227211384059
Catsper3,3.871647294860617
Pitx1,3.2171298247843105
H2afy,4.3436846370307505
Tifab,2.9665748360830175
Cxcl14,3.702079280415922
Gm10782,2.835145522311008
Slc25a48,3.3148200980580067
Fbxl21,4.063451290200666
Lect2,2.283130916027492
Tgfbi,4.014839362038388
Smad5,4.305207646483818
Trpc7,2.701774352428107
Spock1,2.808192229285138
Klhl3,3.900778060229061
Hnrnpa0,4.360382776568322
5133401N09Rik,4.336048951297744
Ubqln1,4.346463532703392
Gkap1,4.224101660232822
Kif27,3.832745163200751
2210016F16Rik,4.304562711543082
Hnrnpk,4.371165744812119
Mir7-1,4.010156618420695
Rmi1,4.275416123770759
Slc28a3,3.1156407987183568
Ntrk2,3.862969394263381
Agtpbp1,4.300429624477547
A230056J06Rik,3.926904632652234
Naa35,4.299474088869354
Golm1,3.663705479459507
4921517D22Rik,3.4340033871753297
Isca1,4.339690511947112
Etohd2,4.094621769808343
Zcchc6,4.353546810161827
A530065N20,3.7319887832274734
Gas1,3.8517612849066523
Gm5084,3.3087353518704803
Dapk1,4.245519347675372
BC051665,3.2912932153852763
4930486L24Rik,3.9612650464681143
Ctla2b,3.891850096857471
Ctla2a,3.9325690532410515
Ctsr,2.2690283386567414
Zfp808,4.159326114611854
Gm3604,4.10974833188233
Zfp935,4.332414957885012
Zfp934,4.132988347493422
6720489N17Rik,4.169059988685388
Gm5141,4.067124495657794
Fbp2,3.266009357951331
Fbp1,2.8920172612462745
2010111I01Rik,4.2334826259067855
Gm16907,4.003713116423469
Mir27b,3.897083184957925
Mir3074-1,3.9716820356308746
Fancc,4.211167189026733
Ptch1,4.0892294257731905
0610007P08Rik,4.272136414618805
Slc35d2,4.2286461297992215
Zfp367,4.224805413240153
Habp4,4.243710778118898
Cdc14b,4.27997297608802
1810034E14Rik,4.197334624417836
1110018J18Rik,4.195673615975804
Ctsl,4.276491015338651
Cdk20,4.144226725796703
Hiatl1,4.317569071497233
Zfp369,4.128766517380042
Uqcrb,4.304333630652133
Gm10767,4.245359747775371
Mterfd1,4.282630795974454
Ptdss1,4.288489556958746
4933433G19Rik,4.029652571722504
Zfp712,4.1378729987432274
Zfp708,4.20935277206013
Rslcan18,4.05026847604673
Zfp759,4.082281326678333
Rsl1,4.15728605640732
Zfp455,4.091054505664147
Zfp458,4.027483526529822
F630042J09Rik,3.258254660223927
Zfp457,3.9745245648843355
Zfp595,4.208278224457539
Zfp953,4.216011940301538
Zfp456,4.228132245638443
Zfp429,4.22816148268909
Zfp459,4.049117224181854
Zfp874a,4.262332715589022
Zfp874b,4.240951144503153
Zfp58,4.233644289598597
Zfp87,4.229809420449658
Zfp748,4.224271235126573
AA987161,4.229764704960433
A530054K11Rik,4.216541646866195
Zfp738,4.1999422253702186
Zfp71-rs1,4.21983958617914
4930441O14Rik,4.131033592683715
Zfp85-rs1,4.1013304690532
Zfp493,4.073983851704806
4930525G20Rik,3.9377158060507718
Zfp273,4.115105591456707
A130040M12Rik,3.6462815731352944
Mtrr,4.270926000722032
Fastkd3,4.206589010860764
1700001L19Rik,3.8647253371286907
Adcy2,3.52237392059877
Papd7,4.282304372903116
Srd5a1,4.042047361370186
Nsun2,4.334275122236744
Ube2ql1,3.526534868853745
Med10,4.318355032211676
BC018507,4.2644088901502375
Adamts16,3.13783275205509
8030423J24Rik,1.9930202615930546
Irx1,3.4070681523278
Gm20554,3.2705785930194544
Irx2,3.2633009751655435
Irx4,2.6498911422637677
Ndufs6,4.336931910227273
Mrpl36,4.361645129225655
D630045M09Rik,2.2056570313800683
Lpcat1,3.9451667824167522
Slc6a3,3.6594055692226353
Clptm1l,4.34769492848357
Tert,3.815079793234727
Slc6a18,1.8066896141167144
Slc6a19,3.5099189370232855
5430425J12Rik,3.03442887115443
Slc12a7,4.253343182428423
Nkd2,3.9546509376812327
Trip13,4.08796948087297
Brd9,4.306088885586838
Tppp,3.9122936745655332
Cep72,4.11846682038517
Slc9a3,3.677751302555473
Exoc3,4.2867590675257645
Ahrr,3.7245790826977
Pdcd6,4.3741386369149335
Sdha,4.343956025653812
Ccdc127,4.305139541354076
Lrrc14b,4.055878550117875
Zfp72,4.087916166251202
Zfp825,4.26705845486943
Erap1,4.264340441055194
Cast,4.302691196336394
Pcsk1,3.2470331362204305
Mir682,4.145750492083348
Ell2,4.278651805364092
Glrx,4.311327133166818
Rhobtb3,3.993347722055968
Spata9,4.0834105647638985
Rfesd,4.243501647215449
Gpr150,3.859436870614659
Arsk,4.250483798875178
Ttc37,4.222195404530659
Mctp1,4.016422978287533
Ankrd32,4.243968752095192
2210408I21Rik,4.205457021052785
Fam172a,4.285951780962614
Pou5f2,4.274640825980669
Nr2f1,3.6975599203165492
A830082K12Rik,3.6845862370660623
Arrdc3,4.260649005437075
9330111N05Rik,3.7490047467038394
Gpr98,3.5547665089234783
Lysmd3,4.293041249796481
Polr3g,4.1148864855595075
Mblac2,4.107744733999779
Cetn3,4.357631398119819
Mef2c,3.987324201692149
C130071C03Rik,1.8737654276929725
2810049E08Rik,1.8157945476360422
Tmem161b,4.293618079607475
Ccnh,4.289213603918879
Rasa1,4.345201524011361
Cox7c,4.142414028656609
Edil3,3.221949810557392
Hapln1,3.2196022473731145
Vcan,3.9087556474719833
Xrcc4,4.283539552301613
Tmem167,4.3764242863449
Atp6ap1l,3.648930449923883
Rps23,4.235800952040416
Atg10,4.2775583396699055
A830009L08Rik,4.105606301718951
Ssbp2,4.213941957115753
4833422C13Rik,4.208311589091807
Acot12,3.1607494402825593
Zcchc9,4.347925729201028
Ckmt2,3.1790752236278967
Rasgrf2,3.96825063778086
Msh3,4.265044538027826
Dhfr,4.226102162427659
Ankrd34b,3.2157945514830115
Fam151b,4.142708806920188
Zfyve16,4.232254669779625
Serinc5,4.22630785367809
Thbs4,3.50318650417261
Mtx3,4.238080066129649
Cmya5,3.8535065648476077
Gm4814,3.5410443571764363
Papd4,4.290871172707894
Homer1,4.278558590767324
Jmy,4.281874416275959
Bhmt,2.2666226453364726
Bhmt2,2.129008319491484
Dmgdh,2.41539520556944
AW495222,3.246540233943058
Arsb,4.202054172322814
Lhfpl2,3.9120164385323424
Scamp1,4.213378197986224
Gm9776,4.208380726117453
Ap3b1,4.318412130451763
Tbca,4.249860189783149
Wdr41,4.184662942702265
Pde8b,3.9550743589676567
Zbed3,4.209247518677802
Aggf1,4.306345483701926
Crhbp,1.5824144343805127
S100z,3.281729604136097
F2rl1,3.8729388845685966
F2r,4.0434940794292435
Iqgap2,4.1042404155057985
F2rl2,3.7277132945270237
Sv2c,4.122801127152214
Poc5,4.257501378960983
Ankdd1b,3.9785971140567664
Polk,4.230690659552678
Col4a3bp,4.2604216443726335
Hmgcr,4.310344424299788
Gcnt4,3.7894378679216856
Fam169a,3.932000478597299
Nsa2,4.298544350658789
Gfm2,4.147652620201891
Hexb,4.109273659765949
Enc1,4.067603295357796
Gm5086,2.7859753384640293
Rgnef,3.929373959553322
Utp15,4.231412298755699
Ankra2,4.292443438102082
Btf3,4.298100291454261
Foxd1,3.770997200165572
Tmem174,2.251040157255048
Tmem171,3.261980836337521
Fcho2,4.255733053344812
Tnpo1,4.283020852626611
Zfp366,3.2268038488953437
Ptcd2,4.261758637500441
Mrps27,4.205315651313776
6430562O15Rik,3.8262813672507234
Mtap1b,3.9221211072011357
Cartpt,3.7213784855651433
Mccc2,4.228073083606547
Bdp1,4.336453798457875
Serf1,4.295948100561364
Smn1,4.346885922093911
Naip2,3.7354659284626175
Naip5,3.598607638350822
Naip6,3.6742517995757162
Naip7,3.2804641557910483
Naip1,2.745289402749415
Gtf2h2,4.149869476571512
Ocln,3.836588975447535
Marveld2,4.040216778034402
Rad17,4.272924095159756
Taf9,4.3658033257582165
Ccdc125,4.137814180676632
Cdk7,4.243901678861356
Mrps36,4.318956283559093
Cenph,4.13569088286908
Ccnb1,4.023902847738858
Slc30a5,4.32286269749079
4933416M06Rik,3.647630949013964
Pik3r1,4.303528063915492
Cd180,2.9438105244842125
Mast4,4.259387340710345
Srek1,4.332387096695573
Erbb2ip,4.347419068311585
Nln,4.168489006284523
Sgtb,4.082176761226608
2410002O22Rik,4.2916413110184575
Trim23,4.046802337701241
Ppwd1,4.309268500835991
Cenpk,4.199585189387028
Adamts6,4.113889674115107
Cwc27,4.273393951761914
Srek1ip1,4.298685032467195
Fam159b,2.647541687270331
Rgs7bp,3.8199334876073774
Rnf180,3.627491780597929
Ipo11,4.25582626794158
Dimt1,4.250620353099962
Kif2a,4.310340984646771
3830408C21Rik,4.05012504251591
AI197445,3.828310074600301
Zswim6,4.276387481782832
Mir325,3.946099616315032
2810008M24Rik,4.337574437410897
Ndufaf2,4.367429249739473
Ercc8,4.178991298842111
Elovl7,3.866714144503268
Depdc1b,3.5950809621122293
Pde4d,4.237185756345164
Mir1904,3.9188988402545704
Rab3c,2.9722753730285163
Gapt,3.395496127681845
Plk2,4.224934744193602
Gpbp1,4.355317887500413
Mier3,4.258269797445038
Map3k1,4.298754857423445
Ankrd55,4.122110788791651
Il6st,4.232194475851823
Il31ra,3.167312298239484
Ddx4,3.843066530009632
Slc38a9,4.189774955016511
Ppap2a,4.0839230730634695
Skiv2l2,4.296559326902531
Dhx29,4.203619558410967
Ccno,4.013283263013381
Gm6320,3.7395298785025055
Gpx8,3.9258318048761516
Gzma,3.027124080041683
Gzmk,3.8076608056418073
Esm1,3.5305238344578567
Snx18,4.251507439613113
Hspb3,2.17283792608122
Arl15,4.259849630075864
A430090L17Rik,4.047566628601675
Ndufs4,4.354595216401487
Fst,3.7485572478462945
Mocs2,4.3402577107296585
Itga2,3.8738290667694626
Itga1,3.9493442410062096
Pelo,4.366760237227617
Isl1,3.362411481170065
Parp8,4.20587459492908
Emb,4.107594421162925
Hcn1,3.4411733438898002
4933413L06Rik,2.9951322112934853
Mrps30,4.288174484742365
Fgf10,3.47068797453497
Nnt,4.212206996133849
Paip1,4.315494272797224
4833420G17Rik,4.297515206476026
3110070M22Rik,4.179719817351166
Gm7120,4.3119741318993645
Ccl28,3.568553670112546
Hmgcs1,4.260241406554529
E130304F04Rik,4.141820344545831
Zfp131,4.346244426806193
AF067061,2.7209046706141806
BC147527,3.314696270549385
Gm2897,3.907699330030384
D830030K20Rik,3.76762221262504
Gm3002,3.33359957163632
Gm5796,3.771489414512341
Gm3264,2.876557224812264
Gm10406,3.770190945498327
Gm3696,3.9299576686703506
Flnb,4.24847710530491
Dnase1l3,4.042176004393031
Abhd6,4.193580931080105
Rpp14,4.28270784420204
Pxk,4.277793267970984
Pdhb,4.31323889231381
Kctd6,4.256068075548693
Acox2,3.4359729324930104
Fam107a,3.4967123892635303
Oit1,2.3530896747801635
4930452B06Rik,3.773069591108469
Fhit,4.152650780001265
Ptprg,4.010696299979103
3830406C13Rik,4.3020937286072956
Fezf2,3.3418905112691144
Cadps,3.1846832339072315
Gm5087,2.2820678912625088
Synpr,3.031892814984807
Sntn,3.242728754434636
Thoc7,4.354889650699764
Atxn7,4.339105770934179
Psmd6,4.342385824051434
Il3ra,4.223129270324844
Slc4a7,4.285438928697741
Nek10,3.5298386555768193
Lrrc3b,3.3073846001306038
Oxsm,4.216436049518565
Ngly1,4.290037400816511
Top2b,4.337832067421889
Rarb,4.157574299330165
Thrb,4.122288962817945
Nr1d2,4.2533751712014825
Rpl15,4.265429435200457
Nkiras1,4.295596224057699
Ube2e1,4.360881182290523
Ube2e2,4.197904574922796
Gm5458,3.4244432155791675
Nid2,3.963387656345063
2700060E02Rik,4.375554398096836
Gng2,4.187730425263054
1810063B07Rik,4.27122043502031
Kcnk5,4.1786858576541785
Kcnk16,1.6756692750884568
Nudt13,4.263239752089672
Ecd,4.269816368658666
Fam149b,4.226491531149212
Dnajc9,4.260054289430391
Mrps16,4.3587289913976255
Ttc18,3.663224272002393
Anxa7,4.35472936286916
Zmynd17,4.289135179830085
Ppp3cb,4.351323074486172
1810062O18Rik,4.210802585806904
Usp54,4.034048792243858
Myoz1,3.4175074992351724
Synpo2l,3.9104637791603527
Sec24c,4.326605383938867
Fut11,4.203704517840493
6230400D17Rik,4.257888683890727
Chchd1,4.355259069433818
2310021P13Rik,4.317087176109515
Ndst2,4.201480438199535
Camk2g,4.275122721368387
Plau,3.859933900475653
Vcl,4.28164533538501
Ap3m1,4.275789670088432
Adk,4.282542052926608
Myst4,4.282336361676176
Dupd1,3.8801459895356536
Dusp13,3.6502915206228113
Samd8,4.283213473195577
Vdac2,4.373862432777647
Comtd1,4.190135430652719
Zfp503,3.936869307443225
1700112E06Rik,4.0144310752252395
Gm10248,3.652120040166785
Kcnma1,3.805824374895894
Dlg5,4.03372408899903
E330034G19Rik,2.3635787246736353
Polr3a,4.2356382564527
Rps24,4.212206652168547
Zmiz1,4.33545629908287
4931406H21Rik,4.067575778133658
Ppif,4.236801547103136
Ppifos,3.913246802416615
Zcchc24,4.119174013045518
Anxa11,4.24178147674152
Plac9,3.2874153505736214
D14Ertd449e,3.562252225784933
4933413J09Rik,3.933809736084376
Slmap,4.331677496278113
Fam116a,4.304102142004072
Arf4,4.35747007839331
Pde12,4.279754558121424
Asb14,4.066202324683868
Appl1,4.3294228037253015
Hesx1,3.8259896846748602
Il17rd,3.984725543837612
Arhgef3,4.314875135254118
D14Abb1e,4.297998477724951
Ccdc66,4.251865851457511
Erc2,3.416067660482149
Wnt5a,4.0160170992314965
Cacna2d3,3.660070454150871
Lrtm1,3.7010625189840214
Selk,4.361307011334059
Actr8,4.26358818894032
Il17rb,3.888829049612415
Chdh,3.876754491660639
Cacna1d,3.9905065686637142
Dcp1a,4.261469018716388
Tkt,4.3453968963027405
Prkcd,4.233650824939329
Rft1,4.2250265829291624
Sfmbt1,4.255405942342871
Tmem110,4.259120079670904
Mustn1,3.9205966529838876
Itih4,2.7788686713650765
Itih3,2.588712613785595
Itih1,2.005565364077591
Nek4,4.1818720082440635
Spcs1,4.381338862575956
Glt8d1,4.232040035431348
Gnl3,4.341068780911127
Snord19,3.899445882615478
Pbrm1,4.365954670490976
2010107H07Rik,4.263331590825232
Nt5dc2,4.0583162322112045
Stab1,3.838126156380947
Nisch,4.299336502748663
Tnnc1,3.365756543729346
Sema3g,3.6269331809479266
Phf7,4.234908706047739
Bap1,4.268449106584306
Dnahc1,3.8350239333246834
Capn7,4.308096611053012
Sh3bp5,4.247544959337233
Mettl6,4.244025850335279
Eaf1,4.311313030589448
Colq,3.2960237701799087
Hacl1,4.053516540390925
Btd,4.252263131381004
Ankrd28,4.206923345134042
Galntl2,3.657035304328444
Dph3,4.37191352537807
Oxnad1,4.26716817980068
Ncoa4,4.322243903912986
Timm23,4.364106888890106
Parg,4.290512416898194
Ogdhl,3.1724593950145064
1700024G13Rik,3.6465453945217177
Chat,1.6393520426710593
Slc18a3,2.812219719003043
Ercc6,4.254270856847176
3425401B19Rik,3.5847454927259776
1810011H11Rik,3.061630679110797
Fam170b,3.853155376274546
E130203B14Rik,3.8420291306596277
Wdfy4,3.7453043679878752
Lrrc18,3.8477165969236604
Arhgap22,3.8833493383906244
Mapk8,4.307716529394605
Gdf10,3.569461738509102
Gdf2,2.385894161553688
Rbp3,2.8550595654370636
Zfp488,2.524228922723141
A630023A22Rik,2.965053477553485
Anxa8,3.1155809487558566
Ppyr1,3.1066608965862064
Gprin2,2.8716089399816394
Syt15,4.207302738861845
Fam35a,4.187236491089776
Glud1,4.354806755062048
Gm3219,3.998284312066334
Fam25c,3.357460788582328
Sncg,3.8244628227005
Mmrn2,3.901944446567213
Bmpr1a,4.221041056978068
Ldb3,3.554464851353865
Opn4,3.41367194215563
Wapal,4.352485677206004
Grid1,3.374364619370332
Gcap14,4.286483551319082
Cdhr1,3.092927050018906
2610528A11Rik,3.316802714057153
Ghitm,4.363515268571137
Nrg3,2.5155974574416384
Sh2d4b,4.0844950873602395
Tspan14,4.217380578237104
5730469M10Rik,4.208048799601288
Dydc2,3.381718941486527
Mat1a,1.7134734695052143
Sftpa1,3.228338966036945
Mbl1,1.515164918326883
Sftpd,3.1246922456332666
Ear1,3.366941504193791
Ear2,3.6780388575477154
Ptgdr,3.045102114466976
4930431P03Rik,3.9388250941488367
Ptger2,3.8669931003629676
Txndc16,4.217283923987319
Gpr137c,3.9308199896817766
Ero1l,4.318657377711893
Psmc6,4.366663926943134
Styx,4.343699427538724
Gnpnat1,4.299741005943493
Fermt2,3.9201171653532825
Ddhd1,4.290777270180523
Gm15217,3.2852813898417157
Bmp4,3.802967399099761
Cdkn3,4.231689190823587
Cnih,4.350089614914183
Gmfb,4.351302092602766
Cgrrf1,4.256945531033395
Samd4,4.004558927100413
Gch1,4.203063022552775
Wdhd1,4.083872510164116
Socs4,4.246334201475159
Mapk1ip1l,4.343536044020405
Lgals3,4.036555611362835
Dlgap5,3.9731266898981223
Fbxo34,4.247325509474733
Atg14,4.2560694514099
Ktn1,4.308918344158834
Peli2,4.148125228526461
Gm6498,3.5782008649300447
6720456H20Rik,4.225466170584768
Otx2,3.0413219358010113
Exoc5,4.36363324866963
Mudeng,4.211199521765095
Naa30,4.328583872354392
1700011H14Rik,3.1972018510635354
Slc35f4,3.283692614113045
3632451O06Rik,3.7719885081651454
Tlr11,3.524734210499211
Ttc5,4.269088882045516
Rpph1,3.8537518121077383
Parp2,4.274924597354593
Tep1,4.1969132669232225
Klhl33,3.6519855497338103
Osgep,4.300889162120653
Apex1,4.298689160050816
Tmem55b,4.27548629269231
Pnp,4.305778628884682
Pnp2,3.972066932803506
Rnase10,3.6848497144871843
Rnase12,3.5321449429248895
Rnase4,4.114050993841617
Ang,4.075221782825716
Rnase6,3.4143192848534776
Rnase1,2.6210532633497428
Ear11,3.6183560621840964
Ang4,0.6776104835165727
Mettl17,4.194940281952524
Slc39a2,3.9644450056825677
Ndrg2,4.087806785285253
Arhgef40,4.037201922164777
Gm16617,3.773560773559333
Zfp219,4.187856660528787
G630016D24Rik,3.7486109064333637
Snord58b,3.8822630959677746
Hnrnpc,4.3725842577164356
Rpgrip1,4.241043671169318
Supt16h,4.3126599987110055
Chd8,4.326584746020763
Snord8,4.109234791686855
Rab2b,4.21900443842655
Tox4,4.301151951611171
Mettl3,4.241839606877511
Sall2,4.121027986021819
A430107P09Rik,2.921197557618167
Dad1,4.373776785417518
Abhd4,4.171607739675269
Oxa1l,4.299152137346939
Slc7a7,4.0266329003386545
Mrpl52,4.262531527533419
Mmp14,4.1886274867699544
Lrp10,4.341576817661776
Rem2,3.5855035922509813
Prmt5,4.241433039890871
Haus4,4.194685403663946
Jub,3.987863195319953
4931414P19Rik,4.174686229125713
Psmb5,4.37739495642637
Psmb11,3.972056269879152
Cdh24,4.119329829327199
Acin1,4.35702773901529
4930579G18Rik,4.094435340614808
1700123O20Rik,4.338308115399477
Cebpe,3.3112614330463535
Slc7a8,3.894001255854463
Homez,4.1507266381034125
Ppp1r3e,4.116919664458008
Bcl2l2,4.23335604667575
Pabpn1,4.340137322874054
Slc22a17,3.9144761344049823
Efs,3.8292594188330638
Il25,3.4742211861142955
Cmtm5,2.2300252531808193
Myh6,2.446853928099963
D830015G02Rik,2.3972338376383275
Myh7,3.71115033335303
Ngdn,4.334261019659373
Zfhx2,4.192321674110487
Zfhx2as,2.9625831187564917
Thtpa,4.183638614033726
Ap1g2,4.140925002865439
Jph4,3.1828151583535593
Dhrs2,2.766241705138729
Dhrs4,4.298649260075815
Lrrc16b,3.990598407399275
Cpne6,2.9796489572016083
Pck2,4.221981802078288
Dcaf11,4.309055586314222
Fitm1,3.565707013275465
Psme1,4.33451349019084
Fam158a,4.240845203190222
Psme2,4.371578847139491
Rnf31,4.299446915610517
Irf9,4.293462607291095
Rec8,4.058647470796766
Ipo4,4.232493725664324
Tm9sf1,4.323217669682172
Tssk4,3.7893542843533665
Mdp1,4.307696923372406
Nedd8,4.352524201319797
Gmpr2,4.216322197003694
Tinf2,4.265522993762526
Tgm1,3.9470730381189156
Rabggta,4.230208076234358
Dhrs1,4.293902538912002
2610027L16Rik,4.252044369449107
Cideb,3.4726578638179526
Ltb4r2,3.5968664859934867
Ltb4r1,3.885399371588909
Adcy4,3.8332951637182107
Ripk3,4.147390862607277
Nfatc4,3.821297653994021
Nynrin,3.974985822353949
Cbln3,3.2065356934911615
Khnyn,4.289022359211119
Sdr39u1,4.215357718297655
Cma1,3.455760568370682
Gm5801,3.9564853046353354
Mcpt1,3.096459573667628
Mcpt2,3.06609225303948
Mcpt4,3.205605267349994
Mcpt8,2.810287321937949
Ctsg,2.687362894216407
Gzmn,2.3920955119784995
Gzmc,3.8779621538349978
Gzmb,3.501447759572387
Atp12a,2.869860564352968
Rnf17,3.915479137224814
Cenpj,4.219941399908451
Parp4,4.329547663129827
Mphosph8,4.360060481080605
Gm16973,4.279330792869698
Pspc1,4.250802654709877
Zmym5,4.350480703462245
Zmym2,4.3172890837416285
Gja3,3.1069876636228453
Gjb2,3.6842061554076557
Gjb6,2.9861196324576706
Cryl1,4.143268782431397
Ift88,4.198791661435946
Il17d,3.9308272129531128
N6amt2,4.276117812986279
Xpo4,4.193261043349501
Lats2,4.250528514364402
Sap18,4.325202005507826
F630043A04Rik,4.021666385347038
Mrp63,4.370298264321167
Zdhhc20,4.33937096818181
Efha1,4.281221914098586
Fgf9,3.7876251707815918
Rcbtb1,4.219821356018149
Gm6904,4.121676360615572
Phf11,3.920562600419017
Gm4902,3.9506258557204394
D14Ertd668e,4.05914656444957
Gm6907,3.968269211907153
Setdb2,4.256388995175203
Cab39l,4.3234918100276465
Cdadc1,4.290496938459617
Shisa2,3.624590777243175
Atp8a2,3.756933146908615
Nupl1,4.159486058477157
Mtmr6,4.320464571407159
Fam123a,3.1802185642908327
Spata13,4.200684158526041
C1qtnf9,3.5194945870580248
Mipep,4.249218694495431
Tnfrsf19,3.978143079858489
Sacs,4.035795104080719
Sgcg,3.591567700520404
Arl11,3.1985667053807822
Ebpl,4.252938679233593
Kpna3,4.290327363565866
6330409N04Rik,4.213159436054327
Trim13,4.164733593120283
Dleu2,4.308603959873056
Kcnrg,4.000077403184229
Mir16-1,4.037930440673832
Dleu7,3.7845078132520524
Rnaseh2b,4.238839197550559
Gucy1b2,3.7415207496688936
Fam124a,3.8527849256445874
Serpine3,3.992050284937859
Ints6,4.285612287209811
4931440J10Rik,4.0239011279123496
Wdfy2,4.115763597078908
Defb47,3.3611707983267403
Defb42,2.8899820185559637
2700070H01Rik,3.763875742558645
Ctsb,4.346781012676884
Fdft1,4.229615080054183
Neil2,3.9395082092380638
Gata4,3.0922353357971355
Blk,3.527093468503747
Fam167a,3.8041152113116197
Tdh,3.1606152938148866
Mtmr9,4.221144246568586
Xkr6,3.7045217780234756
Pinx1,4.307212276262275
Sox7,3.86120897984915
Msra,4.211296176014879
A930011O12Rik,2.7244803619082694
Kif13b,4.136544260782661
Hmbox1,4.291367858603586
Ints9,4.176121596329814
Extl3,4.245524851120199
Fzd3,3.9309582637330704
Fbxo16,3.5146549952627453
Zfp395,4.316496243721151
Pnoc,3.923822015618169
Elp3,4.250721822863971
Gm600,3.753338021574979
Scara5,3.6009032627745388
Pbk,3.820205908126344
Esco2,4.103458238409674
Ccdc25,4.323316043758465
Scara3,3.7340092354098093
Clu,3.9448603093329146
Gulo,2.95262429137563
Adam2,3.619825481953068
Ephx2,3.8471088102355115
Chrna2,3.8795440502576337
Ptk2b,4.213239236004328
1700001G11Rik,4.128604165757627
Trim35,4.233981719559589
Stmn4,3.2198072506929427
Adra1a,3.810101927388154
Dpysl2,4.109942328312504
Gm5464,3.717942616166206
Pnma2,3.419664161676992
Bnip3l,4.359905352729527
Ppp2r2a,4.350277419968926
Ebf2,3.387515788716509
Gm6878,3.4831120012332994
4930438E09Rik,3.1185583124075937
Cdca2,4.141099737238715
Kctd9,4.296500508835935
Gnrh1,4.20897613005474
Dock5,4.123850565287779
Nefl,3.485955562382665
Nefm,3.868209017704568
A230070E04Rik,2.9028081406920103
Adam7,2.747752366292421
Adamdec1,3.6226442776007097
Adam28,3.8677450085125398
Stc1,3.9054910727933057
Slc25a37,4.264504856469419
Entpd4,3.732164893461957
Loxl2,3.9666443198218015
R3hcc1,4.250616913446945
Chmp7,4.26852959446491
Tnfrsf10b,4.196457168933135
Rhobtb2,4.255846217929079
Egr3,4.077598583060641
Bin3,4.26166267118126
2610301G19Rik,4.257080365431671
9930012K11Rik,4.082060156989324
Pdlim2,4.251311723356431
Sorbs3,3.9850708850005443
Ppp3cc,4.215527293191406
Slc39a14,4.145101773524293
Piwil2,3.9660575150170576
Polr3d,4.320236866377417
Mir320,4.121979738011693
Phyhip,3.933019647786312
Bmp1,4.140123563712418
Sftpc,3.662057197733638
Lgi3,2.7916939335878688
Reep4,4.20155507867001
Hr,3.952693775114414
Nudt18,4.2691036725534905
Fam160b2,4.253438460817001
Epb4.9,3.915691019850677
Npm2,4.034734315090198
Xpo7,4.321279081241646
Dok2,3.8658934432933507
Gfra2,3.890922422438717
Fndc3a,4.2847000912296345
Gm9199,3.877156587098356
Cysltr2,3.8240277065938173
Rcbtb2,4.182698900829411
Rb1,4.2883041596611156
Lpar6,4.2320792474757445
Itm2b,4.37925271302099
Med4,4.25849131109935
Nudt15,4.202686724512687
Sucla2,4.336908864552058
Htr2a,3.7492207569133233
Esd,4.367494603146802
Lrch1,4.269080282912973
5031414D18Rik,3.43001889312014
Lrrc63,3.931743192551608
Lcp1,3.939538134219314
Cpb2,2.6967847917612753
Zc3h13,4.332032468469493
Siah3,3.8031276869303654
Cog3,4.2409060850486275
Slc25a30,3.9976985391574953
Gm4285,4.2784825744356425
Tpt1,4.282736049356782
Snora31,4.200202263138323
Gtf2f2,4.299124276157499
Kctd4,4.023649689276788
1200011I18Rik,4.283142960308723
Nufip1,4.2470400182743
Tsc22d1,4.270439289820091
4930444M15Rik,3.5572784875219803
Serp2,4.00742278220258
1700108F19Rik,3.9140943329200666
9030625A04Rik,4.078769784913017
Ccdc122,4.204211866660539
Enox1,3.600978247210315
Gm6994,3.5749201238821855
Dnajc15,4.318773981949178
Epsti1,3.8594014421885814
AU021034,3.1401441988826866
Tnfsf11,3.893609479375798
Akap11,4.291711823905311
Dgkh,4.195425616993259
1300010F03Rik,4.1809539648537575
Zfp957,3.3990203961633254
1190002H23Rik,4.157517545055381
Naa16,4.286737053746454
Mtrf1,4.163256950079974
Kbtbd7,4.267049511771584
Gm5465,3.9620750847536783
Wbp4,4.369963242117286
Elf1,4.340562807952288
Sugt1,4.361074146824791
Lect1,3.7075469528521525
4930452G13Rik,1.8667031321179421
Pcdh8,3.2551837380101207
Gm10845,2.5943378223300155
Olfm4,2.897351819110737
Pcdh17,3.7983180201163362
9630013A20Rik,3.186237957071031
