,0
1623,Irgm1
1624,Gm12185
1625,9930111J21Rik2
1626,Tgtp1
1627,Olfr56
1628,Tgtp2
1629,Ifi47
1630,Zfp62
1631,Mgat1
1632,Flt4
1633,Cnot6
1634,Mapk9
1635,Rnf130
1636,Tbc1d9b
1637,3010026O09Rik
1638,Sqstm1
1639,Mgat4b
1640,Ltc4s
1641,Maml1
1642,Canx
1643,Hnrnph1
1644,Rufy1
1645,Zfp354c
1646,Zfp879
1647,Zfp454
1648,Zfp2
1649,Zfp354b
1650,Zfp354a
1651,BC049762
1652,Clk4
1653,Col23a1
1654,Agxt2l2
1655,Hnrnpab
1656,Nhp2
1657,Rmnd5b
1658,N4bp3
1659,D930048N14Rik
1660,0610009B22Rik
1661,Sec24a
1662,Sar1b
1663,Phf15
1664,Cdkn2aipnl
1665,Ube2b
1666,Cdkl3
1667,Ppp2ca
1668,Mir3061
1669,Skp1a
1670,Vdac1
1671,9530068E07Rik
1672,Hspa4
1673,Zcchc10
1674,Aff4
1675,Uqcrq
1676,Gdf9
1677,Sept8
1678,Kif3a
1679,Il4
1680,Rad50
1681,Il5
1682,Irf1
1683,Gm12216
1684,Slc22a5
1685,Slc22a21
1686,Slc22a4
1687,Pdlim4
1688,P4ha2
1689,Fnip1
1690,Rapgef6
1691,Cdc42se2
1692,Lyrm7
1693,Hint1
1694,Tnip1
1695,Anxa6
1696,Ccdc69
1697,Gm2a
1698,Slc36a1
1699,Sparc
1700,Atox1
1701,G3bp1
1702,Gm12238
1703,Fam114a2
1704,Mfap3
1705,Galnt10
1706,Sap30l
1707,Larp1
1708,Cnot8
1709,Gemin5
1710,Mrpl22
1711,Gm12250
1712,Igtp
1713,Irgm2
1714,Zfp692
1715,Zfp672
1716,Sh3bp5l
1717,2810021J22Rik
1718,Zfp39
1719,Rnf187
1720,Hist3h2ba
1721,Hist3h2bb-ps
1722,Hist3h2a
1723,Trim17
1724,Trim11
1725,A230051G13Rik
1726,Guk1
1727,2610507I01Rik
1728,Mrpl55
1729,2310033P09Rik
1730,Arf1
1731,Wnt9a
1732,Snap47
1733,Jmjd4
1734,Zfp867
1735,Zkscan17
1736,4933439C10Rik
1737,Mprip
1738,1700007J10Rik
1739,Pld6
1740,Flcn
1741,Gm16062
1742,Cops3
1743,Nt5m
1744,1700013G23Rik
1745,Med9
1746,Rasd1
1747,Pemt
1748,Rai1
1749,Srebf1
1750,Tom1l2
1751,Lrrc48
1752,Atpaf2
1753,4933439F18Rik
1754,Drg2
1755,Alkbh5
1756,Llgl1
1757,Flii
1758,Smcr7
1759,Top3a
1760,Smcr8
1761,Shmt1
1762,Dhrs7b
1763,Tmem11
1764,Gm16515
1765,Gm16516
1766,Map2k3
1767,Usp22
1768,Aldh3a2
1769,Mapk7
1770,B9d1
1771,Epn2
1772,Grap
1773,Fam83g
1774,Prpsap2
1775,Ulk2
1776,Akap10
1777,Specc1
1778,Adora2b
1779,Zswim7
1780,Ttc19
1781,Ncor1
1782,Pigl
1783,Cenpv
1784,Ubb
1785,Gm1821
1786,Trpv2
1787,2410006H16Rik
1788,Snord49b
1789,Snord49a
1790,Snord65
1791,BC046404
1792,Mmgt2
1793,Zfp287
1794,Zfp286
1795,Trim16
1796,Fbxw10
1797,Fam18b
1798,Tekt3
1799,Pmp22
1800,Hs3st3b1
1801,Cox10
1802,2810001G20Rik
1803,F930015N05Rik
1804,Hs3st3a1
1805,Elac2
1806,Map2k4
1807,Mir744
1808,Zkscan6
1809,Tmem220
1810,2310004I24Rik
1811,Sco1
1812,Gas7
1813,Stx8
1814,Ntn1
1815,Pik3r5
1816,Myh10
1817,Ndel1
1818,Rnf222
1819,Rpl26
1820,Arhgef15
1821,Slc25a35
1822,Rangrf
1823,Pfas
1824,1500010J02Rik
1825,Aurkb
1826,2310047M10Rik
1827,Tmem107
1828,Vamp2
1829,Per1
1830,Hes7
1831,Aloxe3
1832,Cntrob
1833,Trappc1
1834,Kcnab3
1835,A030009H04Rik
1836,Chd3
1837,Cyb5d1
1838,Lsmd1
1839,Tmem88
1840,Kdm6b
1841,Dnahc2
1842,Wrap53
1843,Trp53
1844,Atp1b2
1845,Sat2
1846,Fxr2
1847,Mpdu1
1848,Mir1934
1849,Eif4a1
1850,Senp3
1851,Tnfsf13
1852,Tnfsf12
1853,Polr2a
1854,Amac1
1855,Zbtb4
1856,Chrnb1
1857,Fgf11
1858,Tmem102
1859,G630025P09Rik
1860,Nlgn2
1861,1810027O10Rik
1862,Plscr3
1863,Tnk1
1864,Tmem95
1865,Kctd11
1866,2810408A11Rik
1867,Neurl4
1868,Gps2
1869,Eif5a
1870,Ybx2
1871,Slc2a4
1872,Rai12
1873,Ctdnep1
1874,Gabarap
1875,Phf23
1876,Dvl2
1877,Acadvl
1878,Dlg4
1879,Mgl2
1880,Clec10a
1881,Slc16a11
1882,Slc16a13
1883,Bcl6b
1884,0610010K14Rik
1885,Rnasek
1886,Alox12
1887,Alox15
1888,Pelp1
1889,Arrb2
1890,Med11
1891,Cxcl16
1892,Zmynd15
1893,Psmb6
1894,Pld2
1895,Mink1
1896,Chrne
1897,Gp1ba
1898,Slc25a11
1899,Rnf167
1900,Pfn1
1901,Eno3
1902,Spag7
1903,Camta2
1904,Inca1
1905,Kif1c
1906,Zfp3
1907,Rabep1
1908,Nup88
1909,Rpain
1910,C1qbp
1911,Dhx33
1912,Derl2
1913,Mis12
1914,6330403K07Rik
1915,Fam64a
1916,Pitpnm3
1917,4933427D14Rik
1918,Txndc17
1919,Med31
1920,4930563E22Rik
1921,Xaf1
1922,Tekt1
1923,Smtnl2
1924,Mybbp1a
1925,Spns2
1926,Spns3
1927,Ube2g1
1928,Ankfy1
1929,Cyb5d2
1930,Zzef1
1931,Atp2a3
1932,Camkk1
1933,1200014J11Rik
1934,Itgae
1935,Gsg2
1936,P2rx5
1937,Tmem93
1938,Tax1bp3
1939,Ctns
1940,Shpk
1941,Rap1gap2
1942,1300001I01Rik
1943,Pafah1b1
1944,Mettl16
1945,Mnt
1946,Sgsm2
1947,Tsr1
1948,Snord91a
1949,Srr
1950,Smg6
1951,Hic1
1952,Ovca2
1953,Dph1
1954,Rtn4rl1
1955,Rpa1
1956,Smyd4
1957,Serpinf1
1958,Wdr81
1959,2210403K04Rik
1960,Tlcd2
1961,Prpf8
1962,Rilp
1963,Scarf1
1964,Slc43a2
1965,Pitpna
1966,Inpp5k
1967,Myo1c
1968,Crk
1969,Ywhae
1970,Doc2b
1971,Rph3al
1972,1700016K19Rik
1973,Fam101b
1974,Vps53
1975,Fam57a
1976,Gemin4
1977,Dbil5
1978,Glod4
1979,Rnmtl1
1980,Nxn
1981,Timm22
1982,Abr
1983,Gosr1
1984,Cpd
1985,Blmh
1986,Ccdc55
1987,Mir423
1988,Efcab5
1989,Ssh2
1990,Ankrd13b
1991,Git1
1992,Trp53i13
1993,Taok1
1994,Nufip2
1995,Cryba1
1996,Myo18a
1997,Phf12
1998,Dhrs13
1999,Flot2
2000,Eral1
2001,BC017647
2002,Traf4
2003,Nek8
2004,Tlcd1
2005,Rpl23a
2006,Snord4a
2007,Snord42b
2008,Rab34
2009,Proca1
2010,Supt6h
2011,Sdf2
2012,2610507B11Rik
2013,Spag5
2014,Pigs
2015,Unc119
2016,Slc46a1
2017,Sarm1
2018,Sebox
2019,Tmem199
2020,Poldip2
2021,Tnfaip1
2022,Ift20
2023,Tmem97
2024,Nlk
2025,Fam58b
2026,1810012P15Rik
2027,Nos2
2028,Lgals9
2029,Ksr1
2030,Gm11201
2031,Wsb1
2032,Nf1
2033,AU040972
2034,Evi2b
2035,Evi2a
2036,Rab11fip4
2037,Utp6
2038,Suz12
2039,Crlf3
2040,Atad5
2041,1110002N22Rik
2042,Rnf135
2043,Rhot1
2044,Rhbdl3
2045,5730455P16Rik
2046,Zfp207
2047,Psmd11
2048,Cdk5r1
2049,Myo1d
2050,Tmem98
2051,Ccl8
2052,Tmem132e
2053,Cct6b
2054,Zfp830
2055,Lig3
2056,Rffl
2057,Rad51l3
2058,Fndc8
2059,Nle1
2060,1700003F17Rik
2061,Slfn5
2062,Slfn9
2063,Slfn8
2064,Slfn10-ps
2065,Slfn2
2066,Slfn3
2067,AA465934
2068,AI450353
2069,Pex12
2070,Ap2b1
2071,1700020L24Rik
2072,Mmp28
2073,Taf15
2074,Gm11435
2075,Ccl9
2076,E230016K23Rik
2077,Ccl3
2078,Ccl4
2079,Gm11428
2080,Heatr6
2081,Ddx52
2082,Synrg
2083,Dusp14
2084,Tada2a
2085,Acaca
2086,Aatf
2087,Mrm1
2088,Dhrs11
2089,4930502E09Rik
2090,Ggnbp2
2091,Pigw
2092,Myo19
2093,Znhit3
2094,Usp32
2095,1700125H20Rik
2096,Appbp2
2097,D630032N06Rik
2098,Ppm1d
2099,Bcas3
2100,8430403D17Rik
2101,9530048J24Rik
2102,Tbx2
2103,Brip1
2104,Ints2
2105,Med13
2106,Mir467c
2107,Rnft1
2108,Rps6kb1
2109,Tubd1
2110,Vmp1
2111,Ptrh2
2112,Cltc
2113,Dhx40
2114,Ypel2
2115,Gdpd1
2116,1200011M11Rik
2117,Prr11
2118,Fam33a
2119,Mir301
2120,Trim37
2121,Ppm1e
2122,Rad51c
2123,Tex14
2124,Sept4
2125,Mtmr4
2126,Hsf5
2127,Supt4h1
2128,Mks1
2129,Dynll2
2130,Srsf1
2131,Vezf1
2132,2210416O15Rik
2133,Cuedc1
2134,Mrps23
2135,Msi2
2136,C030037D09Rik
2137,Akap1
2138,4930405P13Rik
2139,Scpep1
2140,Coil
2141,Trim25
2142,Dgke
2143,Pctp
2144,Mmd
2145,Hlf
2146,Stxbp4
2147,Cox11
2148,Tom1l1
2149,Utp18
2150,Mbtd1
2151,Nme2
2152,Nme1
2153,Spag9
2154,Tob1
2155,Wfikkn2
2156,Luc7l3
2157,Ankrd40
2158,Abcc3
2159,Cacna1g
2160,Mycbpap
2161,Rsad1
2162,Acsf2
2163,Lrrc59
2164,Eme1
2165,Mrpl27
2166,Xylt2
2167,Ppp1r9b
2168,Samd14
2169,Pdk2
2170,Itga3
2171,Tac4
2172,Myst2
2173,Fam117a
2174,Slc35b1
2175,Spop
2176,Nxph3
2177,Ngfr
2178,Phb
2179,1110035M17Rik
2180,B130006D01Rik
2181,Zfp652
2182,Phospho1
2183,Abi3
2184,Gngt2
2185,4833417C18Rik
2186,Snf8
2187,Ube2z
2188,Atp5g1
2189,Hoxb5
2190,Hoxb4
2191,Hoxb3
2192,Hoxb2
2193,Snx11
2194,Cbx1
2195,Gm11517
2196,Nfe2l1
2197,Copz2
2198,Cdk5rap3
2199,Pnpo
2200,D030028A08Rik
2201,Sp2
2202,Sp6
2203,Scrn2
2204,Lrrc46
2205,Mrpl10
2206,Osbpl7
2207,Tbx21
2208,Tbkbp1
2209,Kpnb1
2210,Npepps
2211,Mrpl45
2212,Socs7
2213,Arhgap23
2214,Srcin1
2215,2410003L11Rik
2216,E130012A19Rik
2217,Mllt6
2218,Cisd3
2219,Pcgf2
2220,Psmb3
2221,Pip4k2b
2222,Cwc25
2223,1700001P01Rik
2224,Rpl23
2225,Lasp1
2226,B230217C12Rik
2227,Fbxo47
2228,Plxdc1
2229,Arl5c
2230,Cacnb1
2231,Rpl19
2232,Stac2
2233,Fbxl20
2234,Med1
2235,Cdk12
2236,Mir5119
2237,Stard3
2238,Pgap3
2239,Erbb2
2240,1810046J19Rik
2241,Zpbp2
2242,Ormdl3
2243,Psmd3
2244,Med24
2245,Thra
2246,Nr1d1
2247,Msl1
2248,Gm12359
2249,Casc3
2250,Rapgefl1
2251,Wipf2
2252,Cdc6
2253,Rara
2254,Top2a
2255,Igfbp4
2256,Smarce1
2257,Krt222
2258,Krt28
2259,Krt10
2260,Eif1
2261,Gast
2262,Hap1
2263,Jup
2264,Leprel4
2265,Fkbp10
2266,Nt5c3l
2267,Klhl10
2268,Klhl11
2269,Acly
2270,Ttc25
2271,Cnp
2272,Dnajc7
2273,Nkiras2
2274,Dhx58
2275,Kat2a
2276,Hspb9
2277,Rab5c
2278,Kcnh4
2279,Ghdc
2280,Stat5b
2281,Stat5a
2282,Stat3
2283,Ptrf
2284,Atp6v0a1
2285,Naglu
2286,Hsd17b1
2287,Coasy
2288,Mlx
2289,Psmc3ip
2290,Fam134c
2291,Tubg1
2292,Tubg2
2293,Plekhh3
2294,Ccr10
2295,Cntnap1
2296,Ezh1
2297,Ramp2
2298,Vps25
2299,Wnk4
2300,Ccdc56
2301,Cntd1
2302,Becn1
2303,Psme3
2304,Aoc2
2305,Aoc3
2306,Aarsd1
2307,1700113I22Rik
2308,Rundc1
2309,Rpl27
2310,Ifi35
2311,Vat1
2312,Rnd2
2313,Brca1
2314,Nbr1
2315,Tmem106a
2316,Rdm1
2317,Arl4d
2318,Dhx8
2319,Etv4
2320,Dusp3
2321,Cd300lg
2322,Mpp2
2323,Tmem101
2324,Lsm12
2325,G6pc3
2326,Hdac5
2327,BC030867
2328,Tmub2
2329,Atxn7l3
2330,Ubtf
2331,Rundc3a
2332,Slc25a39
2333,Grn
2334,Fam171a2
2335,Itga2b
2336,Gpatch8
2337,Gm11627
2338,Fzd2
2339,Ccdc43
2340,Adam11
2341,Gjc1
2342,Eftud2
2343,Ccdc103
2344,Kif18b
2345,C1ql1
2346,Dcakd
2347,Nmt1
2348,Plcd3
2349,Acbd4
2350,Hexim1
2351,Hexim2
2352,Fmnl1
2353,1700023F06Rik
2354,Map3k14
2355,Arhgap27
2356,Plekhm1
2357,Rprml
2358,Gosr2
2359,Wnt9b
2360,Nsf
2361,Arf2
2362,1700081L11Rik
2363,Cdc27
2364,Myl4
2365,Itgb3
2366,Mettl2
2367,1700052K11Rik
2368,Tlk2
2369,Mrc2
2370,Tanc2
2371,Cyb561
2372,Ace
2373,Dcaf7
2374,Taco1
2375,Map3k3
2376,Limd2
2377,Strada
2378,Ccdc47
2379,Ddx42
2380,Ftsj3
2381,Psmc5
2382,Smarcd2
2383,2310007L24Rik
2384,Icam2
2385,Ern1
2386,Snord104
2387,Tex2
2388,Pecam1
2389,Gm885
2390,Polg2
2391,Ddx5
2392,Mir3064
2393,Ccdc45
2394,Smurf2
2395,Kpna2
2396,1810010H24Rik
2397,Bptf
2398,Nol11
2399,Pitpnc1
2400,Psmd12
2401,Helz
2402,Prkca
2403,Ccdc46
2404,Axin2
2405,Rgs9
2406,Gm11696
2407,Gna13
2408,Amz2
2409,LOC100503496
2410,Slc16a6
2411,Arsg
2412,Wipi1
2413,Prkar1a
2414,Fam20a
2415,Abca5
2416,Map2k6
2417,Kcnj2
2418,Sox9
2419,2610035D17Rik
2420,Slc39a11
2421,Cog1
2422,D11Wsu99e
2423,D11Wsu47e
2424,Cpsf4l
2425,Cdc42ep4
2426,Rpl38
2427,Ttyh2
2428,Kif19a
2429,Gprc5c
2430,Cd300ld
2431,Rab37
2432,Slc9a3r1
2433,Nat9
2434,Tmem104
2435,Fdxr
2436,Fads6
2437,C630004H02Rik
2438,Cdr2l
2439,Ict1
2440,Atp5h
2441,Kctd2
2442,Armc7
2443,Nt5c
2444,Hn1
2445,Sumo2
2446,Nup85
2447,Gga3
2448,Mrps7
2449,Mif4gd
2450,Slc25a19
2451,Grb2
2452,2310067B10Rik
2453,Caskin2
2454,Tsen54
2455,Llgl2
2456,Recql5
2457,2210020M01Rik
2458,1110017F19Rik
2459,Sap30bp
2460,Itgb4
2461,Galk1
2462,H3f3b
2463,Unk
2464,Unc13d
2465,Wbp2
2466,Trim47
2467,Trim65
2468,Mrpl38
2469,Fbf1
2470,Acox1
2471,2310004N24Rik
2472,Cdk3-ps
2473,Evpl
2474,Srp68
2475,Galr2
2476,Exoc7
2477,Foxj1
2478,Rnf157
2479,Fam100b
2480,Prpsap1
2481,Sphk1
2482,Ube2o
2483,Aanat
2484,Rhbdf2
2485,Gm11744
2486,1810032O08Rik
2487,St6galnac2
2488,BC018473
2489,Mxra7
2490,Jmjd6
2491,1110005A03Rik
2492,Srsf2
2493,Mfsd11
2494,2810008D09Rik
2495,Sec14l1
2496,Sept9
2497,2900041M22Rik
2498,Tnrc6c
2499,Tmc6
2500,Tmc8
2501,Syngr2
2502,Tk1
2503,Afmid
2504,Birc5
2505,Tha1
2506,Socs3
2507,Pgs1
2508,Dnahc17
2509,Cyth1
2510,Usp36
2511,Timp2
2512,BC100451
2513,Lgals3bp
2514,Cant1
2515,C1qtnf1
2516,Gm11747
2517,Engase
2518,Cbx2
2519,Cbx8
2520,Cbx4
2521,Tbc1d16
2522,Ccdc40
2523,Gaa
2524,Eif4a3
2525,Card14
2526,Sgsh
2527,Slc26a11
2528,Mir1932
2529,A730011L01Rik
2530,Rptor
2531,A430071A18Rik
2532,Chmp6
2533,Baiap2
2534,Aatk
2535,Azi1
2536,2410002I01Rik
2537,1810043H04Rik
2538,Slc38a10
2539,2810410L24Rik
2540,Bahcc1
2541,Actg1
2542,0610009L18Rik
2543,Fscn2
2544,2310003H01Rik
2545,Nploc4
2546,Pde6g
2547,1810049H13Rik
2548,Ccdc137
2549,Arl16
2550,Hgs
2551,Mrpl12
2552,Slc25a10
2553,Fam195b
2554,Ppp1r27
2555,P4hb
2556,Arhgdia
2557,Alyref
2558,Anapc11
2559,Npb
2560,Pcyt2
2561,Sirt7
2562,Mafg
2563,Pycr1
2564,Aspscr1
2565,Stra13
2566,Lrrc45
2567,Rac3
2568,Dcxr
2569,Cbr2
2570,Rfng
2571,Gps1
2572,Dus1l
2573,Fasn
2574,Ccdc57
2575,Slc16a3
2576,Csnk1d
2577,Cd7
2578,1110031I02Rik
2579,Hexdc
2580,BC017643
2581,Narf
2582,Foxk2
2583,Wdr45l
2584,Rab40b
2585,Fn3krp
2586,Fn3k
2587,Tbcd
2588,Zfp750
2589,B3gntl1
2590,Metrnl
2591,1700012B15Rik
2592,Rab10
2593,Kif3c
2594,1110002L01Rik
2595,Asxl2
2596,Dtnb
2597,Dnmt3a
2598,Gm10485
2599,Pomc
2600,Dnajc27
2601,Adcy3
2602,Cenpo
2603,2410017P09Rik
2604,Ncoa1
2605,Itsn2
2606,4930417G10Rik
2607,A830093I24Rik
2608,Gm6682
2609,0610009D07Rik
2610,Fkbp1b
2611,BC068281
2612,Mfsd2b
2613,Ubxn2a
2614,Atad2b
2615,Klhl29
2616,1110057K04Rik
2617,Hs1bp3
2618,Rhob
2619,Pum2
2620,Sdc1
2621,Laptm4a
2622,Wdr35
2623,Ttc32
2624,Rdh14
2625,Gen1
2626,Smc6
2627,Vsnl1
2628,Fam49a
2629,4921511I17Rik
2630,Mycn
2631,Ddx1
2632,Nbas
2633,Fam84a
2634,Trib2
2635,Lpin1
2636,Greb1
2637,E2f6
2638,Rock2
2639,Pqlc3
2640,2410004P03Rik
2641,Pdia6
2642,Atp6v1c2
2643,Nol10
2644,Odc1
2645,Hpcal1
2646,5730507C01Rik
2647,1700030C10Rik
2648,Asap2
2649,Itgb1bp1
2650,Cpsf3
2651,Iah1
2652,Adam17
2653,Ywhaq
2654,2410018L13Rik
2655,9030624G23Rik
2656,Taf1b
2657,Grhl1
2658,Klf11
2659,Cys1
2660,Rrm2
2661,Mboat2
2662,Kidins220
2663,Id2
2664,Rnf144a
2665,Rsad2
2666,Cmpk2
2667,Rps7
2668,Rnaseh1
2669,Adi1
2670,Ttc15
2671,Tssc1
2672,Pxdn
2673,Sntg2
2674,Tmem18
2675,Acp1
2676,Sh3yl1
2677,Lamb1
2678,Dld
2679,Cbll1
2680,Bcap29
2681,Dus4l
2682,Cog5
2683,Hbp1
2684,Prkar2b
2685,2010109K11Rik
2686,Nampt
2687,Gdap10
2688,4933406C10Rik
2689,Sypl
2690,F730043M19Rik
2691,Atxn7l1
2692,Twistnb
2693,Twist1
2694,Hdac9
2695,Snx13
2696,Ahr
2697,9130015A21Rik
2698,Agr3
2699,Tspan13
2700,Bzw2
2701,Ankmy2
2702,1700108M19Rik
2703,Ispd
2704,Agmo
2705,Etv1
2706,Arl4a
2707,Scin
2708,Gm889
2709,Ifrd1
2710,Mir1938
2711,Gm7008
2712,Zfp277
2713,Dock4
2714,Immp2l
2715,Dnajb9
2716,Gm2027
2717,Pnpla8
2718,Stxbp6
2719,Prkd1
2720,G2e3
2721,Scfd1
2722,Coch
2723,Strn3
2724,Ap4s1
2725,Hectd1
2726,Heatr5a
2727,6530401N04Rik
2728,Nubpl
2729,Arhgap5
2730,Egln3
2731,1110002B05Rik
2732,Eapp
2733,Snx6
2734,Cfl2
2735,Baz1a
2736,2700097O09Rik
2737,Srp54a
2738,Srp54b
2739,Ppp2r3c
2740,1110008L16Rik
2741,Psma6
2742,Nfkbia
2743,Aldoart2
2744,Insm2
2745,Ralgapa1
2746,Brms1l
2747,Mbip
2748,Slc25a21
2749,Prps1l3
2750,Mipol1
2751,Clec14a
2752,Sec23a
2753,Sip1
2754,Trappc6b
2755,Pnn
2756,Ctage5
2757,Fbxo33
2758,Gm527
2759,Klhl28
2760,Fam179b
2761,Prpf39
2762,Fkbp3
2763,Fancm
2764,Mis18bp1
2765,Rps29
2766,Lrr1
2767,Rpl36al
2768,Mgat2
2769,1110034A24Rik
2770,9330151L19Rik
2771,Pole2
2772,Klhdc1
2773,Klhdc2
2774,Nemf
2775,Arf6
2776,5830428M24Rik
2777,Mettl21d
2778,Sos2
2779,L2hgdh
2780,Atp5s
2781,Cdkl1
2782,4930512B01Rik
2783,Map4k5
2784,4931403G20Rik
2785,Atl1
2786,Sav1
2787,Nin
2788,Pygl
2789,Tmx1
2790,Frmd6
2791,Actr10
2792,Psma3
2793,3110056K07Rik
2794,Arid4a
2795,Tomm20l
2796,Timm9
2797,2700049A03Rik
2798,Dact1
2799,Daam1
2800,Gpr135
2801,2810055F11Rik
2802,Jkamp
2803,Rtn1
2804,Lrrc9
2805,1810048J11Rik
2806,Dhrs7
2807,Ppm1a
2808,Mnat1
2809,Trmt5
2810,Slc38a6
2811,D830013O20Rik
2812,Prkch
2813,Hif1a
2814,Snapc1
2815,Rhoj
2816,Gphb5
2817,Ppp2r5e
2818,Wdr89
2819,Sgpp1
2820,Syne2
2821,Mthfd1
2822,Akap5
2823,Zbtb25
2824,Zbtb1
2825,Hspa2
2826,Ppp1r36
2827,Gm10451
2828,Mir5135
2829,Plekhg3
2830,Spnb1
2831,Churc1
2832,Rab15
2833,Fntb
2834,Max
2835,Fut8
2836,Gphn
2837,Fam71d
2838,Mpp5
2839,Atp6v1d
2840,Eif2s1
2841,Plek2
2842,Tmem229b
2843,Pigh
2844,Arg2
2845,Vti1b
2846,Rdh11
2847,Rdh12
2848,Zfyve26
2849,Rad51l1
2850,Zfp36l1
2851,2310015A10Rik
2852,Actn1
2853,Dcaf5
2854,Scarna3b
2855,Exd2
2856,Erh
2857,Slc39a9
2858,3830431G21Rik
2859,4933426M11Rik
2860,Gm20337
2861,Srsf5
2862,Smoc1
2863,Gm4787
2864,Adam4
2865,Cox16
2866,Synj2bp
2867,Adam21
2868,Med6
2869,Ttc9
2870,Map3k9
2871,Pcnx
2872,Sipa1l1
2873,Rgs6
2874,Dpf3
2875,Dcaf4
2876,Zfyve1
2877,Rbm25
2878,Psen1
2879,Papln
2880,Numb
2881,2410016O06Rik
2882,Acot2
2883,Acot1
2884,Acot6
2885,Dnalc1
2886,Pnma1
2887,C130039O16Rik
2888,Ptgr2
2889,Zfp410
2890,Fam161b
2891,Coq6
2892,Entpd5
2893,2900006K08Rik
2894,Rnf113a2
2895,Aldh6a1
2896,Lin52
2897,Abcd4
2898,Npc2
2899,Isca2
2900,1110018G07Rik
2901,Fcf1
2902,Ylpm1
2903,Prox2
2904,Dlst
2905,Rps6kl1
2906,Eif2b2
2907,Mlh3
2908,Acyp1
2909,Fam164c
2910,Nek9
2911,Tmed10
2912,Fos
2913,Jdp2
2914,Batf
2915,Mfsd7c
2916,0610007P14Rik
2917,Ttll5
2918,Tgfb3
2919,1700019E19Rik
2920,1700020O03Rik
2921,Vash1
2922,Angel1
2923,6430527G18Rik
2924,2310044G17Rik
2925,Ngb
2926,Pomt2
2927,Gstz1
2928,Tmed8
2929,4933437F05Rik
2930,Vipar
2931,Ahsa1
2932,Sptlc2
2933,Alkbh1
2934,Mir3068
2935,Nrp
2936,1810035L17Rik
2937,Snw1
2938,Adck1
2939,3200001D21Rik
2940,Dio2
2941,4930534B04Rik
2942,Tshr
2943,Gtf2a1
2944,Ston2
2945,Sel1l
2946,Flrt2
2947,Galc
2948,Gpr65
2949,Spata7
2950,Ptpn21
2951,Zc3h14
2952,Eml5
2953,Ttc8
2954,Foxn3
2955,1700064M15Rik
2956,2610021K21Rik
2957,Tdp1
2958,Psmc1
2959,BC002230
2960,Gm10433
2961,Calm1
2962,Ttc7b
2963,Rps6ka5
2964,9030617O03Rik
2965,Gpr68
2966,Ccdc88c
2967,Smek1
2968,D130020L05Rik
2969,Trip11
2970,Atxn3
2971,Cpsf2
2972,Rin3
2973,Lgmn
2974,Golga5
2975,Itpk1
2976,Gm20604
2977,Moap1
2978,D230037D09Rik
2979,AK010878
2980,Ubr7
2981,Btbd7
2982,Otub2
2983,Ddx24
2984,Ifi27l1
2985,Ifi27l2a
2986,Ppp4r4
2987,Serpina3f
2988,Serpina3g
2989,Dicer1
2990,Clmn
2991,4831426I19Rik
2992,Snhg10
2993,Scarna13
2994,Glrx5
2995,D430019H16Rik
2996,Atg2b
2997,4933433P14Rik
2998,Ak7
2999,Papola
3000,Vrk1
3001,Setd3
3002,Ccnk
3003,Ccdc85c
3004,Eml1
3005,Evl
3006,Yy1
3007,Slc25a29
3008,Wars
3009,Wdr25
3010,Begain
3011,Meg3
3012,Rian
3013,Dio3os
3014,Dio3
3015,Ppp2r5c
3016,B930059L03Rik
3017,Dync1h1
3018,1700001K19Rik
3019,Hsp90aa1
3020,Wdr20a
3021,Stk30
3022,Zfp839
3023,Cinp
3024,Tecpr2
3025,Ankrd9
3026,Rcor1
3027,Traf3
3028,Cdc42bpb
3029,1200009I06Rik
3030,Tnfaip2
3031,Eif5
3032,Snora28
3033,2810029C07Rik
3034,Mark3
3035,Ckb
3036,Trmt61a
3037,Bag5
3038,2810002N01Rik
3039,Klc1
3040,Xrcc3
3041,Zfyve21
3042,Ppp1r13b
3043,5033406O09Rik
3044,2010107E04Rik
3045,Kif26a
3046,Inf2
3047,Adssl1
3048,Siva1
3049,Akt1
3050,Zbtb42
3051,AW555464
3052,BC022687
3053,Cdca4
3054,Gpr132
3055,Jag2
3056,Nudt14
3057,Brf1
3058,Btbd6
3059,Pacs2
3060,Mta1
3061,Crip2
3062,Crip1
3063,4930427A07Rik
3064,Tmem121
3065,Zfp386
3066,Vipr2
3067,Wdr60
3068,Esyt2
3069,D430020J02Rik
3070,Ncapg2
3071,Rapgef5
3072,Cdca7l
3073,Sp4
3074,2810429I04Rik
3075,Gdi2
3076,BC016423
3077,Asb13
3078,Net1
3079,Akr1c13
3080,Akr1e1
3081,Klf6
3082,Pitrm1
3083,Pfkp
3084,Wdr37
3085,Idi1
3086,Gtpbp4
3087,Larp4b
3088,Dip2c
3089,Zmynd11
3090,Gm10336
3091,Mtr
3092,Actn2
3093,Heatr1
3094,Lgals8
3095,Edaradd
3096,Ero1lb
3097,Gpr137b-ps
3098,Gpr137b
3099,Lyst
3100,B3galnt2
3101,Tbce
3102,Ggps1
3103,Arid4b
3104,Hecw1
3105,Mrpl32
3106,Psma2
3107,AW209491
3108,Gli3
3109,Inhba
3110,5033411D12Rik
3111,2810021B07Rik
3112,Cdk13
3113,Mir466i
3114,Rala
3115,1600012F09Rik
3116,Vps41
3117,Stard3nl
3118,Epdr1
3119,Elmo1
3120,Trim27
3121,Zscan12
3122,Zkscan3
3123,Pgbd1
3124,Zfp187
3125,Nkapl
3126,Zfp389
3127,Zfp192
