,Tuft_intestine,Goblet_intestine,Endocrine_intestine,Stem_intestine,TA.G1_intestine,TA.G2_intestine,Paneth_intestine,Enterocyte.Mature.Proximal_intestine,Enterocyte.Mature.Distal_intestine,M.cell_intestine.ex.vivo,Tuft_intestine.ex.vivo,Goblet_intestine.ex.vivo,Endocrine_intestine.ex.vivo,TA_intestine.ex.vivo,Enterocyte.1_intestine.ex.vivo,Enterocyte.2_intestine.ex.vivo,Stem_intestine.ex.vivo
Mrpl15,0.72660565,0.6704863,0.6741284,0.7549992,1.0548526,0.9889596,0.7807639,0.76942796,0.84450454,0.78216565,0.78013223,0.85506785,0.74000496,1.4614838,0.48797056,0.90537995,1.3292924
Lypla1,0.4631033,0.4421352,0.3425986,0.40457016,0.39633593,0.39832497,0.314218,0.5630073,0.55168635,0.71044946,0.7919065,0.5410302,0.5203426,0.9891337,0.51251996,0.73564124,0.9239691
Gm37988,0.0,0.0013290355,0.0,0.0,0.0,0.0058538187,0.0,0.0,0.0,0.0020830217,0.0,0.0,0.0,0.0019290991,0.0033453316,0.0,0.0
Tcea1,0.10033792,0.10028042,0.13270558,0.12771595,0.10815357,0.14436755,0.12616159,0.05280599,0.05752103,0.080040984,0.10492508,0.074319735,0.10603371,0.16059442,0.07101273,0.05531519,0.08194743
Atp6v1h,0.22482134,0.13391529,0.23331656,0.13006577,0.16490285,0.12993209,0.12081972,0.12050228,0.14740431,0.1556562,0.25515762,0.112216786,0.19716682,0.19754432,0.16326463,0.19853608,0.1816889
Rb1cc1,0.14243546,0.098845534,0.14300147,0.11775806,0.12896606,0.13907513,0.10487429,0.11544029,0.1935509,0.07782044,0.19173992,0.089193396,0.127256,0.10072236,0.061894562,0.06724984,0.09742139
4732440D04Rik,0.036378056,0.02468891,0.025368081,0.03290015,0.020548914,0.012917878,0.062353015,0.011297282,0.047129862,0.017890947,0.04413653,0.026346799,0.014111819,0.027935846,0.01068567,0.030922843,0.022722604
St18,0.0781464,0.0,0.16832134,0.0,0.0019258334,0.0009152049,0.0,0.0026949751,0.0,0.0,0.17207316,0.0,0.13961168,0.0,0.0,0.0,0.0
Pcmtd1,0.039569866,0.101804115,0.08759483,0.06493878,0.034675993,0.09333859,0.08187272,0.044249363,0.043757558,0.07513675,0.11027731,0.036990467,0.13736363,0.036392305,0.04623159,0.048138462,0.045139883
Gm26901,0.0,0.009621333,0.021755708,0.03771256,0.013626318,0.040138524,0.028727505,0.0026044738,0.0,0.0020204093,0.0,0.0050813286,0.011774234,0.0056916773,0.0018433541,0.0064924266,0.007504244
Rrs1,0.19589508,0.18836446,0.15831022,0.35712895,0.3576995,0.3764761,0.23433249,0.024454432,0.05290064,0.062732115,0.16236605,0.19904552,0.12307449,0.47676334,0.020087963,0.0822142,0.55653805
Adhfe1,0.0,0.0,0.004164529,0.0,0.0025023753,0.0,0.0055851573,0.0019409694,0.0,0.0017945265,0.016368052,0.0,0.0032942041,0.0,0.0022959178,0.0,0.0039328323
Mybl1,0.0,0.0049057687,0.0,0.0016293253,0.010488744,0.010394719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043112496,0.0,0.0,0.0067870305
Vcpip1,0.059483673,0.060617577,0.05079413,0.06694086,0.058150772,0.066243015,0.052132037,0.043519042,0.070073664,0.049239386,0.06352007,0.033138998,0.08951266,0.07292167,0.038594358,0.03468895,0.05490039
1700034P13Rik,0.0,0.0008631218,0.0015845958,0.00466243,0.009080147,0.005037042,0.0,0.014060776,0.0028592206,0.015849737,0.0,0.0028347708,0.0,0.0017822111,0.024475843,0.0033257352,0.0012979648
Sgk3,0.0798453,0.031049985,0.014249211,0.026168412,0.02129389,0.020975368,0.030202253,0.042479347,0.02718821,0.0037073786,0.15762214,0.006216078,0.0391234,0.027154965,0.027968818,0.044127606,0.027501421
Mcmdc2,0.0049380115,0.0,0.0030311341,0.0012088815,0.0,0.0,0.0,0.004939138,0.0,0.0,0.0,0.0,0.0065621473,0.0,0.0,0.0,0.00082368543
Snhg6,0.35955662,0.23889165,0.29403642,0.48252755,0.37785238,0.40633303,0.4390683,0.0943067,0.106079094,0.13245074,0.35486042,0.30706105,0.1947349,0.44277164,0.14532812,0.19858932,0.4249612
Tcf24,0.0,0.0,0.004062029,0.0,0.0,0.0,0.0,0.0,0.0036775765,0.0,0.0,0.008728949,0.0141099775,0.0016460768,0.03430157,0.017358406,0.011012129
Cops5,0.7632389,0.485245,0.58136535,0.54392105,0.6625873,0.68108135,0.46584967,0.27832204,0.2660917,0.43751082,0.5759664,0.42550272,0.47818443,0.7200449,0.2550645,0.429264,0.6499766
Cspp1,0.14236088,0.07737554,0.18948442,0.11842364,0.093635745,0.18501312,0.11759681,0.045645505,0.053505376,0.102552585,0.1253148,0.10627235,0.18263038,0.15335327,0.032013122,0.057174128,0.1503408
Arfgef1,0.20428258,0.2576952,0.28044844,0.22182602,0.2570136,0.27408895,0.16139962,0.24069706,0.21813366,0.3403566,0.28904346,0.19532254,0.23254317,0.32652572,0.23915344,0.32538623,0.28071532
Slco5a1,0.0,0.0,0.0036806748,0.0028790156,0.0019391484,0.0,0.0,0.0038114332,0.0,0.005945776,0.0,0.0,0.006768754,0.0,0.0,0.0,0.0
Ncoa2,0.06823202,0.06672481,0.05314745,0.06945075,0.058893625,0.12261562,0.0877388,0.03519368,0.06243467,0.06633957,0.068929225,0.044606,0.07733657,0.064755484,0.04099065,0.07847364,0.06549634
Tram1,0.2868956,0.8046645,0.4525111,0.25424471,0.31733587,0.38019153,0.30316508,0.27383006,0.31442797,0.4901854,0.6119166,0.7437664,0.5237191,0.5216938,0.30100822,0.375267,0.5755675
Lactb2,0.12142942,0.10361654,0.074446544,0.06025775,0.05416526,0.0668447,0.097044416,0.057605978,0.09444268,0.24595898,0.14849602,0.13483115,0.120295525,0.28509977,0.16896625,0.1884566,0.15197533
Xkr9,0.061760206,0.061825242,0.008280036,0.0037299527,0.008057612,0.0013606447,0.009128395,0.13845466,0.15287834,0.056126792,0.06653317,0.0021309964,0.040003255,0.031797327,0.05164669,0.08923712,0.0032475612
Trpa1,0.0,0.0,0.12926728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12206241,0.0,0.008956421,0.0,0.0
Kcnb2,0.0,0.0044937185,0.130873,0.0009905993,0.0,0.0,0.0019171992,0.0017965201,0.0,0.09660604,0.0,0.014687756,0.12014704,0.05360793,0.0,0.0,0.0
Terf1,0.07894144,0.08910719,0.14635085,0.13274285,0.25287223,0.3360706,0.06625491,0.04541456,0.059485894,0.0697777,0.047916383,0.073797666,0.16529039,0.2512008,0.008745902,0.052200772,0.22965224
Rpl7,1.1837093,0.98240286,1.056824,1.1284021,1.0133398,1.078293,1.2779905,0.315551,0.32094938,0.532694,0.5535218,0.75649256,0.49411356,0.77459776,0.36735114,0.54051167,0.84130925
Rdh10,0.034526717,0.045731828,0.029751642,0.062674604,0.07395302,0.05381576,0.081321016,0.0877426,0.026648005,0.36017752,0.013622704,0.1407136,0.11103211,0.1312006,0.15795463,0.28656146,0.15624662
Stau2,0.049694486,0.074812874,0.048508983,0.06808894,0.071195744,0.078114495,0.06437313,0.035190817,0.009590472,0.028974796,0.07796963,0.03513851,0.053198185,0.05731791,0.05100235,0.028847676,0.094845876
Ube2w,0.14895707,0.077450536,0.16908461,0.11897881,0.0838109,0.1154969,0.119455814,0.041027714,0.0561742,0.115006775,0.12227642,0.124458835,0.082430586,0.1207392,0.03364248,0.08819758,0.11202005
Tceb1,0.6642227,0.5213433,0.67417556,0.54513294,0.5394923,0.6368977,0.52344984,0.5351791,0.46254894,0.5979748,0.74569887,0.48096487,0.53540456,0.7589762,0.43307412,0.54962635,0.76323396
Tmem70,0.41485026,0.33035585,0.38422105,0.57162595,0.645179,0.69566274,0.45304814,0.19071478,0.14488187,0.5380947,0.50843424,0.36766464,0.3228117,0.71956253,0.10782253,0.16109054,0.67667234
Ly96,0.040871106,0.0083205765,0.008766342,0.009815922,0.0044556437,0.007838289,0.022909043,0.003986031,0.029491503,0.049690455,0.03271592,0.008215157,0.005329702,0.016007977,0.0076841614,0.0154374475,0.006569857
Jph1,0.0,0.0022191065,0.0,0.0017219662,0.0031295256,0.0,0.0,0.0,0.0,0.011347639,0.0,0.0,0.0,0.025016703,0.0,0.0029428788,0.007855576
Mcm3,0.119794,0.13085456,0.09599111,0.33410522,0.49826664,0.36008695,0.37624842,0.011748594,0.028103575,0.010495349,0.034733567,0.12886465,0.06815188,0.3710468,0.0,0.021236077,0.43161193
Paqr8,0.0037470341,0.0,0.009436609,0.0017708987,0.0065496266,0.0026439705,0.004466952,0.0023275604,0.0029221098,0.019117147,0.0,0.035536896,0.005559662,0.011925175,0.07873215,0.085206695,0.011296443
Efhc1,0.0,0.0,0.0,0.00083421497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044534383,0.0,0.0017105909,0.0,0.0061046625,0.0
Tram2,0.0,0.004699477,0.0,0.0003336749,0.0013682544,0.0051469,0.014844113,0.023531629,0.03894768,0.0021807966,0.0,0.0,0.0,0.0029845415,0.003399167,0.016023204,0.006269686
Tmem14a,0.06801711,0.15592062,0.05267218,0.041550294,0.040961213,0.047679964,0.04205081,0.06800362,0.06030859,0.0773986,0.07596587,0.08032927,0.023007365,0.08377428,0.02131749,0.06560661,0.0627899
Gsta3,0.0028004737,0.012517525,0.0,0.008444993,0.015536373,0.015297582,0.027086101,0.08379842,0.02152832,0.09777652,0.058914945,0.42822284,0.09190869,0.32546207,0.5747619,0.27795756,0.49918658
Gm28836,0.0,0.001726896,0.0,0.0,0.0,0.0,0.0,0.0021117849,0.0,0.022340134,0.0,0.0,0.0,0.0,0.0061820094,0.012687869,0.0
Gm29107,0.0,0.0033170758,0.0,0.0076984437,0.004990434,0.0042745606,0.009855972,0.0077729044,0.0,0.0,0.0036752564,0.0,0.0025646372,0.0036041075,0.0024358674,0.0,0.002248936
Ogfrl1,0.03413949,0.004553831,0.019197037,0.005420921,0.0046707876,0.0046166945,0.0,0.0017808717,0.0053703845,0.0,0.039156426,0.0,0.0101159215,0.0,0.0,0.0,0.0009940902
B3gat2,0.0,0.0038921428,0.0062978147,0.0037129943,0.00273964,0.0025966,0.008893787,0.0022740522,0.0036985744,0.0011394521,0.0,0.0,0.0,0.0,0.0,0.014122925,0.0017628603
Smap1,0.47193572,0.40040326,0.40905797,0.33423924,0.41805977,0.45947105,0.30085543,0.5381621,0.5260694,0.37000054,0.376242,0.20078664,0.21986392,0.37061527,0.33703294,0.41268072,0.3334369
Sdhaf4,0.4225012,0.21088108,0.40717366,0.3175474,0.3452107,0.36924803,0.23071186,0.22647373,0.15861033,0.37194762,0.59358114,0.20113784,0.3704148,0.36964217,0.21287376,0.27792284,0.31058162
Fam135a,0.13297419,0.09566631,0.14228739,0.10895562,0.09649629,0.09893497,0.11309079,0.053833228,0.09706641,0.078303285,0.1405446,0.11206281,0.1724392,0.10537999,0.09987461,0.081336014,0.10764445
Col9a1,0.0,0.005614913,0.0084990375,0.0062766313,0.0024264292,0.009826302,0.0,0.0,0.0,0.0,0.0,0.0060816854,0.0,0.0,0.0,0.0,0.0006308749
Lmbrd1,0.24742922,0.14868361,0.14529464,0.17956384,0.13911013,0.15333907,0.1392897,0.20449705,0.2342292,0.29980454,0.23469676,0.23188666,0.19360529,0.29063088,0.1984986,0.2746347,0.2183218
Phf3,0.07985342,0.12547813,0.14939302,0.186012,0.15722221,0.17623796,0.10383451,0.068251796,0.07984123,0.20570695,0.31010213,0.17273265,0.26740897,0.24651816,0.21365793,0.22317699,0.28243703
Ptp4a1,0.027582306,0.03676736,0.027660638,0.028783174,0.039366703,0.031080393,0.032594424,0.043696463,0.04620831,0.065991335,0.04279264,0.07219314,0.03900046,0.0809732,0.13789651,0.1079878,0.06776321
Prim2,0.049691614,0.049855582,0.029819172,0.059985634,0.14628126,0.16906871,0.06864793,0.014925363,0.007003413,0.011515275,0.023305388,0.025460806,0.006134739,0.07877934,0.0067480924,0.009724677,0.08501972
Rab23,0.0204907,0.012090449,0.04409866,0.020517668,0.023832493,0.037968956,0.009009212,0.0015174318,0.003942605,0.00707862,0.030083308,0.015440266,0.017716425,0.013961089,0.0,0.0057215933,0.01809001
Bag2,0.008482745,0.02079278,0.04232355,0.07258756,0.05719656,0.07144408,0.051741447,0.0006694375,0.0,0.002084512,0.031989485,0.08945736,0.03508789,0.11058804,0.0060392013,0.028946124,0.20251633
Zfp451,0.07980079,0.065272994,0.10059897,0.063492216,0.11297987,0.077709325,0.083895005,0.017310364,0.018894132,0.0063664047,0.08410354,0.034600124,0.108758785,0.062313903,0.00711337,0.013654096,0.07217554
Dst,0.088896915,0.023472678,0.27900237,0.025390543,0.010855109,0.018272746,0.014803025,0.1541518,0.109883636,0.016463868,0.009915732,0.06181371,0.24980585,0.014183968,0.195803,0.060939115,0.015245844
Gm37233,0.0056854635,0.0059685144,0.022740077,0.0038639135,0.009325805,0.012291488,0.0034120583,0.0017930395,0.0028592206,0.019370418,0.0,0.0,0.016323553,0.0053359712,0.0,0.003513629,0.004635081
Ccdc115,0.48433548,0.21677569,0.30691776,0.2980663,0.3405102,0.32843566,0.18117185,0.04755206,0.021656696,0.35079584,0.4872309,0.27511793,0.4265121,0.5667833,0.061138313,0.10967058,0.3917161
Imp4,0.42675856,0.358719,0.4285485,0.46109372,0.5737508,0.5012132,0.3971754,0.10983645,0.11114677,0.20125253,0.36415634,0.35538915,0.3017286,0.47521126,0.10735296,0.14146394,0.65490294
Ptpn18,1.4611417,0.23724183,0.3692779,0.3140822,0.37993503,0.3586016,0.279157,0.13997965,0.060707673,0.47777903,1.33592,0.3267042,0.2788567,0.34001666,0.1930885,0.16289333,0.3725487
Arhgef4,0.00707644,0.0022435447,0.010849155,0.017038165,0.011818637,0.014606001,0.005275765,0.0013294338,0.0026361833,0.013934527,0.0,0.0,0.0,0.021384897,0.0,0.0009417245,0.007443424
Gm38336,0.0,0.0069998554,0.0,0.004427036,0.0,0.0038994665,0.0,0.0,0.010225449,0.0,0.0,0.0,0.0,0.0032403802,0.0017357597,0.0,0.0016862825
Fam168b,0.27377766,0.22410001,0.24331634,0.26716667,0.29208827,0.3446063,0.30422133,0.19353639,0.19009973,0.36891314,0.16342056,0.23356478,0.19828373,0.26108193,0.3036028,0.23849611,0.31750956
Plekhb2,0.37929273,0.43471208,0.3137359,0.22440852,0.22110496,0.21530508,0.21503091,0.6041973,0.63100123,0.83687603,0.60359335,0.3000155,0.54064244,0.41137958,0.90337586,0.9319639,0.2785231
Hs6st1,0.094361134,0.10273137,0.17562836,0.10546541,0.13032797,0.1224743,0.09724355,0.082574725,0.053403605,0.35866615,0.040962875,0.0809698,0.17690738,0.16247748,0.10358691,0.14006646,0.12210551
Uggt1,0.1489349,0.34447464,0.20476338,0.13933854,0.25162056,0.16994081,0.14669041,0.109490514,0.08776364,0.052404657,0.15088983,0.25189772,0.08628282,0.14057748,0.09016453,0.08759393,0.14068536
Neurl3,0.30539408,0.20361996,0.3394338,0.24989156,0.20191894,0.22495405,0.2327579,0.4501575,0.325048,0.4689055,0.45292,0.2491371,0.25015804,0.17320849,0.51619,0.26652372,0.24694258
Arid5a,0.010950221,0.012511865,0.020175152,0.008174497,0.0040906486,0.017749224,0.015249873,0.0025713132,0.0,0.014283788,0.0,0.006219226,0.01773389,0.011864689,0.0114590395,0.039029535,0.0058340053
4930403P22Rik,0.0,0.0,0.0,0.0024590078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kansl3,0.17913327,0.13059783,0.120004654,0.21653922,0.24486858,0.25786218,0.21424927,0.14690036,0.18411824,0.43737653,0.17372066,0.15259086,0.1320199,0.24609816,0.15527989,0.2254996,0.1882462
Lman2l,0.22529687,0.041770373,0.12696078,0.11062022,0.113677025,0.11667759,0.11064858,0.028410818,0.055911753,0.11529534,0.2111568,0.06377899,0.16028836,0.11444792,0.03041897,0.09235661,0.1034219
Cnnm4,0.092346594,0.11746264,0.04525913,0.084956,0.1654119,0.14303632,0.12608777,0.16691265,0.24522677,0.08347263,0.040785972,0.087843366,0.052398648,0.11161937,0.08168502,0.17590411,0.08571054
Cnnm3,0.07114463,0.03608197,0.076229036,0.0650342,0.07262967,0.06598873,0.041298103,0.018014194,0.018872716,0.0023802428,0.017788319,0.016186597,0.081907384,0.039517146,0.0039920993,0.0,0.02398326
Ankrd23,0.05447715,0.092183284,0.10964007,0.08623458,0.09850309,0.10438669,0.08185587,0.005835746,0.017911667,0.052476294,0.062584765,0.06278676,0.082785636,0.10931308,0.013140144,0.029407943,0.113930196
Sema4c,0.012308948,0.0046198433,0.041293535,0.01426465,0.0077937758,0.010187684,0.014387524,0.0,0.0,0.1546314,0.035287675,0.018999306,0.020502485,0.13983631,0.0,0.008949391,0.031408302
Fam178b,0.0,0.0029968654,0.002782308,0.0054103727,0.0,0.0,0.0,0.0,0.0,0.06054396,0.0,0.0,0.0,0.01010211,0.0,0.0036106051,0.002331911
Cox5b,2.128992,1.8346859,1.8352607,2.191334,2.4516592,2.3131084,2.228351,2.6083975,2.165283,1.5625533,1.362426,1.158011,1.0706811,2.1265416,1.9908752,1.5803777,1.6335818
Actr1b,0.21901609,0.22144526,0.22356139,0.17037034,0.23746412,0.27609694,0.23461314,0.21645494,0.19124639,0.39440492,0.30566472,0.29377323,0.33488804,0.4083897,0.28901842,0.32619762,0.43626124
Tmem131,0.12410612,0.0921057,0.14192994,0.12462357,0.11988796,0.13695124,0.08238017,0.13040927,0.18215246,0.21820538,0.15634772,0.12111028,0.14164206,0.1499425,0.20216809,0.18541965,0.16263156
Vwa3b,0.0,0.0039766314,0.015308906,0.002242653,0.0,0.0,0.0,0.0,0.0,0.026036734,0.0,0.005508647,0.011450991,0.001533812,0.0,0.010650399,0.0024215563
Inpp4a,0.02087971,0.012045102,0.054338824,0.039444104,0.035696544,0.060615253,0.04368256,0.045838848,0.06295959,0.037339106,0.0,0.011694137,0.042756956,0.031510267,0.08288169,0.037577517,0.032930415
Coa5,0.12828013,0.16008717,0.17294577,0.18997985,0.22335438,0.15889768,0.16961813,0.3250343,0.20439398,0.5819916,0.19513315,0.18431515,0.114096366,0.35303235,0.5826927,0.43064734,0.27404615
Unc50,0.45993468,0.45934317,0.34054208,0.38543284,0.37374273,0.45969674,0.3147726,0.27710646,0.24136284,0.68448776,0.49263844,0.47859755,0.45818663,0.6072663,0.2484328,0.36930063,0.5040429
Mgat4a,0.19864567,0.18366691,0.18187831,0.20368214,0.32787693,0.24777548,0.26243517,0.5967396,0.6605239,0.5614446,0.18707123,0.24284299,0.11867194,0.17201002,0.5455594,0.31967005,0.26808745
2010300C02Rik,0.12110426,0.16200572,0.18175189,0.14629224,0.20511317,0.20995687,0.14574827,0.044842977,0.100440934,0.042179532,0.049118154,0.056743048,0.11576727,0.063333444,0.030026251,0.033066906,0.14260714
Tsga10,0.021651618,0.0067150043,0.007621665,0.0021220804,0.002174145,0.007859095,0.0030483066,0.0012674473,0.0053648073,0.014458856,0.036761783,0.012175998,0.0,0.004080097,0.0,0.0057703573,0.0064796726
Lipt1,0.036102463,0.02895809,0.0105026625,0.06992349,0.051444277,0.06623111,0.027126165,0.005170465,0.0030553115,0.032818224,0.026141968,0.005132633,0.036539342,0.05927977,0.012375925,0.02355344,0.06077956
Mitd1,0.22767566,0.16845411,0.15936346,0.15538721,0.17012195,0.1924657,0.12766485,0.13029186,0.10890022,0.14692925,0.15020017,0.07968938,0.0939944,0.16981587,0.08799944,0.091304384,0.13968398
Mrpl30,1.094477,0.9944424,0.98428446,1.2269644,1.1828164,1.2395915,0.9008818,0.8804135,0.7014021,0.9197914,1.1026994,1.1230745,0.883044,1.1570046,1.0136638,0.8875437,1.4411836
Txndc9,0.6826439,0.48247886,0.55842304,0.4910788,0.43139723,0.5502713,0.37229335,0.39452147,0.46591476,0.6076288,0.6516187,0.34788027,0.43271637,0.7112568,0.35237968,0.50003713,0.5379994
Eif5b,0.92591316,0.70879734,0.67292625,0.6874365,0.732832,0.73671746,0.5630944,0.31413558,0.37127843,0.49474823,0.75638545,0.6630592,0.54013675,0.8083867,0.28819278,0.37166944,0.77981925
Rev1,0.09724142,0.023895625,0.062440723,0.044940062,0.042849254,0.039271396,0.0658646,0.016663428,0.01728685,0.046900228,0.10022585,0.0684777,0.118175596,0.054791786,0.03363403,0.03961007,0.061632745
Pdcl3,0.5105566,0.40084633,0.43977267,0.44250035,0.48957622,0.5382145,0.3500178,0.62410283,0.6135566,0.6553049,0.5078513,0.55540794,0.4901322,0.7332761,0.64723104,0.79972917,0.7212805
Npas2,0.011710545,0.044627845,0.02375481,0.029987497,0.025805965,0.022686874,0.029694708,0.07367307,0.10071113,0.26520213,0.029559007,0.070350625,0.052483507,0.13322099,0.045174368,0.08597182,0.044905752
Rpl31,1.0163056,0.84587455,0.8471088,1.0440844,0.9469759,0.9405212,0.9715302,0.24810247,0.23972563,0.1391522,0.14694719,0.27867448,0.1105261,0.3375906,0.085927166,0.12380353,0.3878223
Tbc1d8,0.106977314,0.09179532,0.08870859,0.01697427,0.01587041,0.031667646,0.013114623,0.022225998,0.017707791,0.024313634,0.06288273,0.017371513,0.108672746,0.012767068,0.013120761,0.015528915,0.01797224
Cnot11,0.14516665,0.10306974,0.11480554,0.11841449,0.13979353,0.17294109,0.10784283,0.050469004,0.062260203,0.080477625,0.1335803,0.09755774,0.0696617,0.15997644,0.040158812,0.07075461,0.15358946
Rnf149,0.28966954,0.34363055,0.38246503,0.46314812,0.4478251,0.45679903,0.35974807,0.10241441,0.18735687,0.10544693,0.28649488,0.28521153,0.4710378,0.20510231,0.16677532,0.12000201,0.3947478
Map4k4,0.32803923,0.1480743,0.2946088,0.13098286,0.09013329,0.13106607,0.1338305,0.072448805,0.1311998,0.18779203,0.35197613,0.13625614,0.25067684,0.15559044,0.107815325,0.16950431,0.13219613
Il18r1,0.0,0.0053624227,0.045605917,0.0,0.0,0.0,0.0,0.0,0.0,0.0019200414,0.0,0.0,0.035006553,0.0,0.0,0.009024306,0.0
Il18rap,0.0,0.0,0.0,0.0007072892,0.0,0.0,0.0,0.0,0.0049706097,0.0020738314,0.0,0.0,0.043164648,0.0,0.0,0.027343038,0.0
Slc9a4,0.0,0.0,0.0,0.0,0.0,0.0020881875,0.0,0.0,0.0033445274,0.0,0.0,0.0,0.0,0.0038744246,0.0,0.007919672,0.0
Slc9a2,0.06388184,0.023128372,0.12028949,0.043714765,0.074751645,0.04225105,0.046151556,0.23995334,0.2650532,0.03265923,0.047094073,0.028020192,0.13516217,0.09468772,0.2996572,0.31542677,0.05041847
Mfsd9,0.025677888,0.02881654,0.08386734,0.020381374,0.02843626,0.039223142,0.004648782,0.066117115,0.07106658,0.0485718,0.026359262,0.022723386,0.07316282,0.04988019,0.091080345,0.13469279,0.04414038
Tmem182,0.0,0.003644753,0.032626797,0.016820291,0.0049767927,0.029150728,0.0072785285,0.0,0.0,0.0,0.0,0.027488153,0.0053986274,0.0,0.0,0.0,0.021316586
Mrps9,0.39059442,0.3469401,0.40586472,0.6070393,0.6328664,0.74041337,0.4858729,0.21250287,0.16675512,0.24266069,0.34445053,0.37961495,0.27537605,0.65742123,0.15967272,0.16302016,0.6796251
Tgfbrap1,0.035082158,0.041296348,0.049561463,0.029555108,0.047899038,0.043706406,0.038286917,0.047356397,0.05991789,0.026362214,0.03336282,0.021510877,0.01205216,0.03715649,0.039996795,0.027553286,0.037077688
8430432A02Rik,0.010677475,0.003748134,0.0,0.0038145531,0.0,0.0,0.0,0.0,0.0039171902,0.0044487584,0.01914768,0.0,0.015703656,0.0,0.010606525,0.0,0.0028000486
AI597479,0.026748678,0.039166708,0.04257804,0.043327987,0.030648453,0.047668807,0.044009637,0.016313002,0.027790893,0.031002685,0.06430912,0.039106842,0.036554772,0.053021733,0.013817938,0.018115232,0.050028477
Fhl2,0.22318412,0.6331919,0.7832807,0.4516488,0.31313953,0.54034805,0.36262026,0.15855137,0.15945666,0.20673384,0.38427454,0.5559055,0.51867163,0.4002893,0.3013315,0.7238556,0.71457666
Nck2,0.018054772,0.022168647,0.015172208,0.022081668,0.018934295,0.026834574,0.018325696,0.02960079,0.032246828,0.08734591,0.017632212,0.01928797,0.03126149,0.03815907,0.010839639,0.04538931,0.026845315
Gm29155,0.0,0.0033502504,0.0,0.00069142,0.0,0.0,0.0,0.0,0.0,0.004413383,0.0068562403,0.0,0.0,0.0024928043,0.0,0.0,0.0014192131
Uxs1,0.0681914,0.06578303,0.050913326,0.0997055,0.10531071,0.09006777,0.09362694,0.027727885,0.054367896,0.11603108,0.062055644,0.10057608,0.029747138,0.17497583,0.05216787,0.07323291,0.19804241
Tpp2,0.25426286,0.12552387,0.12955527,0.148816,0.16650347,0.14883704,0.1651843,0.0816666,0.07398769,0.113260604,0.2783625,0.1547275,0.11497191,0.21728213,0.06574865,0.089338474,0.15738025
Gm8251,0.0,0.0020722114,0.0,0.00094034395,0.0027440612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011902038,0.001986143,0.0,0.0,0.0028234797
Tex30,0.16264696,0.2248667,0.29924542,0.1953498,0.3078101,0.34633836,0.1477859,0.04838157,0.042813167,0.112858474,0.09814644,0.33031544,0.2442308,0.4171438,0.028854754,0.071065225,0.4321015
Kdelc1,0.06955747,0.03291343,0.033902816,0.060213566,0.05282231,0.05326292,0.03790044,0.004944309,0.020858703,0.022338,0.06456879,0.03569061,0.05453039,0.07010965,0.0021193195,0.009746942,0.065897666
Bivm,0.047957774,0.01246124,0.044516094,0.029026695,0.0408867,0.030474262,0.046588346,0.008383769,0.021103136,0.015959887,0.013794589,0.02096866,0.031940266,0.039883662,0.0,0.009322124,0.035091747
Ercc5,0.046540305,0.036491856,0.047774006,0.04813634,0.07173339,0.05709737,0.061443742,0.018745262,0.028753355,0.022874849,0.07799064,0.020480439,0.035704907,0.092020616,0.019344607,0.023232039,0.060848806
Wdr75,0.08731891,0.05872536,0.06427177,0.069117144,0.089515574,0.07626654,0.09059588,0.0074789715,0.0026696979,0.040711727,0.012515084,0.019675137,0.038456935,0.12562546,0.002362959,0.0412032,0.09259826
Slc40a1,0.029534938,0.017422652,0.02548646,0.0012653142,0.01134362,0.010573059,0.02613325,0.03979463,0.040230177,0.024285913,0.0,0.028363248,0.0,0.02679742,0.06966041,0.11875027,0.016892217
Dnah7b,0.0,0.0022007148,0.0,0.0018918723,0.0,0.0,0.0,0.0,0.00399817,0.0053897006,0.0,0.0,0.0,0.013753422,0.0,0.0011447697,0.0
Slc39a10,0.042983964,0.0037430197,0.016903952,0.031682063,0.021066906,0.045472518,0.009079093,0.004649268,0.0,0.0040905215,0.015665943,0.024207762,0.011653928,0.013365341,0.0,0.006803282,0.019034509
Gm28151,0.0,0.0022900589,0.0,0.0,0.0,0.004946216,0.002662302,0.0021335916,0.0,0.0051505878,0.0,0.0,0.0,0.0,0.0,0.0,0.0026414595
Gm29325,0.0062008235,0.007870887,0.0037157636,0.0048566908,0.0020525486,0.0074059013,0.0,0.006226713,0.0,0.00197455,0.012296367,0.0,0.0,0.0,0.0,0.0062924307,0.00075875205
Nabp1,0.021082751,0.018076686,0.0099309785,0.011487916,0.021346703,0.008204225,0.0,0.015079918,0.015657805,0.07663499,0.03653941,0.015144124,0.035860762,0.07280304,0.07076967,0.10184099,0.04642776
Myo1b,0.66789114,0.10599317,0.13803728,0.12666242,0.09299462,0.14924917,0.09472575,0.007015235,0.004567984,0.027013408,0.83262074,0.12446903,0.14828005,0.25712433,0.010208586,0.016727302,0.092173494
