,Tuft_intestine,Goblet_intestine,Endocrine_intestine,Stem_intestine,TA.G1_intestine,TA.G2_intestine,Paneth_intestine,Enterocyte.Mature.Proximal_intestine,Enterocyte.Mature.Distal_intestine,M.cell_intestine.ex.vivo,Tuft_intestine.ex.vivo,Goblet_intestine.ex.vivo,Endocrine_intestine.ex.vivo,TA_intestine.ex.vivo,Enterocyte.1_intestine.ex.vivo,Enterocyte.2_intestine.ex.vivo,Stem_intestine.ex.vivo
Zfp2,0.04132586,0.025182832,0.023713797,0.05598926,0.04599736,0.057336323,0.053529855,0.008223058,0.024488287,0.004890575,0.012115787,0.0367305,0.043156218,0.04023889,0.0,0.0,0.05054421
Zfp354b,0.0,0.0,0.0,0.002076481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008342658,0.0,0.0,0.0,0.0
Zfp354a,0.0,0.0011301129,0.0025675797,0.008635668,0.012624892,0.014730817,0.015206271,0.00712017,0.0108134,0.0,0.012814015,0.0072099376,0.006730728,0.0014189275,0.009116068,0.003007445,0.017499832
BC049762,0.0,0.0,0.0,0.005150036,0.0018789631,0.00478996,0.0,0.010428867,0.0,0.0018711732,0.0,0.0,0.0061140116,0.0017414548,0.0,0.0053469907,0.0026308584
Clk4,0.21992736,0.14722736,0.21946453,0.19746888,0.21374458,0.21171549,0.1920133,0.08070439,0.08795545,0.240414,0.17718911,0.12397066,0.20584078,0.18606584,0.15657066,0.12746722,0.19160022
Phykpl,0.10195868,0.09156377,0.07885141,0.07253428,0.054021582,0.080921374,0.09747614,0.057372797,0.078794844,0.08921172,0.10955561,0.10540643,0.092124686,0.09408065,0.06466806,0.0760999,0.0878837
Hnrnpab,1.2375039,0.99673074,1.1528611,1.1469009,1.4359317,1.569652,1.2093979,0.53308105,0.63118577,0.5040758,1.0076567,0.99429655,0.7957372,1.4723862,0.6078291,0.5874286,1.6924266
Nhp2,1.0889027,0.9227099,0.8783287,1.437847,1.7805547,1.7733448,1.2318836,0.25061157,0.17265894,0.47886878,0.7391767,1.0173275,0.5171525,1.5028806,0.206954,0.46109098,1.937936
Rmnd5b,0.15651259,0.07304426,0.08520992,0.053736,0.043544304,0.09109235,0.08051197,0.055901967,0.088840045,0.11686643,0.09258882,0.06333007,0.07724729,0.095343895,0.08041228,0.05960032,0.08379398
N4bp3,0.08071972,0.05095341,0.04760088,0.05870488,0.05687804,0.046668433,0.005234754,0.002620692,0.0,0.005647757,0.029334133,0.050436657,0.07997427,0.06476223,0.007060079,0.015025993,0.11330584
D930048N14Rik,0.017556071,0.014638424,0.0067576114,0.03551421,0.02423778,0.02524117,0.021609943,0.004217308,0.0,0.010097642,0.02388217,0.011806314,0.026242986,0.032357626,0.0060075265,0.0074813114,0.05306225
0610009B22Rik,0.5695342,0.3788026,0.488781,0.5410348,0.56361896,0.6346496,0.34582725,0.3187762,0.33647794,0.42752668,0.62903666,0.46027216,0.5423379,0.5237234,0.2826587,0.38801602,0.5815977
Sec24a,0.077208795,0.14184158,0.05617611,0.064421594,0.08934626,0.13045825,0.06818138,0.15750758,0.14307775,0.11595881,0.07635116,0.0936063,0.0637502,0.12911244,0.09683752,0.22911079,0.13039769
Sar1b,0.70832986,0.64384115,0.7374889,0.64330924,0.6564117,0.8125831,0.62641084,1.7366886,1.438666,1.0604852,0.9431548,0.6820462,0.91624534,1.2139281,1.2945621,1.3912598,1.1143789
Jade2,0.047976725,0.030513804,0.03594081,0.04237723,0.046007108,0.059634544,0.044219866,0.005321654,0.014391139,0.04785974,0.00569266,0.008326469,0.028634138,0.06264325,0.0021866304,0.0055088014,0.04915102
Gm26551,0.0,0.0,0.0,0.0006933621,0.0021447279,0.0049554226,0.0,0.0019346718,0.0031026602,0.0,0.0,0.0,0.0,0.0043796557,0.0,0.0,0.0
Cdkn2aipnl,0.24352176,0.20685087,0.17499046,0.1999447,0.26906195,0.39515615,0.2036938,0.06477618,0.09536576,0.18070753,0.36787727,0.25982818,0.12119264,0.44381985,0.08211715,0.12562667,0.37306178
Ube2b,0.89956474,0.6241992,1.0395248,0.88709086,0.78646654,0.98088586,0.7334035,0.49846467,0.5388426,0.9822991,1.3119519,0.7646326,1.02853,1.0671177,0.62693435,0.94002986,1.019421
Cdkl3,0.012029182,0.006221292,0.015030639,0.024525374,0.018322248,0.011741953,0.0032509463,0.011479457,0.014617359,0.031159887,0.086283006,0.047824692,0.036309466,0.046758886,0.008347052,0.033124473,0.025412884
Ppp2ca,0.55445325,0.47785884,0.5596068,0.5095188,0.48989445,0.6303837,0.41567126,0.24084324,0.3415825,0.53572917,0.6526138,0.56879807,0.50886494,0.7463887,0.33236942,0.6059746,0.72440803
Skp1a,1.1250753,0.6324144,0.7682876,0.80873084,0.79698116,0.8331038,0.710006,0.7482992,0.8161914,0.7086379,1.3414222,0.5783262,0.73900443,1.0006728,0.48887995,0.8952923,0.9569267
Gm12207,0.0,0.0021136855,0.005783905,0.0036198462,0.0022413349,0.0,0.0,0.0,0.0,0.0,0.0074939574,0.0,0.0,0.0015148226,0.0027621004,0.0,0.003648847
Tcf7,0.024554212,0.0039680116,0.004339752,0.051497914,0.04323825,0.0627779,0.037368484,0.0011122853,0.0066954815,0.0018166873,0.0,0.024062142,0.021260276,0.028101804,0.0058138785,0.00848182,0.043643404
Vdac1,1.1850854,0.7755132,1.0112879,1.2765924,1.3584306,1.3726352,1.0866398,0.97882146,0.8541044,0.90475297,1.0957934,0.90139437,0.8243638,1.4789306,1.1363946,1.1296046,1.3722205
9530068E07Rik,0.25840867,0.20405717,0.35724378,0.25740376,0.2527464,0.28818163,0.25702664,0.08640788,0.1647396,0.3221695,0.51543087,0.2682641,0.5159922,0.35782105,0.11184297,0.21045075,0.35146406
Fstl4,0.0,0.00057379034,0.023180433,0.0029908435,0.0,0.012930962,0.009167213,0.0023296655,0.00426775,0.0,0.0,0.0,0.025398571,0.0,0.0,0.0,0.00084324996
Hspa4,0.52614176,0.32223016,0.29217055,0.39786488,0.614069,0.44885072,0.41901803,0.31238645,0.25965634,0.5031539,0.5055003,0.36908448,0.3017762,0.78522354,0.39475018,0.4293515,0.66310716
Zcchc10,0.034838267,0.054560695,0.06281835,0.09372276,0.07927708,0.10795769,0.12258344,0.02365242,0.039712295,0.048832685,0.07982866,0.09523795,0.07158391,0.15737462,0.026357375,0.064057246,0.15249301
Aff4,0.16932029,0.12373147,0.2735771,0.08899398,0.121029995,0.107090704,0.16021977,0.08454619,0.097163,0.20441203,0.23430614,0.15914588,0.23364834,0.16263099,0.20941482,0.24420829,0.13192818
Leap2,0.04259036,0.071632124,0.08125001,0.07278268,0.05465289,0.09283802,0.06904504,2.333123,0.8968254,0.08211668,0.07946873,0.07339897,0.028341616,0.06815025,2.383582,0.51566267,0.016157804
Uqcrq,2.355413,2.285459,2.0037293,2.571889,2.8344994,2.767546,2.4475133,3.103432,2.8924513,2.464619,1.9310572,2.125341,1.7771769,2.682518,3.0555286,2.8278797,2.557888
Gdf9,0.0,0.00091187214,0.0088146655,0.0048485585,0.0023626476,0.006383105,0.0012516656,0.0060041733,0.012252468,0.0,0.0,0.018173825,0.0032942041,0.0011022191,0.03190821,0.0061153364,0.01049428
Gm10447,0.0,0.0,0.0046530403,0.0,0.001932547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020044018,0.0
Shroom1,0.0,0.010198527,0.016680637,0.015373591,0.014553342,0.011753035,0.012856847,0.008194109,0.0054049357,0.0,0.0,0.0,0.029464126,0.0,0.009913915,0.0016633417,0.0046857935
Sowaha,0.009523297,0.049182244,0.045725774,0.02164378,0.012950407,0.017472036,0.036054242,0.11676711,0.18913865,0.035099834,0.016141836,0.01724653,0.0,0.008137987,0.16795461,0.09576408,0.0071496493
Gm9945,0.0,0.009354795,0.0071848147,0.003677028,0.0047852,0.0051818485,0.0018234799,0.009034606,0.0028435304,0.0,0.0,0.0,0.0,0.0,0.0077220933,0.009722604,0.0015978139
Sept8,0.06128344,0.041170202,0.029387815,0.02864375,0.051562965,0.06573218,0.044375483,0.016639454,0.06085948,0.07253705,0.10701763,0.010116116,0.0041741417,0.08364916,0.016545365,0.098193035,0.027172636
Kif3a,0.028262092,0.024825668,0.08043913,0.038682934,0.014240259,0.036249578,0.021968162,0.0070629693,0.018388743,0.024513751,0.06845851,0.050853495,0.039971624,0.060410727,0.030084297,0.044835534,0.058821373
Rad50,0.1526296,0.10238605,0.047901496,0.13556679,0.18646146,0.2842572,0.09483583,0.03782763,0.03579149,0.13189517,0.0800932,0.11252693,0.054247525,0.20510514,0.032457452,0.04499608,0.2741292
Irf1,0.20629111,0.28050458,0.24285842,0.28635722,0.24770424,0.28406003,0.30636,0.3310689,0.3265258,0.12132267,0.042241137,0.021362064,0.13494685,0.07625645,0.07620732,0.059546046,0.022992328
Gm12216,0.07626394,0.1407359,0.21965258,0.19737385,0.1401346,0.18863527,0.13902454,0.057657816,0.043997325,0.0021117206,0.015088398,0.0,0.06325637,0.0026647686,0.003890882,0.0,0.0018832291
Slc22a5,0.02593424,0.019990128,0.03062901,0.031331345,0.036267057,0.040965505,0.04948354,0.084957995,0.11492457,0.052789293,0.03386725,0.006534544,0.0,0.015447595,0.08488909,0.05245261,0.0076824944
Slc22a21,0.0867722,0.024467131,0.028203465,0.022354772,0.044532396,0.03337015,0.02381343,0.030899514,0.03927234,0.07570569,0.050872106,0.006242687,0.009958373,0.024337003,0.034426253,0.062220734,0.0067251474
Slc22a4,0.029812442,0.0050784773,0.019096484,0.012643773,0.014953141,0.010293553,0.0035120095,0.18032788,0.1944087,0.15886365,0.0060101217,0.008317278,0.013176245,0.0050156773,0.19616836,0.21137202,0.011664316
Pdlim4,0.0,0.0,0.0,0.00077578326,0.0,0.0018290599,0.0,0.0025402699,0.0,0.004519106,0.0,0.005088954,0.008000182,0.0014628868,0.011908778,0.023990896,0.0049666385
P4ha2,0.008604189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08441473,0.008130985,0.05800196,0.06485008,0.09312305,0.1318307,0.1698112,0.08335986
Csf2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013971335,0.0,0.0032129374,0.0,0.0,0.0,0.0031882678,0.03657349,0.01420436,0.0
Acsl6,0.01126553,0.0053592855,0.11462203,0.00093490136,0.0021551796,0.0,0.0,0.0129004475,0.004798574,0.0,0.0,0.007238578,0.08680021,0.0,0.0,0.0,0.0
Fnip1,0.02450464,0.033844028,0.03994414,0.03986838,0.033453733,0.060488176,0.052828874,0.04921958,0.016286084,0.057529606,0.009689354,0.034591828,0.018863387,0.048169572,0.028362531,0.051078305,0.05485149
Rapgef6,0.117092766,0.07781664,0.06323664,0.11300751,0.08154797,0.13785659,0.15465097,0.049281508,0.04307624,0.10203994,0.036963347,0.08972814,0.09655989,0.13259518,0.030912358,0.09182313,0.17479965
Cdc42se2,0.21750556,0.23706242,0.26462674,0.1110403,0.13177717,0.14111397,0.17375559,0.2774761,0.41343534,0.36909223,0.13859466,0.15020514,0.25600472,0.18239838,0.3261525,0.32450253,0.20787242
Lyrm7os,0.0,0.004173448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029445544,0.0,0.008877912,0.0,0.0,0.0,0.0,0.0029658377
Lyrm7,0.00988204,0.01447052,0.010757692,0.015919868,0.038166087,0.038674567,0.021774175,0.019890882,0.008724823,0.011596019,0.0,0.006216078,0.007223644,0.04094821,0.015015103,0.009188285,0.031189807
Hint1,2.2047029,2.295891,2.2875075,2.5475101,2.8568718,2.7829478,2.4685144,2.5905597,2.5344005,1.408158,2.002625,2.152344,1.8502353,2.608703,2.3217714,2.0053337,2.6739235
Gpx3,0.024891574,0.0068297302,0.62822795,0.0063694003,0.0049793194,0.006908243,0.0,0.0039099697,0.018611422,0.00497298,0.021335082,0.0,1.1926849,0.0028555081,0.0,0.03182451,0.0059262426
Tnip1,0.16763195,0.06511616,0.1232602,0.095276766,0.082047805,0.1370656,0.12359861,0.20039032,0.29137278,0.9476503,0.2852091,0.12770641,0.14284052,0.4204126,0.34026548,0.556382,0.09981443
Anxa6,0.0256836,0.006600364,0.40742344,0.0067136316,0.0046864212,0.004333299,0.014536404,0.0026630645,0.0066954815,0.0053437008,0.0,0.0,0.47406828,0.0032443565,0.0,0.011190176,0.020314781
Ccdc69,0.0,0.003880004,0.0014224563,0.0062255724,0.010198219,0.006268705,0.0,0.001538865,0.0,0.0,0.0,0.01576377,0.0,0.006123297,0.007030843,0.0032989038,0.022578968
Gm2a,0.031508967,0.008801002,0.050416257,0.051568817,0.03928161,0.07199047,0.057266083,0.0014912412,0.012373331,0.0,0.0050211265,0.06655269,0.067164026,0.06242877,0.06559749,0.04477254,0.074477315
Slc36a1,0.07807657,0.041206572,0.21876319,0.03023809,0.02836366,0.03172189,0.033712726,0.30922475,0.09270083,0.07007105,0.0050211265,0.01404256,0.082438774,0.030060444,0.04097308,0.028016917,0.019128488
Atox1,1.7674408,1.5751828,1.713682,1.2889025,1.3313894,1.3324679,1.0205969,1.9276738,1.7979294,3.082295,2.0485337,1.368563,1.6261115,2.1061862,2.2639456,2.3889394,1.454057
G3bp1,0.8935297,0.6261726,0.8548839,1.1558768,1.3231614,1.4073634,1.0060213,0.16590793,0.17830019,0.6507611,0.6269923,0.7071001,0.6271075,1.3743528,0.1561184,0.3144225,1.3564817
Fam114a2,0.34364435,0.29399106,0.41580886,0.3672246,0.33962518,0.39896578,0.32762158,0.26207623,0.2662364,0.3114207,0.5957443,0.34515977,0.36372486,0.43523556,0.28946105,0.39680326,0.40063486
Mfap3,0.12632748,0.053049903,0.097386725,0.07590318,0.08192231,0.099623896,0.08845772,0.054011,0.06831527,0.06868398,0.069621675,0.061825767,0.09645858,0.0919536,0.07180621,0.05949724,0.08090318
Galnt10,0.09950022,0.47861013,0.07686268,0.08701514,0.11763158,0.1279341,0.11072923,0.13483281,0.112369746,0.07750813,0.041968804,0.17321536,0.05600903,0.11868742,0.10359501,0.10581215,0.07315448
Sap30l,0.0448582,0.09206439,0.16213073,0.1083289,0.1215776,0.16773503,0.0909516,0.25787786,0.3220742,0.053499524,0.0484199,0.0404184,0.091736384,0.057071824,0.21007359,0.08837433,0.056207683
Larp1,0.18940556,0.31952664,0.22175051,0.27363634,0.38253635,0.37141255,0.3090552,0.13391876,0.15987751,0.12869817,0.10456021,0.15898117,0.19251142,0.22789334,0.13610984,0.09940754,0.26935923
Cnot8,0.25147635,0.14750461,0.20560455,0.16166696,0.17721425,0.20605893,0.1644303,0.12400694,0.13361728,0.13711932,0.14056389,0.18408908,0.115231365,0.24296409,0.08452015,0.088597454,0.20331132
Gemin5,0.046701062,0.043039702,0.085991666,0.036303636,0.113440484,0.08385048,0.059804562,0.0074218917,0.014584054,0.028692286,0.0036752564,0.07226425,0.03320471,0.0631183,0.01125909,0.013762046,0.11212839
Mrpl22,0.46009722,0.29591742,0.27125922,0.35686934,0.43347284,0.38200948,0.30010337,0.2225579,0.18295832,0.26371175,0.38737872,0.21995753,0.19616367,0.5207159,0.15609577,0.19067614,0.45271623
Igtp,0.07438907,0.028404273,0.030185623,0.041694324,0.036360715,0.037355296,0.023495033,0.09318481,0.06700181,0.0018711732,0.016856404,0.004640058,0.013935535,0.012477889,0.018541412,0.0,0.00756414
Irgm2,0.0,0.016534701,0.0,0.011374335,0.0016986451,0.011945575,0.011012399,0.016107349,0.02535208,0.005863004,0.0,0.006563699,0.0,0.0,0.005293015,0.0019623456,0.0005748548
Zfp692,0.051820893,0.048382495,0.08005338,0.08537614,0.12333436,0.098503895,0.08846612,0.022707831,0.028820407,0.024728978,0.044926554,0.08839941,0.03158644,0.08175253,0.0037495429,0.010707087,0.10877138
Zfp672,0.114517145,0.06745429,0.05356562,0.089493565,0.10808496,0.07634416,0.08743435,0.063069426,0.058395244,0.099519335,0.10800509,0.07619375,0.07246403,0.13431634,0.13813098,0.12423477,0.12787978
Sh3bp5l,0.07671729,0.066585615,0.105290234,0.08300734,0.095826514,0.07402098,0.07577024,0.056664106,0.05241399,0.1161167,0.0839506,0.12978856,0.12543537,0.07533494,0.07848705,0.06612267,0.09341213
Lypd8,1.5842047,3.4483514,1.7071488,2.6199732,2.8030188,2.6514375,2.4165852,2.3049026,2.4625394,0.972193,0.5237911,1.7457539,0.94911224,0.8458056,1.7011415,0.7661939,1.2945875
1810065E05Rik,0.011788259,0.019312887,0.023690332,0.023883848,0.063836224,0.04164915,0.04174845,0.03381187,0.29031765,0.00312482,0.0,0.017101616,0.017790224,0.009472933,0.008327606,0.080426924,0.012027858
2210407C18Rik,0.12990312,0.2786808,0.10301628,0.6595108,0.29203975,0.6657201,0.69017637,0.61463016,0.16875947,0.15355057,0.041294057,0.31172198,0.1568686,0.14826,0.6347843,0.27531856,0.4223958
Fam183b,0.042553477,0.05081123,1.4253614,0.24809827,0.17410791,0.23790845,0.18563128,0.01634481,0.015724596,0.0,0.0,0.0,1.0708134,0.0044815093,0.013513909,0.0033186488,0.014254845
Gm12258,0.005455396,0.0054871496,0.028672416,0.012662865,0.016202843,0.0029045308,0.015905851,0.0047836434,0.0032217216,0.004366829,0.0,0.0069762846,0.009858773,0.0032985075,0.0037257497,0.0,0.0047046826
2810021J22Rik,0.0033388415,0.018732363,0.008907441,0.012724807,0.003138824,0.014752733,0.0037426278,0.0015468468,0.0,0.0019967977,0.024412505,0.01777275,0.0041741417,0.018450158,0.0065563484,0.009761698,0.023906004
Zfp39,0.0,0.005420049,0.011492808,0.008002377,0.0036992892,0.016417885,0.0,0.0038064967,0.0060199406,0.0041970327,0.0,0.0,0.007405373,0.001957184,0.0017240635,0.002502989,0.0052365046
Rnf187,0.55803347,0.49847838,0.4769265,0.47091243,0.55752546,0.62810856,0.34672728,0.30866665,0.36255303,0.26856148,0.4385884,0.43893433,0.5095021,0.6179851,0.28605813,0.18346597,0.6739739
Hist3h2ba,0.094066635,0.023059439,0.123691216,0.013872791,0.01072408,0.04530602,0.010074232,0.0037521357,0.0059634037,0.0041970327,0.07523908,0.003420927,0.053881813,0.01202756,0.002540917,0.0,0.0070967516
Hist3h2a,0.38612172,0.16879222,0.36026552,0.1986678,0.20677173,0.2857493,0.18458095,0.06189726,0.074554294,0.23534209,0.31391197,0.13166162,0.3130299,0.20438796,0.07704307,0.16001001,0.18251453
Trim11,0.09219553,0.04761091,0.089743204,0.066080764,0.07757205,0.09039722,0.10098088,0.0584126,0.08112954,0.07426352,0.071880884,0.055054158,0.068819135,0.11799696,0.022433171,0.052098926,0.100164555
Obscn,0.008482745,0.0019917642,0.02221817,0.0,0.0,0.0023241702,0.0,0.0,0.0,0.012724672,0.0,0.009917069,0.07652666,0.050661728,0.0,0.0,0.0
Iba57,0.049572147,0.03301883,0.046694502,0.054968096,0.055065263,0.065129496,0.05057922,0.035108674,0.039537366,0.041027784,0.016244436,0.04480678,0.049169157,0.0387388,0.035163436,0.03706175,0.049193338
Guk1,0.8508611,1.5758601,0.9499951,1.0155841,0.92544585,1.0278563,0.8779198,0.79639274,0.6072016,1.0241009,0.7020371,0.9182232,0.81888616,0.986758,0.63954616,0.71366394,0.9175312
Mrpl55,0.67329234,0.46332222,0.43357137,0.49856868,0.7166656,0.6996417,0.4146485,0.62663764,0.38425404,0.5301721,0.43295747,0.42001522,0.272679,0.9091616,0.514607,0.40883887,0.6681748
2310033P09Rik,0.33112124,0.15852271,0.21750969,0.27555847,0.35357955,0.34663147,0.21882053,0.21589266,0.31387419,0.28281274,0.20347305,0.11509697,0.092944324,0.3078553,0.093682334,0.14663601,0.19395955
Arf1,1.2702273,1.5481095,1.2722132,1.0469487,1.1240854,1.0637927,0.9741331,1.2953047,1.2530537,1.5094571,1.6049439,1.4182991,1.3629123,1.5940875,1.345407,1.4861885,1.5807819
Snap47,0.15416719,0.09223825,0.15394863,0.09961073,0.07568107,0.075040855,0.08163659,0.039347533,0.064085804,0.2914757,0.17248034,0.107635334,0.24308541,0.1820994,0.06760096,0.076306336,0.10602989
Jmjd4,0.01427714,0.011152607,0.01411103,0.02165667,0.032106385,0.033614203,0.035185535,0.014078536,0.0034696194,0.017258886,0.026832247,0.017275669,0.023887571,0.024885077,0.010440219,0.016364284,0.059886504
Zfp867,0.033617277,0.01961973,0.008309654,0.02820317,0.020373864,0.033495367,0.011451859,0.0024408249,0.0020386344,0.004552845,0.018924952,0.0061677205,0.0043597016,0.013059035,0.0065698605,0.0028294318,0.020852974
Zkscan17,0.060061786,0.041465286,0.055055384,0.09030018,0.06602268,0.10157422,0.055658642,0.0013428453,0.01123494,0.010347589,0.11246483,0.065348744,0.04454725,0.07580712,0.02748449,0.023730325,0.119371206
Nlrp3,0.0,0.0013645267,0.0063006156,0.0018893802,0.0,0.0018562062,0.0,0.0,0.0,0.0,0.0,0.0,0.016892701,0.0,0.0,0.0,0.00043810994
Mprip,0.13197032,0.14772178,0.17353997,0.15681663,0.2223004,0.26582488,0.20058477,0.10765548,0.08964486,0.2563178,0.1552968,0.13945751,0.14300515,0.1775772,0.096046664,0.12613712,0.15119725
Pld6,0.012152654,0.0,0.002093182,0.013990588,0.018920897,0.015707934,0.015642038,0.0,0.0028592206,0.0,0.02100198,0.0060741995,0.0,0.0026323476,0.0,0.0,0.0043802396
Flcn,0.04149824,0.0716673,0.06769943,0.05337215,0.043992717,0.04236346,0.038800362,0.06906004,0.019114893,0.1289977,0.053805374,0.08347533,0.09299545,0.044476423,0.047939517,0.0744283,0.093169905
Gm16062,0.012300944,0.015156301,0.009223341,0.0247941,0.012949476,0.02518209,0.029956924,0.007859045,0.0,0.015872937,0.0,0.026986225,0.013498016,0.020391606,0.013002562,0.009786593,0.033633433
Cops3,0.48782137,0.34255046,0.37834415,0.38356054,0.53226024,0.51280236,0.3977286,0.21491028,0.21963705,0.1956503,0.40477347,0.25618324,0.23856409,0.42471933,0.18589802,0.25143272,0.45656732
Nt5m,0.121168904,0.14762606,0.15744475,0.18556003,0.15272516,0.20677224,0.114466526,0.13788036,0.08098006,0.13486099,0.13690764,0.16165742,0.22058855,0.17552057,0.16663945,0.09383711,0.21290155
1810063I02Rik,0.0,0.005756651,0.0042803017,0.004175009,0.0,0.0022761947,0.0034473345,0.0,0.0,0.22059593,0.009609068,0.002303378,0.0053838794,0.024324927,0.051093634,0.058595408,0.0018845198
Med9os,0.0060115405,0.00096458755,0.003948574,0.0020178522,0.01894836,0.01239906,0.009212202,0.0,0.0026424336,0.012239252,0.0,0.0,0.007909473,0.0045646527,0.004632987,0.0,0.00070671184
Med9,0.23468441,0.22376393,0.23822127,0.28519934,0.3400441,0.4309488,0.19905159,0.18750258,0.16146143,0.53896385,0.37854525,0.20689277,0.3131164,0.56116927,0.22693998,0.33079705,0.32299507
Rasd1,0.0,0.014674483,0.14879477,0.010517688,0.009989259,0.014352639,0.009526531,0.005540204,0.0,0.98208064,0.03149397,0.019681612,0.3788675,0.18568356,0.027447404,0.20190835,0.028280577
Pemt,0.05009565,0.05934197,0.07184999,0.043557905,0.057272423,0.04802988,0.042040553,0.009560178,0.003057431,0.49596503,0.058481537,0.089925766,0.2789996,0.15693691,0.025683958,0.16805427,0.096726045
Rai1,0.11572938,0.07565143,0.06897235,0.071588956,0.08426621,0.10477541,0.093701154,0.028988652,0.014735935,0.050943144,0.102662675,0.10390784,0.13594685,0.087537624,0.061607312,0.06244298,0.121037915
4930412M03Rik,0.0,0.0,0.007912867,0.00082551595,0.005290721,0.0023067635,0.0,0.0,0.0060249614,0.010054748,0.0,0.0035162999,0.009166464,0.0033850726,0.006279089,0.0011447697,0.002620623
Srebf1,0.10794158,0.09077706,0.105644494,0.11818897,0.18401276,0.12711608,0.124367304,0.15789522,0.14396809,0.19578065,0.19514851,0.1367703,0.21066694,0.21440548,0.28238618,0.15655915,0.20255075
Tom1l2,0.05181909,0.060396686,0.097114936,0.030637203,0.038412753,0.036640715,0.03158062,0.18636237,0.20674367,0.12850894,0.06521055,0.043333355,0.10344967,0.05358798,0.16245577,0.17816642,0.036976177
Lrrc48,0.019612873,0.0046467874,0.002919579,0.0012829503,0.0024155418,0.003668744,0.0063240263,0.02511582,0.029738063,0.012221553,0.011688125,0.01524164,0.012861861,0.020614171,0.034172256,0.034992773,0.005992656
Atpaf2,0.14992116,0.13802384,0.11029761,0.12919605,0.243474,0.19258128,0.14925623,0.13725452,0.23421656,0.11784761,0.10173949,0.12749456,0.16834119,0.22938442,0.15538575,0.1492085,0.29010373
Gid4,0.105279095,0.10626597,0.07193082,0.18993087,0.2399669,0.2711343,0.1500565,0.088700585,0.0813092,0.10569585,0.07703226,0.14702468,0.069353186,0.11054629,0.10483401,0.14670092,0.16293891
Drg2,0.12060526,0.17914857,0.16768284,0.16232942,0.21891087,0.18255495,0.12608266,0.12833507,0.096918926,0.13867308,0.21945977,0.1748487,0.12778841,0.28216347,0.18233582,0.12796977,0.28201985
Alkbh5,0.114273965,0.16579546,0.14689153,0.108702935,0.1560567,0.13099694,0.17102131,0.09427775,0.11145452,0.21002689,0.23345888,0.18955812,0.22177345,0.25931165,0.24691868,0.33080828,0.31472364
Llgl1,0.09846702,0.030893007,0.046884954,0.071508944,0.052021373,0.08756064,0.049614824,0.009921164,0.02861194,0.083062254,0.052778807,0.05916535,0.10668984,0.1614872,0.050524626,0.08254741,0.09893702
Flii,0.18376131,0.15891041,0.14683782,0.16199382,0.22640528,0.22194435,0.22452705,0.29766127,0.30388588,0.24798256,0.101703726,0.15371703,0.08725087,0.19619113,0.18673646,0.26368958,0.20729199
Mief2,0.025391346,0.0070070745,0.03363848,0.012610249,0.029149191,0.0071623293,0.0036224679,0.027903525,0.02030679,0.052127734,0.10952816,0.0095903585,0.021420848,0.040748008,0.05467457,0.051708877,0.029054767
Top3a,0.0021958577,0.016025016,0.016748104,0.024371808,0.022758657,0.032688156,0.025615972,0.008955688,0.007606793,0.021211497,0.017207412,0.03308386,0.0300434,0.04109788,0.01548911,0.01591118,0.028682632
Smcr8,0.046231758,0.025547808,0.054363083,0.021358805,0.07056931,0.039610695,0.024983738,0.033471253,0.036121476,0.060235873,0.0756763,0.012613018,0.06212937,0.059209287,0.027980875,0.04619296,0.054566674
Shmt1,0.14738609,0.17615815,0.12302682,0.6047255,0.715154,0.6591634,0.5515431,0.03637635,0.06789324,0.15189324,0.07892115,0.24856399,0.06748467,0.6598064,0.019445252,0.06782701,0.68739086
Dhrs7b,0.29084438,0.30496883,0.2177578,0.36537188,0.46082294,0.4726044,0.32024357,0.5346023,0.64050657,0.20216125,0.2998962,0.29690617,0.12666263,0.4153185,0.38440707,0.30548143,0.4464504
Tmem11,0.47249612,0.45035803,0.48293492,0.6110326,0.56324893,0.6548744,0.5424933,0.28050256,0.25874782,0.5519447,0.43065715,0.4389613,0.39256546,0.78935033,0.29413348,0.45284376,0.7178044
Gm26534,0.0,0.00606275,0.015581374,0.008617592,0.009242032,0.009816723,0.020249452,0.00318835,0.0,0.0034850454,0.008396765,0.016554832,0.013760339,0.0067741773,0.0039506317,0.008004479,0.005588162
Natd1,0.03640343,0.00961216,0.03241756,0.017397214,0.0059687425,0.016016943,0.0,0.02108356,0.012097701,0.04532692,0.060295153,0.01885761,0.02547824,0.012860321,0.02984799,0.024276875,0.006797961
Map2k3os,0.00991758,0.011539393,0.0,0.015467198,0.0100527,0.007868709,0.025231078,0.0018706123,0.0,0.038781986,0.038992207,0.010363978,0.012464399,0.040112823,0.028226154,0.031306498,0.028527068
Map2k3,0.3052415,0.34538177,0.22219943,0.21179074,0.40965712,0.34888312,0.21581326,0.35786223,0.3359751,0.46108967,0.29346877,0.39353254,0.2094741,0.5420153,0.47975865,0.51978487,0.5727501
