,Club_respiratory,Basal_respiratory,Ciliated_respiratory,Tuft_respiratory,Neuroendocrine_respiratory,Goblet_respiratory,Ionocyte_respiratory
Zc3h13,0.061303835,0.07367899,0.05958958,0.122347794,0.11972999,0.08829157,0.0
Cog3,0.042052668,0.032325726,0.046935182,0.05078165,0.042761434,0.06415052,0.08501107
Slc25a30,0.0011708096,0.0012719892,0.0,0.0,0.0,0.0,0.0
Gm4285,0.025856415,0.04356206,0.042430773,0.053588558,0.017685598,0.057062272,0.0
Tpt1,0.07842873,0.1558527,0.11683845,0.13675651,0.19333638,0.03976889,0.09947035
Gtf2f2,0.09032652,0.13563077,0.124374,0.21624659,0.08994498,0.112800404,0.096087545
Gpalpp1,0.05883603,0.052541174,0.048247494,0.026456881,0.046059903,0.025052551,0.0
Nufip1,0.048060775,0.0746532,0.05524652,0.027014539,0.06992587,0.047082376,0.0
Tsc22d1,1.7072526,2.9839787,2.3370981,1.862972,2.3757367,1.6754738,2.5027585
4930444M15Rik,0.0012386882,0.0,0.0,0.0,0.0,0.0,0.0
Serp2,0.048007395,0.04763024,0.023028621,0.06365024,0.025036214,0.01773669,0.0
Lacc1,0.003899551,0.0028500503,0.005831231,0.03173095,0.0,0.0,0.0
Ccdc122,0.029733378,0.032469936,0.10940419,0.04449859,0.027633728,0.0,0.05864876
Enox1,0.0003122326,0.0,0.0,0.031353187,0.0,0.0,0.0
Dnajc15,0.2594288,0.26336637,1.4419737,0.45783243,0.45217374,0.26980758,0.21639344
Epsti1,0.05771708,0.022950202,0.1259363,0.12211435,0.034833234,0.036562562,0.047553845
Fam216b,0.0015332153,0.0033134306,0.4384131,0.0,0.0,0.0,0.0
Akap11,0.052716807,0.047843423,0.084753074,0.081484355,0.12596866,0.011501008,0.10362013
Dgkh,0.001491397,0.004927348,0.0,0.0,0.012661263,0.0,0.0
Vwa8,0.027223067,0.021658627,0.06965646,0.03532342,0.0067132306,0.011325538,0.17857209
Zfp957,0.00019506365,0.0,0.0,0.0,0.0,0.0,0.0
Rgcc,0.036840454,0.49019217,0.06403688,0.16478752,0.16633068,0.17975385,0.18379188
Naa16,0.05511499,0.08495825,0.04777714,0.04997279,0.05399521,0.03136899,0.095522575
Mtrf1,0.022784578,0.033730607,0.036327146,0.040965375,0.016265454,0.0026595814,0.0
Kbtbd7,0.009151583,0.018521983,0.007167531,0.0,0.012556229,0.0,0.0
Kbtbd6,0.0,0.00037253796,0.0,0.0,0.0,0.0,0.0
Wbp4,0.20386791,0.24892884,0.25609314,0.5273589,0.23362978,0.181183,0.06419067
Elf1,0.24752618,0.31285244,0.28659657,0.38742974,0.194749,0.1301937,0.18665777
Sugt1,0.24855867,0.3470854,0.7947006,0.4603596,0.2788986,0.14265953,0.36069286
Pcdh17,0.00094339607,0.0038720507,0.0,0.022613602,0.0137480805,0.0,0.0
Diap3,0.003239874,0.0056030806,0.0032974295,0.0,0.0,0.011325538,0.0
Tdrd3,0.030918794,0.050323643,0.04773513,0.063475855,0.080576114,0.019727634,0.0
Pcdh20,0.0012705759,0.0,0.0,0.21514729,0.0,0.0,0.0
Gm10110,0.0059357113,0.016971372,0.002116054,0.009825608,0.016000919,0.0,0.0
Pcdh9,0.0013553597,0.007962498,0.0029322233,0.008170911,0.0,0.0,0.065023705
Dach1,0.0049870657,0.0065155933,0.0032969087,0.0029765114,0.01610439,0.0,0.0
Mzt1,0.09687542,0.19571629,0.12746559,0.14314248,0.21410508,0.1323172,0.16025424
Bora,0.0062758443,0.011026718,0.008742326,0.016471453,0.0,0.0,0.0
Dis3,0.010496236,0.017889842,0.013299741,0.019304696,0.0038880233,0.0060288636,0.0
Pibf1,0.015671974,0.02367065,0.1400203,0.008952325,0.027162382,0.0,0.0
Klf5,0.9740857,1.7084554,0.8944419,0.95877,1.1508995,0.7735284,0.94167817
Klf12,0.0,0.0011451741,0.002095514,0.0,0.0,0.0,0.05864876
Tbc1d4,0.011695647,0.007850549,0.012831841,0.042152874,0.013965496,0.10820923,0.0
Commd6,0.40435866,0.48322892,0.49779254,0.5708568,0.5053086,0.2854586,0.46444896
Uchl3,0.2078445,0.2940994,0.15346141,0.32020894,0.31184533,0.13188152,0.2682199
Gm9922,0.00021479595,0.0,0.0,0.0,0.0,0.0,0.0
Lmo7,0.46100712,0.3111994,0.4550029,0.5659765,0.35136327,0.23062792,0.113900654
Kctd12,0.10255998,0.17107691,0.043794982,0.8018255,0.17912076,0.09818922,0.060605686
Gm26778,0.0027596336,0.0038541728,0.008253155,0.007909718,0.0038880233,0.0,0.054051638
Irg1,0.00025768028,0.00022577167,0.0,0.0,0.0,0.0,0.0
Cln5,0.076306894,0.14536564,0.08326387,0.16940184,0.1908596,0.11906822,0.1056021
Fbxl3,0.0960685,0.12793659,0.19535522,0.105738916,0.28138447,0.05786568,0.100583345
Mycbp2,0.122807495,0.1769338,0.08379826,0.31624794,0.34226537,0.116835244,0.1022185
Scel,0.048416078,0.053383525,0.001100343,0.014229495,0.019692766,0.014126849,0.0
Slain1,0.034808602,0.053734884,0.04248474,0.0800688,0.17615838,0.044584144,0.09149493
Rnf219,0.015510705,0.024367684,0.013198616,0.014248101,0.011222755,0.023124347,0.0
Rbm26,0.039471947,0.05029116,0.030074952,0.086399,0.039970886,0.012525199,0.13714087
Ndfip2,0.28016478,0.497573,0.3918519,0.4650839,0.5487091,0.28321677,0.641503
Gm10076,0.049208377,0.071586356,0.08604075,0.07811791,0.067855604,0.047021866,0.07470785
Spry2,0.011512778,0.015756613,0.015721213,0.0,0.0,0.023023674,0.047553845
Slitrk6,0.019997517,0.021278623,0.05657193,0.37468866,0.05549028,0.011406368,0.065023705
Slitrk5,0.0022285285,0.0001428806,0.0018174142,0.0,0.0,0.0,0.0
Tpm3-rs7,0.015224761,0.017693568,0.02594573,0.033517513,0.013105836,0.007835134,0.0
Mir17hg,0.0026443936,0.0061310846,0.001783999,0.008235605,0.0,0.0,0.0
Gpc5,0.0,0.00052200997,0.0,0.0,0.0,0.0,0.0
Gpc6,0.0026384033,0.004137146,0.0019351031,0.048749987,0.0,0.0,0.0
Dct,0.0012320201,0.000420084,0.0,0.0,0.0,0.0,0.0
Tgds,0.083832026,0.15240738,0.08498846,0.108261436,0.07625836,0.16262273,0.10231605
Gpr180,0.14038555,0.1373125,0.19000053,0.1416128,0.15786247,0.2861369,0.19447166
Sox21,0.22321674,0.32089508,0.12545605,0.06299046,0.21295345,0.119121864,0.054051638
Gm9376,0.0003776554,0.00038095244,0.0,0.0,0.0,0.0,0.0
Gm26791,0.00032363474,0.0,0.0,0.0,0.0,0.0,0.0
Abcc4,0.16185078,0.07258693,0.045477178,0.08110431,0.08180266,0.05743574,0.062012468
Gm27198,0.0,0.0003650765,0.0016777017,0.0,0.0,0.0,0.0
Cldn10,0.5254452,0.2448761,0.0806765,0.5378686,0.260195,1.2009728,0.2967834
Dzip1,0.0061481204,0.008341239,0.12612899,0.030210275,0.011870436,0.012525199,0.0
Dnajc3,0.42380956,0.41529843,0.76079017,0.5415764,0.50694555,1.1829656,0.63060063
Uggt2,0.005490627,0.004952342,0.0,0.014567422,0.027769139,0.012604368,0.0
Oxgr1,0.0027367438,0.0037625527,0.001323153,0.0,0.0,0.0,0.0
Mbnl2,0.25861692,0.5422188,0.46365806,0.28172472,0.4019314,0.20343682,0.69208366
Gm26679,0.0,0.00025536335,0.0,0.0,0.0,0.0,0.0
Rap2a,0.045568068,0.0465458,0.040134642,0.081404395,0.060935616,0.016251987,0.11055191
Ipo5,0.06138278,0.06327768,0.09126511,0.06810697,0.10105138,0.03959702,0.11917547
Farp1,0.06152056,0.053404517,0.02879377,0.1685187,0.13697067,0.07850022,0.0
Stk24,0.08753453,0.19088551,0.06738101,0.17138594,0.13070881,0.104385406,0.28888893
Slc15a1,0.00018079599,0.0,0.0,0.0,0.0,0.0,0.0
Dock9,0.046332855,0.022363923,0.07704328,0.03609487,0.025747493,0.02676059,0.045528196
1810041H14Rik,0.006633368,0.0065247756,0.07083005,0.0056674005,0.0,0.0,0.0
Ubac2,0.1506625,0.21728858,0.3993434,0.24933577,0.24440585,0.09065586,0.28504902
Gpr183,0.0,0.00087789405,0.0048373537,0.0,0.012088581,0.0,0.052572608
Timm8a2,0.00034275488,0.001182045,0.0,0.0,0.0,0.0,0.0
Tm9sf2,0.20177671,0.29313454,0.23957293,0.26106727,0.32383797,0.2109211,0.15383936
Clybl,0.14706835,0.12901205,0.13940278,0.10137848,0.15922168,0.14365321,0.20226297
Zic5,0.0,0.0,0.006913774,0.0,0.0,0.0,0.0
Pcca,0.12218052,0.17118733,0.10075581,0.14313841,0.14785646,0.120634034,0.11643882
Ggact,0.0278097,0.05198416,0.036461595,0.12034628,0.09962679,0.06372283,0.11642836
Tmtc4,0.025672294,0.03709484,0.021715585,0.032822065,0.17418067,0.011968601,0.053201046
Gm15735,0.0,0.001233843,0.0,0.0,0.0,0.0,0.0
Itgbl1,0.0029995346,0.0,0.0031561486,0.011945628,0.0,0.0,0.0
Fgf14,0.0,0.0,0.0021659092,0.0,0.16272934,0.0,0.0
Gm26870,0.0,0.0007730654,0.0,0.0,0.0,0.0,0.0
Alkbh8,0.014926624,0.02610844,0.026213424,0.019058052,0.029064938,0.0026415898,0.0
Cwf19l2,0.02128759,0.03055121,0.020126231,0.056344733,0.04709791,0.0,0.0
Gucy1a2,0.00028439428,0.0014466143,0.0,0.0,0.0,0.01228558,0.0
Aasdhppt,0.13381684,0.24276866,0.20300163,0.11482498,0.2601862,0.14516552,0.2468417
Kbtbd3,0.035393514,0.030617785,0.055450093,0.041619536,0.12664172,0.059345327,0.052572608
Msantd4,0.048097443,0.08750475,0.08291848,0.03209247,0.18677114,0.035225123,0.11458507
Gria4,0.0005540914,0.007608785,0.0,0.0,0.0,0.0053999866,0.0
Casp1,0.097247265,0.09244409,0.0786153,0.056023393,0.051786494,0.061742503,0.23609217
Casp4,0.122909285,0.22013342,0.05734936,0.071239576,0.09404644,0.047584917,0.535965
Casp12,0.041310206,0.08626674,0.006158346,0.020074606,0.03551409,0.009172201,0.11655386
Pdgfd,0.0012862094,0.0011383919,0.0016690143,0.0,0.0,0.0,0.0
Dync2h1,0.027825357,0.023462065,0.42120662,0.028140098,0.04265371,0.02368184,0.0
Dcun1d5,0.3637282,0.54240304,0.36258116,0.49839613,0.48969427,0.29692227,0.70171386
Mmp13,0.0017370495,0.0,0.0,0.0,0.0,0.0,0.0
Mmp12,0.0015624822,0.002309584,0.0,0.0,0.0,0.0,0.0
Mmp3,0.006781792,0.0,0.0,0.0,0.0,0.0,0.0
Mmp1a,0.00023284927,0.0,0.0,0.0,0.0,0.0,0.0
Mmp27,0.0,0.00026029762,0.0,0.0,0.0,0.0,0.0
Mmp7,0.0,0.00031677238,0.0,0.0,0.0,0.0,0.0
Gm10709,0.0023470218,0.0035844084,0.0034482186,0.0075441427,0.0,0.0,0.0
Tmem123,0.16509107,0.29317877,0.32272074,0.269132,0.29651725,0.23756434,0.15509836
Birc2,0.05435972,0.07930188,0.09457046,0.13943459,0.07661677,0.056689937,0.098821625
Birc3,0.035770696,0.03041891,0.045439005,0.022892883,0.0,0.007835134,0.0
Yap1,0.10586297,0.13549712,0.1281165,0.09341375,0.023486858,0.12709257,0.18952742
9230110C19Rik,0.0069292956,0.01682885,0.14888981,0.0,0.027438566,0.008527372,0.0
Cep126,0.00999636,0.008466193,0.24692361,0.091738984,0.08003423,0.027668385,0.0
Arhgap42,0.01970306,0.022035131,0.015176121,0.0,0.0,0.010187006,0.0
Gm16833,0.0014707824,0.0009492433,0.0,0.0,0.0,0.0,0.0
Jrkl,0.018864658,0.034807723,0.020683493,0.0812624,0.013811179,0.0,0.0
Ccdc82,0.008089233,0.013300308,0.0029280775,0.032880347,0.043968547,0.011406368,0.0
Phxr4,0.028817486,0.041145533,0.054791514,0.04284513,0.03453215,0.03276834,0.12523977
Maml2,0.032974515,0.04579495,0.05569192,0.042484887,0.0068424926,0.014126849,0.0
Mtmr2,0.033661444,0.034958787,0.048348747,0.0719252,0.087993264,0.033258073,0.060605686
Cep57,0.07791376,0.108836144,0.28722805,0.06872917,0.13072486,0.048127778,0.15107927
Fam76b,0.028093312,0.039689653,0.050126504,0.040584132,0.07513058,0.01552108,0.051952843
Sesn3,0.045214187,0.13972782,0.03348363,0.19653413,0.13315448,0.041527364,0.2134365
Endod1,0.19693422,0.12659682,0.2011538,0.07801547,0.09728267,0.039442707,0.036243048
Kdm4d,0.00084366475,0.0003187921,0.0019795853,0.0,0.0,0.0,0.0
Cwc15,0.43957204,0.5658302,0.49047178,0.46486822,0.47230688,0.3931817,0.65977067
Amotl1,0.020193946,0.21731396,0.011750229,0.059641283,0.07119139,0.093143314,0.065023705
Piwil4,0.0060060653,0.0038349952,0.024583617,0.0,0.012588736,0.0,0.0
Fut4,0.0029763957,0.0025716554,0.011971736,0.0,0.0,0.0,0.0
1700012B09Rik,0.0007077177,0.0,0.0690614,0.0,0.0,0.0,0.0
Ankrd49,0.0050326837,0.0077268733,0.012735136,0.018466689,0.0,0.0,0.0
Mre11a,0.016267708,0.020622442,0.024758572,0.020113315,0.0,0.0,0.0
Gm16302,0.00026861823,0.0,0.001626009,0.0,0.0,0.0,0.0
Gpr83,0.0,0.0014507597,0.0,0.0,0.0,0.0,0.0
Panx1,0.017705096,0.03267828,0.06704972,0.14038184,0.22780716,0.0,0.0
Vstm5,0.00050009537,0.0,0.0,0.0,0.0,0.0,0.0
Med17,0.058199763,0.06865479,0.057279605,0.097007744,0.09491595,0.0649042,0.044171333
4931406C07Rik,0.1486288,0.09303886,1.1991036,0.09421695,0.0799471,0.2702061,0.11579991
Taf1d,0.059520785,0.09020423,0.045586888,0.06772883,0.14419085,0.019333523,0.14801304
Cep295,0.011818218,0.014284631,0.032696854,0.038093746,0.024142189,0.013428493,0.0
Smco4,0.3639668,0.45127332,0.8359273,0.22989331,0.32728288,0.32852873,0.38484627
Ccdc67,0.0016565644,0.0013839318,0.23956253,0.0,0.021493962,0.009963453,0.0
Slc36a4,0.015027553,0.008605284,0.047311578,0.0064943642,0.03865623,0.0,0.0
Fat3,0.0,0.0,0.0,0.0108914375,0.0,0.0,0.0
Gm5611,0.0006646227,0.002298823,0.0,0.0,0.0,0.0,0.0
Chordc1,0.06953008,0.14045407,0.15595599,0.081560634,0.09003315,0.032630086,0.052572608
Naalad2,0.00077975343,0.0,0.0,0.0,0.0,0.0,0.0
Mbd3l2,0.00027846522,0.0,0.0,0.0,0.0,0.0,0.0
Zfp558,0.00033249444,0.0016902902,0.0,0.0,0.0,0.0,0.0
Mbd3l1,0.00022371352,0.0,0.0,0.0,0.0,0.0,0.0
Zfp317,0.003759442,0.019631792,0.015708856,0.005111028,0.014026565,0.0,0.051952843
Gm7808,0.0044191354,0.015109252,0.005541308,0.01729338,0.012940898,0.01773669,0.0
Zfp560,0.111142844,0.10759903,0.076059334,0.2058562,0.16238745,0.08982387,0.091725186
Zfp26,0.017683528,0.025186665,0.040428266,0.035822265,0.037813354,0.011239884,0.0
Zfp426,0.022870094,0.028945327,0.025437951,0.04133542,0.0410447,0.042010352,0.055251893
Zfp266,0.077918015,0.1346313,0.067434594,0.12153507,0.09818786,0.07512502,0.20792954
Zfp846,0.003476741,0.005810128,0.0021593014,0.0,0.0,0.011501008,0.0
Fbxl12os,0.004400197,0.0050411965,0.0,0.0,0.0,0.0,0.0
Gm26521,0.0008594674,0.0023254298,0.0,0.007909718,0.0,0.0,0.0
Fbxl12,0.049568657,0.061181433,0.14590473,0.043105356,0.095425665,0.073726185,0.05716916
Ubl5,1.1360953,1.0155352,1.5198447,1.5711412,1.3549787,0.89334226,1.5096214
Pin1,0.39830932,0.5295114,0.84108293,0.729557,0.8557175,0.40285438,0.6909918
Olfm2,0.0,0.0,0.0,0.0,0.12112037,0.0,0.0
Col5a3,0.0002478725,0.00032516738,0.0,0.0,0.0,0.0,0.0
A230050P20Rik,0.037981566,0.0657015,0.08082081,0.053874336,0.04023315,0.028976575,0.043569736
Angptl6,0.027424512,0.0355055,0.08691173,0.11109074,0.103354394,0.0,0.0
Ppan,0.080656216,0.1150926,0.056494772,0.07702972,0.14467491,0.11272743,0.1056021
Eif3g,0.6572293,0.88479674,0.717786,0.9498582,0.9288532,0.59561604,0.7320623
Dnmt1,0.028209236,0.029508619,0.095695525,0.04787911,0.06998558,0.045736205,0.04876802
S1pr2,0.014536953,0.039115842,0.0019601854,0.015829865,0.035946,0.021028541,0.05864876
Mrpl4,0.32951474,0.47020108,0.27000043,0.5067743,0.5776233,0.24409162,0.7973047
Icam1,0.23142774,1.4603506,0.14935337,0.29956695,0.5052387,0.28282365,0.43758127
Icam4,0.0051471703,0.010724875,0.0038211658,0.0,0.0,0.0,0.0
Icam5,0.0031005107,0.014396664,0.0,0.0,0.011100027,0.0,0.0
Gm26592,0.00022440543,0.0009463675,0.0,0.007974381,0.0,0.0,0.0
Zglp1,0.003086847,0.0030073177,0.0012542411,0.0,0.0050016656,0.0,0.0
Fdx1l,0.24236397,0.27439857,0.29185912,0.25868654,0.25210166,0.12084415,0.3470866
Raver1,0.061825555,0.06628427,0.12185473,0.1047929,0.08418251,0.08346627,0.15762149
1700084C06Rik,0.00093444175,0.002271955,0.0,0.010233157,0.0,0.016279643,0.0
Tyk2,0.026526611,0.017759152,0.03456592,0.036229968,0.01610439,0.0,0.0
Cdc37,0.5381179,0.7928667,0.72792083,0.71522206,0.73283666,0.46069038,0.69848764
Pde4a,0.021587694,0.018881435,0.08143392,0.008073058,0.015040281,0.021921983,0.0
Keap1,0.20344512,0.21373461,0.24070926,0.23008798,0.1637232,0.2270757,0.22300465
S1pr5,0.0008892517,0.02779918,0.004123447,0.010324235,0.0,0.0,0.0
Atg4d,0.1566745,0.20988642,0.17906883,0.22420226,0.20260625,0.12631835,0.123380885
Kri1,0.028704582,0.03296305,0.062093664,0.110243686,0.028413942,0.017320361,0.0
Cdkn2d,0.117594704,0.26527858,0.27923492,0.41080967,0.35706082,0.055245545,0.29321012
Ap1m2,0.18124819,0.10504115,0.10390763,0.30842736,0.21308386,0.10880006,0.16145028
Slc44a2,0.083757825,0.13426085,0.11342251,0.12157962,0.08946667,0.044783607,0.2053594
Ilf3,0.0616473,0.072815716,0.0908111,0.06815916,0.1518131,0.06570201,0.10956405
Gm16853,0.00084689574,0.0,0.0026895113,0.0,0.014026565,0.0,0.0
Qtrt1,0.19824311,0.3167383,0.23391806,0.2308135,0.435881,0.18870862,0.15254104
Dnm2,0.22415757,0.18473321,0.2397458,0.2047765,0.34758294,0.18100187,0.14053527
Tmed1,0.16589229,0.3209442,0.27476013,0.19555005,0.31578133,0.11445684,0.1618479
AB124611,0.008585528,0.017868293,0.06218778,0.008056615,0.017528394,0.0,0.0
Carm1,0.030061824,0.033042323,0.032947887,0.04055925,0.060435027,0.044970997,0.0
Yipf2,0.12609795,0.14649862,0.16125995,0.15252018,0.18342817,0.1842626,0.113900654
1810026J23Rik,0.06899861,0.1013122,0.12044993,0.13764454,0.18263976,0.13442764,0.16215077
Smarca4,0.2099472,0.17604055,0.33954206,0.27926534,0.30579236,0.12187203,0.22493522
Gm26511,0.0072698733,0.008399695,0.0031484994,0.0,0.0038880233,0.0,0.0
Ldlr,0.09760514,0.061144408,0.12482469,0.22513305,0.35223266,0.14504433,0.05716916
Spc24,0.018698728,0.047263872,0.016351476,0.06064278,0.03817383,0.011325538,0.044171333
Kank2,0.038405105,0.025893742,0.0100121265,0.022024985,0.016847005,0.01862077,0.0
Dock6,0.006881542,0.010585292,0.004803118,0.014624255,0.04562148,0.022970768,0.0
Gm6484,0.0007438781,0.000659631,0.0,0.0,0.0,0.0,0.0
Rab3d,0.26475936,0.3402205,0.17584442,0.19576684,0.33195567,0.56884295,0.45413786
Tmem205,1.0276724,0.8842684,0.66168106,0.783193,0.7263263,0.7290237,1.356941
Ccdc159,0.0063743503,0.003990763,0.0029046922,0.0,0.013426096,0.0,0.0
Lppr2,0.0054634456,0.0071980907,0.0052746614,0.031680264,0.041930705,0.014666932,0.04876802
Swsap1,0.03384216,0.03871423,0.03290927,0.059620723,0.05340572,0.009585357,0.0
Epor,0.0025940211,0.0010701173,0.005462787,0.009095178,0.007626356,0.0,0.0
Rgl3,0.02960102,0.029040003,0.03239385,0.09908471,0.042758796,0.019160673,0.043569736
Ccdc151,0.0023160493,0.0031143804,0.45614523,0.016064912,0.0,0.0,0.0
Prkcsh,0.2775796,0.30211952,0.4469398,0.42012873,0.41748536,0.32413012,0.1847755
Elavl3,0.00432345,0.018315883,0.0061057885,0.0072023687,0.036904026,0.008527372,0.0
Zfp653,0.021007739,0.03108383,0.05046308,0.03129798,0.013646357,0.008973947,0.053029496
Gm16845,0.015469763,0.025887534,0.031454638,0.009042898,0.029716082,0.026694346,0.0
Ecsit,0.07225103,0.09227831,0.102498695,0.11521781,0.15261908,0.042547982,0.05963057
Cnn1,0.00014088463,0.0023793047,0.0022067071,0.0,0.0,0.0,0.045528196
Elof1,0.60659194,0.7298095,3.2865918,0.86162907,1.157941,0.5323187,0.694713
Acp5,0.2420426,0.15407096,0.022963215,0.041235045,0.08981318,0.18716012,0.08944409
Pigyl,0.58376807,0.65858185,0.5630529,0.63473314,0.6028946,0.25930458,0.4104328
Zfp872,0.000442437,0.0005644184,0.0,0.0,0.0,0.0,0.0
1810064F22Rik,0.0043370654,0.0025019366,0.01813618,0.010475433,0.0050016656,0.0,0.0
Zfp809,0.035792567,0.063560225,0.044682402,0.018605098,0.06746142,0.013814649,0.0
Zfp599,0.016594589,0.035707448,0.014322746,0.009179677,0.023360409,0.0069322656,0.0
Zfp810,0.016165236,0.0098714335,0.007910451,0.03566029,0.021726185,0.009646823,0.0
Anln,0.0062397267,0.021667974,0.0032583028,0.0,0.0,0.0,0.0
9530077C05Rik,0.005731569,0.008388853,0.1387727,0.007901298,0.04561308,0.007835134,0.0
Rp9,0.51630527,0.6835365,0.3407155,0.75777817,0.9128625,0.41334018,0.6861928
Bbs9,0.022095082,0.018028617,0.15422326,0.03930094,0.02026859,0.0,0.0
Bmper,0.0005494047,0.0,0.0,0.006834822,0.0,0.0,0.0
Npsr1,0.0,0.0,0.0,0.0,0.010683858,0.0,0.0
Dpy19l1,0.008728498,0.0049985508,0.035485506,0.0095471665,0.0068424926,0.005303708,0.0
Dpy19l2,0.00020493577,0.00039385734,0.013160884,0.0,0.0,0.0,0.0
Tbx20,0.0,0.0,0.003002153,0.0,0.0,0.0,0.0
Herpud2,0.088592835,0.12164831,0.09690749,0.10473522,0.16286817,0.10441293,0.11461676
Gm29642,0.00016973213,0.00038009993,0.0,0.0,0.0,0.0,0.0
Gm29375,0.00040617824,0.0002459247,0.0,0.011520471,0.0,0.0,0.0
Sept7,0.24502036,0.4504697,0.3789796,0.41557038,0.5411491,0.14367425,0.3712684
Eepd1,0.01369956,0.0056288433,0.00991793,0.0,0.0038880233,0.01074287,0.0
B3gat1,0.0,0.0,0.0,0.0,0.019031761,0.0,0.0
Glb1l2,0.009466334,0.019065669,0.076372854,0.073334515,0.024812916,0.0,0.0
Acad8,0.16049509,0.20540635,0.14551401,0.08495086,0.18099944,0.23147547,0.05864876
Thyn1,0.09773254,0.085975364,0.15872762,0.116947524,0.1402005,0.09444576,0.052572608
Vps26b,0.058775898,0.063575886,0.049018458,0.12422535,0.1760639,0.13422023,0.0
Ncapd3,0.0130421985,0.020994455,0.020931067,0.02708293,0.0,0.01333063,0.0
Jam3,0.0031323347,0.0035963664,0.5527829,0.0,0.0,0.0,0.0
Igsf9b,0.00029275383,0.00056477025,0.0,0.0,0.0,0.0,0.0
Spata19,0.0018963892,0.0,0.0,0.0,0.0,0.011501008,0.0
Opcml,0.0018643913,0.001169235,0.0,0.008300223,0.0,0.0,0.0
Ntm,0.0006195883,0.001051939,0.0,0.018796705,0.0,0.0,0.0
Snx19,0.029495731,0.019857772,0.062364608,0.02897101,0.01654485,0.0053999866,0.0
Adamts15,0.016518462,0.019855103,0.012578947,0.007766566,0.010189922,0.024734901,0.0
Adamts8,0.0,0.0006254375,0.0,0.0,0.0,0.0,0.0
Zbtb44,0.04068091,0.08508172,0.051708236,0.03850225,0.04421301,0.032372337,0.0
St14,0.24880667,0.1593635,0.37288585,0.26671728,0.32386032,0.17391416,0.6113121
Aplp2,0.5967982,0.71611696,0.7762743,0.77069306,0.760873,0.50451386,1.0754579
Prdm10,0.0073023336,0.0069819298,0.011129047,0.02166391,0.023105383,0.011060105,0.0
Nfrkb,0.03114597,0.042941835,0.053640205,0.04833632,0.12601796,0.0,0.07327734
Tmem45b,0.002291795,0.001117356,0.006872169,0.9988422,0.71978813,0.0,0.0
Barx2,0.15134844,0.34321994,0.34111655,0.088185124,0.11445016,0.25582546,0.0
Arhgap32,0.15495534,0.10307715,0.19670193,0.1911528,0.09067196,0.044746347,0.14571553
Kcnj5,0.00025660178,0.0,0.0,0.05990956,0.041414786,0.0,0.0
Kcnj1,0.0034578785,0.0,0.0,0.0,0.311964,0.0,0.0
Fli1,0.00016606397,0.001198747,0.0,0.0,0.0,0.0,0.0
Ets1,0.07389384,0.09714166,0.047499955,0.04679717,0.038684428,0.0,0.0
Gm3331,0.00022955656,0.0,0.004956786,0.0,0.0,0.0,0.0
Gm27162,0.0030354117,0.0,0.0025678407,0.0,0.0,0.0,0.0
Kirrel3,0.00021921888,0.0013391594,0.0,0.08680607,0.0,0.0,0.0
Kirrel3os,0.0012406398,0.00030794478,0.0,0.0,0.0,0.0,0.0
St3gal4,0.40635452,0.22314201,0.31946912,0.15534747,0.046663273,0.30990535,0.0
Dcps,0.28063723,0.4340585,0.1350215,0.36061484,0.51922303,0.18647967,0.39338654
Tirap,0.07492065,0.06164879,0.13451207,0.0766419,0.06535377,0.1255694,0.095522575
Srpr,0.24305156,0.2539719,0.10329166,0.47865483,0.3831546,0.44032285,0.3446265
Foxred1,0.054371048,0.06649638,0.043619134,0.05772113,0.07330074,0.07348955,0.14629346
Fam118b,0.051744673,0.06408824,0.14229305,0.1339518,0.09803065,0.07107563,0.06015358
Rpusd4,0.045186233,0.06843833,0.048316978,0.07917381,0.085135736,0.08067414,0.0
Cdon,0.014091572,0.020613648,0.05951339,0.005111028,0.013325783,0.0,0.0
Ddx25,0.00033879772,0.00021857583,0.0,0.016006982,0.057355177,0.0,0.0
Pus3,0.016640797,0.04445275,0.008421398,0.04342275,0.047804818,0.02035262,0.043569736
Hyls1,0.0030074522,0.011773023,0.026910275,0.025702018,0.0,0.0,0.0
Pate2,0.001398125,0.0015991648,0.0014404285,0.0,0.0,0.0,0.0
1700027I24Rik,0.00059936295,0.0,0.0,0.009118468,0.0,0.0,0.0
Acrv1,0.0,0.00056072423,0.0,0.0,0.0,0.0,0.0
Chek1,0.001732301,0.003482924,0.0025430624,0.007107998,0.0,0.009071959,0.0
Stt3a,0.27460867,0.3581637,0.2203821,0.2787462,0.37354746,0.3049447,0.24901186
Gm26787,0.00070697133,0.0,0.0,0.0,0.0,0.0,0.0
Ei24,0.24114117,0.339566,0.10825248,0.53481764,0.49137446,0.1411693,0.67401916
Fez1,0.0025917003,0.0,0.0,0.011665424,0.02011957,0.0,0.0
Pknox2,0.0059036706,0.019561516,0.0025430624,0.086073,0.0478743,0.0,0.043569736
Tmem218,0.116987385,0.19154346,0.46996963,0.26195794,0.21901943,0.14328344,0.1686684
Slc37a2,0.0008963604,0.008090374,0.0,0.0,0.0,0.0,0.0
Ccdc15,0.0052945246,0.007534733,0.02704921,0.0,0.007343797,0.0,0.09149493
Hepacam,0.0015131296,0.0006987392,0.06815911,0.0,0.012661263,0.0,0.0
Robo4,0.0,0.0,0.0020275884,0.0,0.0,0.0,0.0
Robo3,0.00015765482,0.0,0.0,0.0,0.0,0.0,0.0
