,Club_respiratory,Basal_respiratory,Ciliated_respiratory,Tuft_respiratory,Neuroendocrine_respiratory,Goblet_respiratory,Ionocyte_respiratory
Xkr4,0.0,0.0013717986,0.0,0.009530074,0.0,0.007835134,0.0
Gm37381,0.0,0.0,0.014700342,0.0,0.0,0.0,0.0
Rp1,0.0004714825,0.00040385782,0.07692047,0.0,0.0,0.0,0.0
Mrpl15,0.2381443,0.30010533,0.22043034,0.2796303,0.19491716,0.1954495,0.11542749
Lypla1,0.13302596,0.3132686,0.1530821,0.0969895,0.16490507,0.12841706,0.31929064
Gm37988,0.00038273868,0.0010863193,0.0016533687,0.0081348,0.0,0.0,0.0
Tcea1,0.05672421,0.12043623,0.087464735,0.054158647,0.17506234,0.06336061,0.054051638
Rgs20,0.0015946138,0.00019348621,0.019025065,0.0,0.0,0.031860873,0.0
Atp6v1h,0.16447894,0.18666588,0.26948646,0.25523984,0.19870274,0.14414862,0.4226535
Npbwr1,0.0,0.0,0.0026372455,0.0,0.0,0.0,0.0
Rb1cc1,0.09265999,0.104429185,0.16852358,0.08579586,0.13002501,0.055571176,0.16311434
4732440D04Rik,0.0075852815,0.014104933,0.014185104,0.011342888,0.0044960612,0.005303708,0.0
St18,0.0004879657,0.00056209945,0.0024038854,0.16781002,0.15722881,0.0,0.0
Pcmtd1,0.09872373,0.106189154,0.090147786,0.14123431,0.07788972,0.06792082,0.051952843
Gm26901,0.0030845008,0.0015337274,0.0,0.011298252,0.010226748,0.017331917,0.0
Gm30414,0.0009717503,0.0,0.0,0.0,0.0,0.0,0.0
Rrs1,0.100382425,0.18243618,0.12489977,0.1452237,0.13965173,0.120388635,0.2701102
Adhfe1,0.0018717331,0.0040753614,0.09733713,0.057243727,0.0,0.030043984,0.28303397
Mybl1,0.0,0.0012397898,0.0018512496,0.0,0.01078042,0.0,0.0
Vcpip1,0.044694297,0.039328787,0.04839863,0.025421921,0.037385285,0.02736489,0.0
1700034P13Rik,0.0008037953,0.00094102754,0.0033232416,0.0,0.0,0.0,0.0
Sgk3,0.03793303,0.07629532,0.023265425,0.10576813,0.049459983,0.007835134,0.089791074
Mcmdc2,0.009469711,0.0051045055,0.008187947,0.010100116,0.0,0.0,0.0
Snhg6,0.09835149,0.10574769,0.06359283,0.2369632,0.12505959,0.080278076,0.11676328
Tcf24,0.004928514,0.0014255869,0.008022879,0.0,0.0037907169,0.01918508,0.0
Ppp1r42,0.00094644056,0.0011635993,0.11236749,0.0,0.0,0.0,0.0
Cops5,0.29991657,0.4167879,0.66043854,0.35775605,0.4017628,0.22189207,0.30151233
Cspp1,0.07055644,0.07582573,0.49310637,0.07028836,0.13503914,0.055713933,0.09659923
Arfgef1,0.12875657,0.09105082,0.22624366,0.18333642,0.16417013,0.10265572,0.16182941
Prex2,0.00014918979,0.0,0.0,0.0,0.0,0.0,0.0
A830018L16Rik,0.0,0.00023678823,0.09544878,0.0,0.0,0.0,0.0
Sulf1,0.007813805,0.026782045,0.002106335,0.09553729,0.0,0.0,0.0
Slco5a1,0.0,0.0,0.0,0.016358562,0.0,0.0,0.0
Prdm14,0.0,0.00023942844,0.0,0.0,0.0,0.0,0.0
Ncoa2,0.046359967,0.040602107,0.06122868,0.05749624,0.060335394,0.026102228,0.0
Tram1,0.3587458,0.31304744,0.34099653,0.49093354,0.52367836,0.643034,0.5601664
Lactb2,0.059078924,0.05507625,0.076729745,0.11331113,0.04650187,0.08460143,0.16654286
Xkr9,0.0013706571,0.0,0.0,0.0,0.0,0.0,0.0
Eya1,0.04292849,0.039118502,0.0335867,0.058797378,0.14311238,0.0,0.0
Gm9947,0.00047148226,0.0,0.0,0.0,0.0,0.0,0.0
Msc,0.01091404,0.0,0.0,0.0,0.0,0.0,0.0
Kcnb2,0.00411616,0.0067505063,0.0025340172,0.01999534,0.13723134,0.0,0.0
Terf1,0.13306934,0.23179838,0.11618594,0.09325392,0.101736315,0.11621208,0.1323306
4930444P10Rik,0.0020095012,0.0011905638,0.5577429,0.0,0.0,0.0,0.0
Rpl7,0.4338929,0.774589,0.37078282,0.63370526,0.72591287,0.35676634,0.55357707
Rdh10,0.40956485,0.15789086,0.1805888,0.094188,0.10870606,0.2806874,0.13321447
Gm28095,0.0,0.0002919387,0.0,0.0,0.0,0.0,0.0
Stau2,0.04340038,0.051812783,0.06287725,0.12617609,0.19462334,0.07772344,0.052572608
Ube2w,0.112077236,0.20606546,0.10254897,0.15928371,0.32846132,0.18768871,0.19170126
Tceb1,0.3747316,0.5374051,0.5905037,0.66683173,0.8341263,0.32927826,0.3043516
D030040B21Rik,0.0004774555,0.0,0.003793183,0.0,0.0,0.0,0.0
Tmem70,0.1664113,0.29248032,0.226114,0.263573,0.2960191,0.26661196,0.2121014
Ly96,0.02148265,0.010790359,0.014583833,0.01833329,0.0038880233,0.024573643,0.0
Jph1,0.0061132354,0.005547538,0.0035139166,0.009262803,0.027594484,0.011406368,0.0
Gdap1,0.00013634027,0.0,0.0,0.0,0.043941393,0.0,0.0
Pi15,0.00021654298,0.0,0.0,0.0,0.0,0.0,0.0
Pkhd1,0.001183503,0.00037904465,0.0,0.008028603,0.0,0.0,0.0
Mcm3,0.012084289,0.025367495,0.0046295156,0.007012871,0.0,0.0,0.0
6720483E21Rik,0.0,0.000797704,0.0,0.0,0.0,0.0,0.0
Paqr8,0.0384817,0.021190152,0.0,0.011080241,0.0,0.0,0.053201046
Efhc1,0.0064425813,0.007349297,0.65223885,0.0056674005,0.0044960612,0.0,0.0
Tram2,0.0016083008,0.0035618916,0.006969416,0.016207857,0.0,0.009071959,0.0
Tmem14a,0.05067138,0.08373229,0.15823752,0.11697144,0.26376078,0.08821376,0.19243458
Gsta3,2.1723208,2.1899037,1.8289502,0.58035654,1.0277112,1.3477954,1.0783979
Kcnq5,0.00039353664,0.0017864016,0.0,0.0,0.0,0.0,0.0
Gm26580,0.00036291158,0.0,0.0,0.0,0.0,0.0,0.0
Rims1,0.00035709943,0.0,0.0,0.0,0.0,0.0,0.0
Gm27028,0.0,0.00030522962,0.0,0.0,0.0,0.0,0.0
Gm29107,0.024713924,0.036487944,0.038420334,0.0,0.060908467,0.020262897,0.121542305
Ogfrl1,0.06317281,0.08670408,0.057093307,0.26131684,0.39629337,0.12757604,0.4335793
B3gat2,0.000690725,0.0023322545,0.0,0.0,0.2279462,0.0,0.0
Smap1,0.24851333,0.24898428,0.22698662,0.34940326,0.2641543,0.16861191,0.35344464
Sdhaf4,0.21900287,0.20203346,0.45637867,0.46445093,0.34475827,0.11974343,0.1328298
Fam135a,0.018322723,0.019299673,0.024196722,0.021793531,0.094892405,0.011325538,0.0
Lmbrd1,0.19903103,0.23722114,0.3213811,0.17741829,0.16919053,0.20095558,0.11096317
Adgrb3,0.00014463541,0.0,0.0,0.016936425,0.050933387,0.0,0.0
Gm9898,0.0,0.0014762006,0.0,0.0,0.0,0.0,0.0
Phf3,0.13666892,0.17089164,0.27628696,0.17819346,0.10913891,0.10051022,0.098557696
Ptp4a1,0.13550487,0.10823636,0.047317524,0.040495213,0.05535087,0.018732201,0.05864876
Gm28644,0.0009268318,0.0,0.0,0.0,0.0,0.0,0.0
4931428L18Rik,0.009053865,0.0049675144,0.008371204,0.0,0.014026565,0.012362627,0.0
Lgsn,0.00026776933,0.0,0.0,0.0,0.0,0.0,0.0
Khdrbs2,0.0,0.00031901337,0.0,0.0,0.01872955,0.0,0.0
Prim2,0.014581404,0.026614714,0.034842953,0.0,0.029096516,0.0,0.0
Rab23,0.020731745,0.02932757,0.3289922,0.078121,0.0,0.008466246,0.05864876
Bag2,0.16031404,0.12824333,0.46528557,0.13616824,0.103446,0.100403406,0.16125545
Zfp451,0.04085246,0.045556966,0.036050178,0.08367133,0.07843522,0.018004356,0.0
Dst,0.08790343,0.43375966,0.17732026,0.40316337,0.2736973,0.061495364,0.062012468
Gm37233,0.0003137445,0.001535959,0.0,0.013229614,0.0,0.0,0.0
Ccdc115,0.14825003,0.22082761,0.16396934,0.36739445,0.25074777,0.13487987,0.060605686
Gm28306,0.00034877812,0.000586193,0.0,0.0,0.0,0.0,0.0
Imp4,0.18262622,0.26013985,0.15722829,0.22103421,0.32956746,0.16071004,0.24061629
Ptpn18,0.40245777,0.19040017,0.20637733,2.3375795,0.22724836,0.4835566,0.3129102
4930568A12Rik,0.0,0.0,0.0036634388,0.033054102,0.0,0.0,0.0
Cfc1,0.037095945,0.004617627,0.0032446804,0.22239529,0.03508164,0.0,0.0
Arhgef4,0.013373653,0.016271403,0.05748926,0.017652716,0.011932522,0.0,0.0
Gm38336,0.00091116235,0.0014763882,0.0042227814,0.0,0.0,0.0,0.0
Fam168b,0.12249725,0.1305884,0.15188225,0.16463919,0.1530583,0.10295777,0.25383246
Plekhb2,0.24351186,0.19067582,0.25144017,0.3553876,0.29393497,0.20173891,0.18006566
Hs6st1,0.07591661,0.12075739,0.11208705,0.13008712,0.14661041,0.067951724,0.1961545
Gm37335,0.00020459283,0.0,0.0,0.0,0.0,0.0,0.0
Gm33280,0.0,0.00038678618,0.0018877143,0.0,0.0,0.0,0.0
Uggt1,0.07264259,0.07811614,0.16889837,0.11175823,0.16801018,0.09100242,0.056016013
Neurl3,0.002699524,0.0032006435,0.010546061,0.0,0.042587653,0.0,0.052572608
Arid5a,0.058178235,0.09647114,0.14416151,0.22798821,0.14241965,0.23618774,0.05963057
4930403P22Rik,0.013096097,0.02340839,0.004261179,0.007974381,0.031355496,0.017317003,0.0
Kansl3,0.058362212,0.044691958,0.10627414,0.1803546,0.09455329,0.027935289,0.10720473
Fer1l5,0.0016926723,0.0013282114,0.0022244423,0.0,0.0,0.014495108,0.0
Lman2l,0.09851799,0.10797326,0.16647774,0.31093153,0.29619592,0.059130047,0.2518703
Cnnm4,0.022855021,0.026153129,0.05367981,0.040338498,0.018967882,0.0,0.053029496
Cnnm3,0.028530141,0.013209379,0.025461601,0.031234814,0.030860336,0.06849743,0.0
Gm38033,0.00059673644,0.0003229195,0.0027605232,0.0,0.0,0.0,0.0
Ankrd23,0.033958808,0.005789339,0.017540028,0.060446095,0.01942644,0.021921983,0.0
Ankrd39,0.018705461,0.072287805,0.08911007,0.07224962,0.08310703,0.036128704,0.06015358
Sema4c,0.019902796,0.044155702,0.020514064,0.025051998,0.04171114,0.021442031,0.052572608
Fam178b,0.003205855,0.0067603686,0.009113727,0.0,0.016995415,0.016684191,0.0
Cox5b,0.7764258,0.98996145,1.0074573,1.3864409,1.2221323,0.4964826,1.3390642
Actr1b,0.1840931,0.20973726,0.33482286,0.20470856,0.34963632,0.1501968,0.13769132
Zap70,0.0,0.00025697635,0.013567285,0.0,0.0,0.0,0.0
Tmem131,0.06032645,0.06706932,0.16103247,0.062064257,0.03171468,0.03197775,0.15997124
Vwa3b,0.0011551365,0.00061883224,0.13685642,0.0,0.01217071,0.0,0.0
Inpp4a,0.012356073,0.013957958,0.06971227,0.004307824,0.02628623,0.016574293,0.0
Coa5,0.06857286,0.056264065,0.0565049,0.096373096,0.036645666,0.082968,0.0
Unc50,0.35867563,0.38899648,0.27552563,0.5234515,0.54090506,0.3367028,0.3422615
Mgat4a,0.17057925,0.26851234,0.11491232,0.15079342,0.15756026,0.21778934,0.11060161
2010300C02Rik,0.13645947,0.032700244,0.6112103,0.092152886,0.12276238,0.17594784,0.10593719
Tsga10,0.009753057,0.01590292,0.1822029,0.040898286,0.025639573,0.0,0.0
Gm26805,0.0,0.000342473,0.0,0.0,0.0,0.0,0.0
Lipt1,0.016447479,0.02050534,0.014675704,0.02488087,0.016023153,0.0056388513,0.05354803
Mitd1,0.14915557,0.23038016,0.12316645,0.11938428,0.11209933,0.1667805,0.20629326
Mrpl30,0.6033087,0.7531278,0.51787144,1.1916807,0.8915961,0.6398846,0.52475667
Lyg1,0.00042614908,0.0,0.0,0.006834822,0.0,0.0,0.0
Txndc9,0.398874,0.3907114,0.4388473,0.66549844,0.47921523,0.22898906,0.49459726
Eif5b,0.40389666,0.4423346,0.36830068,0.6564772,0.3366526,0.38338286,0.40645614
Rev1,0.023316136,0.032541893,0.031254813,0.059783656,0.023218974,0.03240686,0.10417542
Aff3,0.002010756,0.0011024607,0.06389647,0.0056674005,0.0,0.0,0.075678855
Gm16150,0.0,0.0,0.018460467,0.0,0.0,0.0,0.0
Gm16151,0.00026516145,0.0,0.0,0.0,0.0,0.0,0.0
Gm16152,0.00060253177,0.0,0.0,0.0,0.0,0.0,0.0
Lonrf2,0.00029949096,0.0,0.0,0.0,0.03292037,0.0,0.0
Chst10,0.0,0.0012587648,0.0,0.0073183994,0.0,0.0,0.0
Pdcl3,0.47427857,0.7555452,0.59832054,0.49884942,0.62265164,0.42079872,0.7922502
Npas2,0.029184906,0.025535336,0.017533591,0.0081348,0.016995415,0.0,0.0
Rpl31,0.10213497,0.19909248,0.07120066,0.18331349,0.16077523,0.1378274,0.24365331
Tbc1d8,0.02828962,0.068493985,0.026366794,0.039485928,0.062779315,0.04482534,0.05354803
Cnot11,0.09018544,0.10826489,0.13108885,0.14100532,0.27922228,0.09405337,0.08819589
Rnf149,0.17199008,0.17063636,0.19726421,0.22794428,0.30518937,0.31735775,0.12206549
Creg2,0.0,0.0,0.012436279,0.0,0.013588995,0.0,0.0
Map4k4,0.05519554,0.066893324,0.061817754,0.18721351,0.069892086,0.046595953,0.1733061
Il1r2,0.012644403,0.18134362,0.0078111757,0.05577396,0.082104005,0.0026595814,0.0
Gm16894,0.0008970816,0.0045508742,0.0,0.0,0.0,0.0,0.0
Il1r1,0.034475602,0.03746101,0.019457875,0.0,0.0038880233,0.006392212,0.06005039
Il1rl2,0.04104425,0.057908535,0.079112664,0.0,0.021795103,0.0,0.0
Il1rl1,0.0005761284,0.00030379265,0.006801247,0.0,0.0,0.0,0.0
Il18r1,0.19470073,0.15508464,0.33465904,0.06266494,0.11194012,0.015029343,0.0
Il18rap,0.002945956,0.0,0.0,0.0,0.0,0.0,0.0
Slc9a4,0.03785043,0.0005621014,0.0060790465,0.007766566,0.0,0.0,0.05354803
Slc9a2,0.008184038,0.006831862,0.0022244423,0.016669419,0.02187792,0.0,0.052572608
Gm37915,0.0,0.0004210943,0.0,0.0,0.0,0.0,0.0
Mfsd9,0.016086958,0.0075086476,0.0075798854,0.047697548,0.0,0.0,0.0
Mrps9,0.1334769,0.22962752,0.15905823,0.24795906,0.20814294,0.07736707,0.24540082
Tgfbrap1,0.03243406,0.019597918,0.048010085,0.043672845,0.06590969,0.022746138,0.06005039
8430432A02Rik,0.001207955,0.0029848998,0.0018240769,0.019763231,0.017808681,0.0,0.0
AI597479,0.02412839,0.029091354,0.021326352,0.022178786,0.055430684,0.004732408,0.0
Fhl2,0.066550724,0.024877941,0.7959955,0.13387315,0.6315659,0.3242808,0.047553845
Nck2,0.016349073,0.0096706925,0.014609228,0.005111028,0.022799594,0.0,0.0
1500015O10Rik,0.001902094,0.00043653845,0.1470131,0.0069297017,0.040017266,0.0,0.0
Gm29155,0.00035752766,0.0007639812,0.0,0.0,0.0,0.0,0.0
Gm29157,0.0,0.00031176207,0.0014404285,0.0,0.0,0.0,0.0
Gm29156,0.00046703176,0.0,0.0,0.0,0.0,0.0,0.0
Uxs1,0.07705599,0.09183176,0.14066045,0.1034486,0.11591798,0.04153678,0.0
Tpp2,0.08529345,0.07860396,0.14201988,0.14242283,0.12396276,0.098012686,0.052572608
Mettl21c,0.00023933875,0.0011792579,0.0,0.0,0.0,0.0,0.0
Gm8251,0.0008026492,0.002666098,0.0,0.0,0.0,0.0,0.0
Tex30,0.042925514,0.07401755,0.043158434,0.025191693,0.09261965,0.053188056,0.060605686
Kdelc1,0.014969689,0.042557668,0.04705368,0.035987347,0.025131686,0.0026415898,0.09587361
Bivm,0.014504811,0.027001936,0.029271923,0.024804026,0.010189922,0.0,0.0
Ercc5,0.04435689,0.0594186,0.031988647,0.07775099,0.04121925,0.009809608,0.0
Gulp1,0.0035454475,0.016503517,0.0025918924,0.008046084,0.0,0.029662184,0.0
Col3a1,0.050497063,0.0026236505,0.010573979,0.03868871,0.013135817,0.0,0.0
Col5a2,0.0044005257,0.0010800407,0.0,0.010303364,0.0,0.0,0.0
Wdr75,0.035191275,0.07240645,0.020113384,0.05618365,0.069757186,0.024734901,0.07470785
Slc40a1,0.0107641965,0.010073308,0.0022452548,0.03651183,0.09503007,0.0,0.0
Dnah7b,0.006485859,0.003286487,0.100642405,0.004982103,0.0,0.0,0.043569736
Dnah7c,0.00045494072,0.0014086533,0.24204154,0.0,0.0,0.0,0.0
Slc39a10,0.012722679,0.03230919,0.0029243578,0.018878648,0.043854516,0.00492645,0.0
Gm28151,0.0007744992,0.0027845053,0.0010873993,0.0,0.0,0.010162583,0.0
Gm28826,0.00022688948,0.000573807,0.0,0.0,0.0,0.0,0.0
Tmeff2,0.0013241515,0.00039938724,0.0,0.008907824,0.0,0.0,0.0
Gm29325,0.0027699904,0.0033413048,0.007961007,0.0,0.012556229,0.02676059,0.0
9330175M20Rik,0.00048257614,0.0,0.0,0.0,0.0,0.0,0.0
Sdpr,0.18871514,0.41475078,0.12323855,0.121247604,0.10595813,0.041251227,0.06419067
1700072G22Rik,0.0026164446,0.0009289895,0.004130815,0.0,0.0,0.0,0.0
Nabp1,0.09060601,0.21430118,0.10228428,0.061730746,0.08030046,0.12555596,0.051952843
Gm17767,0.001036832,0.0,0.0024367599,0.0,0.012720667,0.01333063,0.0
Gm28055,0.0,0.0,0.0023608329,0.0,0.0,0.0,0.0
Myo1b,0.08308514,0.029914148,0.15948842,0.42968374,0.10413489,0.10689639,0.17214891
Stat4,0.00059368386,0.00051490485,0.0,0.0,0.0,0.0,0.0
Stat1,0.09630503,0.08188397,0.15262471,0.14781684,0.046586394,0.04336283,0.0
Gls,0.12976971,0.1751507,0.14468417,0.13501456,0.23159464,0.11148855,0.051952843
Nab1,0.08321876,0.078433335,0.072927885,0.0583377,0.05505596,0.046647076,0.0
Gm553,0.00036291158,0.00033690958,0.001525459,0.0,0.0,0.017331917,0.0
Gm28178,0.0002890059,0.00050328556,0.022614248,0.0,0.0,0.0,0.0
Tmem194b,0.019699987,0.01318056,0.012067667,0.034222513,0.0068424926,0.030650195,0.0
Mfsd6,0.15680514,0.102514416,0.33726573,0.30120784,0.22471733,0.11465796,0.11196418
Inpp1,0.06255525,0.12270499,0.14304309,0.10647466,0.14472008,0.017135082,0.31110814
Hibch,0.11604036,0.15251638,0.16279952,0.20122387,0.19533902,0.12012079,0.33995214
1700019D03Rik,0.012414606,0.0073472895,0.0049669817,0.019458164,0.08005969,0.11770426,0.0
Mstn,0.00024390822,0.008147456,0.0,0.0,0.0,0.0,0.0
1700019A02Rik,0.0,0.0003705927,0.0,0.0,0.0,0.0,0.0
Pms1,0.0017886632,0.004366833,0.005820913,0.0089181615,0.0,0.0,0.0
Ormdl1,0.07540219,0.111589655,0.063098855,0.04567342,0.06843128,0.082767196,0.077043936
Osgepl1,0.031671252,0.060567684,0.04617803,0.050494168,0.047866415,0.0261337,0.062012468
Gm28551,0.0011899042,0.001359069,0.0,0.0,0.013646357,0.0,0.0
Asnsd1,0.066268526,0.097072534,0.06040153,0.1397383,0.0738127,0.089278944,0.0632273
Dnah7a,0.0021165565,0.0025718163,0.5582002,0.0,0.007343797,0.0,0.0
Stk17b,0.02368073,0.028993797,0.027922481,0.03117848,0.053519618,0.03712825,0.0
Ccdc150,0.0010228755,0.0006118375,0.018232876,0.0,0.0,0.0,0.0
Gtf3c3,0.01134042,0.019418444,0.016489288,0.06247286,0.0038880233,0.031165183,0.0
Pgap1,0.008236214,0.004666757,0.0024116763,0.009883593,0.0,0.0,0.0
Ankrd44,0.012189711,0.015555745,0.14444958,0.013931978,0.050932217,0.0070548346,0.0
Sf3b1,0.43660867,0.67885715,0.45839205,0.5354472,0.71309143,0.4153187,0.48942
Coq10b,0.18161178,0.3133632,0.15146643,0.23517714,0.23093401,0.13640413,0.32951114
Hspd1,0.2781366,0.45088154,0.71648514,0.28730166,0.52374077,0.2604015,0.4558604
Hspe1,0.6375667,0.9519563,1.2171212,0.8715153,0.98830503,0.5749004,1.1385019
Mob4,0.23510678,0.36186486,0.23221427,0.3857904,0.481274,0.23579663,0.5571748
Rftn2,0.0010096125,0.00092785025,0.0,0.011771419,0.0,0.007835134,0.0
Gm10561,0.00023362972,0.0,0.0,0.0,0.0,0.011060105,0.0
Mars2,0.00820732,0.013733108,0.011117896,0.011074023,0.015286375,0.0,0.0
Plcl1,0.00093791046,0.00034414636,0.0,0.0,0.0,0.0,0.053029496
9130227L01Rik,0.0,0.0,0.0,0.0067824414,0.0,0.0,0.0
Satb2,0.0027992467,0.0020920688,0.0,0.10567932,0.0,0.0,0.0
4930558J18Rik,0.00019805497,0.0011152392,0.0,0.0,0.0,0.0,0.0
1700066M21Rik,0.006178374,0.008275386,0.008421176,0.009020816,0.012556229,0.0,0.0
Tyw5,0.043319106,0.06920965,0.04908145,0.058540907,0.14333613,0.0053484025,0.055948164
9430016H08Rik,0.12164488,0.14178282,0.1194986,0.2797516,0.16601084,0.070557766,0.1055822
Spats2l,0.11195969,0.10158541,0.22416607,0.13968891,0.10219418,0.1863495,0.09029468
Kctd18,0.017661208,0.030751456,0.033436988,0.0,0.047152534,0.0,0.12075926
Sgol2a,0.0013034998,0.004661464,0.002382936,0.0,0.0,0.0,0.0
Aox1,0.054589704,0.029859658,0.05576123,0.03185135,0.039096627,0.004732408,0.0
Aox3,0.6888625,0.3845146,0.13068758,0.18621658,0.19110616,0.38937953,0.16402093
Aox4,0.018174332,0.0148923,0.004825582,0.0,0.011839858,0.0026595814,0.0
Gm15759,0.0,0.00015350188,0.0,0.0,0.0,0.0,0.0
Aox2,0.0017539562,0.0015872712,0.0017198292,0.008898985,0.013937349,0.0,0.0
Bzw1,0.1883384,0.39509842,0.18211296,0.21406154,0.44784725,0.16857362,0.32159364
Clk1,0.31357202,0.5616059,0.3270858,0.31416446,0.36779436,0.21873116,0.39742896
Ppil3,0.096114896,0.10402131,0.105108894,0.0881111,0.036400784,0.064095356,0.044171333
Nif3l1,0.064061,0.078837246,0.05087982,0.037945084,0.10746119,0.05165931,0.18189225
Orc2,0.026711522,0.046542406,0.048050456,0.1291561,0.072893694,0.0,0.0
Gm15834,0.00019853152,0.00051972375,0.0041590375,0.0,0.013907825,0.0,0.0
Fam126b,0.029420508,0.031493217,0.06497888,0.09971725,0.018858176,0.07898574,0.0
Ndufb3,0.62758595,0.61054146,0.8638438,0.9971429,0.7052211,0.44432253,0.80273056
Als2cr12,0.003968079,0.0001428806,0.0077948156,0.0,0.0,0.0,0.0
Cflar,0.09453282,0.10621059,0.099029414,0.36614457,0.15798056,0.10614696,0.0632273
Casp8,0.08217815,0.054559544,0.073203325,0.13476823,0.08155792,0.04874957,0.055948164
Trak2,0.02501131,0.01623717,0.012185344,0.0058116782,0.018198498,0.04164946,0.0
Stradb,0.02744121,0.034855746,0.028240671,0.022630816,0.079367734,0.018555842,0.0
Tmem237,0.04104219,0.15140323,0.21860464,0.12760358,0.20390753,0.06293085,0.09810081
G730003C15Rik,0.014189456,0.022224432,0.040490296,0.05689593,0.032447364,0.01773669,0.043569736
Mpp4,0.002165711,0.00094255526,0.0,0.0,0.0,0.0,0.0
Gm29017,0.00020287391,0.0,0.0,0.0,0.0,0.0,0.0
Als2,0.008704938,0.004865683,0.005792968,0.011501305,0.0,0.014666932,0.0
Fzd7,0.010125783,0.01794443,0.007275724,0.037825212,0.0,0.04778602,0.0
Gm973,0.004802442,0.0047667343,0.7949342,0.012470263,0.01517992,0.0,0.0
Gm28411,0.0,0.0,0.0,0.026138233,0.0,0.0,0.0
Sumo1,0.6261724,1.0059032,0.6878704,0.9919618,1.1747555,0.4145811,0.9236068
Nop58,0.1385599,0.22682808,0.110082336,0.10074396,0.10899782,0.3018434,0.05963057
Bmpr2,0.0464094,0.04634375,0.043593656,0.057600178,0.10490952,0.031669755,0.17687607
Fam117b,0.03667346,0.03305066,0.029384693,0.09632112,0.071764134,0.024383714,0.0
Ica1l,0.0,0.0010624098,0.011254244,0.0,0.044665437,0.0069322656,0.0
Wdr12,0.042489994,0.08114353,0.04792088,0.044621345,0.044590313,0.073013656,0.10557859
Carf,0.010917288,0.0073698037,0.024871254,0.03257077,0.019309977,0.0,0.0
Nbeal1,0.09879535,0.08083752,0.11054748,0.13231473,0.033803336,0.049104072,0.3230159
Cyp20a1,0.114699595,0.090875864,0.12632537,0.1961229,0.21906535,0.1568376,0.053201046
Abi2,0.026919218,0.02725512,0.060635403,0.026042242,0.08163508,0.0,0.0
Raph1,0.041223146,0.04350868,0.10112047,0.1748262,0.041367695,0.076403685,0.100583345
Pard3b,0.017853087,0.03016157,0.022780482,0.007805622,0.0,0.020474955,0.053029496
Nrp2,0.012292609,0.0012537362,0.0,0.0,0.0,0.0,0.0
Ino80d,0.06467367,0.05133285,0.12548009,0.12912194,0.06621226,0.059210267,0.13132957
Ino80dos,0.0022699863,0.0026338045,0.003096023,0.02386549,0.0,0.0,0.0
Gm20342,0.019516407,0.018285548,0.039896782,0.10603318,0.019439144,0.0,0.0
Ndufs1,0.16195874,0.22487766,0.22418064,0.22515008,0.27646482,0.12765685,0.11126791
Eef1b2,0.96486336,1.6531903,0.60763973,1.5688524,1.3083622,0.9564519,1.1317595
Zdbf2,0.0002981128,0.0007253519,0.0,0.0,0.0,0.0,0.0
Adam23,0.00024463952,0.0,0.0,0.0,0.0,0.0,0.0
Dytn,0.0,0.0,0.0021838164,0.0,0.0,0.0,0.0
Mdh1b,0.0013792731,0.002857883,0.40366814,0.0,0.0,0.0,0.0
Fastkd2,0.022503834,0.044520285,0.017475307,0.03090331,0.046647698,0.0,0.0
Klf7,0.14930312,0.31023005,0.18177,0.44940332,0.5462733,0.165308,0.20734929
Gm26649,0.0005210671,0.002087102,0.0,0.0,0.0,0.0,0.0
Creb1,0.05534629,0.0587547,0.05285966,0.13773338,0.05079862,0.033303984,0.15260933
Mettl21a,0.06456777,0.07825185,0.08977044,0.019971745,0.07534786,0.05762177,0.0
Gm28982,0.0,0.0025189226,0.0017786251,0.0,0.0,0.0,0.0
Gm29152,0.0,0.00042745727,0.0,0.0,0.0,0.0,0.0
Ccnyl1,0.03372347,0.020724073,0.027622227,0.05966061,0.031920712,0.017762613,0.0
Fzd5,0.028332666,0.029816914,0.05004162,0.048427146,0.025094548,0.080539934,0.07398847
Plekhm3,0.015252122,0.008309793,0.03442153,0.009137199,0.0,0.020058015,0.0
Akr1cl,0.00016709547,0.00031422346,0.0,0.0,0.0,0.0,0.0
Cryga,0.00028244616,0.0,0.0,0.0,0.0,0.0,0.0
D630023F18Rik,0.0012549433,0.003793794,0.0,0.0,0.0,0.0,0.0
Idh1,0.5102265,0.28483433,0.13545668,0.13943553,0.20544797,0.2248881,0.4711167
Pikfyve,0.030407691,0.0307975,0.011201457,0.030660026,0.074457705,0.023133177,0.055948164
Map2,0.041189305,0.014718952,0.0103275385,0.16054545,0.09679959,0.011325538,0.31186178
Unc80,0.0,0.0,0.0,0.0,0.091272615,0.0,0.0
Rpe,0.099488206,0.18584813,0.06333407,0.18644537,0.12643686,0.06295323,0.043569736
Kansl1l,0.040129974,0.0661363,0.032075316,0.08524381,0.049362928,0.004732408,0.047553845
Acadl,0.8341397,0.8140861,0.76950634,0.46974018,0.70930487,0.40596256,0.83104956
Myl1,0.0,0.000670834,0.0,0.008096678,0.0,0.0,0.0
Lancl1,0.21233676,0.52610075,0.20252775,0.21620089,0.2984828,0.15375532,0.15131031
Cps1,0.0,0.0,0.0030713575,0.0,0.0,0.0,0.0
Erbb4,0.0018127372,0.0005210267,0.0,0.0,0.0,0.0,0.0
Gm28497,0.006740285,0.009205481,0.02779486,0.009024614,0.0,0.0,0.0
