,Tuft_intestine,Goblet_intestine,Endocrine_intestine,Stem_intestine,TA.G1_intestine,TA.G2_intestine,Paneth_intestine,Enterocyte.Mature.Proximal_intestine,Enterocyte.Mature.Distal_intestine
Lrrc46,0.0,0.0,0.014726098,0.0,0.0,0.0,0.0,0.0,0.0
Mrpl10,0.26744598,0.2812891,0.26713562,0.2245529,0.29346564,0.3344329,0.23325516,0.13922206,0.17341632
Osbpl7,0.081648365,0.07072796,0.045054045,0.049145713,0.08391237,0.06183855,0.04548341,0.063360766,0.11292827
Tbx21,0.0,0.0,0.0,0.00079156796,0.0,0.0,0.0,0.0,0.0
Tbkbp1,0.0,0.0,0.0,0.0,0.0032157593,0.0016912129,0.0,0.0,0.0
Kpnb1,0.2717459,0.25953805,0.26976615,0.34412467,0.44700682,0.5615679,0.38621846,0.098115586,0.1322654
Gm11583,0.0,0.0,0.0,0.0006178589,0.0018038969,0.0,0.00240625,0.0,0.0
Npepps,0.36797026,0.30390474,0.3745939,0.41623953,0.44787067,0.53203064,0.4513964,0.33581528,0.33519125
Gm11592,0.0,0.0,0.0,0.0,0.0,0.0047360314,0.0,0.0,0.0
Mrpl45,0.32331723,0.29429966,0.27199993,0.47469768,0.48424637,0.56404954,0.39032087,0.26225638,0.21266454
Gpr179,0.0,0.0024459441,0.0077653686,0.0,0.0,0.0,0.0,0.0,0.00410165
Socs7,0.07177505,0.028457083,0.03889197,0.06089766,0.05919928,0.07036164,0.0249185,0.013086918,0.023301445
Arhgap23,0.0,0.0,0.008516658,0.0009227723,0.0,0.0,0.0,0.0,0.0
E130012A19Rik,0.012559772,0.003472272,0.0029009024,0.017977463,0.03848908,0.021961443,0.02557602,0.0,0.0
Mllt6,0.12505603,0.10124793,0.1584404,0.16549252,0.16186415,0.17687891,0.16080199,0.079240695,0.061604425
Cisd3,0.9451046,0.5476587,0.44851282,0.86299855,1.1254019,0.9395756,0.81844074,1.5711782,1.4551389
Pcgf2,0.08616392,0.078947105,0.14755924,0.12048056,0.11038626,0.14991665,0.17069212,0.03575578,0.01954036
Psmb3,1.5296575,1.4151601,1.425818,1.5383123,1.7940077,1.6228286,1.3438274,1.3232874,1.4004908
Pip4k2b,0.0061806915,0.017799834,0.030741049,0.017713176,0.027169779,0.018626919,0.014720319,0.0008040556,0.0
Cwc25,0.049563993,0.055323977,0.057413083,0.046104595,0.0702079,0.08550379,0.024289675,0.037525292,0.037663043
Rpl23,3.1996434,3.0384748,2.971015,3.6068788,3.3360603,3.4617503,3.3772154,1.568324,1.7122302
Lasp1,0.498793,0.45619687,0.44835374,0.26859304,0.3126555,0.34241346,0.33756322,0.7519812,0.76405823
B230217C12Rik,0.0,0.0,0.045472607,0.0008100548,0.0,0.0015562081,0.0,0.0,0.0
Fbxo47,0.0,0.0018493728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm11630,0.0,0.0,0.0,0.00080100534,0.0,0.0,0.0,0.0,0.0
Plxdc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009971503,0.0
Arl5c,0.011768895,0.0015281602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cacnb1,0.0027638536,0.0015352083,0.0,0.0017088241,0.005026602,0.0043069576,0.0,0.0,0.0
Rpl19,0.91552705,0.78329957,0.84539974,0.8384283,0.77909344,0.74301577,0.92802423,0.2852107,0.19676602
Fbxl20,0.14799266,0.036417972,0.08295012,0.11360751,0.0519064,0.038986612,0.09872848,0.040952448,0.042039797
Med1,0.14723141,0.103084855,0.13297874,0.12776735,0.17473549,0.1544939,0.12438432,0.055747382,0.07843663
Cdk12,0.16423278,0.13287988,0.14562623,0.2001117,0.14311871,0.21431515,0.14602157,0.09551833,0.11049732
Neurod2,0.0,0.0,0.26900923,0.0,0.0,0.0,0.0,0.0,0.0
Ppp1r1b,1.8757335,0.8722361,0.55550236,2.0564253,1.9157737,2.0493963,1.784641,0.73737526,0.6130151
Stard3,0.2785062,0.19336273,0.18687947,0.21075091,0.20177872,0.19693889,0.17777099,0.18352857,0.2411
Tcap,0.0,0.0,0.0,0.0,0.0019258334,0.0,0.0,0.0025560686,0.0
Pgap3,0.097598776,0.049135663,0.08820736,0.053716976,0.10555603,0.0834722,0.05875713,0.05759799,0.073286965
Erbb2,0.10570119,0.16221872,0.114942536,0.21481273,0.28176132,0.276412,0.22956587,0.279607,0.33206287
Mien1,1.4655579,1.235732,1.3647401,0.6121405,0.60065514,0.69321877,0.5002791,0.8412679,0.68132234
Gm12352,0.0,0.00093362544,0.0,0.0008938657,0.0,0.0019229603,0.0042779343,0.0037701742,0.0
Grb7,0.37305257,0.31500068,0.3790653,0.62718564,0.4847779,0.5691354,0.54109013,0.26287252,0.34672755
Ikzf3,0.0,0.0043259957,0.0036223347,0.002845129,0.0,0.0018966853,0.0063841096,0.0,0.0079236785
Zpbp2,0.01424196,0.0,0.0040069385,0.0056598345,0.006809679,0.0,0.006239576,0.0,0.0
Ormdl3,0.1525291,0.13238208,0.16410099,0.058985244,0.07064325,0.06776029,0.07438167,0.25990134,0.23488334
Gm12355,0.20098568,0.13958819,0.15966877,0.18429397,0.25498733,0.3075612,0.15816715,0.033672325,0.035592694
Gsdma2,0.0,0.06341581,0.0,0.0,0.006903924,0.0056157494,0.0,0.0017736566,0.0
Gsdma,0.0062827975,0.004680481,0.035088956,0.0,0.0,0.0026239266,0.0,0.0,0.004885968
Psmd3,0.48529398,0.42684957,0.44321024,0.44059113,0.6061637,0.5708065,0.47362468,0.37911126,0.40441266
Csf3,0.0,0.0013288484,0.012728943,0.0,0.0,0.0,0.0,0.0,0.0
Med24,0.08860188,0.056687888,0.07280752,0.070812464,0.0698959,0.08472821,0.043253772,0.037155937,0.060470596
Thra,0.17486966,0.14356445,0.21531881,0.42938116,0.3760177,0.4412258,0.41051966,0.35859072,0.39237794
Nr1d1,0.013968577,0.03967679,0.028515862,0.035720956,0.017293025,0.035444494,0.035690766,0.24392842,0.24101612
Msl1,0.14570841,0.14151266,0.26649395,0.1995902,0.21499787,0.2980833,0.23226874,0.20255706,0.222187
Gm12359,0.012914117,0.006730421,0.0054769963,0.008075621,0.006813047,0.007864638,0.014906774,0.0029538986,0.0037532938
Casc3,0.08597687,0.11391744,0.11154167,0.08213185,0.093173325,0.15781446,0.1039737,0.052118637,0.09399919
Rapgefl1,0.007441933,0.025321776,0.0,0.011209667,0.031699527,0.020392437,0.03110612,0.0480503,0.0607936
Wipf2,0.12844564,0.12767497,0.09715439,0.097954474,0.05694149,0.09045636,0.09060798,0.1414113,0.17135571
Cdc6,0.007836572,0.030904023,0.030945826,0.03666664,0.14600074,0.08787738,0.05543115,0.0030629062,0.012194675
Rara,0.06692952,0.07874128,0.036369324,0.10122299,0.12786959,0.12363962,0.07573962,0.11323019,0.19118014
Top2a,0.20370182,0.343459,0.17202042,0.20868142,0.91704607,1.5797204,0.48343676,0.054471586,0.04551484
Igfbp4,0.14107503,0.09110212,0.18973978,0.7373513,0.36806062,0.58488244,0.6525334,0.016337374,0.035557613
Tns4,0.01261934,0.03545633,0.019800052,0.10782757,0.07676588,0.14131014,0.123424955,0.06480467,0.13638718
Smarce1,0.36146146,0.18559942,0.3530859,0.22067547,0.2801812,0.34543777,0.26712453,0.0981399,0.07226118
Krt222,0.11232478,0.0035836126,0.008301591,0.0051266463,0.0024160577,0.008515612,0.0055851573,0.0057097925,0.02360509
Krt10,0.17186874,0.12448765,0.22085512,0.15335356,0.1979096,0.20387307,0.1408273,0.09573599,0.056397356
Gm11940,0.0,0.0033000375,0.00633835,0.0055138534,0.0030934482,0.00765608,0.005234754,0.0013307298,0.0
Krt12,0.0,0.0,0.0023167944,0.0,0.0,0.0,0.0,0.0019346718,0.019676816
Krt20,0.173261,0.9292574,1.1199491,0.111226745,0.086153544,0.09606428,0.14989483,2.05275,2.5276976
Krt23,0.86435103,0.12130337,0.0040914053,0.16627087,0.07585363,0.13263802,0.114571914,0.0065948325,0.018426223
Krt39,0.0,0.0,0.0,0.0008100548,0.0,0.005599471,0.0,0.0,0.0
Krtap3-1,0.04959132,0.0,0.0,0.0,0.0,0.0019322658,0.0,0.0,0.0
Krtap17-1,0.0,0.0,0.008450718,0.0,0.0,0.0,0.0,0.0,0.0
Krt31,0.0060115405,0.0049763215,0.009046532,0.062330227,0.036762122,0.07894779,0.07028754,0.0018529682,0.0
Krt32,0.0,0.0,0.0,0.0011722242,0.0,0.0,0.005311511,0.0,0.0
Krt35,0.012003931,0.0,0.0,0.004115834,0.0051441146,0.0019884391,0.012417769,0.0,0.0
Krt36,0.0,0.0,0.0,0.0,0.004124328,0.0,0.0,0.0,0.0032429043
Krt13,0.0,0.0,0.0,0.0,0.0034478859,0.0,0.0,0.0,0.0
Krt15,0.0,0.0059116427,0.004354602,0.031209016,0.032890487,0.085035816,0.045264527,0.0068826163,0.0030275737
Krt19,1.6007315,2.5492873,1.8162897,2.8496816,3.2204468,2.6713135,2.7040205,2.141726,2.8092625
Krt14,0.0,0.0,0.0,0.0,0.003171977,0.0,0.0,0.0,0.0
Krt42,0.0,0.0,0.0,0.00084789604,0.0,0.0,0.0,0.0,0.0
Gm14206,0.008695667,0.0,0.0,0.0008370293,0.0,0.0015287802,0.0,0.0014195986,0.0
Eif1,2.5076814,2.2289577,2.6980145,2.247349,2.3040245,2.3698003,2.0395038,2.0052485,2.023389
Hap1,0.19586343,0.005258626,0.19416603,0.009608093,0.014909443,0.0026075782,0.0038402176,0.0014570339,0.0034925276
Jup,0.4613649,0.36821306,0.37170961,0.42864242,0.44120187,0.4850098,0.3672691,0.46219787,0.63191634
P3h4,0.00707644,0.007847427,0.07092733,0.012061678,0.0054650214,0.0040451875,0.0047680913,0.011800015,0.016333617
Nt5c3b,0.17060548,0.10319103,0.15661569,0.21013935,0.18282992,0.26254264,0.1750088,0.0221012,0.018036265
Klhl10,0.0,0.0,0.0037032696,0.0023801273,0.0,0.0,0.0,0.0,0.0
Klhl11,0.0,0.003108292,0.010010629,0.0033644948,0.004485048,0.0042336145,0.0051980577,0.0,0.0
Acly,0.20707034,0.32967097,0.39289087,0.15985933,0.13687533,0.21376951,0.09676636,0.032154612,0.062716745
Ttc25,0.010934041,0.0,0.02273889,0.0021961543,0.0,0.002870007,0.006898443,0.0,0.0
Cnp,0.33828452,0.1803513,0.17789797,0.17954423,0.15457758,0.17453033,0.14397617,0.062654555,0.07676372
Dnajc7,0.5833418,0.45012304,0.60068405,0.495672,0.5576556,0.5226137,0.49292645,0.42226303,0.47441342
Nkiras2,0.24404012,0.22741956,0.26347515,0.13998662,0.16655499,0.16219339,0.10489588,0.24315174,0.24746306
Zfp385c,0.0,0.00051899115,0.0,0.0,0.0,0.0,0.0,0.0013669839,0.0
Dhx58,0.029362714,0.017130194,0.007365868,0.0059092743,0.0024390023,0.0021545663,0.002353358,0.01737909,0.020599797
Kat2a,0.079078056,0.07676246,0.09085153,0.11992056,0.11809386,0.13181075,0.14057274,0.010718487,0.009532936
Rab5c,0.65646976,0.53609675,0.512026,0.39700946,0.45442775,0.4484256,0.27992138,0.7031297,0.6525973
Ghdc,0.03544319,0.05194728,0.030297963,0.02478177,0.008833596,0.033190683,0.02880337,0.034644376,0.038761947
Stat5b,0.04019657,0.044158798,0.01952537,0.034177106,0.038913157,0.039754227,0.05844029,0.03201617,0.025354857
Stat5a,0.030489767,0.02120283,0.009273638,0.034747194,0.036311086,0.016934251,0.016146611,0.0077134804,0.0035654958
Stat3,0.20887658,0.16317818,0.20927264,0.07016974,0.07051349,0.08155227,0.08105247,0.2752852,0.25308543
Ptrf,0.0,0.0016936931,0.0,0.004234625,0.0,0.0,0.0,0.001881541,0.0
Atp6v0a1,0.10823987,0.08467719,0.099663846,0.017864859,0.016993415,0.03849984,0.020361977,0.11559504,0.11731314
Naglu,0.056086056,0.096717045,0.06124336,0.042447265,0.022706572,0.043846067,0.061091606,0.06232399,0.018445687
Coasy,0.19175556,0.1571163,0.15014413,0.23058984,0.27948433,0.2744604,0.19632773,0.19479778,0.18563768
Mlx,0.37841985,0.45535755,0.32282546,0.22435558,0.26023653,0.23172805,0.20676084,0.62031525,0.6429809
Psmc3ip,0.05549386,0.05297831,0.040675003,0.06244857,0.1501308,0.17542094,0.05760931,0.0082763275,0.004059056
Fam134c,0.07821481,0.08182795,0.16071026,0.09132967,0.12621547,0.113862425,0.12525678,0.13477354,0.12856813
Tubg1,0.18620168,0.103521116,0.16256888,0.107293904,0.24661396,0.26820198,0.1284705,0.05901711,0.039040834
Tubg2,0.09975809,0.002724856,0.028128227,0.0012265684,0.0,0.0,0.0,0.0,0.0
Plekhh3,0.054358166,0.025147935,0.03678515,0.06136864,0.05250468,0.053312626,0.04395223,0.04188992,0.08657247
Cntnap1,0.0,0.0014611244,0.0038947316,0.0075178817,0.010927127,0.004660664,0.0036301957,0.004541184,0.011392025
Ccr10,0.008482745,0.005807621,0.0,0.0,0.0,0.0,0.0,0.001538865,0.004152881
Ezh1,0.062004346,0.06090269,0.05182998,0.075805046,0.07353466,0.08606129,0.06981335,0.059827514,0.06016833
Ramp2,0.0,0.0,0.06535002,0.0010242569,0.004350175,0.005043776,0.0,0.0015308249,0.0
Vps25,0.105751485,0.078145176,0.06988381,0.05489672,0.073617615,0.047746528,0.046294294,0.069818564,0.045809776
Wnk4,0.030728934,0.084691145,0.19215927,0.050888617,0.04730146,0.062748566,0.07630321,0.016081993,0.011469326
Coa3,1.1698692,1.6435279,1.4085274,1.3596622,1.5465875,1.5553422,1.2077819,1.3614281,1.2428423
Cntd1,0.0109301945,0.0042911908,0.0,0.012625733,0.024462799,0.025146991,0.0,0.0,0.0
Becn1,0.51021856,0.36635837,0.47100958,0.36258286,0.40319997,0.3772303,0.34554493,0.41455036,0.47367927
Psme3,0.294037,0.2580297,0.24849273,0.33044168,0.4766017,0.42770973,0.37691233,0.20326252,0.22137831
Aoc2,0.021128906,0.010720398,0.0038476458,0.018427622,0.044088252,0.03113098,0.020559805,0.007722086,0.014952351
Aoc3,0.0,0.0,0.006701014,0.0013519957,0.0,0.0,0.0,0.0,0.0
G6pc,0.0,0.0035977773,0.0048990664,0.0,0.0,0.0033789694,0.0,0.14871314,0.11915343
Gm27029,0.031202449,0.017259102,0.034817066,0.02847529,0.03122148,0.05273235,0.021040216,0.0017112806,0.0075086704
Aarsd1,0.028688494,0.019328082,0.026297994,0.034662988,0.049159475,0.046341423,0.048779752,0.009906092,0.012177295
Ptges3l,0.053038113,0.025992034,0.03453755,0.06915858,0.055966843,0.08888019,0.037308943,0.0036756217,0.004822248
Rundc1,0.058377,0.07353445,0.101227514,0.041008342,0.037312035,0.052462254,0.05718933,0.05426687,0.06669843
Rpl27,0.66205966,0.5088635,0.5767123,0.50269896,0.49357897,0.4129579,0.5595754,0.17539601,0.10675191
Ifi35,0.48721313,0.29072714,0.245948,0.3286414,0.35645598,0.35544494,0.26256832,1.076422,0.88841593
Gm11626,0.0,0.003070919,0.0,0.00084789604,0.0,0.0,0.0,0.0,0.0
Vat1,0.14557143,0.08157837,0.13212508,0.07365985,0.13309892,0.08913215,0.066251874,0.5146959,0.42075428
Rnd2,0.026327834,0.009453364,0.0439889,0.015085496,0.017843757,0.013883268,0.0,0.14028418,0.06521413
Brca1,0.026911592,0.013884549,0.0,0.011850508,0.06423596,0.109113574,0.022055902,0.0,0.0038056497
Nbr1,0.31044903,0.2512193,0.29839656,0.15942739,0.16622329,0.20940562,0.24931212,0.2127816,0.29621425
Tmem106a,0.07415274,0.044127304,0.14772701,0.031719726,0.043574825,0.034010757,0.039286647,0.39315608,0.4159745
Rdm1,0.18568805,0.10238907,0.12846912,0.17197827,0.26322746,0.34823757,0.22420703,0.09476955,0.18429342
Arl4d,0.0,0.0102971075,0.022828814,0.0107946405,0.002829885,0.0041750954,0.027228465,0.09137303,0.10087135
Dhx8,0.07388189,0.06758865,0.060466863,0.06521547,0.05874357,0.07769814,0.075616986,0.03981008,0.05142027
Etv4,0.09090747,0.010821293,0.0256993,0.013524231,0.021873984,0.021339962,0.0049525723,0.0017547236,0.0
Dusp3,0.026166504,0.0595758,0.047827464,0.012827303,0.0065963385,0.001856058,0.03380526,0.0054770135,0.0035300462
Mpp3,0.0049694623,0.026960107,0.023274112,0.027381774,0.013954883,0.049967725,0.04725826,0.0041958066,0.0
Mpp2,0.0,0.0,0.015910365,0.0018804147,0.0,0.0035869807,0.0,0.0,0.0
Pyy,0.033929173,0.03295083,0.40078804,0.029821077,0.058829296,0.018143468,0.034568455,0.024297943,0.013648489
Nags,0.12759876,0.073060684,0.056017876,0.15111227,0.19289239,0.16899362,0.12756504,0.29409558,0.34812498
Gm11586,0.0,0.0,0.003996234,0.0010328571,0.006141182,0.0039535183,0.006186574,0.020798348,0.0054747467
Tmem101,0.22725508,0.10221566,0.19457234,0.09808568,0.06748278,0.06923261,0.102084726,0.02661015,0.03273894
Lsm12,0.24809608,0.2263891,0.16843656,0.22614412,0.26795083,0.26115495,0.19566308,0.1254071,0.16841051
G6pc3,0.378894,0.3085047,0.29748118,0.46579063,0.50753784,0.49654287,0.3565425,0.11758822,0.15502234
Hdac5,0.14599267,0.06375587,0.06698927,0.077727236,0.038605805,0.08641814,0.08826321,0.12313717,0.12579371
BC030867,0.0129329385,0.012069627,0.010478498,0.00692936,0.03147824,0.080858216,0.024864784,0.001985333,0.0039191814
Asb16,0.00637678,0.0013464901,0.0,0.0106193265,0.02415207,0.012211181,0.0071919835,0.0,0.0
Tmub2,0.20653395,0.09007635,0.17610963,0.099223085,0.10681724,0.13483617,0.09473829,0.099248186,0.10279986
Atxn7l3,0.060745962,0.0787947,0.073485345,0.06596373,0.10240908,0.10232857,0.092146635,0.07480165,0.11764868
Ubtf,0.4806155,0.24230729,0.3483284,0.3257558,0.41720366,0.44666198,0.32248673,0.17391177,0.23528042
Rundc3a,0.021383107,0.029843608,0.54553634,0.00092144625,0.0,0.009075259,0.0036788355,0.0038494482,0.007611214
Slc25a39,0.48268366,0.4503011,0.6202298,0.5984157,0.6297346,0.74267197,0.562409,0.52885956,0.4079915
Grn,0.37268925,0.29621792,0.26573724,0.35131967,0.3904092,0.4130143,0.41232464,0.23057811,0.27810276
Fam171a2,0.0,0.0,0.013961386,0.0017167069,0.0025588642,0.0029967162,0.0,0.0,0.0
Itga2b,0.0033388415,0.0018198469,0.0050801164,0.00088787155,0.0,0.0,0.0,0.0064715515,0.01759955
Gpatch8,0.08580847,0.086607456,0.120087445,0.14693023,0.13491331,0.17608191,0.15797074,0.12628698,0.141149
Fzd2,0.030672893,0.0,0.022204483,0.032216407,0.018511908,0.06178932,0.052754704,0.0,0.003508818
2810433D01Rik,0.0,0.0,0.0,0.0,0.0018131112,0.0,0.0047761565,0.0,0.0
Ccdc43,0.14925909,0.09752624,0.11546398,0.13106127,0.14993516,0.15844437,0.114254914,0.03662097,0.029610762
Adam11,0.014578335,0.0,0.0,0.0021679027,0.005219301,0.0014290449,0.0,0.0,0.0
Eftud2,0.19413604,0.15991564,0.20745155,0.19971208,0.30356464,0.3069018,0.18707736,0.057170033,0.05404088
Gm26668,0.0,0.0026381367,0.0,0.0012374807,0.0,0.00090561336,0.0023627547,0.0025560686,0.0
Ccdc103,0.005753129,0.0,0.031458206,0.0009138137,0.0,0.0,0.0,0.0013270645,0.0
Kif18b,0.0,0.015448948,0.0049909186,0.002575472,0.012117124,0.058379244,0.006094522,0.0,0.0
Dcakd,0.20499241,0.11163102,0.22785312,0.1865222,0.19385704,0.24611796,0.15738042,0.048761487,0.07164272
Nmt1,0.16733924,0.16517612,0.17928427,0.20582445,0.2215023,0.26613253,0.17802635,0.2279037,0.19677313
Plcd3,0.0170127,0.0068314923,0.01508417,0.005633722,0.0042450926,0.006231629,0.017333526,0.0038297772,0.0
Acbd4,0.16726398,0.09759448,0.094588585,0.11721604,0.1498092,0.1400912,0.115535006,0.9471153,0.68659574
Hexim1,0.11763736,0.12655877,0.14144482,0.09138365,0.09345117,0.11234269,0.09575993,0.109754,0.14517315
Hexim2,0.0,0.0111162765,0.013593645,0.01880139,0.013953511,0.017750816,0.015513108,0.008033797,0.0032695264
Fmnl1,0.0,0.0,0.07475498,0.0021255815,0.0,0.0,0.0033249937,0.0019075825,0.0
1700023F06Rik,0.010242964,0.004799637,0.26483357,0.0047317585,0.004079657,0.005625085,0.0,0.0,0.012164389
Map3k14,0.028131023,0.05497185,0.042473625,0.018298088,0.034982402,0.035341907,0.005654587,0.030132392,0.027325891
Arhgap27,0.10600775,0.080133975,0.059024706,0.054211393,0.07020653,0.07331266,0.076882005,0.08492538,0.124213815
Arhgap27os3,0.009423653,0.0,0.0023253367,0.0,0.0,0.0029694808,0.0,0.0,0.0
Arhgap27os2,0.08341326,0.09583135,0.107103914,0.23450524,0.22926074,0.2379431,0.19605474,0.17291795,0.22820775
Arhgap27os1,0.0,0.0018622351,0.0,0.0,0.0,0.001831939,0.0,0.0020498666,0.0035300462
Plekhm1,0.10145123,0.02339493,0.050217383,0.023898989,0.027371287,0.03305058,0.017807584,0.056526013,0.04907578
Rprml,0.05726688,0.011411733,0.7179125,0.0015978169,0.0048227487,0.007586472,0.00240625,0.0034221152,0.009410454
Gosr2,0.1707934,0.20569155,0.21146722,0.075262025,0.11310036,0.09229955,0.08396506,0.26145372,0.14631054
Wnt9b,0.0,0.0020990013,0.014829819,0.002882906,0.0,0.0007188454,0.0,0.0,0.0
Wnt3,0.018389052,0.13229917,0.23712143,0.024354594,0.010107276,0.051676147,0.06678949,0.0011507493,0.0
Nsf,0.21425144,0.1179933,0.10388057,0.059543625,0.047910813,0.06730075,0.059409488,0.049727824,0.06512073
Arf2,0.04314699,0.029345766,0.08741657,0.027257545,0.055742834,0.029237418,0.0,0.02251819,0.006530112
Mapt,0.013065857,0.04160326,0.031310387,0.015948614,0.014731042,0.01892842,0.021568533,0.0,0.00292061
Kansl1,0.14215904,0.1023567,0.1649113,0.14140572,0.13480835,0.15755078,0.08438853,0.054627556,0.063016474
Cdc27,0.028001305,0.026107742,0.040539328,0.0301624,0.0683115,0.07160459,0.014204368,0.02130006,0.024056252
Myl4,0.0,0.0,0.004288853,0.0043128636,0.0022162327,0.0,0.0,0.0,0.004567984
Itgb3,0.0,0.0,0.0036459735,0.0,0.0,0.0,0.0,0.0,0.0
Mettl2,0.079735555,0.041218996,0.07152078,0.088369906,0.08956528,0.0807408,0.10228344,0.015821656,0.013831764
1700052K11Rik,0.074765,0.015820242,0.051192515,0.026531937,0.03032533,0.018387796,0.03347193,0.002830416,0.00650763
Tlk2,0.03930577,0.0519617,0.08292228,0.065843046,0.10171578,0.06324382,0.064093284,0.04264314,0.040054105
March10,0.010806437,0.0085345525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanc2,0.18354575,0.06913928,0.026548143,0.0014864797,0.002693331,0.0054856953,0.01184844,0.0,0.0054049357
Cyb561,0.45746106,0.38339758,0.32749408,0.28984773,0.28444016,0.28062662,0.29115546,0.21964607,0.18503563
Gm11651,0.0060115405,0.0,0.0027319905,0.0,0.0,0.0,0.0,0.0,0.004059056
Ace,0.10118332,0.0694518,0.061833203,0.031298973,0.031145025,0.059133776,0.053592224,1.5629011,1.0294552
Kcnh6,0.00846867,0.0044836705,0.046620563,0.0008910623,0.0,0.0039029797,0.004466952,0.0,0.0
Dcaf7,0.14891793,0.116104074,0.18442151,0.116183996,0.13205369,0.1458446,0.09191567,0.098993495,0.11633737
Gm11646,0.0,0.0,0.0,0.0,0.0021966207,0.0,0.0,0.0,0.0039080568
Taco1os,0.019063685,0.008369305,0.009404264,0.013891964,0.00921891,0.008349423,0.0,0.05422887,0.010156595
Taco1,0.028485207,0.03402029,0.041872527,0.04147279,0.06718807,0.06368006,0.03755592,0.039105903,0.06999339
Map3k3,0.030352132,0.010453926,0.0,0.014496461,0.028167943,0.019905074,0.0042726723,0.00802388,0.003942443
Gm11672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Limd2,1.2247683,0.016244242,0.3023281,0.030844305,0.013523584,0.032958902,0.022023642,0.005007128,0.042367797
Strada,0.052802306,0.013098812,0.03023283,0.024781566,0.038778134,0.04118057,0.003714888,0.0031907302,0.016093928
Ccdc47,0.3059031,0.24761595,0.24150245,0.26416266,0.30690098,0.29262704,0.28522548,0.20183179,0.21557835
Ddx42,0.241866,0.1414095,0.2120114,0.18775824,0.20276971,0.25353,0.14678198,0.08534927,0.11526309
Ftsj3,0.095627494,0.09455752,0.11977538,0.17697132,0.2838447,0.20715468,0.22483318,0.0166189,0.011999813
Psmc5,0.86821395,0.6242034,0.826113,0.75291234,0.76140016,0.770368,0.75496835,0.58340514,0.60550344
Smarcd2,0.60170054,0.32441363,0.8227504,0.5596395,0.5630758,0.63756627,0.5625171,0.16778165,0.21631251
Gh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cd79b,0.08153364,0.021353183,0.008709006,0.013520823,0.027866649,0.022593198,0.019138474,0.004736883,0.0
Prr29,0.0,0.006556437,0.006980242,0.0,0.0,0.0047904835,0.0,0.0,0.0
Icam2,0.0,0.0,0.0053123003,0.0,0.0,0.0024151115,0.0,0.0,0.0
Ern1,0.0074513275,0.05090838,0.0855042,0.023408975,0.028212702,0.010763438,0.013312531,0.023974976,0.0062864944
Tex2,0.024085717,0.05686317,0.042131733,0.027357074,0.04412216,0.056407314,0.027282957,0.09029399,0.083707154
Pecam1,0.004637964,0.005497862,0.041335586,0.004146554,0.0025588642,0.0016175682,0.01561678,0.008962736,0.010708851
Milr1,0.0,0.0011800962,0.05461974,0.00023930406,0.0,0.0,0.0054123197,0.0,0.0
Polg2,0.035229135,0.028612657,0.07138416,0.097390555,0.11371917,0.08594522,0.11636616,0.16001685,0.121124096
Ddx5,1.6050538,0.95702004,1.5136514,1.2058,1.237806,1.381065,1.198924,0.7571515,0.84585977
Cep95,0.012732188,0.026621597,0.02648429,0.030613216,0.0290718,0.03774649,0.028042976,0.0072641354,0.018989755
Smurf2,0.06052213,0.0547387,0.07408276,0.06530894,0.07964846,0.07164332,0.056474213,0.06592303,0.11294014
Kpna2,0.09068508,0.08897155,0.02616396,0.012017003,0.023984963,0.07119527,0.033655543,0.014571341,0.0
1810010H24Rik,0.008122222,0.0146232415,0.01609105,0.006897959,0.009945643,0.00877589,0.0,0.018151356,0.013051276
Bptf,0.28408703,0.15667102,0.25753707,0.18872662,0.14682525,0.2839996,0.22957322,0.06668425,0.050714985
Nol11,0.09682668,0.05688881,0.11366087,0.12162583,0.1884918,0.1407401,0.092784226,0.035440467,0.035629954
Pitpnc1,0.02005436,0.0057127457,0.041731764,0.015742756,0.0042071026,0.0072480515,0.012143216,0.0,0.009655024
Gm11713,0.0,0.0,0.0,0.0,0.0,0.0042814636,0.0,0.0,0.0
Psmd12,0.588545,0.43883803,0.53869176,0.46363062,0.5898224,0.523406,0.39649004,0.2486067,0.23657116
Helz,0.1936446,0.10426493,0.15075211,0.1310439,0.13861668,0.17391977,0.12314632,0.117052205,0.1041606
Cacng4,0.0,0.0,0.045373794,0.0,0.0,0.0,0.0,0.0015498257,0.0
Prkca,0.5488963,0.5001278,0.24011166,0.32545766,0.41629282,0.40885568,0.31324798,0.266361,0.21321014
Gm11655,0.0,0.0,0.008192927,0.0003401128,0.0011652864,0.0,0.0,0.0,0.0
Apoh,0.04742551,0.033705898,0.008111234,0.007381641,0.0026008177,0.0018744753,0.0,0.010183137,0.025755148
Cep112,0.013712287,0.008010399,0.0,0.0169197,0.0058528306,0.02436997,0.0,0.0,0.0
Axin2,0.10923892,0.10769498,0.20996726,0.58138424,0.3818155,0.71842706,0.5020661,0.06882905,0.119834244
Rgs9,0.012514602,0.0,0.006148319,0.0021170857,0.0,0.0,0.0,0.0032252455,0.0
