,BEC
2310011J03Rik,0.0943257138133049
2310014F07Rik,0.002526614349335432
2310014L17Rik,0.01810118742287159
2310015A10Rik,0.009380711242556572
2310022A10Rik,0.02686411887407303
2310022B05Rik,0.23618300259113312
2310030G06Rik,0.11189769208431244
2310033P09Rik,0.07043416798114777
2310034G01Rik,0.004219457041472197
2310034O05Rik,0.01843496598303318
2310035C23Rik,0.06061151996254921
2310036O22Rik,0.7150089740753174
2310039H08Rik,0.09815046936273575
2310040G24Rik,0.03774621710181236
2310044G17Rik,0.06990104168653488
2310045N01Rik,0.05535530671477318
2310047M10Rik,0.0891621932387352
2310057M21Rik,0.028569817543029785
2310061I04Rik,0.08764594793319702
2310061J03Rik,0.012983006425201893
2310067B10Rik,0.054093219339847565
2310068J16Rik,0.0027997351717203856
2410002F23Rik,0.09924858808517456
2410004B18Rik,0.10084643959999084
2410004N09Rik,0.2790418267250061
2410006H16Rik,0.5256096720695496
2410015M20Rik,0.37272387742996216
2410016O06Rik,0.02604636736214161
2410018L13Rik,0.008639391511678696
2410018M08Rik,0.016378501430153847
2410066E13Rik,0.001954978331923485
2410089E03Rik,0.0393315851688385
2410127L17Rik,0.08851075917482376
2410131K14Rik,0.01892763003706932
2410133F24Rik,0.004003802314400673
2500004C02Rik,0.011863620020449162
2510002D24Rik,0.19300468266010284
2510003E04Rik,0.19676677882671356
2510009E07Rik,0.07594208419322968
2510039O18Rik,0.11235179007053375
2510049J12Rik,0.14773662388324738
2610001J05Rik,0.19444677233695984
2610002J02Rik,0.17820218205451965
2610002M06Rik,0.12471038103103638
2610005L07Rik,0.010058150626718998
2610008E11Rik,0.05169036611914635
2610015P09Rik,0.05234543979167938
2610018G03Rik,0.0067143626511096954
2610019E17Rik,0.029462497681379318
2610019F03Rik,0.04360353201627731
2610020C07Rik,0.0039798179641366005
2610020H08Rik,0.006208300590515137
2610034B18Rik,0.08641666918992996
2610035D17Rik,0.08841289579868317
2610044O15Rik8,0.0684976726770401
2610204G22Rik,0.008128838613629341
2610301B20Rik,0.04971110820770264
2610301G19Rik,0.03160926699638367
2610305D13Rik,0.020897893235087395
2610306M01Rik,0.007307517342269421
2610307P16Rik,0.16388951241970062
2610507B11Rik,0.20281408727169037
2610507I01Rik,0.026667488738894463
2610524H06Rik,0.027323836460709572
2610528J11Rik,0.17907173931598663
2700029M09Rik,0.10839763283729553
2700046G09Rik,0.01121572870761156
2700049A03Rik,0.03698881343007088
2700050L05Rik,0.027278367429971695
2700054A10Rik,0.014207002706825733
2700060E02Rik,0.4437696635723114
2700062C07Rik,0.03787635639309883
2700069I18Rik,0.002948425943031907
2700081O15Rik,0.03560953214764595
2700089E24Rik,0.25241807103157043
2700094K13Rik,0.25924667716026306
2700097O09Rik,0.051595766097307205
2700099C18Rik,0.003490476170554757
2810001G20Rik,0.015243303030729294
2810002D19Rik,0.02561464160680771
2810004N23Rik,0.09467076510190964
2810006K23Rik,0.01568666286766529
2810008D09Rik,0.03358505666255951
2810013P06Rik,0.027350522577762604
2810021J22Rik,0.01713147945702076
2810025M15Rik,0.04321863502264023
2810029C07Rik,0.008859049528837204
2810055G20Rik,0.0029490680899471045
2810403A07Rik,0.14667990803718567
2810403D21Rik,0.013715238310396671
2810407C02Rik,0.5081450939178467
2810408A11Rik,0.007374373264610767
2810408M09Rik,0.03997490182518959
2810410L24Rik,0.0046922797337174416
2810417H13Rik,0.003264776198193431
2810428I15Rik,0.14638391137123108
2810454H06Rik,0.01245870627462864
2810459M11Rik,0.05181344971060753
2810474O19Rik,0.20262369513511658
2900008C10Rik,0.01200092863291502
2900026A02Rik,0.40447914600372314
2900056M20Rik,0.055135708302259445
2900060B14Rik,0.0294466745108366
2900076A07Rik,0.014872394502162933
2900097C17Rik,0.43631401658058167
3000002C10Rik,0.007750897202640772
3010026O09Rik,0.016248129308223724
3110001D03Rik,0.15274910628795624
3110001I22Rik,0.012451096437871456
3110002H16Rik,0.011660197749733925
3110007F17Rik,0.009083468466997147
3110009E18Rik,0.011717146262526512
3110021A11Rik,0.008464735932648182
3110040N11Rik,0.06647111475467682
3110043O21Rik,0.03306114301085472
3110052M02Rik,0.02781178243458271
3110056K07Rik,0.004582760855555534
3110057O12Rik,0.008927576243877411
3110062M04Rik,0.026982245966792107
3110079O15Rik,0.06746739149093628
3110082I17Rik,0.03582962602376938
3230401D17Rik,0.13167019188404083
3830406C13Rik,0.12225254625082016
4430402I18Rik,0.01737275905907154
4632415L05Rik,0.0355207696557045
4632428C04Rik,0.0037713092751801014
4632434I11Rik,0.005275104660540819
4732415M23Rik,0.005195526406168938
4732490B19Rik,0.024738166481256485
4732491K20Rik,0.007878119125962257
4831440E17Rik,0.008190896362066269
4833419F23Rik,0.006479935720562935
4833420G17Rik,0.12444263696670532
4833439L19Rik,0.10042282193899155
4921506M07Rik,0.003919295500963926
4921507P07Rik,0.02935141883790493
4921524J17Rik,0.2076539248228073
4921530L18Rik,0.012889984995126724
4921531C22Rik,0.009661105461418629
4922501C03Rik,0.0341203548014164
4930402H24Rik,0.08158830553293228
4930405A21Rik,0.002342525403946638
4930412C18Rik,0.008377371355891228
4930414L22Rik,0.02090364508330822
4930415O20Rik,0.019470922648906708
4930430F08Rik,0.029419178143143654
4930432K21Rik,0.004532881546765566
4930441O14Rik,0.0014059572713449597
4930444A02Rik,0.05479884892702103
4930451C15Rik,0.0024508507922291756
4930452B06Rik,0.020881738513708115
4930453N24Rik,0.056203778833150864
4930481A15Rik,0.0234062597155571
4930506M07Rik,0.11861613392829895
4930515G01Rik,0.003036058507859707
4930523C07Rik,0.10110702365636826
4930525D18Rik,0.002745241392403841
4930526I15Rik,0.053259823471307755
4930539J05Rik,0.008274777792394161
4930556M19Rik,0.00384312286041677
4930563E22Rik,0.005362718366086483
4930577N17Rik,0.003226012224331498
4930579G24Rik,0.030062278732657433
4930579K19Rik,0.011118458583950996
4930581F22Rik,0.00865196343511343
4930599N23Rik,0.00417241919785738
4931406C07Rik,0.36750587821006775
4931406P16Rik,0.1334058791399002
4931414P19Rik,0.02774791605770588
4931428F04Rik,0.002324354136362672
4931440P22Rik,0.014004700817167759
4932415G12Rik,0.05327467620372772
4932416H05Rik,0.008376163430511951
4932438A13Rik,0.1236305981874466
4933404O12Rik,0.010941069573163986
4933407K13Rik,0.008443886414170265
4933411K20Rik,0.034803565591573715
4933412E12Rik,0.025990303605794907
4933421O10Rik,0.009299938566982746
4933426M11Rik,0.09305884689092636
4933427D14Rik,0.03128831461071968
4933431E20Rik,0.15088151395320892
4933434E20Rik,0.12340745329856873
4933439C10Rik,0.01026188861578703
5031425E22Rik,0.04701020568609238
5031426D15Rik,0.01619105041027069
5031434O11Rik,0.0018377916421741247
5031439G07Rik,0.04616687446832657
5033403H07Rik,0.08843820542097092
5033406O09Rik,0.03165171295404434
5033411D12Rik,0.039244212210178375
5330417C22Rik,0.19755060970783234
5330426P16Rik,0.005300095304846764
5430402O13Rik,0.007086065132170916
5430405H02Rik,0.01499240379780531
5430416N02Rik,0.07468908280134201
5430417L22Rik,0.05562763661146164
5530601H04Rik,0.022966988384723663
5730408K05Rik,0.007223939523100853
5730409E04Rik,0.022850925102829933
5730455P16Rik,0.04966286942362785
5730480H06Rik,0.0044550905004143715
5730507C01Rik,0.02955859713256359
5730508B09Rik,0.0245117899030447
5730559C18Rik,0.00971817597746849
5730577I03Rik,0.004253134597092867
5830415F09Rik,0.010897497646510601
5830417I10Rik,0.09914109110832214
5830418K08Rik,0.01751483604311943
5830428M24Rik,0.006973483134061098
5830444B04Rik,0.007975243031978607
5830454E08Rik,0.012099680490791798
5930403L14Rik,0.018310172483325005
5930430L01Rik,0.006286505609750748
6030458C11Rik,0.027926616370677948
6330403M23Rik,0.10611195862293243
6330407A03Rik,0.0024434097576886415
6330408A02Rik,0.0666230246424675
6330410L21Rik,0.0034398811403661966
6330416G13Rik,0.0030591075774282217
6330418K02Rik,0.011455101892352104
6430531B16Rik,0.0030388194136321545
6430571L13Rik,0.002548804273828864
6430573F11Rik,0.04548817127943039
6530402F18Rik,0.007960028015077114
6720401G13Rik,0.06759636104106903
6720489N17Rik,0.010548001155257225
6820431F20Rik,0.4206627309322357
8030462N17Rik,0.005858237389475107
8430408G22Rik,0.574737012386322
8430410A17Rik,0.09447099268436432
8430419L09Rik,0.1878669559955597
8430427H17Rik,0.038765087723731995
8430429K09Rik,0.00975947454571724
9030612E09Rik,0.005834470968693495
9030617O03Rik,0.01636260747909546
9030624G23Rik,0.022830789908766747
9030624J02Rik,0.0861416608095169
9130008F23Rik,0.22328892350196838
9130011E15Rik,0.005680423695594072
9130017N09Rik,0.1497395634651184
9130019O22Rik,0.010240155272185802
9130023H24Rik,0.016633782535791397
9130221H12Rik,0.028318803757429123
9130401M01Rik,0.10945623368024826
9230105E05Rik,0.0034575159661471844
9230110C19Rik,0.011557604186236858
9230114K14Rik,0.0023835680913180113
9330020H09Rik,0.011611458845436573
9330133O14Rik,0.013028133660554886
9330151L19Rik,0.006200386211276054
9330159M07Rik,0.002368608955293894
9330162012Rik,0.024240661412477493
9430008C03Rik,0.06358765810728073
9430015G10Rik,0.01426092628389597
9430016H08Rik,0.07868903130292892
9430020K01Rik,0.01692761480808258
9430023L20Rik,0.09911990165710449
9430038I01Rik,0.029601791873574257
9430083A17Rik,0.004492065869271755
9430091E24Rik,0.0029423923697322607
9530026P05Rik,0.004410326946526766
9530053A07Rik,0.013951470144093037
9530068E07Rik,0.5873502492904663
9530077C05Rik,0.05053071677684784
9530082P21Rik,0.001577142276801169
9530091C08Rik,0.022767338901758194
9630033F20Rik,0.00999845378100872
9830001H06Rik,0.052880823612213135
9830147E19Rik,0.005823554005473852
9930012K11Rik,0.01154702715575695
9930014A18Rik,0.02205757610499859
9930021J03Rik,0.2462403029203415
9930104L06Rik,0.03122355043888092
A030009H04Rik,0.0054967827163636684
A130010J15Rik,0.05817330256104469
A230001M10Rik,0.1700902134180069
A230046K03Rik,0.07726223021745682
A230050P20Rik,0.028531566262245178
A230072C01Rik,0.004978630226105452
A330021E22Rik,0.01628885418176651
A330023F24Rik,0.004459630697965622
A330041J22Rik,0.0032017608173191547
A430005L14Rik,0.08324215561151505
A430033K04Rik,0.011201350949704647
A430035B10Rik,0.010829002596437931
A430105I19Rik,0.016394570469856262
A530054K11Rik,0.016290824860334396
A630007B06Rik,0.007106419652700424
A630066F11Rik,0.004433815833181143
A630072M18Rik,0.010205073282122612
A630089N07Rik,0.00609831465408206
A730017L22Rik,0.016803424805402756
A730020M07Rik,0.0064453561790287495
A830010M20Rik,0.027089839801192284
A830080D01Rik,0.05888693779706955
A930004D18Rik,0.015407566912472248
A930005H10Rik,0.05169084295630455
A930006K02Rik,0.00994449108839035
A930012L18Rik,0.004350967239588499
A930013F10Rik,0.015106992796063423
AA388235,0.024274297058582306
AA414768,0.00833965465426445
AA415398,0.009360344149172306
AA986860,0.2295713573694229
AA987161,0.028089404106140137
AB124611,0.0028056742157787085
AI182371,0.00260155345313251
AI314180,0.12250403314828873
AI317395,0.02332255430519581
AI413582,0.07909948378801346
AI414108,0.004324189852923155
AI429214,0.013160422444343567
AI462493,0.16001345217227936
AI463170,0.003569194581359625
AI464131,0.01103882398456335
AI480653,0.008700987324118614
AI597468,0.07925417274236679
AI597479,0.05151718109846115
AI646519,0.0020816049072891474
AI661453,0.157779261469841
AI837181,0.14645768702030182
AI839979,0.0027476390823721886
AI846148,0.03638299182057381
AI987944,0.031199166551232338
AK010878,0.04702650010585785
AK129341,0.0022981909569352865
AU019823,0.09156057238578796
AU021092,0.0019129286520183086
AU022252,0.02809733711183071
AU022754,0.0032682083547115326
AU040320,0.1596931368112564
AU041133,0.026358023285865784
AW011738,0.011219281703233719
AW112010,0.18598094582557678
AW146154,0.004282543435692787
AW209491,0.05625589191913605
AW549877,0.10458612442016602
AW554918,0.02426450327038765
Aaas,0.04657495394349098
Aacs,0.07399998605251312
Aadac,0.5789304971694946
Aaed1,0.02509431354701519
Aagab,0.0878518745303154
Aak1,0.133137509226799
Aamdc,0.14419957995414734
Aamp,0.4630141258239746
Aar2,0.03659519925713539
Aars2,0.032524898648262024
Aars,0.10871095955371857
Aarsd1,0.10984371602535248
Aasdh,0.012265551835298538
Aasdhppt,0.16896659135818481
Aass,0.27247118949890137
Aatf,0.019869117066264153
Abat,0.02270461618900299
Abca1,0.020951613783836365
Abca2,0.06800267100334167
Abca3,0.007294283714145422
Abca5,0.023516101762652397
Abca6,0.002712824149057269
Abca7,0.006819113623350859
Abca8b,0.0028840084560215473
Abcb10,0.03943098336458206
Abcb1a,0.37903639674186707
Abcb1b,0.003697165520861745
Abcb4,0.0047280327416956425
Abcb6,0.010656045749783516
Abcb7,0.0557977519929409
Abcb8,0.022055087611079216
Abcb9,0.0074269697070121765
Abcc10,0.01046710554510355
Abcc1,0.08226613700389862
Abcc2,0.007464421447366476
Abcc3,0.07581136375665665
Abcc4,0.035834722220897675
Abcc5,0.15319330990314484
Abcc9,0.010012582875788212
Abcd1,0.015589365735650063
Abcd3,0.28208521008491516
Abcd4,0.026839500293135643
Abce1,0.22245630621910095
Abcf1,0.10810469835996628
Abcf2,0.04075957089662552
Abcf3,0.0615919828414917
Abcg2,0.0981169119477272
Abhd10,0.058662742376327515
Abhd11,0.0607316717505455
Abhd12,0.06680304557085037
Abhd13,0.1177801638841629
Abhd14a,0.0590633824467659
Abhd14b,0.20319968461990356
Abhd16a,0.3462511897087097
Abhd17a,0.09315092861652374
Abhd17b,0.12638519704341888
Abhd17c,0.18078327178955078
Abhd2,0.01511299330741167
Abhd3,0.027747953310608864
Abhd4,0.29415613412857056
Abhd5,0.06035231798887253
Abhd6,0.06466160714626312
Abhd8,0.03354636952280998
Abi1,0.2727552056312561
Abi2,0.09200584143400192
Abl1,0.22986584901809692
Abl2,0.05070168524980545
Ablim1,0.35923126339912415
Ablim3,0.024200307205319405
Abp1,0.011817182414233685
Abr,0.17258353531360626
Abracl,0.1518237441778183
Abt1,0.05913400277495384
Abtb1,0.05534391105175018
Abtb2,0.06842252612113953
Acaa1a,0.3081982135772705
Acaa1b,0.027901621535420418
Acaa2,0.38568830490112305
Acaca,0.02661261335015297
Acacb,0.0077513218857347965
Acad10,0.017976297065615654
Acad11,0.103157177567482
Acad12,0.00842873752117157
Acad8,0.1035422757267952
Acad9,0.1679907888174057
Acadl,0.5122131109237671
Acadm,0.5838242173194885
Acads,0.17830348014831543
Acadsb,0.14929966628551483
Acadvl,0.22658604383468628
Acap2,0.08613589406013489
Acap3,0.014813638292253017
Acat1,0.388831228017807
Acat2,0.18738122284412384
Acbd3,0.1328815072774887
Acbd4,0.0973890945315361
Acbd5,0.19997575879096985
Acbd6,0.18859350681304932
Accs,0.015560584142804146
Acd,0.04698874056339264
Ace2,0.04917476698756218
Ace,0.0028311479836702347
Acer2,0.004293419420719147
Acer3,0.19599705934524536
Acin1,0.30377906560897827
Acly,0.3370113968849182
Acn9,0.02044072188436985
Acnat1,0.30826228857040405
Acnat2,0.004714144393801689
Aco1,0.556400716304779
Aco2,0.6647769212722778
Acot11,0.0052777249366045
Acot13,0.2517947554588318
Acot1,0.2620547115802765
Acot2,0.06642906367778778
Acot4,0.0017873388715088367
Acot7,0.043165501207113266
Acot8,0.057791318744421005
Acot9,0.02503024786710739
Acox1,0.38898926973342896
Acox2,0.08146944642066956
Acox3,0.04302411526441574
Acp1,0.28465622663497925
Acp2,0.09055325388908386
Acp5,0.004202547948807478
Acp6,0.07233615964651108
Acpl2,0.0400552824139595
Acrbp,0.018289299681782722
Acsf2,0.025227639824151993
Acsf3,0.03310459107160568
Acsl1,0.11539600044488907
Acsl3,0.15459071099758148
Acsl4,0.1991375833749771
Acsl5,0.41627970337867737
Acsm1,0.0031116774771362543
Acss1,0.05365194007754326
Acss2,0.08503226190805435
Acss3,0.005520912818610668
Actb,0.3322279453277588
Actg1,4.203824520111084
Actl6a,0.15605130791664124
Actn1,0.45890653133392334
Actn4,0.48058295249938965
Actr10,0.2873387038707733
Actr1a,0.1054588034749031
Actr1b,0.12898272275924683
Actr2,0.29345956444740295
Actr3,0.7040756344795227
Actr5,0.033283598721027374
Actr6,0.0794467031955719
Actr8,0.11073833703994751
Acvr1,0.07857105135917664
Acvr2a,0.02160590887069702
Acvr2b,0.008675295859575272
Acvrl1,0.016151510179042816
Acy1,0.028862223029136658
Acy3,0.08793523907661438
Acyp1,0.19037722051143646
Acyp2,0.029877690598368645
Adal,0.019354643300175667
Adam10,0.2763453722000122
Adam11,0.005301457364112139
Adam15,0.027206748723983765
Adam17,0.08954791724681854
Adam22,0.007845858111977577
Adam33,0.16698585450649261
Adam9,0.10716573894023895
Adamts10,0.01254537608474493
Adamts15,0.026018192991614342
Adamts16,0.05509551614522934
Adamts1,0.2980749309062958
Adamts2,0.00846895668655634
Adamts5,0.06559550017118454
Adamts6,0.008633038029074669
Adamts7,0.021927930414676666
Adamts9,0.12170606851577759
Adamtsl1,0.00271123880520463
Adamtsl4,0.0973769947886467
Adap1,0.03433942049741745
Adap2,0.0020094607025384903
Adar,0.08899439126253128
Adarb1,0.007786297705024481
Adat1,0.006454091053456068
Adat2,0.012270227074623108
Adat3,0.005109662190079689
Adck1,0.023561066016554832
Adck2,0.08258751779794693
Adck3,0.08621825277805328
Adck4,0.02345791459083557
Adck5,0.10053043812513351
Adcy1,0.0018954945262521505
Adcy2,0.03908528387546539
Adcy6,0.16022314131259918
Adcy8,0.0030175414867699146
Adcy9,0.01937764510512352
Add1,0.520185112953186
Add3,0.0954834446310997
Adgb,0.0024982427712529898
Adh1,0.02207920327782631
Adh5,0.3321245014667511
Adhfe1,0.017507044598460197
Adi1,0.15029126405715942
Adipor1,0.3700457215309143
Adipor2,0.20911835134029388
Adk,0.85257887840271
Adm,0.00833067949861288
Adnp2,0.03194800019264221
Adnp,0.30675458908081055
Ado,0.05817316472530365
Adora1,0.16452091932296753
Adpgk,0.04005591198801994
Adprh,0.21279533207416534
Adprhl2,0.06840753555297852
Adprm,0.08812659978866577
Adra1b,0.0042077018879354
Adrb1,0.012692599557340145
Adrb2,0.12219905108213425
Adrbk1,0.07822798192501068
Adrbk2,0.029353374615311623
Adrm1,0.21900717914104462
Adsl,0.034436069428920746
Adss,0.2406734824180603
Adssl1,0.04941088706254959
Adtrp,0.0024129098746925592
Aebp1,0.01571030169725418
Aebp2,0.1832732856273651
Aen,0.04046293720602989
Aes,0.9243526458740234
Afap1,0.08466429263353348
Afap1l1,0.020117299631237984
Aff1,0.119269959628582
Aff4,0.3345353305339813
Afg3l1,0.1264447718858719
Afg3l2,0.11173959821462631
Afm,0.023334871977567673
Afmid,0.03499560058116913
Afp,0.004604822024703026
Aftph,0.19452962279319763
Aga,0.19232629239559174
Agap1,0.10982630401849747
Agap3,0.12477171421051025
Agbl2,0.01628098636865616
Agbl3,0.006781003903597593
Agbl5,0.011608358472585678
Ager,0.009698220528662205
Agfg1,0.0691763311624527
Agfg2,0.03380398079752922
Aggf1,0.11191102117300034
Agk,0.04630676284432411
Agl,0.026039427146315575
Agmat,0.005184026900678873
Agmo,0.10527092963457108
Ago1,0.14225676655769348
Ago2,0.029640084132552147
Ago3,0.006347923073917627
Ago4,0.021372731775045395
Agpat1,0.01580461673438549
Agpat2,0.22576354444026947
Agpat3,0.156686469912529
Agpat4,0.018869977444410324
Agpat5,0.04883033037185669
Agpat6,0.250228613615036
Agpat9,0.010605462826788425
Agphd1,0.0051828669384121895
Agps,0.1245337426662445
Agrn,0.5239819884300232
Agt,0.3417707681655884
Agtpbp1,0.029064668342471123
Agtr1a,0.26571494340896606
Agtrap,0.10359055548906326
Agxt2l2,0.053526781499385834
Ahctf1,0.08758673816919327
Ahcy,0.25735002756118774
Ahcyl1,0.3604294955730438
Ahcyl2,0.1372837871313095
Ahdc1,0.13857480883598328
Ahi1,0.010059046559035778
Ahnak,0.550561249256134
Ahr,0.08671160787343979
Ahsa1,0.3804596960544586
Ahsa2,0.01722889021039009
Ahsg,0.6757185459136963
Aida,0.13862179219722748
Aif1l,0.17763876914978027
Aifm1,0.12597079575061798
Aifm2,0.045190922915935516
Aifm3,0.012827360071241856
Aig1,0.013764656148850918
Aim1,0.23625144362449646
Aim1l,0.003649032674729824
Aim2,0.0038657227996736765
Aimp1,0.25398850440979004
Aimp2,0.11016235500574112
Aip,0.23700134456157684
Airn,0.012950843200087547
Ajuba,0.16794365644454956
Ak1,0.03694755584001541
Ak2,0.21445463597774506
Ak3,0.3625073730945587
Ak4,0.003484979271888733
Ak8,0.005421500653028488
Akap10,0.04535011202096939
Akap11,0.10298528522253036
Akap13,0.5321301817893982
Akap17b,0.008229877799749374
Akap1,0.1521274298429489
Akap2,0.013245651498436928
Akap7,0.049876920878887177
Akap8,0.12175845354795456
Akap8l,0.10974449664354324
Akap9,0.20681633055210114
Akip1,0.1300344169139862
Akirin1,0.006904905661940575
Akirin2,0.248533695936203
Akr1a1,1.358249545097351
Akr1b10,0.03735928237438202
Akr1b8,0.07272686809301376
Akr1c12,0.0037037692964076996
Akr1c13,0.02365487813949585
Akr1c14,0.009937454015016556
Akr1c19,0.20978444814682007
Akr1c20,0.016309723258018494
Akr1c21,0.003781190374866128
Akr1c6,0.047883305698633194
Akr1d1,0.022412123158574104
Akr1e1,0.33941251039505005
Akr7a5,0.19081103801727295
Akt1,0.407842218875885
Akt1s1,0.1833799034357071
Akt2,0.07062430679798126
