,BEC
Dhx34,0.021647991612553596
Dhx35,0.026299040764570236
Dhx36,0.10155832022428513
Dhx38,0.06559468805789948
Dhx40,0.19997656345367432
Dhx57,0.04933755844831467
Dhx58,0.01595883257687092
Dhx8,0.035077858716249466
Dhx9,0.23687894642353058
Diablo,0.12732259929180145
Diap1,0.021578045561909676
Diap2,0.03624624386429787
Dicer1,0.0646590143442154
Dido1,0.06944294273853302
Diexf,0.03183959797024727
Dimt1,0.04871101677417755
Dio1,0.01710650324821472
Dio3os,0.010659249499440193
Dip2a,0.050789717584848404
Dip2b,0.05401094630360603
Dip2c,0.09841827303171158
Diras2,0.00447613513097167
Dirc2,0.12068407982587814
Dis3,0.027038520202040672
Dis3l2,0.056770723313093185
Dis3l,0.040741488337516785
Disp1,0.007662595249712467
Dixdc1,0.1895817667245865
Dkc1,0.032470475882291794
Dkk3,0.002377796918153763
Dlat,0.1745956689119339
Dlc1,0.30456170439720154
Dld,0.18643619120121002
Dleu2,0.1029280498623848
Dleu7,0.0013594598276540637
Dlg1,0.1732376366853714
Dlg3,0.11374388635158539
Dlg4,0.020918624475598335
Dlg5,0.09417232125997543
Dlgap4,0.2470828741788864
Dlgap5,0.0021800564136356115
Dll1,0.0168819110840559
Dlst,0.20422175526618958
Dmap1,0.04741020128130913
Dmbt1,0.02023257501423359
Dmc1,0.003655847627669573
Dmd,0.08369830250740051
Dmgdh,0.005126615520566702
Dmtf1,0.06745362281799316
Dmwd,0.10738997161388397
Dmxl1,0.10092324763536453
Dmxl2,0.011687609367072582
Dnaaf1,0.0009549253154546022
Dnaaf2,0.01727801188826561
Dnaaf3,0.003383390139788389
Dnahc5,0.015514443628489971
Dnaja1,1.0956653356552124
Dnaja2,0.38781699538230896
Dnaja3,0.16897287964820862
Dnaja4,0.07481241226196289
Dnajb11,0.1692962944507599
Dnajb12,0.021185405552387238
Dnajb13,0.0029380545020103455
Dnajb14,0.009043036960065365
Dnajb1,1.0955314636230469
Dnajb2,0.17808160185813904
Dnajb3,0.004719011951237917
Dnajb4,0.6636971831321716
Dnajb5,0.008432518690824509
Dnajb6,0.3690309226512909
Dnajb9,0.3621245324611664
Dnajc10,0.2022523730993271
Dnajc11,0.0930151492357254
Dnajc12,0.034121111035346985
Dnajc13,0.08878345787525177
Dnajc14,0.009960580617189407
Dnajc15,0.13076159358024597
Dnajc16,0.00945255160331726
Dnajc17,0.02688656561076641
Dnajc18,0.06520982831716537
Dnajc19,0.17676156759262085
Dnajc1,0.5356044769287109
Dnajc21,0.06627000868320465
Dnajc22,0.07052548229694366
Dnajc24,0.07710975408554077
Dnajc25,0.07616245001554489
Dnajc27,0.010823282413184643
Dnajc28,0.022302094846963882
Dnajc2,0.11884545534849167
Dnajc30,0.04324403405189514
Dnajc3,0.4005514979362488
Dnajc4,0.10473336279392242
Dnajc5,0.2331058830022812
Dnajc7,0.356719434261322
Dnajc8,0.40523573756217957
Dnajc9,0.08298598229885101
Dnalc1,0.031892161816358566
Dnalc4,0.18670161068439484
Dnali1,0.01654655486345291
Dnase1l1,0.06376095116138458
Dnase1l2,0.00195054872892797
Dnase2a,0.003799537429586053
Dnd1,0.0018540946766734123
Dnlz,0.09472136199474335
Dnm1,0.0020030031446367502
Dnm1l,0.14309062063694
Dnm2,0.060966987162828445
Dnmbp,0.11497655510902405
Dnmt1,0.05478425323963165
Dnmt3a,0.08702860027551651
Dnmt3b,0.006672201678156853
Dnpep,0.18310976028442383
Dnph1,0.006046579219400883
Dntt,0.002499572467058897
Dnttip1,0.14875918626785278
Dnttip2,0.13291966915130615
Dock1,0.10201240330934525
Dock4,0.008046520873904228
Dock5,0.021928025409579277
Dock6,0.013114315457642078
Dock7,0.16181720793247223
Dock9,0.055487435311079025
Dohh,0.11106396466493607
Dok1,0.056599508970975876
Dok2,0.002435265341773629
Dok4,0.012847728095948696
Dok7,0.003079871879890561
Dolk,0.054676856845617294
Dolpp1,0.017082903534173965
Dom3z,0.0337231308221817
Donson,0.009725573472678661
Dopey2,0.521417498588562
Dos,0.11969032883644104
Dot1l,0.03381843492388725
Dpagt1,0.06012948229908943
Dpcd,0.17711852490901947
Dpf2,0.20742028951644897
Dph2,0.020681943744421005
Dph3,0.12244655191898346
Dph5,0.021673375740647316
Dpm1,0.2625868618488312
Dpm2,0.20666976273059845
Dpm3,0.23729871213436127
Dpp3,0.1408165991306305
Dpp4,0.19239172339439392
Dpp7,0.055472541600465775
Dpp8,0.10775724053382874
Dpp9,0.138668954372406
Dppa2,0.008452755399048328
Dpy19l1,0.02673238515853882
Dpy19l3,0.08326401561498642
Dpy19l4,0.005440861918032169
Dpy30,0.3421873152256012
Dpyd,0.07693372666835785
Dpys,0.004933545365929604
Dpysl2,0.09554845094680786
Dpysl4,0.07818803191184998
Dr1,0.06159603223204613
Dram1,0.02030198648571968
Dram2,0.2788037657737732
Drap1,0.3595220744609833
Drg1,0.1877869963645935
Drg2,0.10158123821020126
Drosha,0.08227156847715378
Dsc2,0.17951667308807373
Dscam,0.004483858589082956
Dscc1,0.0023633474484086037
Dscr3,0.0956607386469841
Dse,0.004230645019561052
Dsel,0.012958015315234661
Dsg1a,0.028779994696378708
Dsg2,2.1269567012786865
Dsn1,0.0069136046804487705
Dsp,0.7219277024269104
Dst,0.06139517202973366
Dstn,1.3620131015777588
Dstyk,0.10054271668195724
Dtd1,0.17208494246006012
Dtd2,0.033411916345357895
Dtl,0.003946458455175161
Dtna,0.06576365977525711
Dtnb,0.024989446625113487
Dtnbp1,0.047527771443128586
Dtwd1,0.04658064991235733
Dtwd2,0.01639639399945736
Dtx1,0.0692892074584961
Dtx2,0.033825796097517014
Dtx3,0.11036048829555511
Dtx3l,0.07021979987621307
Dtx4,0.10326756536960602
Dtymk,0.24891090393066406
Dus1l,0.057481374591588974
Dus2l,0.0310074295848608
Dus3l,0.0397787019610405
Dus4l,0.01761850342154503
Dusp10,0.05255381762981415
Dusp11,0.3311665952205658
Dusp12,0.09366010874509811
Dusp14,0.06450952589511871
Dusp16,0.20513930916786194
Dusp18,0.0293606948107481
Dusp19,0.028101325035095215
Dusp1,1.7323013544082642
Dusp22,0.07487384974956512
Dusp23,0.03723221644759178
Dusp28,0.036928847432136536
Dusp3,0.153158500790596
Dusp4,0.025621548295021057
Dusp6,0.35480430722236633
Dusp7,0.035155147314071655
Dusp8,0.3524136245250702
Dut,0.09048645198345184
Dvl1,0.06946546584367752
Dvl2,0.07108878344297409
Dym,0.05940280482172966
Dync1h1,0.34036391973495483
Dync1i2,0.4827503263950348
Dync1li1,0.021800681948661804
Dync1li2,0.12723132967948914
Dync2h1,0.06698008626699448
Dync2li1,0.3244357407093048
Dynll1,0.5887967944145203
Dynll2,0.9272521734237671
Dynlrb1,0.9361430406570435
Dynlrb2,0.008376559242606163
Dynlt1a,0.002704672748222947
Dynlt3,0.5651151537895203
Dyrk1a,0.15459148585796356
Dyrk1b,0.023325907066464424
Dyrk2,0.01969526708126068
Dyrk3,0.012257837690412998
Dyx1c1,0.011409647762775421
Dzank1,0.009420792572200298
Dzip1l,0.04603923112154007
Dzip3,0.055352773517370224
E030024N20Rik,0.003412465564906597
E030030I06Rik,0.006032004952430725
E130012A19Rik,0.006651760078966618
E130102H24Rik,0.0019451890839263797
E130307A14Rik,0.012392282485961914
E130308A19Rik,0.03177288547158241
E130309D02Rik,0.037525974214076996
E130309F12Rik,0.09152113646268845
E130311K13Rik,0.02633948065340519
E130317F20Rik,0.0038872091099619865
E230016M11Rik,0.0032556236255913973
E2f1,0.007170246448367834
E2f3,0.01816069893538952
E2f4,0.05463328957557678
E2f5,0.18661394715309143
E2f6,0.031216979026794434
E330011O21Rik,0.0041735414415597916
E330020D12Rik,0.001764381187967956
E330033B04Rik,0.00935356691479683
E430025E21Rik,0.05945514515042305
E4f1,0.03511548042297363
Eaf1,0.08362770080566406
Eaf2,0.07943262904882431
Eapp,0.11236249655485153
Ears2,0.012804323807358742
Ebag9,0.09915333986282349
Ebf1,0.002653571544215083
Ebf4,0.007545755244791508
Ebna1bp2,0.2357906550168991
Ebp,0.18316961824893951
Ebpl,0.07872830331325531
Ecd,0.11180432885885239
Ece1,0.13269272446632385
Ece2,0.023626182228326797
Ech1,0.734097957611084
Echdc2,0.20864631235599518
Echdc3,0.12770311534404755
Echs1,0.22232785820960999
Eci1,0.1573157161474228
Eci2,0.35960114002227783
Ecscr,0.09246809035539627
Ecsit,0.06853698194026947
Ect2,0.010394245386123657
Eda,0.006185553967952728
Edc3,0.06402634084224701
Edc4,0.06790028512477875
Edem1,0.11101189255714417
Edem2,0.08394843339920044
Edem3,0.0913061797618866
Edf1,0.8307322859764099
Edn1,0.08289884030818939
Edn2,0.010713919065892696
Eea1,0.14625035226345062
Eed,0.08067091554403305
Eef1a1,3.1469342708587646
Eef1b2,1.6909189224243164
Eef1d,0.6841432452201843
Eef1e1,0.07944060117006302
Eef1g,1.2330232858657837
Eef2,1.7141555547714233
Eef2k,0.08773906528949738
Eefsec,0.06326397508382797
Eepd1,0.3311971127986908
Efcab10,0.001996080856770277
Efcab11,0.003377237357199192
Efcab12,0.015575505793094635
Efcab14,0.1605760157108307
Efcab2,0.02713651768863201
Efcab4a,0.12350045144557953
Efcab7,0.031462714076042175
Efemp1,0.6122415065765381
Efemp2,0.08575794100761414
Efhb,0.0028689238242805004
Efhc1,0.01298213005065918
Efhd1,0.08499813824892044
Efhd2,0.7853328585624695
Efna1,0.3532775938510895
Efna2,0.02852131798863411
Efna4,0.055168263614177704
Efna5,0.027676794677972794
Efnb1,0.15588843822479248
Efnb2,0.050208624452352524
Efnb3,0.0013317395932972431
Efr3a,0.33492511510849
Efs,0.031406547874212265
Eftud1,0.05517863109707832
Eftud2,0.1304895281791687
Egfl6,0.008245266042649746
Egfl7,0.09018351137638092
Egfl8,0.0017715547000989318
Egflam,0.19497355818748474
Egfr,0.04964229464530945
Egln1,0.1453646421432495
Egln2,0.10644429922103882
Egln3,0.0431174598634243
Egr1,2.1559455394744873
Egr2,0.1273764818906784
Ehbp1,0.03830334171652794
Ehbp1l1,0.002302133943885565
Ehd1,0.09564100950956345
Ehd2,0.0906447023153305
Ehd3,0.012687696143984795
Ehd4,0.06965164840221405
Ehf,0.36984604597091675
Ehhadh,0.06294013559818268
Ehmt1,0.16459183394908905
Ehmt2,0.19232317805290222
Ei24,0.3085322976112366
Eid1,0.2711084187030792
Eid2,0.09594618529081345
Eid2b,0.014273324981331825
Eif1,2.4341697692871094
Eif1a,0.2529967129230499
Eif1ad,0.10544510185718536
Eif1ax,0.2610993981361389
Eif1b,0.19628414511680603
Eif2a,0.28498023748397827
Eif2ak1,0.10919266194105148
Eif2ak2,0.08067204803228378
Eif2ak3,0.13926883041858673
Eif2ak4,0.05200062692165375
Eif2b1,0.10781949758529663
Eif2b2,0.1717759668827057
Eif2b3,0.03565644100308418
Eif2b4,0.04844783619046211
Eif2b5,0.09405987709760666
Eif2d,0.10579550266265869
Eif2s1,0.16501106321811676
Eif2s2,0.610999584197998
Eif2s3x,0.17225533723831177
Eif2s3y,0.1309901922941208
Eif3a,0.44147682189941406
Eif3b,0.15206679701805115
Eif3c,0.4622933268547058
Eif3d,0.31580650806427
Eif3e,0.491668701171875
Eif3f,0.5929781794548035
Eif3g,0.3006307780742645
Eif3h,1.321867823600769
Eif3i,0.29340845346450806
Eif3k,0.8346447348594666
Eif3l,0.3189902603626251
Eif3m,0.5898058414459229
Eif4a1,0.8972893357276917
Eif4a2,1.0878738164901733
Eif4a3,0.1860159933567047
Eif4b,1.0443624258041382
Eif4e2,0.14168903231620789
Eif4e3,0.040858376771211624
Eif4e,0.20933952927589417
Eif4ebp1,0.12448564171791077
Eif4ebp2,0.05739641562104225
Eif4ebp3,0.07356278598308563
Eif4enif1,0.15536902844905853
Eif4g1,0.25036904215812683
Eif4g2,1.505157470703125
Eif4g3,0.2426554411649704
Eif4h,0.8662801384925842
Eif5,0.5991361141204834
Eif5a2,0.0189402736723423
Eif5a,1.0094048976898193
Eif5b,0.35704874992370605
Eif6,0.3007142245769501
Elac1,0.018514301627874374
Elac2,0.008146088570356369
Elavl1,0.28158196806907654
Elf1,0.2773113548755646
Elf2,0.028467606753110886
Elf3,0.4540974199771881
Elf4,0.0408361479640007
Elk1,0.03850354999303818
Elk3,0.04186633601784706
Ell2,0.1203121617436409
Ell3,0.09763769060373306
Ell,0.060418952256441116
Elmo1,0.022443482652306557
Elmo2,0.06420645862817764
Elmo3,0.06664071977138519
Elmod2,0.052330560982227325
Elmod3,0.04806038737297058
Elmsan1,0.06299325823783875
Eln,0.003248153952881694
Elof1,0.18251802027225494
Elovl1,0.20156385004520416
Elovl2,0.009162862785160542
Elovl5,0.21769315004348755
Elovl6,0.1526101976633072
Elovl7,0.2740117013454437
Elp2,0.21370218694210052
Elp3,0.13839685916900635
Elp4,0.07281289994716644
Elp5,0.14648734033107758
Elp6,0.013536239974200726
Emb,0.08646679669618607
Emc10,0.20475181937217712
Emc1,0.14067606627941132
Emc2,0.2183288037776947
Emc3,0.17467354238033295
Emc4,0.3214099705219269
Emc6,0.46174851059913635
Emc7,0.28688710927963257
Emc8,0.12585628032684326
Emc9,0.03651206195354462
Emd,0.1667880266904831
Eme2,0.0068281847052276134
Emg1,0.20249967277050018
Eml1,0.15016309916973114
Eml2,0.2914351224899292
Eml3,0.06586457788944244
Eml4,0.06509214639663696
Eml5,0.013133873231709003
Emp2,0.38963398337364197
Enah,0.033474382013082504
Enc1,0.5449582934379578
Endod1,0.056442104279994965
Endog,0.004253860097378492
Endov,0.03554477170109749
Engase,0.005436656530946493
Enho,0.002060147002339363
Enkd1,0.03243877738714218
Enkur,0.037169285118579865
Eno3,0.007837063632905483
Eno4,0.007159531116485596
Enoph1,0.06984683871269226
Enox2,0.07205485552549362
Enpep,0.1853397786617279
Enpp1,0.031420908868312836
Enpp2,0.0053036934696137905
Enpp3,0.04514797031879425
Enpp4,0.18990081548690796
Enpp5,0.24591830372810364
Ensa,0.3081270754337311
Enthd2,0.016336003318428993
Entpd2,0.12558718025684357
Entpd5,0.06893119215965271
Entpd6,0.024862835183739662
Entpd7,0.022941282019019127
Eny2,0.33442625403404236
Eogt,0.0059079197235405445
Ep300,0.150836780667305
Ep400,0.15016169846057892
Epas1,0.2700463831424713
Epb4.1,0.09238936752080917
Epb4.1l1,0.25144264101982117
Epb4.1l2,0.10417462140321732
Epb4.1l3,0.047661058604717255
Epb4.1l4a,0.23712627589702606
Epb4.1l4b,0.14980792999267578
Epb4.1l5,0.21706683933734894
Epb4.9,0.01020467933267355
Epc1,0.14515115320682526
Epc2,0.1292390376329422
Epcam,1.595415711402893
Epdr1,0.25468364357948303
Epg5,0.032855790108442307
Epha1,0.03716462850570679
Epha2,0.27263009548187256
Epha4,0.005482965614646673
Epha7,0.14112654328346252
Ephb3,0.013072271831333637
Ephb4,0.06646695733070374
Ephb6,0.03506515175104141
Ephx1,0.7634586691856384
Ephx2,0.0932353138923645
Ephx4,0.08102741092443466
Epm2aip1,0.1453281193971634
Epn1,0.2993139922618866
Epn2,0.07928158342838287
Epn3,0.10103804618120193
Eppk1,0.2573907971382141
Eprs,0.22863207757472992
Eps15,0.3041555881500244
Eps15l1,0.11087238788604736
Eps8,0.04408888891339302
Eps8l1,0.018323255702853203
Eps8l2,0.29589158296585083
Epsti1,0.04399139806628227
Ept1,0.08709362149238586
Eral1,0.061765655875205994
Erap1,0.07713247835636139
Erbb2,0.07425308227539062
Erbb2ip,0.29837822914123535
Erbb4,0.0047728982754051685
Erc1,0.051580049097537994
Erc2,0.08646652102470398
Ercc1,0.02516009844839573
Ercc2,0.060435350984334946
Ercc3,0.09195416420698166
Ercc4,0.02867119573056698
Ercc5,0.06889571994543076
Ercc6,0.05844399333000183
Ercc6l2,0.06805139034986496
Ercc8,0.027611052617430687
Erdr1,0.11846477538347244
Erf,0.11025241762399673
Ergic1,0.2612217366695404
Ergic2,0.05476637929677963
Ergic3,0.6266466379165649
Erh,0.5328733325004578
Eri1,0.06205590441823006
Eri2,0.010028819553554058
Eri3,0.13741688430309296
Erich1,0.041009120643138885
Erich2,0.0057345847599208355
Erlec1,0.07520928978919983
Erlin1,0.13983367383480072
Erlin2,0.22038958966732025
Ermp1,0.2359774261713028
Ern1,0.003695443272590637
Ero1l,0.053462713956832886
Ero1lb,0.022594649344682693
Erp29,0.2520754337310791
Erp44,0.2863014042377472
Errfi1,0.6156073808670044
Esco1,0.10453608632087708
Esd,0.44708308577537537
Esf1,0.13058392703533173
Espn,0.006529827602207661
Esrp1,0.11470680683851242
Esrra,0.07422050833702087
Esyt1,0.05174515023827553
Esyt2,0.17053914070129395
Etaa1,0.0587039440870285
Etf1,0.307455837726593
Etfa,0.5782822966575623
Etfb,0.4358256757259369
Etfdh,0.26168879866600037
Ethe1,0.1485186070203781
Etl4,0.3583900034427643
Etnk1,0.1648871749639511
Etnk2,0.003915918059647083
Etohd2,0.009244302287697792
Etohi1,0.002935314318165183
Ets1,0.06581029295921326
Ets2,0.9316781163215637
Etv1,0.0071435365825891495
Etv3,0.07697875052690506
Etv4,0.023518430069088936
Etv5,0.18244586884975433
Etv6,0.09140341728925705
Eva1a,0.05754528194665909
Eva1b,0.04978993535041809
Eva1c,0.00858499389141798
Evc2,0.10217531025409698
Evc,0.10379143059253693
Evi5,0.3094266653060913
Evl,0.01451204065233469
Evpl,0.07731463015079498
Ewsr1,0.3685557544231415
Exd2,0.09266096353530884
Exo1,0.0019367466447874904
Exo5,0.042725760489702225
Exoc1,0.06667394191026688
Exoc2,0.10274577140808105
Exoc3,0.13230538368225098
Exoc3l4,0.016734089702367783
Exoc4,0.08889603614807129
Exoc5,0.15463440120220184
Exoc6,0.1629050225019455
Exoc6b,0.05266176909208298
Exoc7,0.134738489985466
Exoc8,0.04083266854286194
Exog,0.029206864535808563
Exosc10,0.0879659578204155
Exosc1,0.0816800594329834
Exosc2,0.04891342669725418
Exosc3,0.08849553763866425
Exosc4,0.07471680641174316
Exosc5,0.04528140649199486
Exosc6,0.0673956573009491
Exosc7,0.16191348433494568
Exosc8,0.12253975123167038
Exosc9,0.02394181676208973
Exph5,0.06865239143371582
Ext1,0.2610248923301697
Ext2,0.13801918923854828
Extl2,0.07070998102426529
Extl3,0.06257124990224838
Eya2,0.002455976326018572
Eya3,0.05082005262374878
Ezh1,0.12259192019701004
Ezh2,0.06932532042264938
Ezr,1.0034655332565308
F11r,1.1595182418823242
F12,0.0043609002605080605
F2,0.01350120734423399
F2r,0.06149996817111969
F2rl1,0.1880464106798172
F3,0.5921363234519958
F5,0.007607126142829657
F8a,0.054211247712373734
Fa2h,0.0077299633994698524
Faah,0.13988254964351654
Fabp1,0.030210034921765327
Fabp3,0.022849950939416885
Fabp5,0.43942877650260925
Fabp7,0.0015514668775722384
Fadd,0.03937041014432907
Fads1,0.5720941424369812
Fads2,0.03879085183143616
Fads3,0.29687032103538513
Faf1,0.09917368739843369
Faf2,0.12004803866147995
Fah,0.20643877983093262
Fahd1,0.08440274745225906
Fahd2a,0.09203370660543442
Faim2,0.002918774262070656
Faim,0.02455761842429638
Fam101a,0.014112290926277637
Fam101b,0.04771049693226814
Fam102a,0.09016361832618713
Fam102b,0.059573207050561905
Fam103a1,0.12627573311328888
Fam104a,0.267047256231308
Fam105b,0.10448744893074036
Fam107a,0.02438381128013134
Fam107b,0.44670599699020386
Fam109a,0.02059018425643444
Fam109b,0.00389349483884871
Fam110a,0.11341512948274612
Fam110b,0.029363185167312622
Fam110c,0.08787952363491058
Fam111a,0.007476844824850559
Fam114a1,0.07256050407886505
Fam114a2,0.3297925293445587
Fam115a,0.007412617560476065
Fam115c,0.009609955362975597
Fam117a,0.05070064961910248
Fam117b,0.12560902535915375
Fam118a,0.016965633258223534
Fam118b,0.029716428369283676
Fam120a,0.2874329686164856
Fam120aos,0.08520475775003433
Fam120b,0.08866320550441742
Fam120c,0.08133596926927567
Fam122a,0.0722053200006485
Fam122b,0.020449604839086533
Fam124a,0.05882751941680908
Fam126b,0.08659811317920685
Fam129a,0.06631462275981903
Fam129b,0.21025870740413666
Fam129c,0.00392690347507596
Fam131a,0.010761522687971592
Fam131c,0.0036478452384471893
Fam132a,0.1401553899049759
Fam133b,0.12005085498094559
Fam134a,0.13988874852657318
Fam134b,0.6569966077804565
Fam134c,0.08190013468265533
Fam135a,0.05431343615055084
Fam136a,0.13226014375686646
Fam13a,0.03305454179644585
Fam13b,0.005401150789111853
Fam13c,0.00450777355581522
Fam149a,0.3342438042163849
Fam149b,0.07179080694913864
Fam151b,0.08699274063110352
Fam154b,0.0164069551974535
Fam160a1,0.04454020410776138
Fam160a2,0.053233347833156586
Fam160b1,0.07815083116292953
Fam160b2,0.02934589982032776
Fam161b,0.02279679663479328
Fam162a,0.17962582409381866
Fam163a,0.03415754437446594
Fam166b,0.003813220886513591
Fam167a,0.012767286039888859
Fam168a,0.15693219006061554
Fam168b,0.2368229478597641
Fam169b,0.0013758850982412696
Fam171a1,0.012076403945684433
Fam171a2,0.025360755622386932
Fam171b,0.004970783367753029
Fam172a,0.0845680758357048
Fam173a,0.1758466362953186
Fam173b,0.0533563531935215
Fam174a,0.1430429369211197
Fam174b,0.1741165816783905
Fam175a,0.015661759302020073
Fam175b,0.12775518000125885
Fam178a,0.09824293851852417
Fam179b,0.09014669805765152
Fam181b,0.07504777610301971
Fam184a,0.004645479377359152
Fam185a,0.017025642096996307
Fam187b,0.03198520094156265
Fam188a,0.12063297629356384
Fam188b,0.007224558386951685
Fam189a2,0.012691795825958252
Fam189b,0.02696455456316471
Fam192a,0.13494230806827545
Fam193a,0.10552936792373657
Fam193b,0.042613644152879715
Fam195a,0.06392458081245422
Fam195b,0.15205690264701843
Fam196b,0.0062076132744550705
Fam198a,0.13344210386276245
Fam199x,0.060024477541446686
Fam19a5,0.051390986889600754
Fam203a,0.050714995712041855
Fam207a,0.08778924494981766
Fam20a,0.007407636847347021
Fam20b,0.2450668066740036
Fam20c,0.28222355246543884
Fam210a,0.07337398082017899
Fam210b,0.07815328240394592
Fam211a,0.013145416043698788
Fam211b,0.016499802470207214
Fam213a,0.16322964429855347
Fam213b,0.031599823385477066
Fam214a,0.06532274931669235
Fam214b,0.031950443983078
Fam216a,0.15754199028015137
Fam219b,0.04031633958220482
Fam21,0.15857452154159546
Fam220a,0.09380161762237549
Fam221a,0.03623397648334503
Fam222a,0.005679437890648842
Fam222b,0.05631580576300621
Fam227a,0.010073455050587654
Fam228b,0.0046860650181770325
Fam229a,0.01921367458999157
Fam229b,0.022218190133571625
Fam25c,0.02905460260808468
Fam32a,0.27213799953460693
Fam35a,0.014455325901508331
Fam3a,0.09072907269001007
Fam3c,0.22228801250457764
Fam43a,0.023512791842222214
Fam45a,0.07897375524044037
Fam46a,0.025447312742471695
Fam46b,0.027105160057544708
Fam46c,0.0026652244850993156
Fam47e,0.017879405990242958
Fam49a,0.0031092383433133364
Fam49b,0.1284506618976593
Fam50a,0.08906415104866028
Fam53a,0.05345357581973076
Fam53b,0.05391823127865791
Fam53c,0.14103877544403076
Fam58b,0.027947841212153435
Fam60a,0.11172092705965042
Fam63a,0.3784516453742981
Fam63b,0.23441897332668304
Fam65a,0.09930970519781113
Fam65b,0.0072358944453299046
Fam69a,0.004567051772028208
Fam69b,0.08044233918190002
Fam71a,0.003514508716762066
Fam71e1,0.005558684468269348
Fam72a,0.01440433133393526
Fam73a,0.10548281669616699
Fam73b,0.0260351300239563
Fam76a,0.10633942484855652
Fam76b,0.09951148182153702
Fam81a,0.021103855222463608
Fam83b,0.007275469601154327
Fam83e,0.01690431870520115
Fam83f,0.013205033726990223
Fam83g,0.019863782450556755
Fam83h,0.04292194917798042
Fam84b,0.386243611574173
Fam86,0.14185599982738495
Fam89b,0.14682075381278992
Fam92a,0.09716970473527908
Fam96a,0.16239872574806213
Fam96b,0.2504572570323944
Fam98a,0.03737857937812805
Fam98b,0.10822152346372604
Fancb,0.013986189849674702
Fancc,0.0244724340736866
Fance,0.08539314568042755
Fancf,0.022291548550128937
Fancg,0.01905728317797184
Fancl,0.02233721688389778
Fancm,0.01802377961575985
Fank1,0.010262963362038136
Far1,0.03954033926129341
Farp1,0.20003767311573029
Fars2,0.09612913429737091
Farsa,0.10366632789373398
Farsb,0.18641088902950287
Fas,0.03358964994549751
Fasn,0.2398429960012436
Fastk,0.07926702499389648
Fastkd1,0.019140293821692467
Fastkd2,0.030286354944109917
Fastkd3,0.036145348101854324
Fastkd5,0.023228265345096588
Fat1,0.21586653590202332
Fat4,0.013870767317712307
Fau,2.1492326259613037
Faxc,0.011120729148387909
Fbf1,0.059565313160419464
Fbl,0.2250341922044754
Fblim1,0.12847968935966492
Fbln2,0.044595882296562195
Fbp1,0.032286178320646286
Fbrs,0.11950105428695679
Fbrsl1,0.11052895337343216
Fbxl12,0.05736203491687775
Fbxl14,0.140360489487648
Fbxl15,0.006972938310354948
Fbxl16,0.005530501250177622
Fbxl17,0.08821043372154236
Fbxl18,0.005637377500534058
Fbxl19,0.009272484108805656
Fbxl20,0.10521432757377625
Fbxl21,0.004014068283140659
Fbxl22,0.002856910228729248
Fbxl2,0.004881232511252165
Fbxl3,0.22820763289928436
Fbxl4,0.11410045623779297
Fbxl5,0.2775343954563141
Fbxl6,0.03557978570461273
Fbxl8,0.015208366326987743
Fbxo10,0.02984132058918476
Fbxo11,0.23187460005283356
Fbxo16,0.00798520352691412
Fbxo17,0.021747276186943054
Fbxo18,0.10190573334693909
Fbxo21,0.13872820138931274
Fbxo22,0.13138681650161743
Fbxo25,0.060915764421224594
Fbxo27,0.009065872058272362
Fbxo28,0.08519192039966583
Fbxo2,0.005316230934113264
Fbxo30,0.09959740936756134
Fbxo31,0.12409067898988724
Fbxo32,0.05748681351542473
Fbxo33,0.09713226556777954
Fbxo34,0.0815853625535965
Fbxo36,0.010791093111038208
Fbxo38,0.09864338487386703
Fbxo3,0.18219773471355438
Fbxo42,0.0830291211605072
Fbxo44,0.06500303000211716
Fbxo45,0.06629125773906708
Fbxo46,0.04098478704690933
Fbxo4,0.08190300315618515
Fbxo5,0.019473830237984657
Fbxo6,0.18352822959423065
Fbxo7,0.060847148299217224
Fbxo8,0.14628693461418152
Fbxo9,0.1211894303560257
Fbxw11,0.2828328609466553
Fbxw17,0.03974756598472595
Fbxw2,0.13686084747314453
Fbxw4,0.05861171334981918
Fbxw5,0.06741756945848465
Fbxw7,0.0561654157936573
Fbxw8,0.10739989578723907
Fbxw9,0.09524249285459518
Fcf1,0.15175344049930573
Fcgbp,0.012096541002392769
Fcgrt,0.23482085764408112
Fcho1,0.020619641989469528
Fcho2,0.20602551102638245
Fchsd1,0.08029958605766296
Fchsd2,0.06011751666665077
Fdft1,0.8130055069923401
Fdps,0.6771107316017151
Fdx1,0.4392959773540497
Fdxacb1,0.014894305728375912
Fdxr,0.027868185192346573
Fech,0.19769324362277985
Fem1a,0.07913921773433685
Fem1b,0.15162403881549835
Fem1c,0.03636897727847099
Fen1,0.023715771734714508
Fermt1,0.3125375807285309
Fermt2,0.21406733989715576
Fert2,0.02120530605316162
Fes,0.019475426524877548
Fetub,0.020324179902672768
Fez2,0.041671022772789
Ffar4,0.02280108630657196
Fga,0.14615845680236816
Fgb,0.04149044305086136
Fgd2,0.017338218167424202
Fgd4,0.04870394989848137
Fgd6,0.036756083369255066
Fgf12,0.08570486307144165
Fgf1,0.014160429127514362
Fgf9,0.055208489298820496
Fgfbp1,0.01870086044073105
Fgfbp3,0.031726837158203125
Fgfr1,0.36002880334854126
Fgfr1op2,0.22854088246822357
Fgfr1op,0.06915517896413803
Fgfr2,0.5277243852615356
Fgfr3,1.7694048881530762
Fgfr4,0.14314237236976624
Fgfrl1,0.09479720890522003
Fgg,0.24483290314674377
