,M.cell_intestine.ex.vivo,Tuft_intestine.ex.vivo,Goblet_intestine.ex.vivo,Endocrine_intestine.ex.vivo,TA_intestine.ex.vivo,Enterocyte.1_intestine.ex.vivo,Enterocyte.2_intestine.ex.vivo,Stem_intestine.ex.vivo
Dguok,0.30268306,0.4019553,0.26743397,0.2841571,0.3011936,0.11242531,0.20430464,0.3072478
Stambp,0.09539559,0.078558065,0.050093725,0.10078351,0.10007103,0.04296083,0.06209768,0.064106606
RP23-361O12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0060871504,0.00061654014
Clec4f,0.0,0.0,0.0,0.0,0.0,0.0117945485,0.0,0.0
Atp6v1b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002003305
1700124L16Rik,0.0019655959,0.0,0.0042023575,0.013298555,0.0038184016,0.0065067844,0.007256832,0.0051919348
Tex261,0.4412058,0.49720526,0.5963351,0.45797098,0.5786426,0.516227,0.47963127,0.8038796
Nagk,0.32516986,0.2024946,0.2083601,0.37129688,0.3817107,0.27878493,0.30369285,0.27947482
Paip2b,0.0061916155,0.0,0.037131663,0.04312844,0.032647252,0.0035307996,0.011883088,0.036225684
Zfp638,0.038770422,0.12047532,0.09277759,0.09713865,0.07243891,0.005677595,0.02498974,0.10852981
Exoc6b,0.027391052,0.03686117,0.039672818,0.0726938,0.059510484,0.058285262,0.047335755,0.079501115
Spr,0.59700763,0.65470463,0.74347305,0.6394471,0.7800969,0.7421614,0.6153863,1.064635
Sfxn5,0.0066418783,0.023257496,0.0,0.009751427,0.00214321,0.009089745,0.0077772564,0.015330833
Rab11fip5,0.0,0.04904487,0.0,0.0,0.0015274279,0.0,0.0,0.0007170908
Smyd5,0.027149227,0.04803903,0.049907643,0.0304007,0.07028509,0.0061830613,0.014000164,0.13315709
Pradc1,0.08057621,0.15774255,0.14871435,0.074742585,0.1891297,0.028063966,0.037302244,0.22896214
Cct7,0.7653414,1.006354,0.8430464,0.8191573,1.3688351,0.43834263,0.5484602,1.2902869
Alms1,0.009493008,0.008396765,0.0072708605,0.004036424,0.024503939,0.0,0.0024779222,0.01890055
Cml3,0.012144148,0.0,0.0,0.0,0.0,0.005264389,0.0,0.0
Gm11128,0.066145405,0.0,0.0,0.004566909,0.0024805139,0.040732533,0.050775316,0.00040767872
Cml5,0.5188958,0.05889703,0.0604348,0.05581389,0.18517311,0.8653485,0.5407091,0.03531337
Nat8,0.9227954,0.064210564,0.066383176,0.043658044,0.2486975,1.3010364,0.7178502,0.055352587
Cml2,0.01665728,0.0,0.0,0.0,0.0,0.04644112,0.013748277,0.0
1700019G17Rik,0.507704,0.061826535,0.009648252,0.033208404,0.06652439,0.40789637,0.26143727,0.02061459
Cml1,0.31233713,0.19297837,0.11589578,0.080261305,0.07577306,0.3848513,0.14352424,0.06751693
Tprkb,0.40043136,0.2683096,0.22625405,0.13219526,0.31293428,0.2963513,0.2671834,0.31930393
Dusp11,0.49724528,0.40442532,0.37169626,0.29530233,0.40312555,0.31307694,0.49207547,0.4059443
4930553P18Rik,0.0,0.0,0.0,0.009505698,0.0,0.0,0.0,0.0
Add2,0.0,0.0,0.0,0.0,0.0,0.0,0.0076378197,0.0007494006
Tgfa,0.072745256,0.035947837,0.03528948,0.01808477,0.06653884,0.13673985,0.06342538,0.043880384
Fam136a,0.42909813,0.3853028,0.46635342,0.20030433,0.8856478,0.3812479,0.3752942,0.8666266
Snrpg,0.5193793,0.904292,0.8567969,0.6791615,1.5056133,0.2765638,0.37284306,1.3199656
Pcyox1,0.18306714,0.14698106,0.09947437,0.111247584,0.16541097,0.11616966,0.1088848,0.17736717
Tia1,0.1404179,0.5239598,0.30682164,0.4834696,0.42968222,0.06960015,0.116482265,0.36749795
C87436,0.1117583,0.17864001,0.074001566,0.14608707,0.14574037,0.06885866,0.06240805,0.13401297
A430078I02Rik,0.0,0.017788319,0.0,0.0,0.0,0.0,0.0,0.0013949693
2310040G24Rik,0.07371048,0.06409205,0.11873115,0.17503513,0.13259856,0.06849718,0.024214648,0.187378
RP23-281H4.11,0.010763122,0.0,0.0,0.00937241,0.008063662,0.0,0.0,0.0013589623
RP23-281H4.12,0.09187288,0.03637092,0.0,0.010724716,0.04780975,0.23014517,0.09712844,0.012105427
Pcbp1,1.0289359,1.2959131,1.0218631,1.0420537,1.4428983,0.920706,0.9928895,1.3850387
1600020E01Rik,0.08390142,0.1990738,0.04792876,0.05986389,0.066772975,0.12673198,0.078467116,0.09107354
Asprv1,0.06555326,0.0,0.0,0.0,0.010806177,0.012082023,0.014793261,0.0037750017
Mxd1,0.7481635,0.13091975,0.08216894,0.05904569,0.085191905,0.59508437,1.1671842,0.019495174
Snrnp27,0.45209488,0.5203128,0.38646477,0.44008088,0.6923771,0.28017575,0.39224237,0.5036138
Gmcl1,0.16553515,0.41551474,0.19255562,0.13780527,0.28461424,0.06871506,0.14339173,0.26926315
RP23-20K24.11,0.0,0.0,0.0,0.0,0.0023162859,0.0,0.0,0.0
Anxa4,1.5514127,2.6846938,1.6367913,1.627915,1.6698503,1.7358159,2.04042,2.0663102
Aak1,0.110373564,0.056667894,0.047235694,0.08060769,0.058415756,0.15964165,0.10540376,0.06790199
Nfu1,0.50548327,0.3627024,0.3631481,0.3553244,0.64820766,0.31922632,0.35396594,0.6350012
Gfpt1,0.48435733,0.061531972,0.25209242,0.2049134,0.22189984,0.31799576,0.40438378,0.2518632
D6Ertd527e,0.0025501484,0.0,0.006661641,0.0,0.0,0.0,0.008493043,0.00040770147
Gkn1,0.0,0.0,0.0,0.0,0.0023713245,0.0,0.0,0.0017462743
Gkn3,0.0,0.0,0.02833734,0.007644247,0.0,0.0,0.0,0.051391464
Prokr1,0.0,0.0,0.0,0.0,0.001374837,0.0,0.0,0.0045882617
Aplf,0.04659989,0.038723167,0.083579734,0.046852384,0.097049564,0.0149306785,0.028409807,0.08086717
Efcc1,0.0,0.0,0.0,0.020369785,0.0,0.0,0.0,0.00052356353
Gp9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014789543
Rab43,0.0064787082,0.030399747,0.022662804,0.014768937,0.008779207,0.02282841,0.020201031,0.019769173
Isy1,0.11451977,0.09583115,0.16746217,0.068550095,0.23074329,0.07731358,0.0848544,0.28029788
Cnbp,1.3959135,2.0687642,1.3923517,1.4532104,1.9741963,0.6524238,1.0622536,2.1370564
Copg1,0.3801167,0.2862182,0.25352344,0.31025064,0.341831,0.31887755,0.27286735,0.31678495
Hmces,0.04014954,0.26447818,0.1385922,0.1246778,0.14078873,0.087309025,0.1307384,0.2282848
H1fx,0.0,0.016590765,0.0,0.09906342,0.0017822111,0.0,0.0023466344,0.0027695852
Rab7,0.61920786,0.70127726,0.5656216,0.6831759,0.6515446,0.5317627,0.657196,0.658293
Rpn1,0.38657045,0.69568807,0.93548626,0.7292536,0.8412498,0.38903645,0.37898877,0.9623228
Gata2,0.016311102,0.0,0.0,0.017485617,0.0017316304,0.0,0.0,0.0
Eefsec,0.08565213,0.1826996,0.10669972,0.14304163,0.20888668,0.08955452,0.07952254,0.24626942
Ruvbl1,0.05928414,0.15372877,0.14175342,0.1266302,0.3522553,0.008594435,0.0376785,0.36120757
Sec61a1,0.2956333,0.35685182,0.594913,0.40691552,0.43440846,0.41171205,0.3441944,0.43564168
Gm26588,0.0,0.009519437,0.0,0.0063291,0.0,0.0,0.0,0.0
Mgll,0.0019296502,0.1895994,0.005278534,0.24947904,0.0,0.0,0.0,0.0015807061
Abtb1,0.102179,0.19805615,0.085120246,0.20657125,0.06765793,0.07908661,0.06846886,0.073986515
Podxl2,0.0,0.014406888,0.004640058,0.017231924,0.0,0.0,0.0,0.0023312136
Mcm2,0.015754139,0.062490072,0.13675828,0.075448744,0.26197883,0.0020954257,0.018075334,0.34446555
Tpra1,0.1780337,0.15119952,0.11353234,0.060816254,0.14831677,0.121105656,0.16863891,0.1149459
Plxna1,0.106979646,0.039281487,0.023644095,0.039742675,0.11052388,0.03156338,0.11720254,0.113011464
Chchd6,0.00854254,0.16382107,0.082612425,0.10171741,0.13514283,0.015266838,0.031045105,0.20023769
Txnrd3,0.020293042,0.012402494,0.04497166,0.0043799626,0.026889129,0.0154344095,0.026724027,0.0369374
Zxdc,0.029769724,0.07648955,0.030996766,0.029615201,0.048413478,0.05084026,0.03794107,0.035986487
Klf15,0.0,0.01001525,0.01675206,0.0,0.0,0.004216833,0.0,0.00082338444
Aldh1l1,0.26768205,0.119424514,0.09980206,0.029153353,0.12120957,0.24748968,0.14651059,0.08172667
Slc41a3,0.0015780372,0.14229515,0.0,0.0,0.0,0.0,0.0037444897,0.00084494456
Iqsec1,0.0066522546,0.10201468,0.030404836,0.030028384,0.0019122608,0.0,0.01671388,0.03193552
Nup210,0.0019635516,0.011984279,0.11429909,0.1259939,0.08408553,0.0041281176,0.004065296,0.0937015
Hdac11,0.06364134,0.061638307,0.15291923,0.09871197,0.10689678,0.09978889,0.036888815,0.12583913
Fbln2,0.0,0.0,0.0,0.19605507,0.0,0.0,0.0022560025,0.00090322766
4930471M09Rik,0.0,0.0,0.0,0.0042693317,0.0,0.0,0.0,0.0
1810044D09Rik,0.07034154,0.08813992,0.066405945,0.10772068,0.065815516,0.08652821,0.039009474,0.06435837
Chchd4,0.15087187,0.33983806,0.31437147,0.3444692,0.56691116,0.22234361,0.26277432,0.7176358
Tmem43,0.020133747,0.062271643,0.048983715,0.0199645,0.057470687,0.027327154,0.044371735,0.06190908
Xpc,0.0326097,0.08851811,0.049892932,0.018180817,0.0441854,0.03282865,0.023015656,0.053500645
Lsm3,0.3431862,0.39179793,0.35015073,0.25370318,1.0528543,0.16974065,0.24893397,0.99358404
RP23-292C5.4,0.010508135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slc6a6,0.53200233,0.97204727,0.32337317,0.5576283,0.39407828,0.55903655,0.38029262,0.64371204
Grip2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010813194
Ccdc174,0.15443859,0.20104912,0.123045154,0.14825334,0.17995252,0.08732877,0.10602257,0.14721324
4930590J08Rik,0.0,0.0,0.0071760705,0.0,0.0,0.0,0.0033370752,0.0
Nr2c2,0.045075048,0.07249637,0.034447607,0.05390834,0.05197006,0.013066793,0.03415709,0.07983256
Mrps25,0.20420747,0.4021392,0.30862132,0.18953243,0.54839647,0.19044127,0.2495497,0.6208617
Rbsn,0.05437391,0.044231746,0.062148698,0.087648205,0.04861522,0.04652702,0.050305597,0.048189428
Magi1,0.11808252,0.08865243,0.07494276,0.074599825,0.114702545,0.11171084,0.12390211,0.08076354
Slc25a26,0.039412614,0.019693015,0.02757333,0.02356087,0.07997635,0.015888821,0.022888035,0.06690956
Lrig1,0.060523156,0.035843797,0.14177424,0.12435607,0.115970716,0.0140597485,0.019632012,0.19728382
Kbtbd8,0.002574748,0.016601956,0.003420927,0.0,0.0043694763,0.003239253,0.0,0.011144275
Suclg2,0.17857853,0.15486687,0.24499243,0.09439084,0.5550876,0.1260501,0.16957223,0.5078767
Fam19a1,0.0,0.16388768,0.0,0.044380873,0.0,0.0,0.0,0.0
Eogt,0.0,0.0,0.007438534,0.0,0.01911762,0.027666045,0.0020825665,0.011154851
Tmf1,0.11573173,0.095446736,0.10515177,0.10623353,0.15568297,0.10989194,0.11000652,0.13229416
Uba3,0.18945731,0.111201905,0.15500629,0.11830164,0.3616052,0.084786445,0.22840263,0.20964563
Arl6ip5,0.7520013,0.3860988,0.315711,0.37021896,0.58463603,0.32416764,0.4734257,0.42123207
Frmd4b,0.36655635,0.005864969,0.06595274,0.02422202,0.07479132,0.02720665,0.054891206,0.05305901
Mitf,0.0,0.0,0.0043607936,0.0,0.0,0.0,0.0,0.0015098482
RP23-473K6.1,0.0,0.029778264,0.0,0.0,0.0,0.0,0.0,0.0
Foxp1,0.13216034,0.2949292,0.2403051,0.29792473,0.21429327,0.07501124,0.07522188,0.27980042
Gm20696,0.0020370432,0.03588,0.016025968,0.010545083,0.012527006,0.0024358674,0.005097396,0.01094118
Eif4e3,0.023294576,0.043413788,0.05373852,0.14360622,0.065546155,0.0087642865,0.016004944,0.039440032
Gpr27,0.0,0.010715471,0.006802103,0.00955663,0.0,0.0,0.0,0.0
Prok2,0.0,0.0050211265,0.0,0.008360003,0.0,0.0,0.0,0.0005914084
Rybp,0.00856398,0.0,0.0,0.063217685,0.019056996,0.0,0.009498799,0.013828758
Shq1,0.034810692,0.0,0.1108186,0.023539446,0.07802608,0.004704729,0.015861297,0.089540295
Gxylt2,0.0,0.0,0.0,0.07646854,0.0,0.0,0.0,0.0
Ppp4r2,0.0989212,0.035944376,0.11532107,0.23777415,0.15087457,0.055963922,0.078177154,0.1179317
RP23-25K2.2,0.0,0.0,0.0,0.013489034,0.0,0.0,0.0,0.0
Pdzrn3,0.0,0.0,0.0,0.11930317,0.0,0.0035596413,0.0016304455,0.0012780899
Trnt1,0.047878,0.10469332,0.055100333,0.024431517,0.1550072,0.01154797,0.048546426,0.12458599
Crbn,0.13010316,0.06789525,0.13798285,0.09674813,0.09773621,0.022732863,0.11911755,0.086575024
Setmar,0.0,0.031134916,0.005954246,0.021239411,0.009387677,0.014923098,0.0019928203,0.009823515
Sumf1,0.04706768,0.05017554,0.038543403,0.17149174,0.056662004,0.055128403,0.035650514,0.074743494
Itpr1,0.0,0.009225611,0.007350192,0.20194647,0.011245184,0.021817908,0.016631292,0.026770443
RP24-266P6.8,0.0,0.0,0.004199305,0.0,0.0033916058,0.016928537,0.01044462,0.0015827024
0610040F04Rik,0.0030064047,0.0,0.009742945,0.0,0.0015261576,0.0,0.0,0.00077850313
Bhlhe40,0.30489954,0.11579786,0.43945962,0.21645935,0.43683475,0.4282457,0.6367888,0.27233037
Arl8b,0.277853,0.18027249,0.11787154,0.095719665,0.3061852,0.16473116,0.18065076,0.18226738
Edem1,0.27281192,0.099725865,0.34485552,0.14780796,0.23202991,0.39072457,0.39801177,0.18326595
Lmcd1,0.008926503,0.0,0.055548474,0.0032942041,0.049604006,0.0,0.0,0.10553421
Rad18,0.013259917,0.013066243,0.010751885,0.022527546,0.094714396,0.0063325455,0.006262921,0.10127884
Srgap3,0.0015666904,0.0114155775,0.011963693,0.0061220177,0.0016736032,0.0,0.007572397,0.0021010353
Thumpd3,0.23614569,0.3047841,0.22657959,0.1102185,0.27942613,0.08794503,0.21106118,0.2923422
Gt(ROSA)26Sor,0.13652392,0.17868885,0.16289324,0.26822478,0.21757019,0.07681571,0.14054613,0.22080152
Setd5,0.2672465,0.3036509,0.26275772,0.41698414,0.3117127,0.15539657,0.25339743,0.32249734
Mtmr14,0.12870353,0.13794078,0.075664885,0.08912404,0.12532884,0.08253755,0.096365556,0.16454636
Brpf1,0.08449102,0.10069726,0.0640807,0.09715029,0.1077904,0.057821978,0.053858455,0.091379575
Gm15492,0.0,0.0,0.0,0.0,0.0,0.0,0.0016156943,0.001625967
Ogg1,0.07103745,0.13054298,0.08875016,0.060950115,0.20125827,0.033866737,0.051802054,0.15332158
Camk1,0.028175265,0.18267888,0.15095183,0.08356734,0.056934863,0.02775365,0.037724093,0.23876688
Tada3,0.113807045,0.100394554,0.10394621,0.051958937,0.16356611,0.06761933,0.109277904,0.15424146
Arpc4,0.954639,0.9249226,0.52384406,0.73347527,0.9926039,0.7084452,0.84139454,0.87536126
Ttll3,0.018533433,0.031167684,0.006977303,0.022506636,0.007285048,0.015527546,0.0038303789,0.015339755
Rpusd3,0.06515106,0.14875898,0.056539793,0.048578057,0.18438552,0.07741696,0.10682972,0.14589722
Cidec,0.0050274287,0.0,0.0035162999,0.014815846,0.004931228,0.296557,0.22484055,0.013230765
Jagn1,0.32966432,0.45768,0.40563527,0.5329894,0.7278111,0.25073814,0.31908306,0.73523194
Il17re,0.0069081825,0.0075247837,0.0,0.14117613,0.0030900927,0.0021193195,0.016951295,0.013293533
Il17rc,0.39303648,0.06397121,0.12740776,0.056702126,0.2463749,0.3181223,0.37625977,0.1426772
Creld1,0.053125076,0.08433585,0.08010017,0.09048268,0.085525125,0.022684498,0.01505728,0.0777807
Emc3,0.29318303,0.29465857,0.21499747,0.21325402,0.37045676,0.20596918,0.17430922,0.31568614
Fancd2,0.0,0.0028338507,0.011295346,0.0043597016,0.05109333,0.0,0.00527108,0.042332888
Brk1,1.9382788,1.3881747,1.0828683,1.1649431,1.231953,0.8102833,1.1149385,1.2360879
Vhl,0.19701716,0.075181626,0.043627184,0.08319824,0.08812783,0.043195564,0.09547482,0.06087004
Irak2,0.23873667,0.08708364,0.061922625,0.044094384,0.085236214,0.14970511,0.2087296,0.060842387
Tatdn2,0.1163332,0.029885171,0.06469257,0.06473356,0.090485506,0.09603922,0.10750939,0.11204475
Gm26982,0.00880207,0.013079707,0.003420927,0.007255501,0.008420108,0.002084847,0.0017113426,0.014447479
Ghrl,0.031380493,0.017570026,0.047175083,1.5479172,0.016248817,0.06883474,0.036056895,0.04334199
Sec13,0.8555714,0.65427464,0.79020756,0.5372928,1.0753249,0.8076495,0.832303,0.99888176
Hrh1,0.0,0.0,0.0028967308,0.0,0.0031751127,0.0,0.009476614,0.0
Atg7,0.05599087,0.12427163,0.12914665,0.0381431,0.057785857,0.018947922,0.059951108,0.0622363
Vgll4,0.080835976,0.4207201,0.20045266,0.2543767,0.1972795,0.038970105,0.08074256,0.32528597
Tamm41,0.118808866,0.114915125,0.14804031,0.075631596,0.3718692,0.056092277,0.07593503,0.4015529
Syn2,0.0048136283,0.0,0.0,0.25768784,0.0,0.0,0.0,0.0
Timp4,0.031673476,0.0,0.0,0.0,0.012757076,0.0,0.0,0.0
Pparg,0.11814273,0.24353965,0.1312697,0.053857636,0.17790271,0.08867205,0.19273181,0.13438495
Tsen2,0.04457388,0.06516218,0.051481504,0.049968105,0.1058322,0.009109895,0.027264068,0.09992282
Mkrn2os,0.54944044,0.35078096,0.26965335,0.28327015,0.463385,0.6897619,0.65194845,0.32798946
Mkrn2,0.08507133,0.07198739,0.0757761,0.08053598,0.14871056,0.029515944,0.09281424,0.13896886
Raf1,0.21560791,0.26323083,0.29340646,0.1963501,0.285187,0.17627814,0.16576864,0.2929345
Tmem40,0.0,0.0,0.0,0.0072876737,0.0,0.0,0.011161521,0.0
Cand2,0.010771249,0.019454062,0.005356878,0.007111211,0.013474607,0.021611545,0.014910902,0.034247875
Rpl32,2.9998364,3.8079255,4.291348,3.5735917,3.9006832,3.0130424,2.9758902,4.4771247
Efcab12,0.003169481,0.0,0.0074232444,0.01445679,0.008079483,0.0,0.0,0.002124068
RP23-5D6.6,0.0,0.0,0.0,0.0,0.0030807934,0.0,0.0,0.0019519789
Mbd4,0.0061703385,0.029273124,0.021239191,0.012401079,0.021225398,0.0,0.0,0.02173966
Ift122,0.0030093198,0.054246847,0.0,0.07209922,0.011039185,0.0,0.002332593,0.015645174
H1foo,0.0048682154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plxnd1,0.22047383,0.0063917595,0.0059357043,0.019973904,0.028477238,0.01378797,0.023752458,0.002808035
Tmcc1,0.07024769,0.073766775,0.035895318,0.13338596,0.08080386,0.19967546,0.092713185,0.11115239
Fam21,0.2152186,0.0701949,0.048678715,0.15114348,0.1215035,0.1269588,0.13412675,0.10731781
Zfand4,0.0,0.0,0.0,0.004036424,0.0,0.0,0.0,0.0029144138
March8,0.23006104,0.065150455,0.05929503,0.14173873,0.06985704,0.25245458,0.21137892,0.07752462
Alox5,0.0,0.18953677,0.0,0.005329702,0.0,0.0,0.0,0.0
Zfp422,0.17521939,0.5900174,0.20617202,0.22814335,0.33826372,0.033722322,0.08400836,0.40497884
Rassf4,0.0131050525,0.056879383,0.0538412,0.07660876,0.07083633,0.0,0.028240029,0.075665
8430408G22Rik,0.019259553,0.0,0.01679558,0.008129483,0.001318551,0.0,0.012255458,0.00071450224
Cxcl12,0.0,0.0,0.0060297023,0.019526836,0.0,0.0,0.0,0.0
Zfp637,0.1631528,0.31156677,0.21176565,0.26256427,0.2811309,0.14332989,0.10149623,0.30697343
Zfp239,0.061006837,0.1195503,0.019495204,0.09083934,0.07792293,0.042270906,0.021229161,0.070236586
Hnrnpf,1.0536158,1.3546442,1.1219025,0.89569974,1.8309457,0.5731217,0.9415617,1.7289143
Rasgef1a,0.0,0.0,0.0,0.017024657,0.0019035469,0.0,0.0,0.0006496988
Csgalnact2,0.015843596,0.023257697,0.005390652,0.0053986274,0.015519507,0.0,0.0048416015,0.0121340845
Ret,0.011851531,0.0,0.0,0.17929381,0.0,0.008831922,0.006422586,0.0
Bms1,0.058604877,0.021343408,0.046804287,0.036211517,0.14644822,0.04889767,0.06028619,0.13697727
Zfp248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002816127
Zfp9,0.0,0.0,0.005132633,0.002202426,0.0025348847,0.0,0.0,0.0
Ankrd26,0.0054235626,0.0,0.014606453,0.0,0.04077976,0.014610972,0.006400973,0.080115825
Cacna1c,0.0,0.0,0.0,0.06238555,0.0,0.0,0.0,0.00052467384
Dcp1b,0.021523949,0.1534314,0.018368315,0.043758027,0.04602672,0.0021866304,0.003521157,0.03530186
Adipor2,1.088678,0.35106853,0.488498,0.44267562,0.41758618,1.3330649,0.84551567,0.46320826
Wnt5b,0.0016949618,0.0,0.0,0.0,0.0,0.0,0.0,0.00215083
Fbxl14,0.04372719,0.054532763,0.0780624,0.093091756,0.0998147,0.039942216,0.03703904,0.11542918
Erc1,0.05857431,0.022714613,0.06292114,0.08955253,0.06722013,0.033806644,0.028214285,0.07488969
Rad52,0.027622433,0.024654409,0.020098541,0.009457196,0.046519592,0.0028064572,0.010498734,0.03537338
Wnk1,0.21737818,0.20774762,0.1623649,0.22642638,0.24189854,0.05909774,0.13138518,0.24999364
B4galnt3,0.0,0.018103458,0.0,0.0,0.005033686,0.0048271404,0.017955339,0.0016760883
D330020A13Rik,0.0,0.0,0.0,0.0,0.0019210272,0.0031355019,0.0,0.0004935966
Ccdc77,0.032461893,0.044228673,0.044753876,0.026532836,0.0788386,0.0026856812,0.015262202,0.0968144
Kdm5a,0.2746038,0.22261141,0.1121428,0.18063484,0.15962023,0.07969425,0.13244097,0.15388097
Il17ra,0.042947337,0.087991476,0.03392374,0.030964619,0.02868798,0.06460288,0.044452403,0.029794436
Cecr5,0.031884704,0.05539996,0.057523455,0.11945308,0.06439541,0.007095471,0.0082713105,0.08812386
Atp6v1e1,0.8069879,1.0439982,0.6692713,1.2623699,0.70385456,0.90421456,1.0116597,0.56603575
Bcl2l13,0.08232666,0.045453552,0.09020299,0.07240013,0.14449994,0.08318732,0.09901775,0.11416153
Bid,0.008225207,0.08100827,0.06835777,0.045388583,0.044472247,0.061848175,0.043518554,0.122632094
Mical3,0.07229683,0.13899519,0.052293476,0.09464992,0.060120307,0.06755052,0.09780582,0.042456105
Pex26,0.014540434,0.09113069,0.04974553,0.086404435,0.066871956,0.013859972,0.0296943,0.046205185
Usp18,0.0,0.009915732,0.0,0.108289845,0.0,0.006539907,0.0,0.0
Slc6a13,0.0,0.0,0.0,0.010488378,0.0,0.0,0.0027545565,0.0
M6pr,0.4660527,0.5912782,0.4060885,0.4037832,0.7477394,0.2821693,0.34205803,0.6143071
Phc1,0.0075348592,0.047289904,0.034353953,0.036099717,0.03338724,0.013941051,0.00874838,0.024855116
Apobec1,0.35961846,0.37201864,0.03777518,0.021545507,0.08745507,0.18244521,0.2192657,0.015068909
Gdf3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26826,0.0,0.022378175,0.0,0.0,0.0,0.0,0.0,0.0021785419
Foxj2,0.018138437,0.0063917595,0.008522906,0.008481017,0.019761374,0.009583722,0.011156026,0.0136894435
Necap1,0.1714998,0.209629,0.13698387,0.12019997,0.13975237,0.18447933,0.14325844,0.0998464
Clec4a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0034799713,0.0
Pex5,0.16050673,0.12825231,0.17817903,0.10939824,0.22533812,0.19099721,0.16043308,0.15566546
Clstn3,0.0,0.005810517,0.0054661236,0.0,0.033513676,0.0,0.0,0.011161842
RP23-308E4.7,0.0,0.0,0.0,0.0058607287,0.020037383,0.0,0.009765623,0.0037307874
C1rl,0.026030138,0.03577299,0.049601134,0.030254088,0.22258073,0.023918817,0.042905144,0.08854619
C1ra,0.0035194166,0.0045910035,0.0049204845,0.0,0.09003144,0.0,0.001619918,0.008874882
C1s1,0.082681365,0.011505707,0.018653855,0.0043597016,0.32002616,0.0,0.03482555,0.0063921325
C1s2,0.0,0.0,0.0,0.0,0.0102575105,0.0,0.0,0.0
Lpcat3,0.57724035,0.55073434,0.4023058,0.5240096,0.58635706,1.0487145,0.7501419,0.7289705
Emg1,0.54287195,0.81841123,1.0659844,0.5865162,1.4253411,0.4015263,0.5547533,1.7380362
Phb2,1.0584061,1.5443316,1.3904916,1.1479132,2.1064122,0.8638504,1.0900271,2.2067544
Gm15884,0.0,0.008581482,0.0,0.0,0.0,0.004268097,0.0,0.0019152083
Ptpn6,0.16482939,1.6549692,0.06030761,0.082946256,0.14393504,0.092752926,0.07010147,0.12309106
Gm20531,0.0022773002,0.0,0.0,0.0,0.0015075523,0.0,0.0,0.00414314
Grcc10,0.40158808,0.42596233,0.17912528,0.33212256,0.30427986,0.320181,0.22015189,0.22085537
Atn1_ENSMUSG00000004263,0.09232156,0.051966168,0.058045756,0.1292145,0.09569404,0.122407734,0.08184276,0.12040081
Spsb2,0.33621243,0.1832267,0.07614045,0.15066727,0.076181516,0.2751697,0.3027815,0.044669226
Tpi1,1.5309486,2.300018,1.7955792,1.9342595,2.361641,2.6912541,2.352479,2.4064314
Usp5,0.14964889,0.18444996,0.18747638,0.22119431,0.2818145,0.08788834,0.14145498,0.25322032
Cdca3,0.026743297,0.067413926,0.35105407,0.102544695,0.9712357,0.012100955,0.09704751,1.0134528
Gnb3,0.0025775381,0.26854923,0.0,0.0,0.0017983902,0.0,0.0,0.0
P3h3,0.0,0.0075247837,0.0,0.0,0.0,0.0,0.0,0.0007359491
Gpr162,0.0,0.0,0.0,0.006134739,0.0,0.0,0.0,0.0014260956
Lag3,0.002218152,0.03962405,0.005622264,0.004036424,0.0017756372,0.0029287674,0.0084516695,0.0024704412
Ptms,0.6899789,1.6283896,1.3023814,1.403215,1.1760342,0.9447678,0.75686306,1.5216846
A230083G16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0019623456,0.0007650145
Mlf2,0.84625846,1.1633015,0.93992984,1.0489905,1.1814703,1.3039474,1.2603666,1.3809493
Cops7a,0.41026643,0.40631825,0.5100322,0.34256864,0.89783466,0.2934556,0.33527932,0.812864
Pianp,0.0,0.0,0.0,0.057568736,0.0,0.0,0.0018481268,0.0006258337
Zfp384,0.023471327,0.0,0.02715661,0.0,0.030407581,0.054143656,0.026565727,0.02158631
Ing4,0.23734678,0.43276507,0.17296876,0.27961797,0.16663975,0.21545456,0.17892566,0.19243035
Acrbp,0.04035625,0.08090691,0.0305486,0.020358589,0.017322553,0.04059184,0.0066844877,0.012243425
Lpar5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023729366
Chd4,0.42791134,0.5944392,0.43094864,0.6208408,0.60381246,0.3835176,0.32903802,0.54819816
Nop2,0.06825481,0.051939856,0.1113045,0.05750972,0.25027066,0.040959857,0.068121046,0.23515089
Iffo1,0.0,0.0,0.0,0.02057858,0.0,0.0,0.0,0.00075616146
Gapdh,0.01003219,0.0,0.0037825056,0.014937758,0.023955375,0.05156745,0.04044927,0.008765198
Ncapd2,0.01979853,0.029096518,0.10441159,0.017541066,0.21894112,0.03323964,0.046667263,0.21127619
Mrpl51,0.82741606,0.6360606,0.40026814,0.36193225,0.8175321,1.0516399,0.7427374,0.79364604
Vamp1,0.035132248,0.025017967,0.030971283,0.027682362,0.027224008,0.010910429,0.023926066,0.014002636
