,M.cell_intestine.ex.vivo,Tuft_intestine.ex.vivo,Goblet_intestine.ex.vivo,Endocrine_intestine.ex.vivo,TA_intestine.ex.vivo,Enterocyte.1_intestine.ex.vivo,Enterocyte.2_intestine.ex.vivo,Stem_intestine.ex.vivo
Mrpl15,0.78216565,0.78013223,0.85506785,0.74000496,1.4614838,0.48797056,0.90537995,1.3292924
Lypla1,0.71044946,0.7919065,0.5410302,0.5203426,0.9891337,0.51251996,0.73564124,0.9239691
Gm37988,0.0020830217,0.0,0.0,0.0,0.0019290991,0.0033453316,0.0,0.0
Tcea1,0.080040984,0.10492508,0.074319735,0.10603371,0.16059442,0.07101273,0.05531519,0.08194743
Rgs20,0.0,0.0,0.0,0.017239865,0.0,0.0,0.0,0.0008647638
Atp6v1h,0.1556562,0.25515762,0.112216786,0.19716682,0.19754432,0.16326463,0.19853608,0.1816889
Rb1cc1,0.07782044,0.19173992,0.089193396,0.127256,0.10072236,0.061894562,0.06724984,0.09742139
4732440D04Rik,0.017890947,0.04413653,0.026346799,0.014111819,0.027935846,0.01068567,0.030922843,0.022722604
St18,0.0,0.17207316,0.0,0.13961168,0.0,0.0,0.0,0.0
Pcmtd1,0.07513675,0.11027731,0.036990467,0.13736363,0.036392305,0.04623159,0.048138462,0.045139883
Gm26901,0.0020204093,0.0,0.0050813286,0.011774234,0.0056916773,0.0018433541,0.0064924266,0.007504244
Rrs1,0.062732115,0.16236605,0.19904552,0.12307449,0.47676334,0.020087963,0.0822142,0.55653805
Adhfe1,0.0017945265,0.016368052,0.0,0.0032942041,0.0,0.0022959178,0.0,0.0039328323
Mybl1,0.0,0.0,0.0,0.0,0.0043112496,0.0,0.0,0.0067870305
Vcpip1,0.049239386,0.06352007,0.033138998,0.08951266,0.07292167,0.038594358,0.03468895,0.05490039
1700034P13Rik,0.015849737,0.0,0.0028347708,0.0,0.0017822111,0.024475843,0.0033257352,0.0012979648
Sgk3,0.0037073786,0.15762214,0.006216078,0.0391234,0.027154965,0.027968818,0.044127606,0.027501421
Mcmdc2,0.0,0.0,0.0,0.0065621473,0.0,0.0,0.0,0.00082368543
Snhg6,0.13245074,0.35486042,0.30706105,0.1947349,0.44277164,0.14532812,0.19858932,0.4249612
Tcf24,0.0,0.0,0.008728949,0.0141099775,0.0016460768,0.03430157,0.017358406,0.011012129
Cops5,0.43751082,0.5759664,0.42550272,0.47818443,0.7200449,0.2550645,0.429264,0.6499766
Cspp1,0.102552585,0.1253148,0.10627235,0.18263038,0.15335327,0.032013122,0.057174128,0.1503408
Arfgef1,0.3403566,0.28904346,0.19532254,0.23254317,0.32652572,0.23915344,0.32538623,0.28071532
Cpa6,0.0,0.0,0.0,0.06848857,0.0,0.0,0.0,0.0
A830018L16Rik,0.0,0.0,0.0050251554,0.0,0.01586631,0.0,0.0,0.0
Slco5a1,0.005945776,0.0,0.0,0.006768754,0.0,0.0,0.0,0.0
Ncoa2,0.06633957,0.068929225,0.044606,0.07733657,0.064755484,0.04099065,0.07847364,0.06549634
Tram1,0.4901854,0.6119166,0.7437664,0.5237191,0.5216938,0.30100822,0.375267,0.5755675
Lactb2,0.24595898,0.14849602,0.13483115,0.120295525,0.28509977,0.16896625,0.1884566,0.15197533
Xkr9,0.056126792,0.06653317,0.0021309964,0.040003255,0.031797327,0.05164669,0.08923712,0.0032475612
Eya1,0.0,0.032188024,0.0,0.0,0.0,0.0,0.0,0.0
Trpa1,0.0,0.0,0.0,0.12206241,0.0,0.008956421,0.0,0.0
Kcnb2,0.09660604,0.0,0.014687756,0.12014704,0.05360793,0.0,0.0,0.0
Terf1,0.0697777,0.047916383,0.073797666,0.16529039,0.2512008,0.008745902,0.052200772,0.22965224
Rpl7,0.532694,0.5535218,0.75649256,0.49411356,0.77459776,0.36735114,0.54051167,0.84130925
Rdh10,0.36017752,0.013622704,0.1407136,0.11103211,0.1312006,0.15795463,0.28656146,0.15624662
Stau2,0.028974796,0.07796963,0.03513851,0.053198185,0.05731791,0.05100235,0.028847676,0.094845876
Ube2w,0.115006775,0.12227642,0.124458835,0.082430586,0.1207392,0.03364248,0.08819758,0.11202005
Tceb1,0.5979748,0.74569887,0.48096487,0.53540456,0.7589762,0.43307412,0.54962635,0.76323396
Tmem70,0.5380947,0.50843424,0.36766464,0.3228117,0.71956253,0.10782253,0.16109054,0.67667234
Ly96,0.049690455,0.03271592,0.008215157,0.005329702,0.016007977,0.0076841614,0.0154374475,0.006569857
Jph1,0.011347639,0.0,0.0,0.0,0.025016703,0.0,0.0029428788,0.007855576
Mcm3,0.010495349,0.034733567,0.12886465,0.06815188,0.3710468,0.0,0.021236077,0.43161193
Paqr8,0.019117147,0.0,0.035536896,0.005559662,0.011925175,0.07873215,0.085206695,0.011296443
Efhc1,0.0,0.0,0.0044534383,0.0,0.0017105909,0.0,0.0061046625,0.0
Tram2,0.0021807966,0.0,0.0,0.0,0.0029845415,0.003399167,0.016023204,0.006269686
Tmem14a,0.0773986,0.07596587,0.08032927,0.023007365,0.08377428,0.02131749,0.06560661,0.0627899
Gsta3,0.09777652,0.058914945,0.42822284,0.09190869,0.32546207,0.5747619,0.27795756,0.49918658
Gm28836,0.022340134,0.0,0.0,0.0,0.0,0.0061820094,0.012687869,0.0
Khdc1a,0.39680758,0.0,0.0,0.0,0.069015436,0.0,0.10312695,0.00088008755
Gm29107,0.0,0.0036752564,0.0,0.0025646372,0.0036041075,0.0024358674,0.0,0.002248936
Ogfrl1,0.0,0.039156426,0.0,0.0101159215,0.0,0.0,0.0,0.0009940902
B3gat2,0.0011394521,0.0,0.0,0.0,0.0,0.0,0.014122925,0.0017628603
Smap1,0.37000054,0.376242,0.20078664,0.21986392,0.37061527,0.33703294,0.41268072,0.3334369
Sdhaf4,0.37194762,0.59358114,0.20113784,0.3704148,0.36964217,0.21287376,0.27792284,0.31058162
Fam135a,0.078303285,0.1405446,0.11206281,0.1724392,0.10537999,0.09987461,0.081336014,0.10764445
Col9a1,0.0,0.0,0.0060816854,0.0,0.0,0.0,0.0,0.0006308749
Lmbrd1,0.29980454,0.23469676,0.23188666,0.19360529,0.29063088,0.1984986,0.2746347,0.2183218
Phf3,0.20570695,0.31010213,0.17273265,0.26740897,0.24651816,0.21365793,0.22317699,0.28243703
Ptp4a1,0.065991335,0.04279264,0.07219314,0.03900046,0.0809732,0.13789651,0.1079878,0.06776321
Prim2,0.011515275,0.023305388,0.025460806,0.006134739,0.07877934,0.0067480924,0.009724677,0.08501972
Rab23,0.00707862,0.030083308,0.015440266,0.017716425,0.013961089,0.0,0.0057215933,0.01809001
Bag2,0.002084512,0.031989485,0.08945736,0.03508789,0.11058804,0.0060392013,0.028946124,0.20251633
Zfp451,0.0063664047,0.08410354,0.034600124,0.108758785,0.062313903,0.00711337,0.013654096,0.07217554
Dst,0.016463868,0.009915732,0.06181371,0.24980585,0.014183968,0.195803,0.060939115,0.015245844
Gm37233,0.019370418,0.0,0.0,0.016323553,0.0053359712,0.0,0.003513629,0.004635081
Ccdc115,0.35079584,0.4872309,0.27511793,0.4265121,0.5667833,0.061138313,0.10967058,0.3917161
Imp4,0.20125253,0.36415634,0.35538915,0.3017286,0.47521126,0.10735296,0.14146394,0.65490294
Ptpn18,0.47777903,1.33592,0.3267042,0.2788567,0.34001666,0.1930885,0.16289333,0.3725487
Arhgef4,0.013934527,0.0,0.0,0.0,0.021384897,0.0,0.0009417245,0.007443424
Gm38336,0.0,0.0,0.0,0.0,0.0032403802,0.0017357597,0.0,0.0016862825
Fam168b,0.36891314,0.16342056,0.23356478,0.19828373,0.26108193,0.3036028,0.23849611,0.31750956
Plekhb2,0.83687603,0.60359335,0.3000155,0.54064244,0.41137958,0.90337586,0.9319639,0.2785231
Hs6st1,0.35866615,0.040962875,0.0809698,0.17690738,0.16247748,0.10358691,0.14006646,0.12210551
Uggt1,0.052404657,0.15088983,0.25189772,0.08628282,0.14057748,0.09016453,0.08759393,0.14068536
Neurl3,0.4689055,0.45292,0.2491371,0.25015804,0.17320849,0.51619,0.26652372,0.24694258
Arid5a,0.014283788,0.0,0.006219226,0.01773389,0.011864689,0.0114590395,0.039029535,0.0058340053
4930403P22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kansl3,0.43737653,0.17372066,0.15259086,0.1320199,0.24609816,0.15527989,0.2254996,0.1882462
Lman2l,0.11529534,0.2111568,0.06377899,0.16028836,0.11444792,0.03041897,0.09235661,0.1034219
Cnnm4,0.08347263,0.040785972,0.087843366,0.052398648,0.11161937,0.08168502,0.17590411,0.08571054
Cnnm3,0.0023802428,0.017788319,0.016186597,0.081907384,0.039517146,0.0039920993,0.0,0.02398326
Ankrd23,0.052476294,0.062584765,0.06278676,0.082785636,0.10931308,0.013140144,0.029407943,0.113930196
Sema4c,0.1546314,0.035287675,0.018999306,0.020502485,0.13983631,0.0,0.008949391,0.031408302
Fam178b,0.06054396,0.0,0.0,0.0,0.01010211,0.0,0.0036106051,0.002331911
Cox5b,1.5625533,1.362426,1.158011,1.0706811,2.1265416,1.9908752,1.5803777,1.6335818
Actr1b,0.39440492,0.30566472,0.29377323,0.33488804,0.4083897,0.28901842,0.32619762,0.43626124
Tmem131,0.21820538,0.15634772,0.12111028,0.14164206,0.1499425,0.20216809,0.18541965,0.16263156
Vwa3b,0.026036734,0.0,0.005508647,0.011450991,0.001533812,0.0,0.010650399,0.0024215563
Inpp4a,0.037339106,0.0,0.011694137,0.042756956,0.031510267,0.08288169,0.037577517,0.032930415
Coa5,0.5819916,0.19513315,0.18431515,0.114096366,0.35303235,0.5826927,0.43064734,0.27404615
Unc50,0.68448776,0.49263844,0.47859755,0.45818663,0.6072663,0.2484328,0.36930063,0.5040429
Mgat4a,0.5614446,0.18707123,0.24284299,0.11867194,0.17201002,0.5455594,0.31967005,0.26808745
2010300C02Rik,0.042179532,0.049118154,0.056743048,0.11576727,0.063333444,0.030026251,0.033066906,0.14260714
Tsga10,0.014458856,0.036761783,0.012175998,0.0,0.004080097,0.0,0.0057703573,0.0064796726
Lipt1,0.032818224,0.026141968,0.005132633,0.036539342,0.05927977,0.012375925,0.02355344,0.06077956
Mitd1,0.14692925,0.15020017,0.07968938,0.0939944,0.16981587,0.08799944,0.091304384,0.13968398
Mrpl30,0.9197914,1.1026994,1.1230745,0.883044,1.1570046,1.0136638,0.8875437,1.4411836
Txndc9,0.6076288,0.6516187,0.34788027,0.43271637,0.7112568,0.35237968,0.50003713,0.5379994
Eif5b,0.49474823,0.75638545,0.6630592,0.54013675,0.8083867,0.28819278,0.37166944,0.77981925
Rev1,0.046900228,0.10022585,0.0684777,0.118175596,0.054791786,0.03363403,0.03961007,0.061632745
Gm16150,0.0,0.0,0.0,0.011679088,0.0,0.0,0.0,0.0
Pdcl3,0.6553049,0.5078513,0.55540794,0.4901322,0.7332761,0.64723104,0.79972917,0.7212805
Npas2,0.26520213,0.029559007,0.070350625,0.052483507,0.13322099,0.045174368,0.08597182,0.044905752
Rpl31,0.1391522,0.14694719,0.27867448,0.1105261,0.3375906,0.085927166,0.12380353,0.3878223
Tbc1d8,0.024313634,0.06288273,0.017371513,0.108672746,0.012767068,0.013120761,0.015528915,0.01797224
Cnot11,0.080477625,0.1335803,0.09755774,0.0696617,0.15997644,0.040158812,0.07075461,0.15358946
Rnf149,0.10544693,0.28649488,0.28521153,0.4710378,0.20510231,0.16677532,0.12000201,0.3947478
1700066B17Rik,0.0,0.0,0.0,0.0,0.0030530284,0.0,0.0,0.0
Map4k4,0.18779203,0.35197613,0.13625614,0.25067684,0.15559044,0.107815325,0.16950431,0.13219613
Il18r1,0.0019200414,0.0,0.0,0.035006553,0.0,0.0,0.009024306,0.0
Il18rap,0.0020738314,0.0,0.0,0.043164648,0.0,0.0,0.027343038,0.0
Slc9a4,0.0,0.0,0.0,0.0,0.0038744246,0.0,0.007919672,0.0
Slc9a2,0.03265923,0.047094073,0.028020192,0.13516217,0.09468772,0.2996572,0.31542677,0.05041847
Mfsd9,0.0485718,0.026359262,0.022723386,0.07316282,0.04988019,0.091080345,0.13469279,0.04414038
Tmem182,0.0,0.0,0.027488153,0.0053986274,0.0,0.0,0.0,0.021316586
Mrps9,0.24266069,0.34445053,0.37961495,0.27537605,0.65742123,0.15967272,0.16302016,0.6796251
Tgfbrap1,0.026362214,0.03336282,0.021510877,0.01205216,0.03715649,0.039996795,0.027553286,0.037077688
8430432A02Rik,0.0044487584,0.01914768,0.0,0.015703656,0.0,0.010606525,0.0,0.0028000486
AI597479,0.031002685,0.06430912,0.039106842,0.036554772,0.053021733,0.013817938,0.018115232,0.050028477
Fhl2,0.20673384,0.38427454,0.5559055,0.51867163,0.4002893,0.3013315,0.7238556,0.71457666
Nck2,0.08734591,0.017632212,0.01928797,0.03126149,0.03815907,0.010839639,0.04538931,0.026845315
Gm29155,0.004413383,0.0068562403,0.0,0.0,0.0024928043,0.0,0.0,0.0014192131
Uxs1,0.11603108,0.062055644,0.10057608,0.029747138,0.17497583,0.05216787,0.07323291,0.19804241
Tpp2,0.113260604,0.2783625,0.1547275,0.11497191,0.21728213,0.06574865,0.089338474,0.15738025
Gm8251,0.0,0.0,0.0,0.011902038,0.001986143,0.0,0.0,0.0028234797
Tex30,0.112858474,0.09814644,0.33031544,0.2442308,0.4171438,0.028854754,0.071065225,0.4321015
Kdelc1,0.022338,0.06456879,0.03569061,0.05453039,0.07010965,0.0021193195,0.009746942,0.065897666
Bivm,0.015959887,0.013794589,0.02096866,0.031940266,0.039883662,0.0,0.009322124,0.035091747
Ercc5,0.022874849,0.07799064,0.020480439,0.035704907,0.092020616,0.019344607,0.023232039,0.060848806
Wdr75,0.040711727,0.012515084,0.019675137,0.038456935,0.12562546,0.002362959,0.0412032,0.09259826
Slc40a1,0.024285913,0.0,0.028363248,0.0,0.02679742,0.06966041,0.11875027,0.016892217
Dnah7b,0.0053897006,0.0,0.0,0.0,0.013753422,0.0,0.0011447697,0.0
Slc39a10,0.0040905215,0.015665943,0.024207762,0.011653928,0.013365341,0.0,0.006803282,0.019034509
Gm28151,0.0051505878,0.0,0.0,0.0,0.0,0.0,0.0,0.0026414595
Gm29325,0.00197455,0.012296367,0.0,0.0,0.0,0.0,0.0062924307,0.00075875205
Nabp1,0.07663499,0.03653941,0.015144124,0.035860762,0.07280304,0.07076967,0.10184099,0.04642776
Gm17767,0.0,0.013200839,0.0,0.0,0.0,0.0,0.0017369728,0.00058081665
Myo1b,0.027013408,0.83262074,0.12446903,0.14828005,0.25712433,0.010208586,0.016727302,0.092173494
Stat1,0.08613398,0.05057266,0.00718004,0.0,0.06968809,0.0845159,0.053229745,0.0255101
Gls,0.2871001,0.08340696,0.19266543,0.22037327,0.2792172,0.5423007,0.5874769,0.32907245
Nab1,0.051371813,0.035637327,0.07215392,0.01030888,0.09297537,0.055661157,0.090967804,0.0708574
Tmem194b,0.0040395157,0.0,0.0,0.012486052,0.01332096,0.0,0.0,0.01710543
Mfsd6,0.14791839,0.17711172,0.11321595,0.1518644,0.09175993,0.021239594,0.08628195,0.067625895
Inpp1,0.09266575,0.058585756,0.016478732,0.06811982,0.031077519,0.016722793,0.020083886,0.02128857
Hibch,0.1382919,0.16538718,0.10711994,0.09875934,0.20441215,0.047297124,0.050185576,0.14904986
1700019D03Rik,0.19612223,0.02930282,0.11415839,0.048723817,0.08976352,0.023407403,0.040117513,0.09008593
Pms1,0.010028836,0.011984279,0.00936023,0.020935705,0.026790751,0.0069818636,0.0031077054,0.018981883
Ormdl1,0.103464834,0.1327513,0.093667544,0.04928161,0.15902564,0.03220016,0.079064794,0.18086478
Osgepl1,0.11802564,0.050827853,0.08057091,0.030976139,0.16490048,0.051089313,0.07479746,0.16446805
Asnsd1,0.2149374,0.22532444,0.21935858,0.11632349,0.30656058,0.11796077,0.19337949,0.33327344
Stk17b,0.23152101,0.12352738,0.086306445,0.0267546,0.17611977,0.25389013,0.40185508,0.13801809
Ccdc150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014661574
Gtf3c3,0.034284662,0.049136557,0.017252285,0.03148258,0.030206252,0.017912785,0.02223703,0.061169304
Pgap1,0.5007313,0.04926614,0.16362348,0.24954286,0.24013996,0.1754322,0.2706354,0.24418366
Ankrd44,0.0031784878,0.0,0.0,0.024161536,0.0081495205,0.0,0.033283412,0.008073918
Sf3b1,0.60327363,0.6767992,0.52067256,0.51746875,0.90569526,0.33892527,0.49512103,0.8281004
Coq10b,0.19783264,0.109024875,0.06268457,0.10480464,0.190411,0.049800802,0.110598475,0.10272232
Hspd1,0.37575462,0.47836488,0.7179927,0.34531343,1.5092359,0.16345845,0.30464274,1.4838398
Hspe1,0.96208405,0.9516372,1.1661903,0.512896,1.9626235,0.52670634,0.48946744,1.9508429
Mob4,0.66299814,0.6793702,0.4938572,0.6115269,0.5689624,0.25068274,0.3803879,0.70403147
Rftn2,0.003134186,0.0,0.023206221,0.031249886,0.0053667035,0.0,0.0,0.022632863
Gm10561,0.0025775381,0.0,0.047149107,0.0261435,0.0016619895,0.0,0.0,0.011215458
Mars2,0.021647787,0.046019472,0.07375779,0.029662095,0.10788377,0.011327439,0.025891263,0.15920928
Boll,0.0,0.0,0.0,0.009318605,0.0016802475,0.0,0.0,0.004756676
Satb2,0.0,0.00997039,0.0,0.0058208914,0.007002021,0.004425132,0.019275576,0.006961061
4930558J18Rik,0.0,0.0,0.0,0.0032942041,0.014556277,0.0,0.0,0.007517926
1700066M21Rik,0.009018221,0.0,0.008503136,0.0033579876,0.009592784,0.0057293805,0.0,0.016576229
Tyw5,0.040301543,0.079467386,0.06035728,0.027815245,0.068755694,0.008674209,0.025891632,0.05797822
9430016H08Rik,0.20234095,0.22425503,0.17176475,0.18513852,0.34712854,0.07999038,0.15704487,0.28204638
Spats2l,0.0,0.0,0.00726831,0.0063291,0.003227184,0.0,0.0,0.0
Kctd18,0.009049669,0.08026074,0.014460991,0.030479016,0.036627043,0.008625876,0.011823883,0.024526794
Sgol2a,0.0,0.017609797,0.0078399945,0.005232848,0.10021745,0.0036614763,0.00510122,0.061744034
Aox2,0.0,0.0,0.0,0.0,0.0033774872,0.0,0.0,0.0
Bzw1,0.44556755,0.707455,0.45133168,0.34442624,0.79085875,0.11669079,0.44566295,0.79030913
Clk1,0.22153285,0.45422238,0.18316576,0.12388924,0.2192229,0.108184725,0.15235917,0.19229512
Ppil3,0.12900972,0.16253099,0.17605942,0.075101785,0.2316023,0.02831529,0.087201685,0.25542971
Nif3l1,0.10123569,0.19609496,0.11643413,0.11176166,0.27454928,0.046287227,0.056212023,0.20919873
Orc2,0.023244109,0.08719493,0.06441578,0.025477188,0.105415806,0.01209151,0.014793983,0.09058032
Gm15834,0.0,0.0,0.0,0.0,0.005235153,0.0,0.0042957366,0.0023019447
Fam126b,0.38450864,0.05393851,0.0069073765,0.03916622,0.038363975,0.0651435,0.069754034,0.056520466
Ndufb3,1.6936442,1.0761099,0.6202186,0.6912285,1.3391538,1.3582944,1.087423,0.94075555
Als2cr12,0.07345822,0.0117338365,0.0,0.0,0.015433908,0.0366293,0.04176103,0.0034949584
Cflar,0.40157175,0.15806174,0.0968873,0.07235779,0.13031991,0.1589098,0.19098341,0.063575506
Casp8,0.51495177,0.27576995,0.18708688,0.18408042,0.49646166,0.30441263,0.47428212,0.22958855
Trak2,0.36881602,0.0551582,0.06324474,0.06374119,0.16336657,0.07949022,0.16584516,0.06349586
Stradb,0.12874442,0.11989304,0.08662492,0.09208254,0.12157735,0.059589628,0.14605343,0.10783619
Tmem237,0.15430097,0.085435614,0.19056454,0.17776424,0.24351305,0.18896116,0.2618393,0.40641662
G730003C15Rik,0.019393953,0.06185542,0.02684394,0.014406816,0.026992913,0.016286822,0.011372312,0.04310436
Mpp4,0.01880677,0.011499281,0.031436495,0.0076290127,0.030342877,0.099443264,0.06909587,0.08150384
Gm29017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020805472
Als2,0.0803864,0.03980303,0.0033095286,0.013019123,0.04314774,0.046578586,0.03646789,0.024512777
Cdk15,0.010161337,0.0,0.0,0.0,0.0,0.0,0.0015808861,0.0
Fzd7,0.055588335,0.0,0.06251146,0.032781426,0.04144523,0.010795439,0.02391694,0.07760109
Sumo1,1.2089852,1.1495084,0.7832905,0.96231365,1.4388536,0.520807,1.002475,1.1958988
Nop58,0.14996885,0.20291919,0.20856242,0.15342171,0.50037825,0.016653528,0.06582756,0.45135757
Bmpr2,0.03684716,0.060361356,0.022145962,0.048723068,0.044321332,0.058659103,0.048438482,0.043507576
Fam117b,0.08374453,0.045040708,0.11365334,0.10661096,0.068401,0.015562628,0.057524692,0.15541363
Ica1l,0.0,0.0,0.0,0.044843405,0.0,0.0,0.0,0.0
Wdr12,0.07536061,0.08428577,0.14054962,0.071965724,0.28481123,0.005751204,0.04437442,0.3003347
Carf,0.02923849,0.06411349,0.017260246,0.047823533,0.03098765,0.01600235,0.013202496,0.03315224
Nbeal1,0.09301888,0.064009756,0.053111248,0.091074504,0.12977375,0.111204274,0.13824084,0.08867272
Cyp20a1,0.056633666,0.19492769,0.095764294,0.0790049,0.14769791,0.0066873995,0.03551636,0.13763045
Abi2,0.0,0.012307099,0.0061293235,0.0138974,0.0,0.0,0.0,0.004994489
Raph1,0.12876771,0.18883732,0.15923719,0.16368593,0.16899061,0.2263624,0.40905544,0.17789772
Pard3b,0.29043874,0.016706204,0.024517333,0.021724679,0.08889822,0.013281869,0.043649696,0.056243636
Nrp2,0.0023883393,0.0,0.014838385,0.03343433,0.0,0.0,0.0,0.002096471
Ino80d,0.20854263,0.17335027,0.14101705,0.14114359,0.19935617,0.16643262,0.12189885,0.19118284
Ino80dos,0.025111606,0.022129845,0.0,0.0,0.010059686,0.007910364,0.013365264,0.011444676
Gm20342,0.10456588,0.2823004,0.04935902,0.10093617,0.05450596,0.06661604,0.083522476,0.08231612
Ndufs1,0.3566976,0.35503542,0.29636702,0.18305889,0.5520422,0.3006596,0.25809038,0.4594693
Eef1b2,1.5177222,1.9964474,2.3903482,1.4268233,2.0393946,1.2711866,1.355551,2.6659987
Mdh1b,0.0027116663,0.0,0.0,0.0,0.0,0.0,0.0,0.0007767337
Fastkd2,0.048963096,0.05016855,0.05783362,0.014257566,0.20033863,0.0065624285,0.03502371,0.13954285
Klf7,0.22152784,0.28835136,0.1021871,0.22116224,0.109699324,0.19848387,0.21139418,0.1453412
Gm26649,0.0,0.0,0.0,0.0,0.003168559,0.0,0.0,0.0011982737
Creb1,0.10487699,0.11978744,0.06735655,0.11825317,0.17967923,0.05429745,0.088617735,0.16827215
Mettl21a,0.056351434,0.02988749,0.014920388,0.016976107,0.06288004,0.051571712,0.04470801,0.03494763
Gm28982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ccnyl1,0.0056539443,0.03357978,0.0045339437,0.0138654,0.013809662,0.027030438,0.016734792,0.02101238
Fzd5,0.12760174,0.08980723,0.093352936,0.03649928,0.21476604,0.24142255,0.21577416,0.19403443
Plekhm3,0.021421807,0.030487537,0.0,0.024871789,0.0039256127,0.030089498,0.011890852,0.005211276
Akr1cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012508658
D630023F18Rik,0.02961251,0.0,0.0,0.0,0.0033244984,0.01676298,0.0038707186,0.0049967365
Idh1,0.9222441,0.3153609,0.3949309,0.31303072,0.63894767,0.80081034,0.680614,0.59929746
Pikfyve,0.07928378,0.043364245,0.05143181,0.09051201,0.07312056,0.052776866,0.047008034,0.06670969
Unc80,0.0,0.0,0.0,0.014886862,0.0,0.0,0.0,0.0
Rpe,0.58541954,0.3954952,0.24305888,0.18597946,0.42364407,0.17482212,0.25867283,0.31848145
Kansl1l,0.004959866,0.012402494,0.010736901,0.071205355,0.017364904,0.0,0.0,0.01712943
Acadl,0.5255659,0.37016016,0.2370793,0.25297847,0.46286574,0.8191022,0.3241342,0.44421962
Myl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066466734
Lancl1,0.059592564,0.20010908,0.10214476,0.11291581,0.13015084,0.017660042,0.034925282,0.15505657
Cps1,0.08018799,0.09027146,0.29727894,0.09708841,0.44233403,0.23738274,0.0746918,0.94145197
Ikzf2,0.0,0.0,0.0,0.008342658,0.0,0.0,0.0,0.00061654014
Bard1,0.0,0.0,0.0,0.0,0.026193675,0.0,0.0,0.033891574
Atic,0.06273604,0.091247536,0.218788,0.08854259,0.39218557,0.011265668,0.050596338,0.45295763
Gm4319,0.0,0.0,0.0,0.046647143,0.0,0.0,0.0,0.0
Mreg,0.13142408,0.020779377,0.010669186,0.07453266,0.15875304,0.002084847,0.01599853,0.013397327
D230017M19Rik,0.0,0.0,0.0,0.025368603,0.006870292,0.0,0.0029416776,0.0017919402
Pecr,0.031148812,0.039740883,0.21916366,0.088329025,0.088053405,0.0056255683,0.010041664,0.15188207
Xrcc5,0.042293537,0.088350676,0.05627844,0.046479695,0.11021183,0.005771114,0.0069440017,0.0811091
March4,0.0,0.0,0.0,0.079339705,0.0,0.0,0.0,0.0
Smarcal1,0.019495169,0.019174812,0.0049204845,0.024231283,0.03417327,0.011947694,0.010331536,0.023094423
Rpl37a,2.469114,2.810147,2.8487332,2.785829,3.1073275,2.4811182,2.3230987,2.9113984
Igfbp2,0.0,0.0,0.0,0.2674314,0.0,0.0,0.0,0.0
Igfbp5,0.0055051423,0.1925341,0.020395495,0.13846987,0.0,0.007921165,0.0,0.031940732
6030407O03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030309644
Tns1,0.0,0.0,0.0,0.0,0.0,0.0062984056,0.0,0.0
Arpc2,1.9925028,1.9606286,1.5583528,1.7647297,1.8808186,1.6882225,2.0837333,1.9070216
Aamp,0.7022263,1.0823283,0.6773327,1.0774782,0.8198185,0.49725085,0.55698663,0.9149701
Pnkd,0.37644196,0.47062105,0.39995718,0.49464548,0.5046453,0.68017584,0.48288822,0.5756416
Tmbim1,0.36083704,0.8166594,0.4145676,0.5853903,0.32853344,0.41065174,0.65811354,0.45387238
Catip,0.0,0.0,0.0,0.022247722,0.0,0.0,0.0,0.0016403978
Ctdsp1,0.10558392,0.14765958,0.09900511,0.13214523,0.15024863,0.13853054,0.07420895,0.16525835
Vil1,1.027949,0.876688,0.47803977,0.59597814,0.54220307,1.335753,1.3525904,0.45287743
Usp37,0.030543553,0.0,0.03423333,0.061306246,0.050391648,0.024826875,0.030150987,0.06393842
Rqcd1,0.04692475,0.06539956,0.05446456,0.050512716,0.14220887,0.078353584,0.06793508,0.14400125
Zfp142,0.024847534,0.025425607,0.01478768,0.024572285,0.015703088,0.008458793,0.009835032,0.016424589
Bcs1l,0.026229553,0.06981894,0.08181734,0.056875367,0.1029921,0.02262507,0.03362429,0.11236216
Rnf25,0.06904852,0.06817787,0.09005413,0.10770765,0.09877346,0.049753014,0.049159024,0.06894672
Stk36,0.0,0.02059688,0.0,0.0,0.0014212842,0.0,0.0,0.0023616615
Ttll4,0.028885564,0.00569266,0.021060737,0.00885475,0.04450384,0.009753985,0.0063519254,0.07052699
Cyp27a1,0.001558371,0.008396765,0.0,0.01712214,0.0116767,0.013286145,0.0049341647,0.009401463
Wnt6,0.0,0.0,0.0,0.018438362,0.0035522066,0.0,0.004424873,0.0004591011
Wnt10a,0.0,0.0,0.0,0.009491267,0.047744587,0.0,0.0029416776,0.0
Cdk5r2,0.0,0.0,0.0,0.11184012,0.0,0.0,0.0,0.0
Fev,0.004400427,0.0,0.0,0.99295986,0.0028807377,0.0,0.0,0.00037306247
Cryba2,0.0,0.24805902,0.0028198133,0.79680943,0.0045381463,0.004973591,0.0021332488,0.0013777524
Ccdc108,0.035650484,0.0,0.0,0.0,0.001499035,0.0029295115,0.01167547,0.0
